"Hours since thread went live","Kuroshitsuji: Kishuku Gakkou-hen • Black Butler: Public School Arc - Episode 2 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,4
0.25,5
0.3333333333333333,6
0.4166666666666667,7
0.5,8
0.5833333333333334,9
0.6666666666666666,9
0.75,10
0.8333333333333334,11
0.9166666666666666,11
1,13
1.0833333333333333,15
1.1666666666666667,18
1.25,19
1.3333333333333333,21
1.4166666666666667,21
1.5,21
1.5833333333333333,23
1.6666666666666667,23
1.75,23
1.8333333333333333,24
1.9166666666666667,25
2,25
2.0833333333333335,25
2.1666666666666665,28
2.25,27
2.3333333333333335,28
2.4166666666666665,28
2.5,28
2.5833333333333335,31
2.6666666666666665,30
2.75,32
2.8333333333333335,30
2.9166666666666665,33
3,32
3.0833333333333335,34
3.1666666666666665,37
3.25,39
3.3333333333333335,37
3.4166666666666665,40
3.5,37
3.5833333333333335,40
3.6666666666666665,41
3.75,44
3.8333333333333335,42
3.9166666666666665,44
4,48
4.083333333333333,46
4.166666666666667,47
4.25,46
4.333333333333333,48
4.416666666666667,51
4.5,49
4.583333333333333,47
4.666666666666667,51
4.75,48
4.833333333333333,49
4.916666666666667,52
5,57
5.083333333333333,53
5.166666666666667,56
5.25,56
5.333333333333333,51
5.416666666666667,52
5.5,59
5.583333333333333,57
5.666666666666667,55
5.75,56
5.833333333333333,62
5.916666666666667,58
6,61
6.083333333333333,59
6.166666666666667,58
6.25,60
6.333333333333333,58
6.416666666666667,63
6.5,59
6.583333333333333,62
6.666666666666667,60
6.75,62
6.833333333333333,60
6.916666666666667,58
7,63
7.083333333333333,60
7.166666666666667,61
7.25,58
7.333333333333333,59
7.416666666666667,62
7.5,62
7.583333333333333,59
7.666666666666667,59
7.75,61
7.833333333333333,59
7.916666666666667,65
8,65
8.083333333333334,62
8.166666666666666,62
8.25,64
8.333333333333334,61
8.416666666666666,66
8.5,67
8.583333333333334,65
8.666666666666666,65
8.75,63
8.833333333333334,66
8.916666666666666,65
9,62
9.083333333333334,65
9.166666666666666,65
9.25,64
9.333333333333334,68
9.416666666666666,69
9.5,65
9.583333333333334,67
9.666666666666666,70
9.75,68
9.833333333333334,71
9.916666666666666,70
10,71
10.083333333333334,70
10.166666666666666,72
10.25,72
10.333333333333334,73
10.416666666666666,71
10.5,69
10.583333333333334,70
10.666666666666666,72
10.75,71
10.833333333333334,73
10.916666666666666,71
11,71
11.083333333333334,73
11.166666666666666,72
11.25,73
11.333333333333334,75
11.416666666666666,70
11.5,70
11.583333333333334,70
11.666666666666666,68
11.75,74
11.833333333333334,77
11.916666666666666,71
12,78
12.083333333333334,71
12.166666666666666,78
12.25,73
12.333333333333334,76
12.416666666666666,76
12.5,77
12.583333333333334,75
12.666666666666666,77
12.75,78
12.833333333333334,75
12.916666666666666,77
13,77
13.083333333333334,78
13.166666666666666,79
13.25,76
13.333333333333334,74
13.416666666666666,79
13.5,78
13.583333333333334,81
13.666666666666666,74
13.75,77
13.833333333333334,76
13.916666666666666,76
14,77
14.083333333333334,78
14.166666666666666,80
14.25,76
14.333333333333334,78
14.416666666666666,80
14.5,76
14.583333333333334,80
14.666666666666666,79
14.75,80
14.833333333333334,80
14.916666666666666,84
15,84
15.083333333333334,80
15.166666666666666,81
15.25,79
15.333333333333334,84
15.416666666666666,80
15.5,82
15.583333333333334,81
15.666666666666666,85
15.75,83
15.833333333333334,82
15.916666666666666,82
16,83
16.083333333333332,84
16.166666666666668,84
16.25,85
16.333333333333332,87
16.416666666666668,87
16.5,85
16.583333333333332,90
16.666666666666668,86
16.75,87
16.833333333333332,83
16.916666666666668,88
17,89
17.083333333333332,88
17.166666666666668,91
17.25,86
17.333333333333332,87
17.416666666666668,89
17.5,85
17.583333333333332,90
17.666666666666668,90
17.75,88
17.833333333333332,85
17.916666666666668,89
18,87
18.083333333333332,90
18.166666666666668,89
18.25,88
18.333333333333332,86
18.416666666666668,86
18.5,94
18.583333333333332,87
18.666666666666668,92
18.75,95
18.833333333333332,92
18.916666666666668,93
19,91
19.083333333333332,92
19.166666666666668,90
19.25,97
19.333333333333332,93
19.416666666666668,94
19.5,93
19.583333333333332,96
19.666666666666668,97
19.75,96
19.833333333333332,93
19.916666666666668,93
20,97
20.083333333333332,94
20.166666666666668,98
20.25,95
20.333333333333332,93
20.416666666666668,98
20.5,95
20.583333333333332,97
20.666666666666668,96
20.75,96
20.833333333333332,100
20.916666666666668,96
21,101
21.083333333333332,96
21.166666666666668,100
21.25,101
21.333333333333332,98
21.416666666666668,101
21.5,100
21.583333333333332,99
