"Hours since thread went live","High Card Season 2 - Episode 23 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,2
0.8333333333333334,3
0.9166666666666666,3
1,4
1.0833333333333333,4
1.1666666666666667,4
1.25,4
1.3333333333333333,4
1.4166666666666667,4
1.5,3
1.5833333333333333,5
1.6666666666666667,6
1.75,7
1.8333333333333333,7
1.9166666666666667,6
2,7
2.0833333333333335,8
2.1666666666666665,9
2.25,8
2.3333333333333335,11
2.4166666666666665,11
2.5,12
2.5833333333333335,11
2.6666666666666665,12
2.75,13
2.8333333333333335,12
2.9166666666666665,13
3,15
3.0833333333333335,14
3.1666666666666665,15
3.25,16
3.3333333333333335,18
3.4166666666666665,17
3.5,17
3.5833333333333335,16
3.6666666666666665,17
3.75,19
3.8333333333333335,19
3.9166666666666665,18
4,20
4.083333333333333,20
4.166666666666667,20
4.25,23
4.333333333333333,22
4.416666666666667,20
4.5,21
4.583333333333333,21
4.666666666666667,23
4.75,25
4.833333333333333,24
4.916666666666667,22
5,22
5.083333333333333,23
5.166666666666667,24
5.25,23
5.333333333333333,23
5.416666666666667,23
5.5,23
5.583333333333333,25
5.666666666666667,25
5.75,29
5.833333333333333,27
5.916666666666667,27
6,31
6.083333333333333,26
6.166666666666667,30
6.25,30
6.333333333333333,31
6.416666666666667,29
6.5,32
6.583333333333333,32
6.666666666666667,32
6.75,34
6.833333333333333,32
6.916666666666667,36
7,37
7.083333333333333,35
7.166666666666667,38
7.25,32
7.333333333333333,38
7.416666666666667,34
7.5,36
7.583333333333333,34
7.666666666666667,36
7.75,37
7.833333333333333,39
7.916666666666667,39
8,38
8.083333333333334,41
8.166666666666666,38
8.25,39
8.333333333333334,38
8.416666666666666,39
8.5,38
8.583333333333334,41
8.666666666666666,42
8.75,40
8.833333333333334,44
8.916666666666666,40
9,39
9.083333333333334,42
9.166666666666666,45
9.25,44
9.333333333333334,46
9.416666666666666,46
9.5,44
9.583333333333334,49
9.666666666666666,42
9.75,45
9.833333333333334,47
9.916666666666666,48
10,44
10.083333333333334,45
10.166666666666666,44
10.25,44
10.333333333333334,47
10.416666666666666,46
10.5,47
10.583333333333334,50
10.666666666666666,46
10.75,47
10.833333333333334,49
10.916666666666666,44
11,52
11.083333333333334,50
11.166666666666666,45
11.25,46
11.333333333333334,48
11.416666666666666,47
11.5,46
11.583333333333334,50
11.666666666666666,50
11.75,49
11.833333333333334,45
11.916666666666666,49
12,52
12.083333333333334,48
12.166666666666666,49
12.25,50
12.333333333333334,53
12.416666666666666,47
12.5,50
12.583333333333334,50
12.666666666666666,52
12.75,53
12.833333333333334,50
12.916666666666666,53
13,52
13.083333333333334,53
13.166666666666666,53
13.25,52
13.333333333333334,55
13.416666666666666,54
13.5,52
13.583333333333334,50
13.666666666666666,54
13.75,56
13.833333333333334,50
13.916666666666666,54
14,57
14.083333333333334,55
14.166666666666666,58
14.25,57
14.333333333333334,54
14.416666666666666,52
14.5,53
14.583333333333334,58
14.666666666666666,54
14.75,53
14.833333333333334,54
14.916666666666666,55
15,54
15.083333333333334,52
15.166666666666666,55
15.25,55
15.333333333333334,56
15.416666666666666,55
15.5,58
15.583333333333334,56
15.666666666666666,51
15.75,53
15.833333333333334,54
15.916666666666666,52
16,56
16.083333333333332,59
16.166666666666668,52
16.25,57
16.333333333333332,58
16.416666666666668,59
16.5,57
16.583333333333332,57
16.666666666666668,57
16.75,52
16.833333333333332,55
16.916666666666668,58
17,59
17.083333333333332,59
17.166666666666668,57
17.25,59
17.333333333333332,60
17.416666666666668,55
17.5,55
17.583333333333332,61
17.666666666666668,56
17.75,58
17.833333333333332,58
17.916666666666668,60
18,56
18.083333333333332,60
18.166666666666668,59
18.25,63
18.333333333333332,59
18.416666666666668,64
18.5,60
18.583333333333332,60
18.666666666666668,61
18.75,61
18.833333333333332,57
18.916666666666668,60
19,57
19.083333333333332,59
19.166666666666668,61
19.25,58
19.333333333333332,56
19.416666666666668,60
19.5,64
19.583333333333332,62
19.666666666666668,58
19.75,59
19.833333333333332,59
19.916666666666668,63
20,57
20.083333333333332,62
20.166666666666668,60
20.25,58
20.333333333333332,61
20.416666666666668,59
20.5,58
20.583333333333332,60
20.666666666666668,61
20.75,60
20.833333333333332,62
20.916666666666668,63
21,62
21.083333333333332,61
21.166666666666668,60
21.25,63
21.333333333333332,65
21.416666666666668,64
21.5,62
21.583333333333332,62
21.666666666666668,62
21.75,60
21.833333333333332,64
21.916666666666668,60
22,60
22.083333333333332,61
22.166666666666668,60
22.25,61
22.333333333333332,59
22.416666666666668,58
22.5,59
22.583333333333332,58
22.666666666666668,59
22.75,61
22.833333333333332,65
22.916666666666668,64
23,61
23.083333333333332,65
23.166666666666668,59
23.25,63
23.333333333333332,59
23.416666666666668,64
23.5,60
23.583333333333332,61
23.666666666666668,63
23.75,62
23.833333333333332,63
23.916666666666668,62
24,63
24.083333333333332,60
24.166666666666668,63
24.25,62
24.333333333333332,59
24.416666666666668,60
24.5,62
24.583333333333332,65
24.666666666666668,63
24.75,62
24.833333333333332,61
24.916666666666668,61
25,60
25.083333333333332,63
25.166666666666668,63
25.25,67
25.333333333333332,65
25.416666666666668,61
25.5,63
25.583333333333332,64
25.666666666666668,65
25.75,61
25.833333333333332,64
25.916666666666668,64
26,65
26.083333333333332,66
26.166666666666668,64
26.25,61
26.333333333333332,66
26.416666666666668,63
26.5,62
26.583333333333332,63
26.666666666666668,68
26.75,64
26.833333333333332,68
26.916666666666668,61
27,65
27.083333333333332,65
27.166666666666668,64
27.25,68
27.333333333333332,67
27.416666666666668,63
27.5,63
27.583333333333332,68
27.666666666666668,62
27.75,65
27.833333333333332,69
27.916666666666668,65
28,64
28.083333333333332,66
28.166666666666668,66
28.25,65
28.333333333333332,69
28.416666666666668,67
28.5,61
28.583333333333332,66
28.666666666666668,64
28.75,64
28.833333333333332,67
28.916666666666668,66
29,67
29.083333333333332,66
29.166666666666668,68
29.25,65
29.333333333333332,65
29.416666666666668,63
29.5,62
29.583333333333332,63
29.666666666666668,62
29.75,64
29.833333333333332,64
29.916666666666668,67
30,65
30.083333333333332,67
30.166666666666668,67
30.25,65
30.333333333333332,66
30.416666666666668,66
30.5,66
30.583333333333332,67
30.666666666666668,67
30.75,69
30.833333333333332,66
30.916666666666668,67
31,69
31.083333333333332,66
31.166666666666668,64
31.25,65
31.333333333333332,66
31.416666666666668,64
31.5,64
31.583333333333332,69
31.666666666666668,67
31.75,64
31.833333333333332,67
31.916666666666668,66
32,69
32.083333333333336,63
32.166666666666664,65
32.25,68
32.333333333333336,69
32.416666666666664,66
32.5,69
32.583333333333336,69
32.666666666666664,68
32.75,67
32.833333333333336,68
32.916666666666664,68
33,67
33.083333333333336,63
33.166666666666664,68
33.25,69
33.333333333333336,65
33.416666666666664,67
33.5,67
33.583333333333336,66
33.666666666666664,65
33.75,71
33.833333333333336,68
33.916666666666664,66
34,67
34.083333333333336,68
34.166666666666664,70
34.25,67
34.333333333333336,69
34.416666666666664,72
34.5,68
34.583333333333336,67
34.666666666666664,68
34.75,64
34.833333333333336,68
34.916666666666664,66
35,65
35.083333333333336,65
35.166666666666664,70
35.25,70
35.333333333333336,72
35.416666666666664,71
35.5,67
