"Hours since thread went live","Sand Land: The Series - Episode 11 discussion"
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,1
0.5,1
0.5833333333333334,1
0.6666666666666666,1
0.75,1
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,1
1.1666666666666667,1
1.25,1
1.3333333333333333,1
1.4166666666666667,2
1.5,2
1.5833333333333333,3
1.6666666666666667,4
1.75,3
1.8333333333333333,3
1.9166666666666667,3
2,4
2.0833333333333335,4
2.1666666666666665,5
2.25,4
2.3333333333333335,4
2.4166666666666665,5
2.5,5
2.5833333333333335,3
2.6666666666666665,4
2.75,5
2.8333333333333335,4
2.9166666666666665,4
3,4
3.0833333333333335,6
3.1666666666666665,2
3.25,5
3.3333333333333335,3
3.4166666666666665,4
3.5,4
3.5833333333333335,7
3.6666666666666665,7
3.75,5
3.8333333333333335,7
3.9166666666666665,6
4,5
4.083333333333333,6
4.166666666666667,6
4.25,6
4.333333333333333,5
4.416666666666667,6
4.5,7
4.583333333333333,3
4.666666666666667,5
4.75,5
4.833333333333333,6
4.916666666666667,5
5,8
5.083333333333333,8
5.166666666666667,6
5.25,6
5.333333333333333,5
5.416666666666667,6
5.5,6
5.583333333333333,5
5.666666666666667,5
5.75,7
5.833333333333333,11
5.916666666666667,11
6,9
6.083333333333333,11
6.166666666666667,9
6.25,11
6.333333333333333,12
6.416666666666667,10
6.5,12
6.583333333333333,11
6.666666666666667,11
6.75,11
6.833333333333333,12
6.916666666666667,11
7,9
7.083333333333333,9
7.166666666666667,10
7.25,11
7.333333333333333,11
7.416666666666667,14
7.5,13
7.583333333333333,11
7.666666666666667,11
7.75,12
7.833333333333333,12
7.916666666666667,13
8,16
8.083333333333334,13
8.166666666666666,14
8.25,15
8.333333333333334,12
8.416666666666666,15
8.5,14
8.583333333333334,15
8.666666666666666,16
8.75,15
8.833333333333334,17
8.916666666666666,16
9,16
9.083333333333334,19
9.166666666666666,19
9.25,17
9.333333333333334,15
9.416666666666666,16
9.5,15
9.583333333333334,17
9.666666666666666,16
9.75,19
9.833333333333334,16
9.916666666666666,18
10,21
10.083333333333334,21
10.166666666666666,20
10.25,20
10.333333333333334,21
10.416666666666666,18
10.5,19
10.583333333333334,20
10.666666666666666,22
10.75,21
10.833333333333334,22
10.916666666666666,23
11,21
11.083333333333334,20
11.166666666666666,23
11.25,24
11.333333333333334,23
11.416666666666666,22
11.5,21
11.583333333333334,23
11.666666666666666,24
11.75,21
11.833333333333334,23
11.916666666666666,21
12,20
12.083333333333334,22
12.166666666666666,24
12.25,20
12.333333333333334,21
12.416666666666666,22
12.5,20
12.583333333333334,26
12.666666666666666,22
12.75,25
12.833333333333334,25
12.916666666666666,23
13,24
13.083333333333334,24
13.166666666666666,24
13.25,26
13.333333333333334,22
13.416666666666666,24
13.5,25
13.583333333333334,26
13.666666666666666,28
13.75,28
13.833333333333334,25
13.916666666666666,27
14,27
14.083333333333334,27
14.166666666666666,27
14.25,26
14.333333333333334,24
14.416666666666666,27
14.5,26
14.583333333333334,27
14.666666666666666,26
14.75,24
14.833333333333334,24
14.916666666666666,25
15,27
15.083333333333334,26
15.166666666666666,26
15.25,26
15.333333333333334,28
15.416666666666666,24
15.5,26
15.583333333333334,25
15.666666666666666,26
15.75,28
15.833333333333334,27
15.916666666666666,28
16,26
16.083333333333332,27
16.166666666666668,26
16.25,27
16.333333333333332,26
16.416666666666668,26
16.5,28
16.583333333333332,26
16.666666666666668,28
16.75,26
16.833333333333332,26
16.916666666666668,27
17,25
17.083333333333332,25
17.166666666666668,26
17.25,26
17.333333333333332,26
17.416666666666668,25
17.5,24
17.583333333333332,27
17.666666666666668,26
17.75,25
17.833333333333332,25
17.916666666666668,27
18,26
18.083333333333332,32
18.166666666666668,26
18.25,27
18.333333333333332,27
18.416666666666668,31
18.5,30
18.583333333333332,31
18.666666666666668,29
18.75,34
18.833333333333332,31
18.916666666666668,31
19,32
19.083333333333332,33
19.166666666666668,30
19.25,31
19.333333333333332,32
19.416666666666668,33
19.5,34
19.583333333333332,37
19.666666666666668,37
19.75,34
19.833333333333332,36
19.916666666666668,36
20,32
20.083333333333332,32
20.166666666666668,35
20.25,36
20.333333333333332,34
20.416666666666668,34
20.5,34
20.583333333333332,32
20.666666666666668,34
20.75,35
20.833333333333332,30
20.916666666666668,33
21,36
21.083333333333332,36
21.166666666666668,33
21.25,37
21.333333333333332,32
21.416666666666668,37
21.5,31
21.583333333333332,35
21.666666666666668,38
21.75,31
21.833333333333332,34
21.916666666666668,34
22,34
22.083333333333332,36
22.166666666666668,37
22.25,31
22.333333333333332,33
22.416666666666668,34
22.5,30
22.583333333333332,31
22.666666666666668,36
22.75,34
22.833333333333332,33
22.916666666666668,34
23,34
23.083333333333332,34
23.166666666666668,32
23.25,36
23.333333333333332,33
23.416666666666668,33
23.5,34
23.583333333333332,32
23.666666666666668,32
23.75,37
23.833333333333332,33
23.916666666666668,34
24,31
24.083333333333332,34
24.166666666666668,35
24.25,35
