"Hours since thread went live","Re:Monster - Episode 4 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,4
0.4166666666666667,3
0.5,8
0.5833333333333334,7
0.6666666666666666,7
0.75,10
0.8333333333333334,13
0.9166666666666666,16
1,16
1.0833333333333333,18
1.1666666666666667,16
1.25,17
1.3333333333333333,21
1.4166666666666667,22
1.5,21
1.5833333333333333,24
1.6666666666666667,29
1.75,37
1.8333333333333333,39
1.9166666666666667,40
2,47
2.0833333333333335,49
2.1666666666666665,51
2.25,55
2.3333333333333335,57
2.4166666666666665,55
2.5,55
2.5833333333333335,58
2.6666666666666665,62
2.75,63
2.8333333333333335,66
2.9166666666666665,70
3,72
3.0833333333333335,73
3.1666666666666665,75
3.25,76
3.3333333333333335,81
3.4166666666666665,82
3.5,85
3.5833333333333335,86
3.6666666666666665,90
3.75,91
3.8333333333333335,90
3.9166666666666665,98
4,97
4.083333333333333,97
4.166666666666667,102
4.25,105
4.333333333333333,105
4.416666666666667,107
4.5,109
4.583333333333333,113
4.666666666666667,112
4.75,114
5.416666666666667,117
5.5,114
5.583333333333333,118
5.666666666666667,116
5.75,120
5.833333333333333,118
5.916666666666667,127
6,127
6.083333333333333,129
6.166666666666667,133
6.25,132
6.333333333333333,135
6.416666666666667,135
6.5,138
6.583333333333333,143
6.666666666666667,148
6.75,149
6.833333333333333,150
6.916666666666667,152
7,153
7.083333333333333,149
7.166666666666667,152
7.25,156
7.333333333333333,155
7.416666666666667,159
7.5,158
7.583333333333333,160
7.666666666666667,161
7.75,161
7.833333333333333,165
7.916666666666667,166
8,166
8.083333333333334,167
8.166666666666666,167
8.25,170
8.333333333333334,171
8.416666666666666,175
8.5,169
8.583333333333334,177
8.666666666666666,177
8.75,186
8.833333333333334,188
8.916666666666666,187
9,183
9.083333333333334,185
9.166666666666666,194
9.25,192
9.333333333333334,195
9.416666666666666,192
9.5,196
9.583333333333334,195
9.666666666666666,195
9.75,199
9.833333333333334,197
9.916666666666666,197
10,199
10.083333333333334,197
10.166666666666666,202
10.25,203
10.333333333333334,206
10.416666666666666,208
10.5,207
10.583333333333334,210
10.666666666666666,208
10.75,210
10.833333333333334,210
10.916666666666666,217
11,217
11.083333333333334,218
11.166666666666666,218
11.25,218
11.333333333333334,222
11.416666666666666,221
11.5,220
11.583333333333334,218
11.666666666666666,222
11.75,220
11.833333333333334,225
11.916666666666666,221
12,225
12.083333333333334,226
12.166666666666666,227
12.25,230
12.333333333333334,224
12.416666666666666,233
12.5,233
12.583333333333334,232
12.666666666666666,235
12.75,234
12.833333333333334,235
12.916666666666666,236
13,232
13.083333333333334,234
13.166666666666666,234
13.25,236
13.333333333333334,233
13.416666666666666,234
13.5,232
13.583333333333334,239
13.666666666666666,233
13.75,240
13.833333333333334,235
13.916666666666666,234
14,238
14.083333333333334,235
14.166666666666666,233
14.25,240
14.333333333333334,234
14.416666666666666,235
14.5,240
14.583333333333334,237
14.666666666666666,240
14.75,235
14.833333333333334,236
14.916666666666666,242
15,243
15.083333333333334,239
15.166666666666666,242
15.25,237
15.333333333333334,241
15.416666666666666,241
15.5,241
15.583333333333334,244
15.666666666666666,243
15.75,246
15.833333333333334,242
15.916666666666666,247
16,248
16.083333333333332,245
16.166666666666668,250
16.25,246
16.333333333333332,248
16.416666666666668,249
16.5,248
16.583333333333332,252
16.666666666666668,250
16.75,249
16.833333333333332,250
16.916666666666668,247
17,254
17.083333333333332,252
17.166666666666668,253
17.25,251
17.333333333333332,252
17.416666666666668,250
17.5,252
17.583333333333332,249
17.666666666666668,251
17.75,257
17.833333333333332,258
17.916666666666668,257
18,257
18.083333333333332,257
18.166666666666668,259
18.25,257
18.333333333333332,254
18.416666666666668,252
18.5,260
18.583333333333332,257
18.666666666666668,252
18.75,255
18.833333333333332,255
18.916666666666668,254
19,259
19.083333333333332,259
19.166666666666668,260
19.25,260
19.333333333333332,265
19.416666666666668,260
19.5,265
19.583333333333332,260
19.666666666666668,262
19.75,260
19.833333333333332,262
19.916666666666668,265
20,263
20.083333333333332,264
20.166666666666668,268
20.25,266
20.333333333333332,271
20.416666666666668,271
20.5,266
20.583333333333332,265
20.666666666666668,266
20.75,271
20.833333333333332,270
20.916666666666668,269
21,270
21.083333333333332,271
21.166666666666668,268
21.25,268
21.333333333333332,267
21.416666666666668,271
21.5,268
21.583333333333332,268
21.666666666666668,270
21.75,269
21.833333333333332,269
21.916666666666668,275
22,271
22.083333333333332,271
22.166666666666668,272
22.25,273
22.333333333333332,275
22.416666666666668,274
22.5,275
22.583333333333332,278
22.666666666666668,274
22.75,276
22.833333333333332,274
22.916666666666668,276
23,277
23.083333333333332,276
23.166666666666668,277
23.25,281
23.333333333333332,276
23.416666666666668,280
23.5,280
23.583333333333332,280
23.666666666666668,280
23.75,284
23.833333333333332,286
23.916666666666668,285
24,282
24.083333333333332,286
24.166666666666668,289
24.25,285
24.333333333333332,286
24.416666666666668,284
24.5,286
24.583333333333332,287
24.666666666666668,285
24.75,290
24.833333333333332,285
24.916666666666668,292
25,292
25.083333333333332,288
25.166666666666668,286
25.25,287
25.333333333333332,290
25.416666666666668,284
25.5,288
25.583333333333332,290
25.666666666666668,282
25.75,283
25.833333333333332,281
25.916666666666668,281
26,290
26.083333333333332,283
26.166666666666668,286
26.25,287
26.333333333333332,289
26.416666666666668,290
26.5,292
26.583333333333332,284
26.666666666666668,283
26.75,285
26.833333333333332,287
26.916666666666668,284
27,287
27.083333333333332,289
27.166666666666668,289
27.25,292
27.333333333333332,291
27.416666666666668,290
27.5,288
27.583333333333332,295
27.666666666666668,289
27.75,290
27.833333333333332,295
27.916666666666668,290
28,292
28.083333333333332,289
28.166666666666668,298
28.25,292
28.333333333333332,290
28.416666666666668,291
28.5,293
28.583333333333332,292
28.666666666666668,288
28.75,296
28.833333333333332,295
28.916666666666668,293
29,299
29.083333333333332,292
29.166666666666668,297
29.25,291
29.333333333333332,298
29.416666666666668,295
29.5,294
29.583333333333332,292
29.666666666666668,299
29.75,291
29.833333333333332,295
29.916666666666668,297
30,300
30.083333333333332,294
30.166666666666668,296
30.25,292
30.333333333333332,295
30.416666666666668,298
30.5,293
30.583333333333332,298
30.666666666666668,300
30.75,298
30.833333333333332,295
30.916666666666668,298
31,294
31.083333333333332,298
31.166666666666668,296
31.25,293
31.333333333333332,299
31.416666666666668,294
31.5,294
31.583333333333332,301
31.666666666666668,302
31.75,302
31.833333333333332,297
31.916666666666668,299
32,303
32.083333333333336,295
32.166666666666664,295
32.25,300
32.333333333333336,303
32.416666666666664,299
32.5,298
32.583333333333336,302
32.666666666666664,297
32.75,297
32.833333333333336,300
32.916666666666664,297
33,295
33.083333333333336,297
33.166666666666664,303
33.25,294
33.333333333333336,300
33.416666666666664,299
33.5,302
33.583333333333336,297
33.666666666666664,301
33.75,300
33.833333333333336,302
33.916666666666664,301
34,298
34.083333333333336,302
34.166666666666664,303
34.25,296
34.333333333333336,301
34.416666666666664,298
34.5,298
34.583333333333336,299
34.666666666666664,297
34.75,304
34.833333333333336,296
34.916666666666664,303
35,300
35.083333333333336,303
35.166666666666664,300
35.25,302
35.333333333333336,296
35.416666666666664,300
35.5,304
35.583333333333336,300
35.666666666666664,298
35.75,298
35.833333333333336,304
35.916666666666664,300
36,304
36.083333333333336,300
36.166666666666664,303
36.25,302
36.333333333333336,296
36.416666666666664,296
36.5,306
36.583333333333336,301
36.666666666666664,296
36.75,301
36.833333333333336,301
36.916666666666664,301
37,300
37.083333333333336,299
37.166666666666664,304
37.25,303
37.333333333333336,305
37.416666666666664,303
37.5,298
37.583333333333336,306
37.666666666666664,300
37.75,304
37.833333333333336,304
37.916666666666664,301
38,308
38.083333333333336,300
38.166666666666664,303
38.25,299
38.333333333333336,305
38.416666666666664,307
38.5,306
38.583333333333336,299
38.666666666666664,304
38.75,307
38.833333333333336,304
38.916666666666664,300
39,298
39.083333333333336,300
39.166666666666664,300
39.25,307
39.333333333333336,303
39.416666666666664,305
39.5,305
39.583333333333336,310
39.666666666666664,309
39.75,307
