"Hours since thread went live","Shangri-La Frontier - Episode 23 discussion"
0,1
0,1
0.08333333333333333,6
0.16666666666666666,10
0.25,14
0.3333333333333333,15
0.4166666666666667,22
0.5,26
0.5833333333333334,31
0.6666666666666666,37
0.75,43
0.8333333333333334,45
0.9166666666666666,54
1,59
1.0833333333333333,63
1.1666666666666667,67
1.25,77
1.3333333333333333,83
1.4166666666666667,86
1.5,90
1.5833333333333333,96
1.6666666666666667,106
1.75,112
1.8333333333333333,124
1.9166666666666667,127
2,127
2.0833333333333335,139
2.1666666666666665,146
2.25,148
2.3333333333333335,153
2.4166666666666665,156
2.5,167
2.5833333333333335,168
2.6666666666666665,174
2.75,182
2.8333333333333335,191
2.9166666666666665,198
3,198
3.0833333333333335,205
3.1666666666666665,210
3.25,212
3.3333333333333335,220
3.4166666666666665,225
3.5,231
3.5833333333333335,232
3.6666666666666665,242
3.75,249
3.8333333333333335,256
3.9166666666666665,263
4,268
4.083333333333333,276
4.166666666666667,278
4.25,287
4.333333333333333,291
4.416666666666667,301
4.5,303
4.583333333333333,307
4.666666666666667,307
4.75,312
4.833333333333333,319
4.916666666666667,329
5,330
5.083333333333333,347
5.166666666666667,343
5.25,353
5.333333333333333,367
5.416666666666667,372
5.5,379
5.583333333333333,381
5.666666666666667,388
5.75,395
5.833333333333333,391
5.916666666666667,398
6,409
6.083333333333333,414
6.166666666666667,416
6.25,421
6.333333333333333,427
6.416666666666667,437
6.5,442
6.583333333333333,446
6.666666666666667,454
6.75,453
6.833333333333333,462
6.916666666666667,467
7,478
7.083333333333333,485
7.166666666666667,492
7.25,507
7.333333333333333,507
7.416666666666667,511
7.5,519
7.583333333333333,518
7.666666666666667,527
7.75,530
7.833333333333333,540
7.916666666666667,538
8,549
8.083333333333334,549
8.166666666666666,556
8.25,559
8.333333333333334,559
8.416666666666666,567
8.5,575
8.583333333333334,581
8.666666666666666,582
8.75,581
8.833333333333334,581
8.916666666666666,596
9,593
9.083333333333334,603
9.166666666666666,608
9.25,612
9.333333333333334,620
9.416666666666666,623
9.5,627
9.583333333333334,636
9.666666666666666,639
9.75,652
9.833333333333334,655
9.916666666666666,663
10,664
10.083333333333334,672
10.166666666666666,672
10.25,679
10.333333333333334,672
10.416666666666666,680
10.5,680
10.583333333333334,680
10.666666666666666,691
10.75,697
10.833333333333334,693
10.916666666666666,695
11,699
11.083333333333334,707
11.166666666666666,706
11.25,711
11.333333333333334,721
11.416666666666666,726
11.5,727
11.583333333333334,731
11.666666666666666,730
11.75,732
11.833333333333334,738
11.916666666666666,744
12,742
12.083333333333334,743
12.166666666666666,744
12.25,757
12.333333333333334,761
12.416666666666666,757
12.5,762
12.583333333333334,768
12.666666666666666,775
12.75,778
12.833333333333334,775
12.916666666666666,782
13,782
13.083333333333334,787
13.166666666666666,792
13.25,790
13.333333333333334,800
13.416666666666666,801
13.5,804
13.583333333333334,812
13.666666666666666,814
13.75,821
13.833333333333334,818
13.916666666666666,815
14,824
14.083333333333334,821
14.166666666666666,829
14.25,825
14.333333333333334,830
14.416666666666666,838
14.5,839
14.583333333333334,846
14.666666666666666,850
14.75,851
14.833333333333334,848
14.916666666666666,850
15,856
15.083333333333334,860
15.166666666666666,864
15.25,865
15.333333333333334,865
15.416666666666666,868
15.5,871
15.583333333333334,870
15.666666666666666,874
15.75,878
15.833333333333334,879
15.916666666666666,885
16,885
16.083333333333332,884
16.166666666666668,887
16.25,893
16.333333333333332,893
16.416666666666668,899
16.5,902
16.583333333333332,908
16.666666666666668,907
16.75,912
16.833333333333332,910
16.916666666666668,918
17,924
17.083333333333332,924
17.166666666666668,924
17.25,932
17.333333333333332,937
17.416666666666668,941
17.5,941
17.583333333333332,940
17.666666666666668,942
17.75,937
17.833333333333332,942
17.916666666666668,949
18,942
18.083333333333332,946
18.166666666666668,948
18.25,956
18.333333333333332,953
18.416666666666668,959
18.5,958
18.583333333333332,960
18.666666666666668,963
18.75,956
18.833333333333332,960
18.916666666666668,965
19,965
19.083333333333332,968
19.166666666666668,970
19.25,973
19.333333333333332,974
19.416666666666668,981
19.5,977
19.583333333333332,977
19.666666666666668,977
19.75,980
19.833333333333332,981
19.916666666666668,987
20,980
20.083333333333332,987
20.166666666666668,991
20.25,993
20.333333333333332,987
20.416666666666668,996
20.5,997
20.583333333333332,990
20.666666666666668,993
20.75,996
20.833333333333332,997
20.916666666666668,1004
21,1003
21.083333333333332,1007
21.166666666666668,1008
21.25,1016
21.333333333333332,1004
21.416666666666668,1015
21.5,1020
21.583333333333332,1018
21.666666666666668,1029
21.75,1020
21.833333333333332,1026
21.916666666666668,1026
22,1033
22.083333333333332,1033
22.166666666666668,1027
22.25,1029
22.333333333333332,1033
22.416666666666668,1032
22.5,1031
22.583333333333332,1033
22.666666666666668,1033
22.75,1029
22.833333333333332,1032
22.916666666666668,1035
23,1034
23.083333333333332,1030
23.166666666666668,1037
23.25,1035
23.333333333333332,1032
23.416666666666668,1034
23.5,1038
23.583333333333332,1034
23.666666666666668,1036
23.75,1045
23.833333333333332,1041
23.916666666666668,1043
24,1041
24.083333333333332,1043
24.166666666666668,1042
24.25,1040
24.333333333333332,1041
24.416666666666668,1039
24.5,1038
24.583333333333332,1040
24.666666666666668,1044
24.75,1046
24.833333333333332,1049
24.916666666666668,1049
25,1053
25.083333333333332,1047
25.166666666666668,1046
25.25,1052
25.333333333333332,1053
25.416666666666668,1050
25.5,1055
25.583333333333332,1053
25.666666666666668,1048
25.75,1059
25.833333333333332,1055
25.916666666666668,1057
26,1056
26.083333333333332,1052
26.166666666666668,1055
26.25,1058
26.333333333333332,1058
26.416666666666668,1062
26.5,1062
26.583333333333332,1055
26.666666666666668,1057
26.75,1056
26.833333333333332,1061
26.916666666666668,1061
27,1056
27.083333333333332,1060
27.166666666666668,1062
27.25,1062
27.333333333333332,1067
27.416666666666668,1063
27.5,1068
27.583333333333332,1066
27.666666666666668,1065
27.75,1067
27.833333333333332,1069
27.916666666666668,1070
28,1066
28.083333333333332,1069
28.166666666666668,1066
28.25,1069
28.333333333333332,1070
28.416666666666668,1073
28.5,1067
28.583333333333332,1075
28.666666666666668,1071
28.75,1070
28.833333333333332,1071
28.916666666666668,1079
29,1072
29.083333333333332,1073
29.166666666666668,1077
29.25,1076
29.333333333333332,1072
29.416666666666668,1078
29.5,1075
29.583333333333332,1074
29.666666666666668,1077
29.75,1080
29.833333333333332,1082
29.916666666666668,1084
30,1083
30.083333333333332,1078
30.166666666666668,1079
30.25,1075
30.333333333333332,1080
30.416666666666668,1078
30.5,1082
30.583333333333332,1083
30.666666666666668,1077
30.75,1076
30.833333333333332,1082
30.916666666666668,1079
31,1078
31.083333333333332,1084
31.166666666666668,1081
31.25,1089
31.333333333333332,1083
31.416666666666668,1084
31.5,1085
31.583333333333332,1083
31.666666666666668,1083
31.75,1088
31.833333333333332,1089
31.916666666666668,1085
32,1080
32.083333333333336,1082
32.166666666666664,1087
32.25,1086
32.333333333333336,1088
32.416666666666664,1086
32.5,1091
32.583333333333336,1089
32.666666666666664,1085
32.75,1087
32.833333333333336,1087
32.916666666666664,1086
33,1087
33.083333333333336,1092
33.166666666666664,1091
33.25,1091
33.333333333333336,1090
33.416666666666664,1096
33.5,1096
33.583333333333336,1093
33.666666666666664,1095
33.75,1096
33.833333333333336,1096
33.916666666666664,1093
34,1100
34.083333333333336,1101
34.166666666666664,1095
34.25,1095
34.333333333333336,1102
34.416666666666664,1098
34.5,1096
34.583333333333336,1096
34.666666666666664,1100
34.75,1104
34.833333333333336,1102
34.916666666666664,1097
35,1097
35.083333333333336,1098
35.166666666666664,1100
35.25,1098
35.333333333333336,1103
35.416666666666664,1098
35.5,1099
35.583333333333336,1099
35.666666666666664,1096
35.75,1096
35.833333333333336,1101
35.916666666666664,1104
36,1107
36.083333333333336,1109
36.166666666666664,1108
36.25,1113
36.333333333333336,1109
36.416666666666664,1109
36.5,1106
36.583333333333336,1109
36.666666666666664,1105
36.75,1109
36.833333333333336,1112
36.916666666666664,1110
37,1112
37.083333333333336,1105
37.166666666666664,1111
