"Hours since thread went live","Mobile Suit Gundam: Suisei no Majo Season 2 • Mobile Suit Gundam: The Witch from Mercury Season 2 - Episode 11 discussion"
21.583333333333332,2314
21.666666666666668,2313
21.75,2312
21.833333333333332,2309
21.916666666666668,2317
22,2317
22.083333333333332,2317
22.166666666666668,2319
22.25,2323
22.333333333333332,2326
22.416666666666668,2330
22.5,2323
22.583333333333332,2323
22.666666666666668,2326
22.75,2336
22.833333333333332,2330
22.916666666666668,2333
23,2334
23.083333333333332,2337
23.166666666666668,2344
23.25,2341
23.333333333333332,2339
23.416666666666668,2340
23.5,2343
23.583333333333332,2348
23.666666666666668,2348
23.75,2344
23.833333333333332,2348
23.916666666666668,2344
24,2350
24.083333333333332,2350
24.166666666666668,2349
24.25,2345
24.333333333333332,2348
24.416666666666668,2347
24.5,2357
24.583333333333332,2352
24.666666666666668,2357
24.75,2354
24.833333333333332,2360
24.916666666666668,2362
25,2360
25.083333333333332,2359
25.166666666666668,2361
25.25,2361
25.333333333333332,2365
25.416666666666668,2367
25.5,2363
25.583333333333332,2362
25.666666666666668,2366
25.75,2366
25.833333333333332,2366
25.916666666666668,2361
26,2371
26.083333333333332,2371
26.166666666666668,2371
26.25,2365
26.333333333333332,2372
26.416666666666668,2375
26.5,2374
26.583333333333332,2374
26.666666666666668,2374
26.75,2378
26.833333333333332,2377
26.916666666666668,2374
27,2380
27.083333333333332,2380
27.166666666666668,2377
27.25,2378
27.333333333333332,2380
27.416666666666668,2383
27.5,2386
27.583333333333332,2381
27.666666666666668,2382
27.75,2386
27.833333333333332,2387
27.916666666666668,2392
28,2391
28.083333333333332,2396
28.166666666666668,2392
28.25,2387
28.333333333333332,2394
28.416666666666668,2397
28.5,2390
28.583333333333332,2399
28.666666666666668,2396
28.75,2395
28.833333333333332,2398
28.916666666666668,2402
29,2404
29.083333333333332,2402
29.166666666666668,2405
29.25,2400
29.333333333333332,2399
29.416666666666668,2406
29.5,2403
29.583333333333332,2404
29.666666666666668,2401
29.75,2407
29.833333333333332,2405
29.916666666666668,2409
30,2407
30.083333333333332,2406
30.166666666666668,2412
30.25,2407
30.333333333333332,2410
30.416666666666668,2409
30.5,2413
30.583333333333332,2411
30.666666666666668,2411
30.75,2415
30.833333333333332,2416
30.916666666666668,2418
31,2418
31.083333333333332,2417
31.166666666666668,2421
31.25,2420
31.333333333333332,2417
31.416666666666668,2420
31.5,2418
31.583333333333332,2420
31.666666666666668,2425
31.75,2426
31.833333333333332,2428
31.916666666666668,2421
32,2421
32.083333333333336,2427
32.166666666666664,2426
32.25,2426
32.333333333333336,2422
32.416666666666664,2424
32.5,2427
32.583333333333336,2433
32.666666666666664,2435
32.75,2435
32.833333333333336,2428
32.916666666666664,2431
33,2432
33.083333333333336,2432
33.166666666666664,2435
33.25,2434
33.333333333333336,2432
33.416666666666664,2439
33.5,2440
33.583333333333336,2439
33.666666666666664,2438
33.75,2434
33.833333333333336,2443
33.916666666666664,2442
34,2438
34.083333333333336,2437
34.166666666666664,2439
34.25,2442
34.333333333333336,2441
34.416666666666664,2447
34.5,2439
34.583333333333336,2439
34.666666666666664,2444
34.75,2444
34.833333333333336,2443
34.916666666666664,2443
35,2446
35.083333333333336,2446
35.166666666666664,2450
35.25,2451
35.333333333333336,2450
35.416666666666664,2447
35.5,2455
35.583333333333336,2453
35.666666666666664,2451
35.75,2453
35.833333333333336,2457
35.916666666666664,2455
36,2451
36.083333333333336,2455
36.166666666666664,2454
36.25,2459
36.333333333333336,2457
36.416666666666664,2451
36.5,2461
36.583333333333336,2454
36.666666666666664,2458
36.75,2465
36.833333333333336,2461
36.916666666666664,2460
37,2460
37.083333333333336,2461
37.166666666666664,2457
37.25,2460
37.333333333333336,2464
37.416666666666664,2465
37.5,2462
37.583333333333336,2460
37.666666666666664,2462
37.75,2466
37.833333333333336,2464
37.916666666666664,2466
38,2460
38.083333333333336,2464
38.166666666666664,2461
38.25,2465
38.333333333333336,2464
38.416666666666664,2463
38.5,2465
38.583333333333336,2468
38.666666666666664,2464
38.75,2467
38.833333333333336,2472
38.916666666666664,2474
39,2468
39.083333333333336,2468
39.166666666666664,2467
39.25,2469
39.333333333333336,2472
39.416666666666664,2477
39.5,2475
39.583333333333336,2478
39.666666666666664,2470
39.75,2471
39.833333333333336,2472
39.916666666666664,2473
40,2472
40.083333333333336,2468
40.166666666666664,2471
40.25,2469
40.333333333333336,2469
40.416666666666664,2470
40.5,2469
40.583333333333336,2476
40.666666666666664,2474
40.75,2477
40.833333333333336,2476
40.916666666666664,2475
41,2470
41.083333333333336,2469
41.166666666666664,2474
41.25,2476
41.333333333333336,2477
41.416666666666664,2473
41.5,2477
41.583333333333336,2479
41.666666666666664,2479
41.75,2485
41.916666666666664,2483
42,2482
42.083333333333336,2482
42.166666666666664,2478
42.25,2479
42.333333333333336,2485
42.416666666666664,2481
42.5,2481
42.583333333333336,2483
42.666666666666664,2483
42.75,2485
42.833333333333336,2488
42.916666666666664,2481
43,2488
43.083333333333336,2488
43.166666666666664,2489
43.25,2488
43.333333333333336,2486
43.416666666666664,2488
43.5,2485
43.583333333333336,2489
43.666666666666664,2487
43.75,2486
43.833333333333336,2486
43.916666666666664,2490
44,2497
44.083333333333336,2491
44.166666666666664,2495
44.25,2493
44.333333333333336,2493
44.416666666666664,2496
44.5,2500
44.583333333333336,2494
44.666666666666664,2495
44.75,2490
44.833333333333336,2490
44.916666666666664,2495
45,2497
45.083333333333336,2492
45.166666666666664,2496
45.25,2501
45.333333333333336,2503
45.416666666666664,2497
45.5,2501
45.583333333333336,2504
45.666666666666664,2498
45.75,2494
45.833333333333336,2496
45.916666666666664,2495
46,2497
46.083333333333336,2501
46.166666666666664,2493
46.25,2501
46.333333333333336,2496
46.416666666666664,2502
46.5,2501
46.583333333333336,2500
46.666666666666664,2502
46.75,2506
46.833333333333336,2504
46.916666666666664,2507
47,2509
47.083333333333336,2503
47.166666666666664,2503
47.25,2504
47.333333333333336,2506
47.416666666666664,2504
47.5,2508
47.583333333333336,2503
47.666666666666664,2504
47.75,2508
47.833333333333336,2512
47.916666666666664,2507
