"Hours since thread went live","Jantama Kan!! • Mahjong Soul Kan!! - Episode 4 discussion"
39.083333333333336,6
39.166666666666664,4
39.25,6
39.333333333333336,6
39.416666666666664,5
39.5,7
39.583333333333336,5
39.666666666666664,5
39.75,3
39.833333333333336,5
39.916666666666664,4
40,5
40.083333333333336,7
40.166666666666664,4
40.25,4
40.333333333333336,6
40.416666666666664,6
40.5,4
40.583333333333336,6
40.666666666666664,6
40.75,5
40.833333333333336,4
40.916666666666664,4
41,3
41.083333333333336,7
41.166666666666664,4
41.25,5
41.333333333333336,4
41.416666666666664,3
41.5,3
41.583333333333336,5
41.666666666666664,5
41.75,6
41.833333333333336,5
41.916666666666664,6
42,6
42.083333333333336,5
42.166666666666664,5
42.25,6
42.333333333333336,5
42.416666666666664,5
42.5,6
42.583333333333336,7
42.666666666666664,5
42.75,6
42.833333333333336,5
42.916666666666664,7
43,5
43.083333333333336,5
43.166666666666664,5
43.25,4
43.333333333333336,4
43.416666666666664,5
43.5,3
43.583333333333336,7
43.666666666666664,5
43.75,5
43.833333333333336,4
43.916666666666664,7
44,6
44.083333333333336,3
44.166666666666664,5
44.25,4
44.333333333333336,5
44.416666666666664,5
44.5,6
44.583333333333336,6
44.666666666666664,5
44.75,6
44.833333333333336,5
44.916666666666664,5
45,7
45.083333333333336,3
45.166666666666664,5
45.25,5
45.333333333333336,6
45.416666666666664,5
45.5,6
45.583333333333336,5
45.666666666666664,5
45.75,7
45.833333333333336,6
45.916666666666664,7
46,6
46.083333333333336,7
46.166666666666664,4
46.25,5
46.333333333333336,5
46.416666666666664,5
46.5,5
46.583333333333336,6
46.666666666666664,5
46.75,3
46.833333333333336,5
46.916666666666664,5
47,5
47.083333333333336,6
47.166666666666664,5
47.25,4
47.333333333333336,5
47.416666666666664,3
47.5,6
47.583333333333336,6
47.666666666666664,4
47.75,4
47.833333333333336,5
47.916666666666664,3
