"Hours since thread went live","Jantama Kan!! • Mahjong Soul Kan!! - Episode 4 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,0
0.3333333333333333,0
0.4166666666666667,0
0.5,0
0.5833333333333334,1
0.6666666666666666,1
0.75,1
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,0
1.1666666666666667,0
1.25,0
1.3333333333333333,0
1.4166666666666667,2
1.5,2
1.5833333333333333,2
1.6666666666666667,1
1.75,1
1.8333333333333333,1
1.9166666666666667,1
2,1
2.0833333333333335,1
2.1666666666666665,1
2.25,1
2.3333333333333335,1
2.4166666666666665,1
2.5,2
2.5833333333333335,2
2.6666666666666665,2
2.75,2
2.8333333333333335,2
2.9166666666666665,2
3,2
3.0833333333333335,2
3.1666666666666665,2
3.25,2
3.3333333333333335,2
3.4166666666666665,2
3.5,2
3.5833333333333335,2
3.6666666666666665,2
3.75,2
3.8333333333333335,2
3.9166666666666665,2
4,2
4.083333333333333,2
4.166666666666667,2
4.25,2
4.333333333333333,2
4.416666666666667,2
4.5,2
4.583333333333333,2
4.666666666666667,2
4.75,2
4.833333333333333,2
4.916666666666667,2
5,2
5.083333333333333,2
5.166666666666667,2
5.25,2
5.333333333333333,2
5.416666666666667,2
5.5,2
5.583333333333333,2
5.666666666666667,2
5.75,2
5.833333333333333,2
5.916666666666667,2
6,2
6.083333333333333,2
6.166666666666667,2
6.25,2
6.333333333333333,2
6.416666666666667,2
6.5,2
6.583333333333333,2
6.666666666666667,2
6.75,2
6.833333333333333,2
6.916666666666667,2
7,2
7.083333333333333,2
7.166666666666667,2
7.25,2
7.333333333333333,2
7.416666666666667,2
7.5,3
7.583333333333333,3
7.666666666666667,4
7.75,2
7.833333333333333,3
7.916666666666667,4
8,5
8.083333333333334,4
8.166666666666666,4
8.25,2
8.333333333333334,3
8.416666666666666,3
8.5,6
8.583333333333334,4
8.666666666666666,4
8.75,6
8.833333333333334,4
8.916666666666666,4
9,2
9.083333333333334,4
9.166666666666666,6
9.25,6
9.333333333333334,4
9.416666666666666,4
9.5,1
9.583333333333334,1
9.666666666666666,4
9.75,2
9.833333333333334,2
9.916666666666666,3
10,2
10.083333333333334,4
10.166666666666666,4
10.25,1
10.333333333333334,4
10.416666666666666,4
10.5,2
10.583333333333334,2
10.666666666666666,5
10.75,2
10.833333333333334,2
10.916666666666666,4
11,3
11.083333333333334,1
11.166666666666666,3
11.25,4
11.333333333333334,4
11.416666666666666,2
11.5,4
11.583333333333334,5
11.666666666666666,4
11.75,5
11.833333333333334,5
11.916666666666666,2
12,4
12.083333333333334,3
12.166666666666666,2
12.25,3
12.333333333333334,3
12.416666666666666,2
12.5,3
12.583333333333334,2
12.666666666666666,4
12.75,4
12.833333333333334,4
12.916666666666666,4
13,4
13.083333333333334,4
13.166666666666666,2
13.25,3
13.333333333333334,4
13.416666666666666,5
13.5,3
13.583333333333334,4
13.666666666666666,3
13.75,1
13.833333333333334,2
13.916666666666666,1
14,3
14.083333333333334,3
14.166666666666666,5
14.25,2
14.333333333333334,4
14.416666666666666,3
14.5,3
14.583333333333334,3
14.666666666666666,5
14.75,2
14.833333333333334,3
14.916666666666666,3
15,3
15.083333333333334,4
15.166666666666666,3
15.25,3
15.333333333333334,3
15.416666666666666,2
15.5,3
15.583333333333334,2
15.666666666666666,3
15.75,3
15.833333333333334,4
15.916666666666666,4
16,4
16.083333333333332,4
16.166666666666668,2
16.25,3
16.333333333333332,1
16.416666666666668,3
16.5,4
16.583333333333332,3
16.666666666666668,3
16.75,3
16.833333333333332,6
16.916666666666668,3
17,6
17.083333333333332,6
17.166666666666668,4
17.25,2
17.333333333333332,4
17.416666666666668,4
17.5,6
17.583333333333332,4
17.666666666666668,6
17.75,4
17.833333333333332,4
17.916666666666668,5
18,4
18.083333333333332,3
18.166666666666668,4
18.25,5
18.333333333333332,4
18.416666666666668,6
18.5,5
18.583333333333332,6
18.666666666666668,3
18.75,3
18.833333333333332,4
18.916666666666668,2
19,5
19.083333333333332,3
19.166666666666668,6
19.25,4
19.333333333333332,4
19.416666666666668,5
19.5,5
19.583333333333332,5
19.666666666666668,3
19.75,2
19.833333333333332,6
19.916666666666668,5
20,4
20.083333333333332,4
20.166666666666668,6
20.25,2
20.333333333333332,2
20.416666666666668,5
20.5,4
20.583333333333332,5
20.666666666666668,2
20.75,4
20.833333333333332,2
20.916666666666668,3
21,5
21.083333333333332,3
21.166666666666668,3
21.25,5
21.333333333333332,4
21.416666666666668,5
21.5,6
21.583333333333332,5
21.666666666666668,3
21.75,3
21.833333333333332,5
21.916666666666668,5
22,4
22.083333333333332,3
22.166666666666668,6
22.25,4
22.333333333333332,6
22.416666666666668,5
22.5,4
22.583333333333332,4
22.666666666666668,3
22.75,6
22.833333333333332,4
22.916666666666668,5
23,3
23.083333333333332,4
23.166666666666668,4
23.25,2
23.333333333333332,4
23.416666666666668,4
23.5,3
23.583333333333332,5
23.666666666666668,4
23.75,5
23.833333333333332,4
23.916666666666668,4
24,5
24.083333333333332,3
24.166666666666668,2
24.25,4
24.333333333333332,3
24.416666666666668,3
24.5,6
24.583333333333332,2
24.666666666666668,4
24.75,5
24.833333333333332,4
24.916666666666668,4
25,3
25.083333333333332,5
25.166666666666668,4
25.25,4
25.333333333333332,3
25.416666666666668,3
25.5,2
25.583333333333332,4
25.666666666666668,2
25.75,5
25.833333333333332,3
25.916666666666668,4
26,5
26.083333333333332,5
26.166666666666668,3
26.25,4
26.333333333333332,4
26.416666666666668,4
26.5,6
26.583333333333332,2
26.666666666666668,4
26.75,4
26.833333333333332,3
26.916666666666668,3
27,4
27.083333333333332,3
27.166666666666668,5
27.25,4
27.333333333333332,2
27.416666666666668,3
27.5,2
27.583333333333332,3
27.666666666666668,4
27.75,3
27.833333333333332,5
27.916666666666668,3
28,4
28.083333333333332,3
28.166666666666668,2
28.25,4
28.333333333333332,5
28.416666666666668,3
28.5,2
28.583333333333332,4
28.666666666666668,4
28.75,2
28.833333333333332,4
28.916666666666668,4
29,2
29.083333333333332,2
29.166666666666668,4
29.25,6
29.333333333333332,6
29.416666666666668,4
29.5,6
29.583333333333332,3
29.666666666666668,4
29.75,4
29.833333333333332,6
29.916666666666668,4
30,3
30.083333333333332,4
30.166666666666668,2
30.25,4
30.333333333333332,3
30.416666666666668,4
30.5,3
30.583333333333332,3
30.666666666666668,4
30.75,3
30.833333333333332,2
30.916666666666668,4
31,3
31.083333333333332,4
31.166666666666668,4
31.25,5
31.333333333333332,4
31.416666666666668,6
31.5,4
31.583333333333332,5
31.666666666666668,4
31.75,2
31.833333333333332,5
31.916666666666668,4
32,3
32.083333333333336,3
32.166666666666664,4
32.25,6
32.333333333333336,5
32.416666666666664,3
32.5,5
32.583333333333336,6
32.666666666666664,5
32.75,4
32.833333333333336,4
32.916666666666664,3
33,4
33.083333333333336,5
33.166666666666664,4
33.25,4
33.333333333333336,4
33.416666666666664,4
33.5,5
33.583333333333336,4
33.666666666666664,4
33.75,4
33.833333333333336,2
33.916666666666664,5
34,4
34.083333333333336,4
34.166666666666664,4
34.25,3
34.333333333333336,3
34.416666666666664,3
34.5,4
34.583333333333336,4
34.666666666666664,5
34.75,3
34.833333333333336,4
34.916666666666664,3
35,4
35.083333333333336,5
35.166666666666664,4
35.25,5
35.333333333333336,6
35.416666666666664,6
35.5,5
35.583333333333336,6
35.666666666666664,3
35.75,4
35.833333333333336,4
35.916666666666664,2
36,4
36.083333333333336,4
36.166666666666664,4
36.25,4
36.333333333333336,5
36.416666666666664,6
36.5,6
36.583333333333336,4
36.666666666666664,2
36.75,3
36.833333333333336,4
36.916666666666664,5
37,4
37.083333333333336,4
37.166666666666664,5
37.25,4
37.333333333333336,3
37.416666666666664,3
37.5,4
37.583333333333336,3
37.666666666666664,6
37.75,4
37.833333333333336,5
37.916666666666664,3
38,4
38.083333333333336,2
38.166666666666664,4
38.25,4
38.333333333333336,3
38.416666666666664,3
38.5,6
38.583333333333336,2
38.666666666666664,5
38.75,5
38.833333333333336,2
38.916666666666664,3
39,6
