"Hours since thread went live","Jaku-Chara Tomozaki-kun 2nd Stage • Bottom-tier Character Tomozaki 2nd Stage - Episode 12 discussion"
38.833333333333336,392
38.916666666666664,395
39,395
39.083333333333336,398
39.166666666666664,391
39.25,395
39.333333333333336,391
39.416666666666664,395
39.5,397
39.583333333333336,397
39.666666666666664,396
39.75,392
39.833333333333336,397
39.916666666666664,394
40,395
40.083333333333336,394
40.166666666666664,398
40.25,396
40.333333333333336,398
40.416666666666664,397
40.5,398
40.583333333333336,397
40.666666666666664,399
40.75,403
40.833333333333336,393
40.916666666666664,401
41,394
41.083333333333336,396
41.166666666666664,397
41.25,394
41.333333333333336,398
41.416666666666664,398
41.5,398
41.583333333333336,395
41.666666666666664,400
41.75,398
41.833333333333336,396
41.916666666666664,400
42,396
42.083333333333336,401
42.166666666666664,399
42.25,394
42.333333333333336,394
42.416666666666664,392
42.5,401
42.583333333333336,398
42.666666666666664,396
42.75,398
42.833333333333336,399
42.916666666666664,402
43.083333333333336,399
43.166666666666664,398
43.25,403
43.333333333333336,397
43.416666666666664,397
43.5,397
43.583333333333336,394
43.666666666666664,401
43.75,395
43.833333333333336,401
43.916666666666664,401
44,397
44.083333333333336,395
44.166666666666664,395
44.25,395
44.333333333333336,391
44.416666666666664,402
44.5,404
44.583333333333336,403
44.666666666666664,404
44.75,399
44.833333333333336,398
44.916666666666664,399
45,394
45.083333333333336,400
45.166666666666664,395
45.25,397
45.333333333333336,401
45.416666666666664,393
45.5,396
45.583333333333336,396
45.666666666666664,400
45.75,392
45.833333333333336,400
45.916666666666664,400
46,401
46.083333333333336,395
46.166666666666664,402
46.25,401
46.333333333333336,401
46.416666666666664,396
46.5,396
46.583333333333336,397
46.666666666666664,400
46.75,396
46.833333333333336,400
46.916666666666664,397
47,401
47.083333333333336,397
47.166666666666664,398
47.25,398
47.333333333333336,397
47.416666666666664,399
47.5,401
47.583333333333336,396
47.666666666666664,394
47.75,399
47.833333333333336,402
47.916666666666664,397
