"Hours since thread went live","Kaijuu 8-gou • Kaiju No. 8 - Episode 8 discussion"
0,1
0,4
0.08333333333333333,6
0.16666666666666666,7
0.25,15
0.3333333333333333,21
0.4166666666666667,30
0.5,41
0.5833333333333334,49
0.6666666666666666,57
0.75,66
0.8333333333333334,77
0.9166666666666666,88
1,105
1.0833333333333333,120
1.1666666666666667,133
1.25,151
1.3333333333333333,162
1.4166666666666667,173
1.5,183
1.5833333333333333,191
1.6666666666666667,201
1.75,210
1.8333333333333333,222
1.9166666666666667,240
2,256
2.0833333333333335,271
2.1666666666666665,286
2.25,301
2.3333333333333335,305
2.4166666666666665,315
2.5,330
2.5833333333333335,348
2.6666666666666665,363
2.75,372
2.8333333333333335,376
2.9166666666666665,379
3,400
3.0833333333333335,420
3.1666666666666665,437
3.25,451
3.3333333333333335,462
3.4166666666666665,473
3.5,479
3.5833333333333335,490
3.6666666666666665,508
3.75,515
3.8333333333333335,518
3.9166666666666665,530
4,540
4.083333333333333,543
4.166666666666667,559
4.25,570
4.333333333333333,580
4.416666666666667,588
4.5,600
4.583333333333333,607
4.666666666666667,619
4.75,636
4.833333333333333,648
4.916666666666667,652
5,665
5.083333333333333,672
5.166666666666667,678
5.25,678
5.333333333333333,688
5.416666666666667,689
5.5,696
5.583333333333333,708
5.666666666666667,710
5.75,711
5.833333333333333,723
5.916666666666667,727
6,738
6.083333333333333,743
6.166666666666667,745
6.25,753
6.333333333333333,763
6.416666666666667,761
6.5,766
6.583333333333333,778
6.666666666666667,785
6.75,798
6.833333333333333,802
6.916666666666667,804
7,815
7.083333333333333,822
7.166666666666667,825
7.25,840
7.333333333333333,853
7.416666666666667,851
7.5,859
7.583333333333333,868
7.666666666666667,882
7.75,889
7.833333333333333,893
7.916666666666667,901
8,909
8.083333333333334,921
8.166666666666666,919
8.25,929
8.333333333333334,940
8.416666666666666,953
8.5,950
8.583333333333334,962
8.666666666666666,963
8.75,971
8.833333333333334,974
8.916666666666666,975
9,980
9.083333333333334,978
9.166666666666666,988
9.25,998
9.333333333333334,1000
9.416666666666666,1007
9.5,1011
9.583333333333334,1018
9.666666666666666,1019
9.75,1021
9.833333333333334,1035
9.916666666666666,1036
10,1043
10.083333333333334,1050
10.166666666666666,1058
10.25,1065
10.333333333333334,1062
10.416666666666666,1073
10.5,1072
10.583333333333334,1075
10.666666666666666,1082
10.75,1091
10.833333333333334,1099
10.916666666666666,1104
11,1107
11.083333333333334,1115
11.166666666666666,1114
11.25,1123
11.333333333333334,1132
11.416666666666666,1129
11.5,1130
11.583333333333334,1139
11.666666666666666,1143
11.75,1149
11.833333333333334,1146
11.916666666666666,1155
12,1152
12.083333333333334,1162
12.166666666666666,1167
12.25,1162
12.333333333333334,1166
12.416666666666666,1165
12.5,1172
12.583333333333334,1175
12.666666666666666,1178
12.75,1188
12.833333333333334,1189
12.916666666666666,1194
13,1199
13.083333333333334,1197
13.166666666666666,1208
13.25,1209
13.333333333333334,1218
13.416666666666666,1221
13.5,1221
13.583333333333334,1223
13.666666666666666,1230
13.75,1233
13.833333333333334,1237
13.916666666666666,1237
14,1248
14.083333333333334,1256
14.166666666666666,1259
14.25,1267
14.333333333333334,1273
14.416666666666666,1269
14.5,1275
14.583333333333334,1269
14.666666666666666,1272
14.75,1276
14.833333333333334,1279
14.916666666666666,1280
15,1288
15.083333333333334,1284
15.166666666666666,1291
15.25,1296
15.333333333333334,1298
15.416666666666666,1302
15.5,1311
15.583333333333334,1311
15.666666666666666,1312
15.75,1315
15.833333333333334,1318
15.916666666666666,1323
16,1328
16.083333333333332,1328
16.166666666666668,1329
16.25,1331
16.333333333333332,1334
16.416666666666668,1337
16.5,1332
16.583333333333332,1341
16.666666666666668,1348
16.75,1343
16.833333333333332,1346
16.916666666666668,1350
17,1350
17.083333333333332,1349
17.166666666666668,1356
17.25,1365
17.333333333333332,1364
17.416666666666668,1369
17.5,1362
17.583333333333332,1363
17.666666666666668,1372
17.75,1372
17.833333333333332,1368
17.916666666666668,1369
18,1378
18.083333333333332,1376
18.166666666666668,1389
18.25,1382
18.333333333333332,1385
18.416666666666668,1386
18.5,1392
18.583333333333332,1391
18.666666666666668,1396
18.75,1403
18.833333333333332,1411
18.916666666666668,1410
19,1411
19.083333333333332,1415
19.166666666666668,1416
19.25,1420
19.333333333333332,1421
19.416666666666668,1426
19.5,1427
19.583333333333332,1423
19.666666666666668,1425
19.75,1432
19.833333333333332,1430
19.916666666666668,1433
20,1431
20.083333333333332,1437
20.166666666666668,1437
20.25,1435
20.333333333333332,1438
20.416666666666668,1445
20.5,1442
20.583333333333332,1445
20.666666666666668,1446
20.75,1444
20.833333333333332,1445
20.916666666666668,1448
21,1450
21.083333333333332,1447
21.166666666666668,1453
21.25,1452
21.333333333333332,1459
21.416666666666668,1457
21.5,1459
21.583333333333332,1460
21.666666666666668,1464
21.75,1464
21.833333333333332,1465
