"Hours since thread went live","Kaijuu 8-gou • Kaiju No. 8 - Episode 8 discussion"
21.916666666666668,1465
22,1464
22.083333333333332,1469
22.166666666666668,1468
22.25,1467
22.333333333333332,1472
22.416666666666668,1471
22.5,1474
22.583333333333332,1478
22.666666666666668,1474
22.75,1476
22.833333333333332,1485
22.916666666666668,1489
23,1486
23.083333333333332,1487
23.166666666666668,1487
23.25,1488
23.333333333333332,1487
23.416666666666668,1489
23.5,1495
23.583333333333332,1499
23.666666666666668,1504
23.75,1498
23.833333333333332,1503
23.916666666666668,1500
24,1507
24.083333333333332,1503
24.166666666666668,1511
24.25,1511
24.333333333333332,1509
24.416666666666668,1513
24.5,1511
24.583333333333332,1513
24.666666666666668,1513
24.75,1512
24.833333333333332,1518
24.916666666666668,1521
25,1517
25.083333333333332,1518
25.166666666666668,1517
25.25,1522
25.333333333333332,1525
25.416666666666668,1528
25.5,1531
25.583333333333332,1535
25.666666666666668,1527
25.75,1533
25.833333333333332,1535
25.916666666666668,1539
26,1534
26.083333333333332,1534
26.166666666666668,1539
26.25,1543
26.333333333333332,1542
26.416666666666668,1542
26.5,1541
26.583333333333332,1543
26.666666666666668,1552
26.75,1552
26.833333333333332,1548
26.916666666666668,1548
27,1548
27.083333333333332,1555
27.166666666666668,1554
27.25,1553
27.333333333333332,1553
27.416666666666668,1555
27.5,1552
27.583333333333332,1555
27.666666666666668,1556
27.75,1555
27.833333333333332,1557
27.916666666666668,1553
28,1558
28.083333333333332,1553
28.166666666666668,1561
28.25,1560
28.333333333333332,1554
28.416666666666668,1559
28.5,1560
28.583333333333332,1558
28.666666666666668,1557
28.75,1562
28.833333333333332,1564
28.916666666666668,1561
29,1569
29.083333333333332,1568
29.166666666666668,1571
29.25,1569
29.333333333333332,1572
29.416666666666668,1567
29.5,1574
29.583333333333332,1569
29.666666666666668,1571
29.75,1574
29.833333333333332,1571
29.916666666666668,1575
30,1578
30.083333333333332,1573
30.166666666666668,1574
30.25,1576
30.333333333333332,1575
30.416666666666668,1579
30.5,1580
30.583333333333332,1583
30.666666666666668,1580
30.75,1584
30.833333333333332,1585
30.916666666666668,1582
31,1594
31.083333333333332,1596
31.166666666666668,1591
31.25,1596
31.333333333333332,1595
31.416666666666668,1600
31.5,1604
31.583333333333332,1603
31.666666666666668,1608
31.75,1606
31.833333333333332,1611
31.916666666666668,1609
32,1611
32.083333333333336,1609
32.166666666666664,1604
32.25,1608
32.333333333333336,1608
32.416666666666664,1612
32.5,1609
32.583333333333336,1616
32.666666666666664,1614
32.75,1612
32.833333333333336,1614
32.916666666666664,1611
33,1614
33.083333333333336,1616
33.166666666666664,1622
33.25,1622
33.333333333333336,1619
33.416666666666664,1622
33.5,1622
33.583333333333336,1621
33.666666666666664,1621
33.75,1623
33.833333333333336,1616
33.916666666666664,1621
34,1620
34.166666666666664,1622
34.25,1629
34.333333333333336,1620
34.416666666666664,1623
34.5,1624
