"Hours since thread went live","Seiyuu Radio no Uraomote • The Many Sides of Voice Actor Radio - Episode 1 discussion"
0,1
0,2
0.08333333333333333,3
0.16666666666666666,5
0.25,8
0.3333333333333333,10
0.4166666666666667,15
0.5,21
0.5833333333333334,24
0.6666666666666666,32
0.75,36
0.8333333333333334,42
0.9166666666666666,49
1,54
1.0833333333333333,62
1.1666666666666667,65
1.25,72
1.3333333333333333,77
1.4166666666666667,80
1.5,88
1.5833333333333333,95
1.6666666666666667,100
1.75,102
1.8333333333333333,103
1.9166666666666667,114
2,114
2.0833333333333335,120
2.1666666666666665,123
2.25,130
2.3333333333333335,129
2.4166666666666665,133
2.5,135
2.5833333333333335,140
2.6666666666666665,145
2.75,149
2.8333333333333335,158
2.9166666666666665,163
3,168
3.0833333333333335,172
3.1666666666666665,174
3.25,176
3.3333333333333335,177
3.4166666666666665,180
3.5,185
3.5833333333333335,188
3.6666666666666665,195
3.75,203
3.8333333333333335,210
3.9166666666666665,211
4,218
4.083333333333333,217
4.166666666666667,223
4.25,231
4.333333333333333,231
4.416666666666667,232
4.5,235
4.583333333333333,237
4.666666666666667,236
4.75,237
4.833333333333333,240
4.916666666666667,243
5,243
5.083333333333333,251
5.166666666666667,251
5.25,259
5.333333333333333,257
5.416666666666667,257
5.5,266
5.583333333333333,268
5.666666666666667,275
5.75,271
5.833333333333333,278
5.916666666666667,280
6,285
6.083333333333333,283
6.166666666666667,288
6.25,289
6.333333333333333,296
6.416666666666667,297
6.5,301
6.583333333333333,311
6.666666666666667,310
6.75,316
6.833333333333333,319
6.916666666666667,321
7,324
7.083333333333333,330
7.166666666666667,324
7.25,328
7.333333333333333,337
7.416666666666667,341
7.5,336
7.583333333333333,341
7.666666666666667,337
7.75,338
7.833333333333333,346
7.916666666666667,348
8,353
8.083333333333334,348
8.166666666666666,351
8.25,353
8.333333333333334,354
8.416666666666666,352
8.5,358
8.583333333333334,364
8.666666666666666,354
8.75,358
8.833333333333334,358
8.916666666666666,358
9,358
9.083333333333334,367
9.166666666666666,366
9.25,375
9.333333333333334,372
9.416666666666666,378
9.5,376
9.583333333333334,382
9.666666666666666,379
9.75,386
9.833333333333334,383
9.916666666666666,380
10,389
10.083333333333334,391
10.166666666666666,396
10.25,396
10.333333333333334,392
10.416666666666666,401
10.5,397
10.583333333333334,407
10.666666666666666,403
10.75,404
10.833333333333334,409
10.916666666666666,406
11,409
11.083333333333334,409
11.166666666666666,413
11.25,404
11.333333333333334,419
11.416666666666666,416
11.5,419
11.583333333333334,422
11.666666666666666,420
11.75,425
11.833333333333334,423
11.916666666666666,428
12,421
12.083333333333334,431
12.166666666666666,430
12.25,430
12.333333333333334,426
12.416666666666666,433
12.5,432
12.583333333333334,428
12.666666666666666,432
12.75,430
12.833333333333334,438
12.916666666666666,440
13,442
13.083333333333334,442
13.166666666666666,440
13.25,438
13.333333333333334,438
13.416666666666666,447
13.5,444
13.583333333333334,451
13.666666666666666,443
13.75,452
13.833333333333334,447
13.916666666666666,454
14,451
14.083333333333334,455
14.166666666666666,459
14.25,460
14.333333333333334,458
14.416666666666666,462
14.5,465
14.583333333333334,472
14.666666666666666,475
14.75,469
14.833333333333334,476
14.916666666666666,472
15,473
15.083333333333334,478
15.166666666666666,480
15.25,476
15.333333333333334,476
15.416666666666666,480
15.5,480
15.583333333333334,479
15.666666666666666,481
15.75,485
15.833333333333334,484
15.916666666666666,481
16,488
16.083333333333332,483
16.166666666666668,487
16.25,493
16.333333333333332,495
16.416666666666668,490
16.5,496
16.583333333333332,497
16.666666666666668,500
16.75,494
16.833333333333332,498
16.916666666666668,497
17,500
17.083333333333332,498
17.166666666666668,501
17.25,506
17.333333333333332,506
17.416666666666668,505
17.5,511
17.583333333333332,513
17.666666666666668,511
17.75,508
17.833333333333332,509
17.916666666666668,510
18,513
18.083333333333332,510
18.166666666666668,514
18.25,518
18.333333333333332,510
18.416666666666668,512
18.5,512
18.583333333333332,513
18.666666666666668,511
18.75,519
18.833333333333332,518
18.916666666666668,522
19,515
19.083333333333332,518
19.166666666666668,516
19.25,517
19.333333333333332,524
19.416666666666668,519
19.5,517
19.583333333333332,521
19.666666666666668,523
19.75,516
19.833333333333332,523
19.916666666666668,525
20,521
20.083333333333332,529
20.166666666666668,527
20.25,526
20.333333333333332,531
20.416666666666668,528
20.5,528
20.583333333333332,532
20.666666666666668,531
20.75,531
20.833333333333332,535
20.916666666666668,534
21,533
21.083333333333332,537
21.166666666666668,532
21.25,531
21.333333333333332,537
21.416666666666668,538
21.5,537
21.583333333333332,534
21.666666666666668,534
21.75,542
21.833333333333332,541
21.916666666666668,535
22,537
22.083333333333332,539
22.166666666666668,539
22.25,543
22.416666666666668,542
22.5,539
22.583333333333332,548
22.666666666666668,541
22.75,549
22.833333333333332,540
22.916666666666668,543
23,547
23.083333333333332,549
23.166666666666668,544
23.25,549
23.333333333333332,544
23.416666666666668,545
23.5,543
23.583333333333332,545
23.666666666666668,551
23.75,549
23.833333333333332,548
23.916666666666668,549
24,548
24.083333333333332,550
24.166666666666668,554
24.25,548
24.333333333333332,545
24.416666666666668,550
24.5,556
24.583333333333332,558
24.666666666666668,550
24.75,554
24.833333333333332,557
24.916666666666668,554
25,556
25.083333333333332,556
25.166666666666668,559
25.25,561
25.333333333333332,557
25.416666666666668,560
25.5,561
25.583333333333332,559
25.666666666666668,557
25.75,557
25.833333333333332,562
25.916666666666668,564
26,558
26.083333333333332,564
26.166666666666668,561
26.25,557
26.333333333333332,563
26.416666666666668,563
26.5,562
26.583333333333332,561
26.666666666666668,563
26.75,565
26.833333333333332,562
26.916666666666668,568
27,560
27.083333333333332,569
27.166666666666668,561
27.25,566
27.333333333333332,567
27.416666666666668,566
27.5,568
27.583333333333332,567
27.666666666666668,574
27.75,564
27.833333333333332,565
27.916666666666668,567
28,568
28.083333333333332,568
28.166666666666668,563
28.25,569
28.333333333333332,569
28.416666666666668,568
28.5,573
28.583333333333332,572
28.666666666666668,566
28.75,566
28.833333333333332,569
28.916666666666668,575
29,576
29.083333333333332,568
29.166666666666668,570
29.25,572
29.333333333333332,573
29.416666666666668,571
29.5,574
29.583333333333332,577
29.666666666666668,578
29.75,579
29.833333333333332,573
29.916666666666668,574
30,572
30.083333333333332,574
30.166666666666668,578
30.25,571
30.333333333333332,573
30.416666666666668,576
30.5,578
30.583333333333332,572
30.666666666666668,575
30.75,572
30.833333333333332,577
30.916666666666668,580
31,569
31.083333333333332,574
31.166666666666668,574
31.25,569
31.333333333333332,575
31.416666666666668,570
31.5,579
31.583333333333332,576
31.666666666666668,572
31.75,575
31.833333333333332,577
31.916666666666668,574
32,575
32.083333333333336,576
32.166666666666664,578
32.25,578
32.333333333333336,576
32.416666666666664,580
32.5,576
32.583333333333336,577
32.666666666666664,572
32.75,578
32.833333333333336,574
32.916666666666664,577
33,578
33.083333333333336,573
33.166666666666664,574
33.25,570
33.333333333333336,575
33.416666666666664,575
33.5,572
