"Hours since thread went live","Seiyuu Radio no Uraomote • The Many Sides of Voice Actor Radio - Episode 1 discussion"
33.583333333333336,577
33.666666666666664,578
33.75,578
33.833333333333336,573
33.916666666666664,572
34,577
34.083333333333336,581
34.166666666666664,577
34.25,577
34.333333333333336,581
34.416666666666664,580
34.5,578
34.583333333333336,582
34.666666666666664,583
34.75,578
34.833333333333336,575
34.916666666666664,579
35,577
35.083333333333336,575
35.166666666666664,582
35.25,581
35.333333333333336,578
35.416666666666664,583
35.5,579
35.583333333333336,580
35.666666666666664,581
35.75,582
35.833333333333336,584
35.916666666666664,582
36,583
36.083333333333336,580
36.166666666666664,575
36.25,583
36.333333333333336,580
36.416666666666664,587
36.5,584
36.583333333333336,586
36.666666666666664,582
36.75,580
36.833333333333336,577
36.916666666666664,586
37,585
37.083333333333336,583
37.166666666666664,583
37.25,577
37.333333333333336,575
37.416666666666664,580
37.5,575
37.583333333333336,575
37.666666666666664,582
37.75,578
37.833333333333336,587
37.916666666666664,582
38,582
38.083333333333336,587
38.166666666666664,577
38.25,582
38.333333333333336,587
38.416666666666664,584
38.5,584
38.583333333333336,581
38.666666666666664,581
38.75,585
38.833333333333336,583
38.916666666666664,583
39,578
39.083333333333336,586
39.166666666666664,585
39.25,584
39.333333333333336,586
39.416666666666664,585
39.5,591
39.583333333333336,585
39.666666666666664,589
39.75,583
39.833333333333336,585
39.916666666666664,587
40,587
40.083333333333336,585
40.166666666666664,584
40.25,585
40.333333333333336,585
40.416666666666664,590
40.5,590
40.583333333333336,592
40.666666666666664,590
40.75,586
40.833333333333336,594
40.916666666666664,589
41,585
41.083333333333336,585
41.166666666666664,592
41.25,596
41.333333333333336,594
41.416666666666664,592
41.5,596
41.583333333333336,590
41.666666666666664,589
41.75,590
41.833333333333336,591
41.916666666666664,586
42,593
42.083333333333336,591
42.166666666666664,593
42.25,592
42.333333333333336,592
42.416666666666664,590
42.5,592
42.583333333333336,587
42.666666666666664,593
42.75,592
42.833333333333336,592
42.916666666666664,592
43,595
43.083333333333336,592
43.166666666666664,589
43.25,596
43.333333333333336,595
43.416666666666664,589
43.5,597
43.583333333333336,592
43.666666666666664,589
43.75,591
43.833333333333336,594
43.916666666666664,590
44,589
44.083333333333336,592
44.166666666666664,596
44.25,591
44.333333333333336,589
44.416666666666664,595
44.5,588
44.583333333333336,592
44.666666666666664,591
44.75,591
44.833333333333336,594
44.916666666666664,591
45,588
45.083333333333336,595
45.166666666666664,594
45.25,587
45.333333333333336,590
45.416666666666664,591
45.5,593
45.583333333333336,597
45.666666666666664,595
45.75,589
45.833333333333336,595
45.916666666666664,596
46,593
46.083333333333336,591
46.166666666666664,595
46.25,592
46.333333333333336,592
46.416666666666664,595
46.5,589
46.583333333333336,597
46.666666666666664,591
46.75,594
46.833333333333336,589
46.916666666666664,595
47,599
47.083333333333336,593
47.166666666666664,592
47.25,590
47.333333333333336,588
47.416666666666664,589
47.5,593
47.583333333333336,596
47.666666666666664,594
47.75,589
47.833333333333336,596
47.916666666666664,591
