"Hours since thread went live","Sengoku Youko - Episode 8 discussion"
43.666666666666664,361
43.75,358
43.833333333333336,360
43.916666666666664,366
44,360
44.083333333333336,360
44.166666666666664,355
44.25,358
44.333333333333336,357
44.416666666666664,358
44.5,358
44.583333333333336,360
44.666666666666664,363
44.75,361
44.833333333333336,360
44.916666666666664,362
45,364
45.083333333333336,354
45.166666666666664,357
45.25,360
45.333333333333336,358
45.416666666666664,360
45.5,355
45.583333333333336,355
45.666666666666664,355
45.75,362
45.833333333333336,359
45.916666666666664,358
46,358
46.083333333333336,355
46.166666666666664,362
46.25,360
46.333333333333336,357
46.416666666666664,362
46.5,359
46.583333333333336,363
46.666666666666664,360
46.75,361
46.833333333333336,359
46.916666666666664,360
47,362
47.083333333333336,356
47.166666666666664,360
47.25,362
47.333333333333336,361
47.416666666666664,358
47.5,364
47.583333333333336,361
47.666666666666664,366
47.75,362
47.833333333333336,362
47.916666666666664,363
