"Hours since thread went live","Sengoku Youko - Episode 8 discussion"
0,2
0.08333333333333333,4
0.16666666666666666,7
0.25,10
0.3333333333333333,9
0.4166666666666667,10
0.5,13
0.5833333333333334,17
0.6666666666666666,21
0.75,24
0.8333333333333334,26
0.9166666666666666,29
1,37
1.0833333333333333,38
1.1666666666666667,47
1.25,48
1.3333333333333333,49
1.4166666666666667,50
1.5,53
1.5833333333333333,59
1.6666666666666667,63
1.75,69
1.8333333333333333,71
1.9166666666666667,72
2,80
2.0833333333333335,82
2.1666666666666665,82
2.25,86
2.3333333333333335,90
2.4166666666666665,96
2.5,96
2.5833333333333335,96
2.6666666666666665,98
2.75,101
2.8333333333333335,106
2.9166666666666665,107
3,109
3.0833333333333335,113
3.1666666666666665,112
3.25,115
3.3333333333333335,117
3.4166666666666665,118
3.5,122
3.5833333333333335,126
3.6666666666666665,126
3.75,129
3.8333333333333335,132
3.9166666666666665,130
4,134
4.083333333333333,130
4.166666666666667,135
4.25,134
4.333333333333333,137
4.416666666666667,138
4.5,137
4.583333333333333,143
4.666666666666667,148
4.75,151
4.833333333333333,154
4.916666666666667,156
5,159
5.083333333333333,161
5.166666666666667,164
5.25,169
5.333333333333333,174
5.416666666666667,178
5.5,175
5.583333333333333,176
5.666666666666667,177
5.75,180
5.833333333333333,179
5.916666666666667,184
6,186
6.083333333333333,187
6.166666666666667,187
6.25,193
6.333333333333333,194
6.416666666666667,198
6.5,196
6.583333333333333,200
6.666666666666667,199
6.75,207
6.833333333333333,201
6.916666666666667,206
7,206
7.083333333333333,207
7.166666666666667,210
7.25,215
7.333333333333333,211
7.416666666666667,217
7.5,217
7.583333333333333,216
7.666666666666667,222
7.75,221
7.833333333333333,223
7.916666666666667,224
8,218
8.083333333333334,220
8.166666666666666,225
8.25,225
8.333333333333334,231
8.416666666666666,230
8.5,230
8.583333333333334,230
8.666666666666666,231
8.75,235
8.833333333333334,231
8.916666666666666,231
9,236
9.083333333333334,239
9.166666666666666,236
9.25,237
9.333333333333334,237
9.416666666666666,240
9.5,243
9.583333333333334,244
9.666666666666666,241
9.75,246
9.833333333333334,245
9.916666666666666,241
10,251
10.083333333333334,246
10.166666666666666,246
10.25,248
10.333333333333334,252
10.416666666666666,256
10.5,258
10.583333333333334,256
10.666666666666666,256
10.75,263
10.833333333333334,257
10.916666666666666,262
11,260
11.083333333333334,262
11.166666666666666,259
11.25,259
11.333333333333334,261
11.416666666666666,264
11.5,267
11.583333333333334,271
11.666666666666666,265
11.75,269
11.833333333333334,274
11.916666666666666,270
12,275
12.083333333333334,274
12.166666666666666,273
12.25,271
12.333333333333334,273
12.416666666666666,275
12.5,279
12.583333333333334,274
12.666666666666666,276
12.75,278
12.833333333333334,275
12.916666666666666,279
13,282
13.083333333333334,276
13.166666666666666,280
13.25,283
13.333333333333334,285
13.416666666666666,284
13.5,286
13.583333333333334,284
13.666666666666666,289
13.75,285
13.833333333333334,290
13.916666666666666,292
14,288
14.083333333333334,291
14.166666666666666,290
14.25,288
14.333333333333334,293
14.416666666666666,294
14.5,292
14.583333333333334,294
14.666666666666666,295
14.75,297
14.833333333333334,298
14.916666666666666,299
15,299
15.083333333333334,298
15.166666666666666,301
15.25,296
15.333333333333334,302
15.416666666666666,300
15.5,298
15.583333333333334,297
15.666666666666666,297
15.75,298
15.833333333333334,299
15.916666666666666,300
16,299
16.083333333333332,300
16.166666666666668,303
16.25,303
16.333333333333332,307
16.416666666666668,302
16.5,307
16.583333333333332,307
16.666666666666668,305
16.75,307
16.833333333333332,307
16.916666666666668,310
17,306
17.083333333333332,307
17.166666666666668,313
17.25,308
17.333333333333332,309
17.416666666666668,308
17.5,309
17.583333333333332,312
17.666666666666668,307
17.75,309
17.833333333333332,306
17.916666666666668,312
18,313
18.083333333333332,313
18.166666666666668,314
18.25,317
18.333333333333332,319
18.416666666666668,313
18.5,319
18.583333333333332,312
18.666666666666668,315
18.75,311
18.833333333333332,316
18.916666666666668,321
19,312
19.083333333333332,321
19.166666666666668,313
19.25,313
19.333333333333332,319
19.416666666666668,322
19.5,317
19.583333333333332,315
19.666666666666668,318
19.75,325
19.833333333333332,315
19.916666666666668,326
20,316
20.083333333333332,320
20.166666666666668,322
20.25,325
20.333333333333332,321
20.416666666666668,321
20.5,322
20.583333333333332,323
20.666666666666668,322
20.75,316
20.833333333333332,327
20.916666666666668,325
21,321
21.083333333333332,325
21.166666666666668,330
21.25,332
21.333333333333332,327
21.416666666666668,324
21.5,331
21.583333333333332,326
21.666666666666668,323
21.75,325
21.833333333333332,326
21.916666666666668,330
22,328
22.083333333333332,334
22.166666666666668,332
22.25,331
22.333333333333332,333
22.416666666666668,334
22.5,336
22.583333333333332,332
22.666666666666668,331
22.75,337
22.833333333333332,340
22.916666666666668,340
23,339
23.083333333333332,333
23.166666666666668,337
23.25,335
23.333333333333332,329
23.416666666666668,334
23.5,335
23.583333333333332,338
23.666666666666668,329
23.75,338
23.833333333333332,334
23.916666666666668,333
24,342
24.083333333333332,336
24.166666666666668,337
24.25,342
24.333333333333332,339
24.416666666666668,336
24.5,335
24.583333333333332,336
24.666666666666668,334
24.75,340
24.833333333333332,338
24.916666666666668,343
25,338
25.083333333333332,334
25.166666666666668,338
25.25,336
25.333333333333332,342
25.416666666666668,341
25.5,345
25.583333333333332,339
25.666666666666668,335
25.75,344
25.833333333333332,341
25.916666666666668,337
26,337
26.083333333333332,341
26.166666666666668,342
26.25,337
26.333333333333332,341
26.416666666666668,340
26.5,342
26.583333333333332,340
26.666666666666668,338
26.75,341
26.833333333333332,342
26.916666666666668,342
27,340
27.083333333333332,347
27.166666666666668,339
27.25,341
27.333333333333332,341
27.416666666666668,341
27.5,339
27.583333333333332,345
27.666666666666668,345
27.75,343
27.833333333333332,348
27.916666666666668,345
28,346
28.083333333333332,348
28.166666666666668,339
28.25,344
28.333333333333332,344
28.416666666666668,345
28.5,342
28.583333333333332,345
28.666666666666668,343
28.75,345
28.833333333333332,347
28.916666666666668,342
29,347
29.083333333333332,344
29.166666666666668,343
29.25,344
29.333333333333332,352
29.416666666666668,348
29.5,348
29.583333333333332,347
29.666666666666668,350
29.75,346
29.833333333333332,350
29.916666666666668,346
30,348
30.083333333333332,346
30.166666666666668,349
30.25,349
30.333333333333332,351
30.416666666666668,344
30.5,347
30.583333333333332,345
30.666666666666668,348
30.75,350
30.833333333333332,344
30.916666666666668,352
31,344
31.083333333333332,349
31.166666666666668,349
31.25,347
31.333333333333332,345
31.416666666666668,350
31.5,348
31.583333333333332,346
31.666666666666668,347
31.75,347
31.833333333333332,347
31.916666666666668,354
32,347
32.083333333333336,349
32.166666666666664,350
32.25,349
32.333333333333336,354
32.416666666666664,345
32.5,350
32.583333333333336,352
32.666666666666664,354
32.75,351
32.833333333333336,350
32.916666666666664,350
33,353
33.083333333333336,345
33.166666666666664,351
33.25,346
33.333333333333336,351
33.416666666666664,353
33.5,349
33.583333333333336,348
33.666666666666664,348
33.75,352
33.833333333333336,352
33.916666666666664,352
34,346
34.083333333333336,349
34.166666666666664,353
34.25,355
34.333333333333336,353
34.416666666666664,354
34.5,351
34.583333333333336,350
34.666666666666664,351
34.75,355
34.833333333333336,352
34.916666666666664,352
35,353
35.083333333333336,354
35.166666666666664,352
35.25,348
35.333333333333336,353
35.416666666666664,351
35.5,351
35.583333333333336,349
35.666666666666664,357
35.75,355
35.833333333333336,358
35.916666666666664,359
36,352
36.083333333333336,355
36.166666666666664,354
36.25,357
36.333333333333336,350
36.416666666666664,354
36.5,355
36.583333333333336,348
36.666666666666664,354
36.75,351
36.833333333333336,351
36.916666666666664,355
37,350
37.083333333333336,351
37.166666666666664,353
37.25,355
37.333333333333336,357
37.416666666666664,349
37.5,352
37.583333333333336,354
37.666666666666664,358
37.75,350
37.833333333333336,353
37.916666666666664,354
38,353
38.083333333333336,354
38.166666666666664,353
38.25,358
38.333333333333336,354
38.416666666666664,356
38.5,356
38.583333333333336,358
38.666666666666664,350
38.75,357
38.833333333333336,351
38.916666666666664,355
39,354
39.083333333333336,354
39.166666666666664,358
39.25,355
39.333333333333336,360
39.416666666666664,355
39.5,362
39.583333333333336,354
39.666666666666664,357
39.75,353
39.833333333333336,361
39.916666666666664,357
40,358
40.083333333333336,355
40.166666666666664,359
40.25,358
40.333333333333336,359
40.416666666666664,358
40.5,356
40.583333333333336,360
40.666666666666664,355
40.75,359
40.833333333333336,359
40.916666666666664,360
41,360
41.083333333333336,354
41.166666666666664,359
41.25,353
41.333333333333336,354
41.416666666666664,353
41.5,355
41.583333333333336,354
41.666666666666664,354
41.75,359
41.833333333333336,357
41.916666666666664,356
42,360
42.083333333333336,360
42.166666666666664,357
42.25,355
42.333333333333336,361
42.416666666666664,354
42.5,360
42.583333333333336,354
42.666666666666664,357
42.75,356
42.833333333333336,359
42.916666666666664,362
43,358
43.083333333333336,363
43.166666666666664,364
43.25,364
43.333333333333336,361
43.416666666666664,357
43.5,362
43.583333333333336,359
