"Hours since thread went live","Sentai Daishikkaku • Go! Go! Loser Ranger! - Episode 5 discussion"
9.416666666666666,713
9.5,721
9.583333333333334,725
9.666666666666666,737
9.75,748
9.833333333333334,748
9.916666666666666,759
10,758
10.083333333333334,760
10.166666666666666,768
10.25,774
10.333333333333334,775
10.416666666666666,786
10.5,784
10.583333333333334,790
10.666666666666666,798
10.75,803
10.833333333333334,809
10.916666666666666,809
11,812
11.083333333333334,807
11.166666666666666,819
11.25,818
11.333333333333334,820
11.416666666666666,826
11.5,832
11.583333333333334,830
11.666666666666666,835
11.75,833
11.833333333333334,838
11.916666666666666,847
12,857
12.083333333333334,856
12.166666666666666,863
12.25,869
12.333333333333334,869
12.416666666666666,875
12.5,885
12.583333333333334,891
12.666666666666666,895
12.75,902
12.833333333333334,902
12.916666666666666,905
13,902
13.083333333333334,915
13.166666666666666,917
13.25,917
13.333333333333334,923
13.416666666666666,934
13.5,934
13.583333333333334,945
13.666666666666666,949
13.75,950
13.833333333333334,951
13.916666666666666,955
14,962
14.083333333333334,966
14.166666666666666,968
14.25,972
14.333333333333334,977
14.416666666666666,985
14.5,989
14.583333333333334,990
14.666666666666666,997
14.75,1001
14.833333333333334,998
14.916666666666666,1003
15,1007
15.083333333333334,1013
15.166666666666666,1009
15.25,1005
15.333333333333334,1014
15.416666666666666,1012
15.5,1015
15.583333333333334,1022
15.666666666666666,1022
15.75,1023
15.833333333333334,1032
15.916666666666666,1036
16,1037
16.083333333333332,1038
16.166666666666668,1049
16.25,1046
16.333333333333332,1049
16.416666666666668,1055
16.5,1058
16.583333333333332,1060
16.666666666666668,1065
16.75,1064
16.833333333333332,1067
16.916666666666668,1070
17,1079
17.083333333333332,1082
17.166666666666668,1078
17.25,1086
17.333333333333332,1093
17.416666666666668,1090
17.5,1088
17.583333333333332,1093
17.666666666666668,1097
17.75,1103
17.833333333333332,1101
17.916666666666668,1104
18,1103
18.083333333333332,1101
18.166666666666668,1110
18.25,1112
18.333333333333332,1111
18.416666666666668,1121
18.5,1121
18.583333333333332,1127
18.666666666666668,1127
18.75,1128
18.833333333333332,1127
18.916666666666668,1133
19,1128
19.083333333333332,1133
19.166666666666668,1135
19.25,1134
19.333333333333332,1135
19.416666666666668,1142
19.5,1146
19.583333333333332,1141
19.666666666666668,1151
19.75,1148
19.833333333333332,1157
19.916666666666668,1151
20,1156
20.083333333333332,1163
20.166666666666668,1154
20.25,1156
20.333333333333332,1167
20.416666666666668,1170
20.5,1173
20.583333333333332,1168
20.666666666666668,1172
20.75,1181
20.833333333333332,1181
20.916666666666668,1175
21,1183
21.083333333333332,1183
21.166666666666668,1181
21.25,1182
21.333333333333332,1189
21.416666666666668,1187
21.5,1185
21.583333333333332,1190
21.666666666666668,1187
21.75,1200
21.833333333333332,1193
21.916666666666668,1197
22,1198
22.083333333333332,1195
22.166666666666668,1203
22.25,1205
22.333333333333332,1204
22.416666666666668,1209
22.5,1210
22.583333333333332,1211
22.666666666666668,1212
22.75,1209
22.833333333333332,1216
22.916666666666668,1218
23,1218
23.083333333333332,1215
23.166666666666668,1217
23.25,1222
23.333333333333332,1224
23.416666666666668,1218
23.5,1222
23.583333333333332,1220
23.666666666666668,1226
23.75,1229
23.833333333333332,1226
23.916666666666668,1226
24,1226
24.083333333333332,1225
24.166666666666668,1227
24.25,1230
24.333333333333332,1235
24.416666666666668,1233
24.5,1233
24.583333333333332,1239
24.666666666666668,1234
24.75,1239
24.833333333333332,1235
24.916666666666668,1237
25,1233
25.083333333333332,1236
25.166666666666668,1235
25.25,1238
25.333333333333332,1239
25.416666666666668,1238
25.5,1239
25.583333333333332,1243
25.666666666666668,1244
25.75,1241
25.833333333333332,1249
25.916666666666668,1242
26,1242
26.083333333333332,1247
26.166666666666668,1248
26.25,1247
26.333333333333332,1249
26.416666666666668,1254
26.5,1255
26.583333333333332,1248
26.666666666666668,1258
26.75,1250
26.833333333333332,1253
26.916666666666668,1258
27,1253
27.083333333333332,1255
27.166666666666668,1258
27.25,1253
27.333333333333332,1258
27.416666666666668,1263
27.5,1267
27.583333333333332,1267
27.666666666666668,1263
27.75,1263
27.833333333333332,1264
27.916666666666668,1265
28,1270
28.083333333333332,1268
28.166666666666668,1272
28.25,1272
28.333333333333332,1270
28.416666666666668,1275
28.5,1273
28.583333333333332,1275
28.666666666666668,1274
28.75,1279
28.833333333333332,1281
28.916666666666668,1283
29,1288
29.083333333333332,1282
29.166666666666668,1284
29.25,1282
29.333333333333332,1282
29.416666666666668,1280
29.5,1280
29.583333333333332,1279
29.666666666666668,1289
29.75,1290
29.833333333333332,1285
29.916666666666668,1289
30,1288
30.083333333333332,1283
30.166666666666668,1294
30.25,1290
30.333333333333332,1295
30.416666666666668,1299
30.5,1298
30.583333333333332,1299
30.666666666666668,1294
30.75,1293
30.833333333333332,1292
30.916666666666668,1297
31,1295
31.083333333333332,1301
31.166666666666668,1295
31.25,1296
31.333333333333332,1298
31.416666666666668,1293
31.5,1297
31.583333333333332,1300
31.666666666666668,1299
31.75,1295
31.833333333333332,1300
31.916666666666668,1305
32,1305
32.083333333333336,1300
32.166666666666664,1308
32.25,1306
32.333333333333336,1311
32.416666666666664,1308
32.5,1305
32.583333333333336,1304
32.666666666666664,1303
32.75,1308
32.833333333333336,1308
32.916666666666664,1306
33,1315
33.083333333333336,1308
33.166666666666664,1313
33.25,1310
33.333333333333336,1314
33.416666666666664,1312
33.5,1315
33.583333333333336,1318
33.666666666666664,1313
33.75,1317
33.833333333333336,1321
33.916666666666664,1315
34,1324
34.083333333333336,1322
34.166666666666664,1319
34.25,1320
34.333333333333336,1324
34.416666666666664,1315
34.5,1324
34.583333333333336,1315
34.666666666666664,1320
34.75,1316
34.833333333333336,1321
34.916666666666664,1318
35,1319
35.083333333333336,1318
35.166666666666664,1319
35.25,1323
35.333333333333336,1326
35.416666666666664,1321
35.5,1328
35.583333333333336,1329
35.666666666666664,1317
35.75,1324
35.833333333333336,1319
35.916666666666664,1324
36,1325
36.083333333333336,1322
36.166666666666664,1327
36.25,1327
36.333333333333336,1329
36.416666666666664,1321
36.5,1328
36.583333333333336,1327
36.666666666666664,1331
36.75,1325
36.833333333333336,1325
36.916666666666664,1327
37,1332
37.083333333333336,1331
37.166666666666664,1327
37.25,1335
37.333333333333336,1332
37.416666666666664,1335
37.5,1334
37.583333333333336,1334
37.666666666666664,1328
37.75,1332
37.833333333333336,1338
37.916666666666664,1331
38,1333
38.083333333333336,1336
38.166666666666664,1335
38.25,1336
38.333333333333336,1335
38.416666666666664,1336
38.5,1338
38.583333333333336,1332
38.666666666666664,1336
38.75,1336
38.833333333333336,1342
38.916666666666664,1344
39,1344
39.083333333333336,1340
39.166666666666664,1344
39.25,1342
39.333333333333336,1343
39.416666666666664,1346
39.5,1345
39.583333333333336,1344
39.666666666666664,1344
39.75,1348
39.833333333333336,1352
39.916666666666664,1343
40,1349
40.083333333333336,1349
40.166666666666664,1347
40.25,1347
40.333333333333336,1345
40.416666666666664,1352
40.5,1345
40.583333333333336,1355
40.666666666666664,1350
40.75,1352
40.833333333333336,1345
40.916666666666664,1353
41,1354
41.083333333333336,1349
41.166666666666664,1348
41.25,1354
41.333333333333336,1354
41.416666666666664,1349
41.5,1349
41.583333333333336,1351
41.666666666666664,1361
41.75,1352
41.833333333333336,1360
41.916666666666664,1360
42,1360
42.083333333333336,1362
42.166666666666664,1357
42.25,1362
42.333333333333336,1357
42.416666666666664,1361
42.5,1354
42.583333333333336,1357
42.666666666666664,1358
42.75,1365
42.833333333333336,1355
42.916666666666664,1359
43,1362
43.083333333333336,1361
43.166666666666664,1359
43.25,1365
43.333333333333336,1360
43.416666666666664,1360
43.5,1364
43.583333333333336,1364
43.666666666666664,1364
43.75,1361
43.833333333333336,1361
43.916666666666664,1365
44,1360
44.083333333333336,1363
44.166666666666664,1370
44.25,1363
44.333333333333336,1367
44.416666666666664,1370
44.5,1370
44.583333333333336,1366
44.666666666666664,1368
44.75,1371
44.833333333333336,1363
44.916666666666664,1363
45,1366
45.083333333333336,1365
45.166666666666664,1370
45.25,1368
45.333333333333336,1363
45.416666666666664,1370
45.5,1371
45.583333333333336,1367
45.666666666666664,1364
45.75,1364
45.833333333333336,1369
45.916666666666664,1372
46,1364
46.083333333333336,1369
46.166666666666664,1366
46.25,1368
46.333333333333336,1369
46.416666666666664,1371
46.5,1367
46.583333333333336,1369
46.666666666666664,1376
46.75,1367
46.833333333333336,1369
46.916666666666664,1374
47,1365
47.083333333333336,1367
47.166666666666664,1371
47.25,1372
47.333333333333336,1375
47.416666666666664,1371
47.5,1372
47.583333333333336,1368
47.666666666666664,1372
47.75,1365
47.833333333333336,1371
47.916666666666664,1374
