"Hours since thread went live","Ninja Kamui - Episode 3 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,0
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,2
0.5833333333333334,2
0.6666666666666666,3
0.75,3
0.8333333333333334,3
0.9166666666666666,4
1,5
1.0833333333333333,5
1.1666666666666667,6
1.25,8
1.3333333333333333,12
1.4166666666666667,12
1.5,12
1.5833333333333333,12
1.6666666666666667,15
1.75,15
1.8333333333333333,18
1.9166666666666667,16
2,18
2.0833333333333335,18
2.1666666666666665,16
2.25,20
2.3333333333333335,23
2.4166666666666665,22
2.5,25
2.5833333333333335,28
2.6666666666666665,30
2.75,32
2.8333333333333335,32
2.9166666666666665,34
3,34
3.0833333333333335,32
3.1666666666666665,32
3.25,37
3.3333333333333335,39
3.4166666666666665,36
3.5,38
3.5833333333333335,39
3.6666666666666665,43
3.75,45
3.8333333333333335,46
3.9166666666666665,44
4,48
4.083333333333333,45
4.166666666666667,47
4.25,47
4.333333333333333,48
4.416666666666667,47
4.5,50
4.583333333333333,49
4.666666666666667,50
4.75,50
4.833333333333333,50
4.916666666666667,49
5,53
5.083333333333333,53
5.166666666666667,58
5.25,61
5.333333333333333,61
5.416666666666667,64
5.5,62
5.583333333333333,60
5.666666666666667,63
5.75,63
5.833333333333333,63
5.916666666666667,70
6,72
6.083333333333333,72
6.166666666666667,74
6.25,71
6.333333333333333,75
6.416666666666667,74
6.5,76
6.583333333333333,77
6.666666666666667,75
6.75,77
6.833333333333333,82
6.916666666666667,82
7,84
7.083333333333333,84
7.166666666666667,83
7.25,88
7.333333333333333,85
7.416666666666667,89
7.5,88
7.583333333333333,98
7.666666666666667,93
7.75,97
7.833333333333333,92
7.916666666666667,95
8,100
8.083333333333334,95
8.166666666666666,94
8.25,101
8.333333333333334,95
8.416666666666666,98
8.5,102
8.583333333333334,102
8.666666666666666,104
8.75,102
8.833333333333334,107
8.916666666666666,109
9,110
9.083333333333334,108
9.166666666666666,107
9.25,113
9.333333333333334,116
9.416666666666666,115
9.5,117
9.583333333333334,119
9.666666666666666,119
9.75,124
9.833333333333334,119
9.916666666666666,122
10,128
10.083333333333334,130
10.166666666666666,130
10.25,128
10.333333333333334,127
10.416666666666666,132
10.5,133
10.583333333333334,134
10.666666666666666,138
10.75,141
10.833333333333334,141
10.916666666666666,140
11,145
11.083333333333334,148
11.166666666666666,148
11.25,149
11.333333333333334,152
11.416666666666666,148
11.5,153
11.583333333333334,150
11.666666666666666,150
11.75,153
11.833333333333334,152
11.916666666666666,153
12,158
12.083333333333334,158
12.166666666666666,158
12.25,163
12.333333333333334,161
12.416666666666666,166
12.5,169
12.583333333333334,164
12.666666666666666,171
12.75,172
12.833333333333334,172
12.916666666666666,175
13,176
13.083333333333334,178
13.166666666666666,172
13.25,179
13.333333333333334,177
13.416666666666666,182
13.5,183
13.583333333333334,176
13.666666666666666,178
13.75,176
13.833333333333334,177
13.916666666666666,180
14,181
14.083333333333334,187
14.166666666666666,186
14.25,184
14.333333333333334,183
14.416666666666666,189
14.5,190
14.583333333333334,190
14.666666666666666,188
14.75,192
14.833333333333334,190
14.916666666666666,192
15,192
15.083333333333334,193
15.166666666666666,195
15.25,193
15.333333333333334,195
15.416666666666666,199
15.5,194
15.583333333333334,196
15.666666666666666,199
15.75,203
15.833333333333334,200
15.916666666666666,202
16,199
16.083333333333332,205
16.166666666666668,202
16.25,203
16.333333333333332,204
16.416666666666668,201
16.5,207
16.583333333333332,210
16.666666666666668,204
16.75,209
16.833333333333332,206
16.916666666666668,210
17,214
17.083333333333332,211
17.166666666666668,214
17.25,210
17.333333333333332,213
17.416666666666668,213
17.5,212
17.583333333333332,211
17.666666666666668,216
17.75,218
17.833333333333332,216
17.916666666666668,221
18,216
18.083333333333332,218
18.166666666666668,218
18.25,221
18.333333333333332,221
18.416666666666668,217
18.5,223
18.583333333333332,221
18.666666666666668,222
18.75,224
18.833333333333332,225
18.916666666666668,226
19,224
19.083333333333332,227
19.166666666666668,227
19.25,224
19.333333333333332,224
19.416666666666668,228
19.5,230
19.583333333333332,233
19.666666666666668,230
19.75,230
19.833333333333332,233
19.916666666666668,232
20,232
20.083333333333332,227
20.166666666666668,228
20.25,230
20.333333333333332,229
20.416666666666668,232
20.5,229
20.583333333333332,236
20.666666666666668,233
20.75,234
20.833333333333332,233
20.916666666666668,238
21,236
21.083333333333332,237
21.166666666666668,241
21.25,241
21.333333333333332,241
21.416666666666668,241
21.5,240
21.583333333333332,241
21.666666666666668,243
21.75,242
21.833333333333332,243
21.916666666666668,243
22,247
22.083333333333332,244
22.166666666666668,248
22.25,245
22.333333333333332,248
22.416666666666668,249
22.5,245
22.583333333333332,247
22.666666666666668,249
22.75,245
22.833333333333332,251
22.916666666666668,249
23,249
23.083333333333332,247
23.166666666666668,249
23.25,251
23.333333333333332,251
23.416666666666668,254
23.5,254
23.583333333333332,254
23.666666666666668,252
23.75,254
23.833333333333332,254
23.916666666666668,250
24,251
24.083333333333332,254
24.166666666666668,257
24.25,256
24.333333333333332,255
24.416666666666668,254
24.5,251
24.583333333333332,254
24.666666666666668,251
24.75,252
24.833333333333332,250
24.916666666666668,250
25,258
25.083333333333332,253
25.166666666666668,255
25.25,255
25.333333333333332,252
25.416666666666668,252
25.5,257
25.583333333333332,257
25.666666666666668,257
25.75,257
25.833333333333332,255
25.916666666666668,257
26,255
26.083333333333332,257
26.166666666666668,258
26.25,255
26.333333333333332,256
26.416666666666668,262
26.5,259
26.583333333333332,259
26.666666666666668,265
26.75,257
26.833333333333332,262
26.916666666666668,259
27,262
27.083333333333332,259
27.166666666666668,263
27.25,265
27.333333333333332,262
27.416666666666668,261
27.5,259
27.583333333333332,264
27.666666666666668,260
27.75,263
27.833333333333332,266
27.916666666666668,262
28,267
28.083333333333332,266
28.166666666666668,261
28.25,264
28.333333333333332,267
28.416666666666668,260
28.5,266
28.583333333333332,266
28.666666666666668,266
28.75,263
28.833333333333332,266
28.916666666666668,267
29,268
29.083333333333332,267
29.166666666666668,271
29.25,270
29.333333333333332,271
29.416666666666668,269
29.5,273
29.583333333333332,273
29.666666666666668,271
29.75,271
29.833333333333332,271
29.916666666666668,274
30,272
30.083333333333332,277
30.166666666666668,271
30.25,274
30.333333333333332,271
30.416666666666668,279
30.5,272
30.583333333333332,272
30.666666666666668,273
30.75,275
30.833333333333332,275
30.916666666666668,272
31,276
31.083333333333332,277
31.166666666666668,272
31.25,273
31.333333333333332,274
31.416666666666668,273
31.5,275
31.583333333333332,273
31.666666666666668,276
31.75,279
31.833333333333332,278
31.916666666666668,280
32,276
32.083333333333336,277
32.166666666666664,274
32.25,276
32.333333333333336,279
32.416666666666664,275
32.5,277
32.583333333333336,278
32.666666666666664,277
32.75,275
32.833333333333336,273
32.916666666666664,275
33,280
33.083333333333336,280
33.166666666666664,277
33.25,279
33.333333333333336,277
33.416666666666664,281
33.5,280
33.583333333333336,276
33.666666666666664,283
33.75,280
33.833333333333336,284
33.916666666666664,281
34,286
34.083333333333336,284
34.166666666666664,282
34.25,285
34.333333333333336,287
34.416666666666664,287
34.5,284
34.583333333333336,285
34.666666666666664,286
34.75,282
34.833333333333336,285
34.916666666666664,284
35,283
35.166666666666664,283
35.333333333333336,283
35.416666666666664,285
35.5,284
35.583333333333336,284
35.666666666666664,287
35.75,285
35.833333333333336,289
35.916666666666664,283
36,287
36.083333333333336,287
36.166666666666664,286
36.25,284
36.333333333333336,285
36.416666666666664,286
36.5,290
36.583333333333336,288
36.666666666666664,285
36.75,290
36.833333333333336,293
36.916666666666664,292
37,290
37.083333333333336,291
37.166666666666664,290
37.25,286
37.333333333333336,289
37.416666666666664,292
37.5,291
37.583333333333336,289
37.666666666666664,292
37.75,291
37.833333333333336,295
37.916666666666664,291
38,292
38.083333333333336,291
38.166666666666664,292
38.25,291
38.333333333333336,288
38.416666666666664,292
38.5,291
38.583333333333336,295
38.666666666666664,291
38.75,299
38.833333333333336,297
38.916666666666664,297
39,298
39.083333333333336,296
39.166666666666664,296
39.25,296
