"Hours since thread went live","Ao no Exorcist Shimane Illuminati-hen • Blue Exorcist -Shimane Illuminati Saga- - Episode 10 discussion"
0,1
0,0
0.08333333333333333,1
0.16666666666666666,1
0.25,2
0.3333333333333333,3
0.4166666666666667,5
0.5,6
0.5833333333333334,5
0.6666666666666666,6
0.75,7
0.8333333333333334,8
0.9166666666666666,8
1,10
1.0833333333333333,9
1.1666666666666667,11
1.25,12
1.3333333333333333,13
1.4166666666666667,16
1.5,16
1.5833333333333333,18
1.6666666666666667,18
1.75,19
1.8333333333333333,20
1.9166666666666667,23
2,22
2.0833333333333335,24
2.1666666666666665,25
2.25,24
2.3333333333333335,25
2.4166666666666665,26
2.5,28
2.5833333333333335,28
2.6666666666666665,29
2.75,29
2.8333333333333335,27
2.9166666666666665,28
3,34
3.0833333333333335,33
3.1666666666666665,35
3.25,36
3.3333333333333335,36
3.4166666666666665,37
3.5,36
3.5833333333333335,38
3.6666666666666665,37
3.75,36
3.8333333333333335,40
3.9166666666666665,41
4,41
4.083333333333333,43
4.166666666666667,42
4.25,46
4.333333333333333,44
4.416666666666667,43
4.5,47
4.583333333333333,44
4.666666666666667,46
4.75,45
4.833333333333333,48
4.916666666666667,48
5,50
5.083333333333333,49
5.166666666666667,51
5.25,51
5.333333333333333,52
5.416666666666667,52
5.5,53
5.583333333333333,53
5.666666666666667,52
5.75,51
5.833333333333333,54
5.916666666666667,53
6,54
6.083333333333333,53
6.166666666666667,53
6.25,55
6.333333333333333,56
6.416666666666667,56
6.5,53
6.583333333333333,57
6.666666666666667,56
6.75,53
6.833333333333333,59
6.916666666666667,58
7,59
7.083333333333333,59
7.166666666666667,56
7.25,59
7.333333333333333,55
7.416666666666667,58
7.5,58
7.583333333333333,58
7.666666666666667,59
7.75,59
7.833333333333333,57
7.916666666666667,59
8,59
8.083333333333334,58
8.166666666666666,61
8.25,61
8.333333333333334,67
8.416666666666666,64
8.5,66
8.583333333333334,65
8.666666666666666,67
8.75,70
8.833333333333334,67
8.916666666666666,67
9,68
9.083333333333334,70
9.166666666666666,67
9.25,70
9.333333333333334,72
9.416666666666666,71
9.5,73
9.583333333333334,71
9.666666666666666,72
9.75,71
9.833333333333334,76
9.916666666666666,73
10,76
10.083333333333334,75
10.166666666666666,77
10.25,78
10.333333333333334,77
10.416666666666666,78
10.5,77
10.583333333333334,79
10.666666666666666,76
10.75,75
10.833333333333334,77
10.916666666666666,79
11,77
11.083333333333334,80
11.166666666666666,75
11.25,77
11.333333333333334,80
11.416666666666666,78
11.5,78
11.583333333333334,83
11.666666666666666,80
11.75,80
11.833333333333334,83
11.916666666666666,84
12,82
12.083333333333334,81
12.166666666666666,82
12.25,81
12.333333333333334,84
12.416666666666666,82
12.5,82
12.583333333333334,84
12.666666666666666,83
12.75,88
12.833333333333334,86
12.916666666666666,86
13,89
13.083333333333334,87
13.166666666666666,88
13.25,89
13.333333333333334,87
13.416666666666666,88
13.5,89
13.583333333333334,88
13.666666666666666,91
13.75,90
13.833333333333334,88
13.916666666666666,92
14,90
14.083333333333334,92
14.166666666666666,93
14.25,94
14.333333333333334,91
14.416666666666666,90
14.5,97
14.583333333333334,97
14.666666666666666,94
14.75,93
14.833333333333334,93
14.916666666666666,99
15,98
15.083333333333334,97
15.166666666666666,99
15.25,95
15.333333333333334,100
15.416666666666666,96
15.5,97
15.583333333333334,100
15.666666666666666,97
15.75,95
15.833333333333334,99
15.916666666666666,99
16,100
16.083333333333332,100
16.166666666666668,102
16.25,97
16.333333333333332,97
16.416666666666668,100
16.5,103
16.583333333333332,98
16.666666666666668,103
16.75,103
16.833333333333332,102
16.916666666666668,102
17,105
17.083333333333332,99
17.166666666666668,102
17.25,103
17.333333333333332,102
17.416666666666668,106
17.5,102
17.583333333333332,106
17.666666666666668,102
17.75,106
17.833333333333332,106
17.916666666666668,106
18,101
18.083333333333332,102
18.166666666666668,105
18.25,107
18.333333333333332,105
18.416666666666668,107
18.5,105
18.583333333333332,110
18.666666666666668,105
18.75,105
18.833333333333332,106
18.916666666666668,103
19,108
19.083333333333332,104
19.166666666666668,103
19.25,107
19.333333333333332,107
19.416666666666668,106
19.5,105
19.583333333333332,104
19.666666666666668,111
19.75,106
19.833333333333332,104
19.916666666666668,105
20,107
20.083333333333332,108
20.166666666666668,107
20.25,104
20.333333333333332,107
20.416666666666668,107
20.5,108
20.583333333333332,108
20.666666666666668,105
20.75,109
20.833333333333332,106
20.916666666666668,110
21,109
21.083333333333332,109
21.166666666666668,105
21.25,107
21.333333333333332,111
21.416666666666668,107
21.5,113
21.583333333333332,109
21.666666666666668,114
21.75,110
21.833333333333332,111
21.916666666666668,112
22,113
22.083333333333332,110
22.166666666666668,115
22.25,109
22.333333333333332,111
22.416666666666668,113
22.5,111
22.583333333333332,112
22.666666666666668,110
22.75,111
22.833333333333332,111
22.916666666666668,109
23,116
23.083333333333332,114
23.166666666666668,116
23.25,109
23.333333333333332,115
23.416666666666668,110
23.5,111
23.583333333333332,112
23.666666666666668,111
23.75,114
23.833333333333332,113
23.916666666666668,113
24,113
24.083333333333332,118
24.166666666666668,120
24.25,119
24.333333333333332,116
24.416666666666668,117
24.5,116
24.583333333333332,116
24.666666666666668,114
24.75,114
24.833333333333332,119
24.916666666666668,118
25,117
25.083333333333332,115
25.166666666666668,114
25.25,117
25.333333333333332,121
25.416666666666668,116
25.5,118
25.583333333333332,113
25.666666666666668,116
25.75,115
25.833333333333332,119
25.916666666666668,116
26,115
26.083333333333332,116
26.166666666666668,117
26.25,117
26.333333333333332,117
26.416666666666668,114
26.5,121
26.583333333333332,116
26.666666666666668,116
26.75,117
26.833333333333332,119
26.916666666666668,117
27,116
27.083333333333332,117
27.166666666666668,116
27.25,116
27.333333333333332,115
27.416666666666668,115
27.5,115
27.583333333333332,118
27.666666666666668,117
27.75,118
27.833333333333332,118
27.916666666666668,115
28,118
28.083333333333332,117
28.166666666666668,117
28.25,116
28.333333333333332,115
28.416666666666668,117
28.5,116
28.583333333333332,117
28.666666666666668,120
28.75,118
28.833333333333332,117
28.916666666666668,119
29,115
29.083333333333332,117
29.166666666666668,118
29.25,118
29.333333333333332,118
29.416666666666668,118
29.5,119
29.583333333333332,117
29.666666666666668,115
29.75,121
29.833333333333332,121
29.916666666666668,120
30,123
30.083333333333332,122
30.166666666666668,119
30.25,120
30.333333333333332,119
30.416666666666668,123
30.5,117
30.583333333333332,120
30.666666666666668,123
30.75,117
30.833333333333332,118
30.916666666666668,118
31,117
31.083333333333332,120
31.166666666666668,123
31.25,119
31.333333333333332,123
31.416666666666668,121
31.5,119
31.583333333333332,120
31.666666666666668,122
31.75,122
31.833333333333332,125
31.916666666666668,124
32,123
32.083333333333336,120
32.166666666666664,122
32.25,124
32.333333333333336,123
32.416666666666664,120
32.5,123
32.583333333333336,120
32.666666666666664,121
32.75,123
32.833333333333336,122
32.916666666666664,124
33,121
33.083333333333336,120
33.166666666666664,121
33.25,124
33.333333333333336,122
33.416666666666664,120
33.5,117
33.583333333333336,121
33.666666666666664,117
33.75,118
33.833333333333336,119
33.916666666666664,123
34,121
34.083333333333336,123
34.166666666666664,125
34.25,121
34.333333333333336,123
34.416666666666664,123
34.5,126
34.583333333333336,123
34.666666666666664,120
34.75,122
34.833333333333336,121
34.916666666666664,125
35,126
35.083333333333336,124
35.166666666666664,123
35.25,122
35.333333333333336,123
35.416666666666664,124
35.5,122
35.583333333333336,123
35.666666666666664,122
35.75,122
35.833333333333336,121
35.916666666666664,124
36,122
36.083333333333336,122
36.166666666666664,125
36.25,126
36.333333333333336,119
36.416666666666664,127
36.5,120
36.583333333333336,122
36.666666666666664,121
36.75,125
36.833333333333336,122
36.916666666666664,121
37,120
37.083333333333336,125
37.166666666666664,125
37.25,127
37.333333333333336,123
37.416666666666664,123
37.5,122
37.583333333333336,122
37.666666666666664,122
37.75,126
37.833333333333336,122
37.916666666666664,120
38,123
38.083333333333336,126
38.166666666666664,123
38.25,125
38.333333333333336,126
38.416666666666664,124
38.5,126
38.583333333333336,122
38.666666666666664,119
38.75,125
38.833333333333336,124
38.916666666666664,122
39,123
39.083333333333336,123
39.166666666666664,122
39.25,124
39.333333333333336,126
39.416666666666664,125
39.5,122
39.583333333333336,126
39.666666666666664,123
39.75,128
39.833333333333336,122
39.916666666666664,128
40,123
40.083333333333336,125
40.166666666666664,128
40.25,128
40.333333333333336,124
40.416666666666664,125
40.5,122
40.583333333333336,124
40.666666666666664,128
40.75,124
40.833333333333336,125
40.916666666666664,122
41,125
41.083333333333336,124
41.166666666666664,123
41.25,123
41.333333333333336,124
41.416666666666664,125
41.5,121
41.583333333333336,124
41.666666666666664,123
41.75,125
41.833333333333336,125
41.916666666666664,128
42,124
42.083333333333336,126
42.166666666666664,127
42.25,122
42.333333333333336,125
42.416666666666664,126
42.5,126
42.583333333333336,124
42.666666666666664,126
42.75,129
42.833333333333336,123
42.916666666666664,121
43,124
43.083333333333336,122
43.166666666666664,124
43.25,126
43.333333333333336,125
43.416666666666664,127
43.5,123
43.583333333333336,126
43.666666666666664,122
43.75,125
43.833333333333336,124
43.916666666666664,125
44,129
44.083333333333336,122
44.166666666666664,125
44.25,127
44.333333333333336,126
44.416666666666664,125
44.5,126
44.583333333333336,123
44.666666666666664,126
44.75,124
44.833333333333336,124
44.916666666666664,126
45,123
45.083333333333336,123
45.166666666666664,125
45.25,127
45.333333333333336,124
45.416666666666664,125
45.5,126
45.583333333333336,126
45.666666666666664,126
45.75,125
45.833333333333336,128
45.916666666666664,129
46,126
46.083333333333336,127
46.166666666666664,126
46.25,126
46.333333333333336,126
46.416666666666664,123
46.5,125
46.583333333333336,127
46.666666666666664,122
46.75,123
46.833333333333336,124
46.916666666666664,121
47,125
47.083333333333336,128
47.166666666666664,121
47.25,125
47.333333333333336,124
47.416666666666664,123
47.5,124
47.583333333333336,129
47.666666666666664,123
47.75,125
47.833333333333336,125
47.916666666666664,126
