"Hours since thread went live","Kenka Dokugaku • Viral Hit - Episode 8 discussion"
0,3
0.08333333333333333,5
0.16666666666666666,7
0.25,9
0.3333333333333333,9
0.4166666666666667,9
0.5,10
0.5833333333333334,12
0.6666666666666666,11
0.75,13
0.8333333333333334,13
0.9166666666666666,13
1,15
1.0833333333333333,15
1.1666666666666667,15
1.25,16
1.3333333333333333,15
1.4166666666666667,15
1.5,14
1.5833333333333333,16
1.6666666666666667,16
1.75,20
1.8333333333333333,21
1.9166666666666667,20
2,21
2.0833333333333335,22
2.1666666666666665,25
2.25,24
2.3333333333333335,26
2.4166666666666665,26
2.5,31
2.5833333333333335,30
2.6666666666666665,31
2.75,35
2.8333333333333335,35
2.9166666666666665,37
3,39
3.0833333333333335,43
3.1666666666666665,43
3.25,42
3.3333333333333335,44
3.4166666666666665,44
3.5,42
3.5833333333333335,45
3.6666666666666665,45
3.75,48
3.8333333333333335,46
3.9166666666666665,48
4,48
4.083333333333333,46
4.166666666666667,47
4.25,50
4.333333333333333,52
4.416666666666667,46
4.5,51
4.583333333333333,50
4.666666666666667,55
4.75,55
4.833333333333333,56
4.916666666666667,55
5,57
5.083333333333333,56
5.166666666666667,57
5.25,55
5.333333333333333,54
5.416666666666667,56
5.5,56
5.583333333333333,61
5.666666666666667,56
5.75,59
5.833333333333333,60
5.916666666666667,58
6,61
6.083333333333333,59
6.166666666666667,59
6.25,60
6.333333333333333,61
6.416666666666667,63
6.5,60
6.583333333333333,62
6.666666666666667,59
6.75,57
6.833333333333333,62
6.916666666666667,61
7,59
7.083333333333333,64
7.166666666666667,61
7.25,69
7.333333333333333,65
7.416666666666667,65
7.5,67
7.583333333333333,69
7.666666666666667,64
7.75,68
7.833333333333333,67
7.916666666666667,72
8,69
8.083333333333334,71
8.166666666666666,71
8.25,70
8.333333333333334,72
8.416666666666666,73
8.5,75
8.583333333333334,75
8.666666666666666,75
8.75,74
8.833333333333334,74
8.916666666666666,77
9,74
9.083333333333334,73
9.166666666666666,75
9.25,82
9.333333333333334,78
9.416666666666666,74
9.5,78
9.583333333333334,76
9.666666666666666,82
9.75,79
9.833333333333334,82
9.916666666666666,79
10,83
10.083333333333334,85
10.166666666666666,86
10.25,85
10.333333333333334,84
10.416666666666666,82
10.5,83
10.583333333333334,82
10.666666666666666,84
10.75,88
10.833333333333334,85
10.916666666666666,87
11,88
11.083333333333334,93
11.166666666666666,93
11.25,91
11.333333333333334,98
11.416666666666666,98
11.5,96
11.583333333333334,98
11.666666666666666,95
11.75,96
11.833333333333334,94
11.916666666666666,98
12,94
12.083333333333334,99
12.166666666666666,97
12.25,101
12.333333333333334,100
12.416666666666666,99
12.5,97
12.583333333333334,100
12.666666666666666,103
12.75,101
12.833333333333334,101
12.916666666666666,104
13,103
13.083333333333334,102
13.166666666666666,103
13.25,105
13.333333333333334,104
13.416666666666666,107
13.5,102
13.583333333333334,100
13.666666666666666,104
13.75,107
13.833333333333334,101
13.916666666666666,101
14,105
14.083333333333334,104
14.166666666666666,100
14.25,104
14.333333333333334,105
14.416666666666666,105
14.5,104
14.583333333333334,103
14.666666666666666,107
14.75,108
14.833333333333334,102
14.916666666666666,102
15,102
15.083333333333334,101
15.166666666666666,102
15.25,101
15.333333333333334,103
15.416666666666666,105
15.5,107
15.583333333333334,103
15.666666666666666,104
15.75,105
15.833333333333334,103
15.916666666666666,109
16,110
16.083333333333332,108
16.166666666666668,105
16.25,106
16.333333333333332,109
16.416666666666668,110
16.5,109
16.583333333333332,113
16.666666666666668,112
16.75,110
16.833333333333332,111
16.916666666666668,109
17,110
17.083333333333332,109
17.166666666666668,107
17.25,114
17.333333333333332,112
17.416666666666668,114
17.5,114
17.583333333333332,116
17.666666666666668,116
17.75,114
17.833333333333332,114
17.916666666666668,115
18,115
18.083333333333332,111
18.166666666666668,117
18.25,114
18.333333333333332,115
18.416666666666668,114
18.5,115
18.583333333333332,116
18.666666666666668,113
18.75,118
18.833333333333332,113
18.916666666666668,117
19,115
19.083333333333332,116
19.166666666666668,117
19.25,113
19.333333333333332,118
19.416666666666668,116
19.5,117
19.583333333333332,114
19.666666666666668,116
19.75,114
19.833333333333332,119
19.916666666666668,117
20,112
20.083333333333332,114
20.166666666666668,111
20.25,111
20.333333333333332,118
20.416666666666668,115
20.5,113
20.583333333333332,116
20.666666666666668,115
20.75,112
20.833333333333332,115
20.916666666666668,117
21,113
21.083333333333332,118
21.166666666666668,114
21.25,119
21.333333333333332,119
21.416666666666668,120
21.5,117
21.583333333333332,118
21.666666666666668,116
21.75,119
21.833333333333332,115
21.916666666666668,117
22,116
22.083333333333332,119
22.166666666666668,116
22.25,120
22.333333333333332,119
22.416666666666668,122
22.5,121
22.583333333333332,126
22.666666666666668,119
22.75,123
22.833333333333332,124
22.916666666666668,122
23,125
23.083333333333332,121
23.166666666666668,121
23.25,121
23.333333333333332,126
23.416666666666668,121
23.5,123
23.583333333333332,123
23.666666666666668,125
23.75,124
23.833333333333332,122
23.916666666666668,123
24,125
24.083333333333332,125
24.166666666666668,124
24.25,125
24.333333333333332,123
24.416666666666668,124
24.5,125
24.583333333333332,128
24.666666666666668,121
24.75,125
24.833333333333332,122
24.916666666666668,126
25,127
25.083333333333332,126
25.166666666666668,128
25.25,126
25.333333333333332,127
25.416666666666668,129
25.5,127
25.583333333333332,127
25.666666666666668,121
25.75,128
25.833333333333332,125
25.916666666666668,128
26,123
26.083333333333332,127
26.166666666666668,126
26.25,128
26.333333333333332,127
26.416666666666668,127
26.5,127
26.583333333333332,123
26.666666666666668,127
26.75,124
26.833333333333332,123
26.916666666666668,125
27,127
27.083333333333332,127
27.166666666666668,130
27.25,126
27.333333333333332,131
27.416666666666668,127
27.5,125
27.583333333333332,131
27.666666666666668,125
27.75,127
27.833333333333332,127
27.916666666666668,127
28,126
28.083333333333332,124
28.166666666666668,123
28.25,131
28.333333333333332,125
28.416666666666668,129
28.5,125
28.583333333333332,128
28.666666666666668,128
28.75,128
28.833333333333332,128
28.916666666666668,127
29,131
29.083333333333332,128
29.166666666666668,126
29.25,125
29.333333333333332,131
29.416666666666668,127
29.5,128
29.583333333333332,130
29.666666666666668,131
29.75,129
29.833333333333332,127
29.916666666666668,132
30,130
30.083333333333332,129
30.166666666666668,128
30.25,125
30.333333333333332,128
30.416666666666668,127
30.5,132
30.583333333333332,131
30.666666666666668,130
30.75,130
30.833333333333332,133
30.916666666666668,129
31,130
31.083333333333332,126
31.166666666666668,130
31.25,132
31.333333333333332,130
31.416666666666668,133
31.5,132
31.583333333333332,129
31.666666666666668,128
31.75,129
31.833333333333332,125
31.916666666666668,130
32,129
32.083333333333336,129
32.166666666666664,128
32.25,129
32.333333333333336,131
32.416666666666664,127
32.5,127
32.583333333333336,133
32.666666666666664,130
32.75,129
32.833333333333336,128
32.916666666666664,126
33,131
33.083333333333336,134
33.166666666666664,132
33.25,131
33.333333333333336,130
33.416666666666664,130
33.5,132
33.583333333333336,130
33.666666666666664,130
33.75,127
33.833333333333336,127
33.916666666666664,127
34,133
34.083333333333336,131
34.166666666666664,129
34.25,134
34.333333333333336,130
34.416666666666664,130
34.5,134
34.583333333333336,127
34.666666666666664,131
34.75,132
34.833333333333336,128
34.916666666666664,135
35,134
35.083333333333336,135
35.166666666666664,133
35.25,129
35.333333333333336,136
35.416666666666664,133
35.5,134
35.583333333333336,129
35.666666666666664,133
35.75,132
35.833333333333336,132
35.916666666666664,132
36,133
36.083333333333336,131
36.166666666666664,129
36.25,132
36.333333333333336,130
36.416666666666664,131
36.5,131
36.583333333333336,135
36.666666666666664,132
36.75,130
36.833333333333336,129
36.916666666666664,131
37,130
37.083333333333336,134
37.166666666666664,133
37.25,133
37.333333333333336,130
37.416666666666664,129
37.5,132
37.583333333333336,131
37.666666666666664,129
37.75,134
37.833333333333336,132
37.916666666666664,132
38,132
38.083333333333336,131
38.166666666666664,131
38.25,130
38.333333333333336,134
38.416666666666664,131
38.5,132
38.583333333333336,130
38.666666666666664,134
38.75,133
38.833333333333336,135
38.916666666666664,131
39,131
39.083333333333336,134
39.166666666666664,134
39.25,136
39.333333333333336,135
39.416666666666664,132
39.5,136
39.583333333333336,130
39.666666666666664,137
39.75,134
39.833333333333336,134
39.916666666666664,137
40,135
40.083333333333336,133
40.166666666666664,134
40.25,135
40.333333333333336,133
40.416666666666664,132
40.5,136
40.583333333333336,133
40.666666666666664,135
40.75,134
40.833333333333336,134
40.916666666666664,133
41,134
41.083333333333336,130
41.166666666666664,136
41.25,135
41.333333333333336,134
