"Hours since thread went live","Megumi no Daigo: Kyuukoku no Orange • Firefighter Daigo: Rescuer in Orange - Episode 21 discussion"
0,1
0,3
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,2
0.5,2
0.5833333333333334,2
0.6666666666666666,2
0.75,3
0.8333333333333334,3
0.9166666666666666,3
1,3
1.0833333333333333,3
1.1666666666666667,4
1.25,4
1.3333333333333333,4
1.4166666666666667,5
1.5,4
1.5833333333333333,4
1.6666666666666667,4
1.75,4
1.8333333333333333,4
1.9166666666666667,4
2,5
2.0833333333333335,3
2.1666666666666665,2
2.25,3
2.3333333333333335,3
2.4166666666666665,3
2.5,3
2.5833333333333335,2
2.6666666666666665,2
2.75,5
2.8333333333333335,4
2.9166666666666665,1
3,5
3.0833333333333335,5
3.1666666666666665,3
3.25,5
3.3333333333333335,2
3.4166666666666665,3
3.5,4
3.5833333333333335,4
3.6666666666666665,4
3.75,3
3.8333333333333335,3
3.9166666666666665,3
4,3
4.083333333333333,5
4.166666666666667,3
4.25,5
4.333333333333333,4
4.416666666666667,5
4.5,6
4.583333333333333,6
4.666666666666667,7
4.75,6
4.833333333333333,6
4.916666666666667,6
5,7
5.083333333333333,6
5.166666666666667,9
5.25,8
5.333333333333333,6
5.416666666666667,8
5.5,8
5.583333333333333,8
5.666666666666667,10
5.75,7
5.833333333333333,8
5.916666666666667,8
6,6
6.083333333333333,10
6.166666666666667,7
6.25,9
6.333333333333333,9
6.416666666666667,7
6.5,8
6.583333333333333,8
6.666666666666667,9
6.75,8
6.833333333333333,10
6.916666666666667,6
7,9
7.083333333333333,6
7.166666666666667,9
7.25,8
7.333333333333333,10
7.416666666666667,11
7.5,11
7.583333333333333,9
7.666666666666667,7
7.75,9
7.833333333333333,9
7.916666666666667,8
8,9
8.083333333333334,10
8.166666666666666,10
8.25,10
8.333333333333334,7
8.416666666666666,7
8.5,8
8.583333333333334,10
8.666666666666666,8
8.75,11
8.833333333333334,8
8.916666666666666,9
9,9
9.083333333333334,9
9.166666666666666,9
9.25,9
9.333333333333334,8
9.416666666666666,11
9.5,10
9.583333333333334,9
9.666666666666666,8
9.75,9
9.833333333333334,11
9.916666666666666,11
10,11
10.083333333333334,10
10.166666666666666,10
10.25,10
10.333333333333334,13
10.416666666666666,13
10.5,11
10.583333333333334,12
10.666666666666666,9
10.75,10
10.833333333333334,12
10.916666666666666,11
11,13
11.083333333333334,11
11.166666666666666,11
11.25,12
11.333333333333334,12
11.416666666666666,13
11.5,11
11.583333333333334,14
11.666666666666666,12
11.75,12
11.833333333333334,10
11.916666666666666,13
12,11
12.083333333333334,13
12.166666666666666,15
12.25,12
12.333333333333334,12
12.416666666666666,13
12.5,12
12.583333333333334,14
12.666666666666666,11
12.75,14
12.833333333333334,13
12.916666666666666,11
13,12
13.083333333333334,14
13.166666666666666,13
13.25,13
13.333333333333334,14
13.416666666666666,14
13.5,16
13.583333333333334,16
13.666666666666666,16
13.75,16
13.833333333333334,14
13.916666666666666,16
14,16
14.083333333333334,15
14.166666666666666,14
14.25,17
14.333333333333334,17
14.416666666666666,14
14.5,15
14.583333333333334,16
14.666666666666666,16
14.75,15
14.833333333333334,18
14.916666666666666,17
15,16
15.083333333333334,17
15.166666666666666,16
15.25,17
15.333333333333334,16
15.416666666666666,16
15.5,15
15.583333333333334,15
15.666666666666666,18
15.75,16
15.833333333333334,16
15.916666666666666,16
16,16
16.083333333333332,18
16.166666666666668,17
16.25,16
16.333333333333332,16
16.416666666666668,17
16.5,16
16.583333333333332,17
16.666666666666668,18
16.75,17
16.833333333333332,17
16.916666666666668,16
17,16
17.083333333333332,18
17.166666666666668,18
17.25,17
17.333333333333332,16
17.416666666666668,18
17.5,19
17.583333333333332,17
17.666666666666668,18
17.75,17
17.833333333333332,19
17.916666666666668,18
18,18
18.083333333333332,19
18.166666666666668,19
18.25,16
18.333333333333332,19
18.416666666666668,17
18.5,18
18.583333333333332,16
18.666666666666668,17
18.75,18
18.833333333333332,19
18.916666666666668,20
19,18
19.083333333333332,18
19.166666666666668,19
19.25,18
19.333333333333332,19
19.416666666666668,20
19.5,16
19.583333333333332,16
19.666666666666668,17
19.75,18
19.833333333333332,19
19.916666666666668,18
20,16
20.083333333333332,18
20.166666666666668,18
20.25,19
20.333333333333332,18
20.416666666666668,18
20.5,17
20.583333333333332,17
20.666666666666668,16
20.75,18
20.833333333333332,16
20.916666666666668,20
21,18
21.083333333333332,16
21.166666666666668,16
21.25,20
21.333333333333332,20
21.416666666666668,18
21.5,17
21.583333333333332,18
21.666666666666668,20
21.75,21
21.833333333333332,18
21.916666666666668,21
22,20
22.083333333333332,17
22.166666666666668,19
22.25,19
22.333333333333332,19
22.416666666666668,19
22.5,19
22.583333333333332,17
22.666666666666668,20
22.75,20
22.833333333333332,17
22.916666666666668,19
23,19
23.083333333333332,20
23.166666666666668,17
23.25,19
23.333333333333332,21
23.416666666666668,20
23.5,17
23.583333333333332,19
23.666666666666668,20
23.75,19
23.833333333333332,21
23.916666666666668,18
24,18
24.083333333333332,20
24.166666666666668,22
24.25,23
24.333333333333332,22
24.416666666666668,20
24.5,20
24.583333333333332,22
24.666666666666668,21
24.75,22
24.833333333333332,22
24.916666666666668,22
25,20
25.083333333333332,20
25.166666666666668,21
25.25,20
25.333333333333332,22
25.416666666666668,22
25.5,22
25.583333333333332,23
25.666666666666668,21
25.75,21
25.833333333333332,20
25.916666666666668,21
26,23
26.083333333333332,23
26.166666666666668,21
