"Hours since thread went live","Tonari no Youkai-san - Episode 3 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,2
0.25,1
0.3333333333333333,2
0.4166666666666667,3
0.5,3
0.5833333333333334,3
0.6666666666666666,3
0.75,4
0.8333333333333334,5
0.9166666666666666,5
1,6
1.0833333333333333,8
1.1666666666666667,10
1.25,10
1.3333333333333333,11
1.4166666666666667,14
1.5,14
1.5833333333333333,15
1.6666666666666667,16
1.75,16
1.8333333333333333,17
1.9166666666666667,16
2,18
2.0833333333333335,20
2.1666666666666665,22
2.25,22
2.3333333333333335,22
2.4166666666666665,24
2.5,26
2.5833333333333335,24
2.6666666666666665,26
2.75,26
2.8333333333333335,28
2.9166666666666665,30
3,32
3.0833333333333335,35
3.1666666666666665,32
3.25,32
3.3333333333333335,35
3.4166666666666665,37
3.5,35
3.5833333333333335,35
3.6666666666666665,37
3.75,41
3.8333333333333335,42
3.9166666666666665,43
4,41
4.083333333333333,44
4.166666666666667,54
4.25,51
4.333333333333333,54
4.416666666666667,51
4.5,54
4.583333333333333,55
4.666666666666667,57
4.75,62
4.833333333333333,60
4.916666666666667,60
5,61
5.083333333333333,63
5.166666666666667,59
5.25,64
5.333333333333333,69
5.416666666666667,70
5.5,70
5.583333333333333,71
5.666666666666667,71
5.75,75
5.833333333333333,74
5.916666666666667,75
6,74
6.083333333333333,71
6.166666666666667,74
6.25,75
6.333333333333333,76
6.416666666666667,81
6.5,79
6.583333333333333,81
6.666666666666667,79
6.75,81
6.833333333333333,77
6.916666666666667,78
7,83
7.083333333333333,83
7.166666666666667,85
7.25,84
7.333333333333333,82
7.416666666666667,82
7.5,84
7.583333333333333,86
7.666666666666667,85
7.75,83
7.833333333333333,83
7.916666666666667,86
8,87
8.083333333333334,92
8.166666666666666,88
8.25,94
8.333333333333334,89
8.416666666666666,92
8.5,93
8.583333333333334,91
8.666666666666666,92
8.75,91
8.833333333333334,92
8.916666666666666,93
9,90
9.083333333333334,92
9.166666666666666,92
9.25,93
9.333333333333334,96
9.416666666666666,97
9.5,98
9.583333333333334,98
9.666666666666666,96
9.75,101
9.833333333333334,98
9.916666666666666,94
10,96
10.083333333333334,99
10.166666666666666,104
10.25,101
10.333333333333334,102
10.416666666666666,105
10.5,102
10.583333333333334,105
10.666666666666666,104
10.75,102
10.833333333333334,103
10.916666666666666,108
11,108
11.083333333333334,108
11.166666666666666,109
11.25,107
11.333333333333334,102
11.416666666666666,104
11.5,108
11.583333333333334,103
11.666666666666666,102
11.75,103
11.833333333333334,105
11.916666666666666,106
12,107
12.083333333333334,106
12.166666666666666,108
12.25,107
12.333333333333334,109
12.416666666666666,110
12.5,104
12.583333333333334,107
12.666666666666666,106
12.75,106
12.833333333333334,106
12.916666666666666,106
13,111
13.083333333333334,109
13.166666666666666,113
13.25,109
13.333333333333334,109
13.416666666666666,111
13.5,113
13.583333333333334,110
13.666666666666666,116
13.75,114
13.833333333333334,109
13.916666666666666,113
14,114
14.083333333333334,111
14.166666666666666,115
14.25,116
14.333333333333334,111
14.416666666666666,112
14.5,118
14.583333333333334,115
14.666666666666666,116
14.75,116
14.833333333333334,115
14.916666666666666,118
15,114
15.083333333333334,117
15.166666666666666,116
15.25,118
15.333333333333334,117
15.416666666666666,116
15.5,118
15.583333333333334,120
15.666666666666666,117
15.75,115
15.833333333333334,122
15.916666666666666,118
16,119
16.083333333333332,119
16.166666666666668,119
16.25,123
16.333333333333332,120
16.416666666666668,122
16.5,121
16.583333333333332,128
16.666666666666668,122
16.75,122
16.833333333333332,127
16.916666666666668,128
17,124
17.083333333333332,126
17.166666666666668,128
17.25,129
17.333333333333332,128
17.416666666666668,131
17.5,130
17.583333333333332,132
17.666666666666668,135
17.75,133
17.833333333333332,130
17.916666666666668,137
18,139
18.083333333333332,134
18.166666666666668,140
18.25,133
18.333333333333332,135
18.416666666666668,135
18.5,135
18.583333333333332,134
18.666666666666668,137
18.75,135
18.833333333333332,137
18.916666666666668,139
19,138
19.083333333333332,140
19.166666666666668,136
19.25,142
19.333333333333332,142
19.416666666666668,140
19.5,138
19.583333333333332,142
19.666666666666668,144
19.75,142
19.833333333333332,139
19.916666666666668,141
20,141
20.083333333333332,147
20.166666666666668,148
20.25,144
20.333333333333332,146
20.416666666666668,147
20.5,147
20.583333333333332,143
20.666666666666668,147
20.75,148
20.833333333333332,143
20.916666666666668,147
21,145
21.083333333333332,143
21.166666666666668,147
21.25,148
21.333333333333332,147
21.416666666666668,143
21.5,148
21.583333333333332,149
21.666666666666668,148
21.75,147
21.833333333333332,149
21.916666666666668,151
22,149
22.083333333333332,148
22.166666666666668,149
22.25,148
22.333333333333332,150
22.416666666666668,148
22.5,151
22.583333333333332,147
22.666666666666668,149
22.75,148
22.833333333333332,151
22.916666666666668,147
23,151
23.083333333333332,147
23.166666666666668,151
23.25,148
23.333333333333332,152
23.416666666666668,149
23.5,152
23.583333333333332,155
23.666666666666668,149
23.75,156
23.833333333333332,152
23.916666666666668,155
24,156
24.083333333333332,151
24.166666666666668,152
24.25,152
24.333333333333332,154
24.416666666666668,154
24.5,155
24.583333333333332,154
24.666666666666668,156
24.75,156
24.833333333333332,151
24.916666666666668,154
25,155
25.083333333333332,156
25.166666666666668,155
25.25,154
25.333333333333332,159
25.416666666666668,160
25.5,157
25.583333333333332,157
25.666666666666668,157
25.75,159
25.833333333333332,159
25.916666666666668,161
26,160
26.083333333333332,159
26.166666666666668,158
26.25,159
26.333333333333332,161
26.416666666666668,159
26.5,157
26.583333333333332,161
26.666666666666668,162
26.75,162
26.833333333333332,157
26.916666666666668,160
27.083333333333332,160
27.166666666666668,158
27.25,160
27.333333333333332,163
27.416666666666668,162
27.5,160
27.583333333333332,159
27.666666666666668,161
27.75,163
27.833333333333332,161
27.916666666666668,158
28,167
28.083333333333332,165
28.166666666666668,165
28.25,164
28.333333333333332,162
28.416666666666668,170
28.5,168
28.583333333333332,166
28.666666666666668,170
28.75,171
28.833333333333332,168
28.916666666666668,170
29,168
29.083333333333332,169
29.166666666666668,167
29.25,169
29.333333333333332,167
29.416666666666668,170
29.5,167
29.583333333333332,171
29.666666666666668,170
29.75,166
29.833333333333332,170
29.916666666666668,166
30,168
30.083333333333332,169
30.166666666666668,174
30.25,168
30.333333333333332,172
30.416666666666668,173
30.5,169
30.583333333333332,171
30.666666666666668,167
30.75,170
30.833333333333332,168
30.916666666666668,173
31,169
31.083333333333332,171
31.166666666666668,170
31.25,170
31.333333333333332,173
31.416666666666668,170
31.5,173
31.583333333333332,171
31.666666666666668,172
31.75,171
31.833333333333332,169
31.916666666666668,171
32,169
32.083333333333336,173
32.166666666666664,168
32.25,170
32.333333333333336,175
32.416666666666664,173
32.5,172
32.583333333333336,173
32.666666666666664,171
32.75,168
32.833333333333336,175
32.916666666666664,175
33,171
33.083333333333336,172
33.166666666666664,171
33.25,172
33.333333333333336,173
33.416666666666664,174
33.5,174
33.583333333333336,173
33.666666666666664,172
33.75,172
33.833333333333336,176
33.916666666666664,174
34,172
34.083333333333336,178
34.166666666666664,173
34.25,173
34.333333333333336,177
34.416666666666664,176
34.5,174
34.583333333333336,176
34.666666666666664,173
34.75,174
34.833333333333336,177
34.916666666666664,172
35,176
35.083333333333336,172
35.166666666666664,174
35.25,177
35.333333333333336,176
35.416666666666664,170
35.5,177
35.583333333333336,173
35.666666666666664,174
35.75,174
35.833333333333336,173
35.916666666666664,171
36,176
36.083333333333336,175
36.166666666666664,178
36.25,178
36.333333333333336,170
36.416666666666664,172
36.5,173
36.583333333333336,179
36.666666666666664,174
36.75,172
36.833333333333336,175
36.916666666666664,175
37,174
37.083333333333336,174
37.166666666666664,177
37.25,173
37.333333333333336,175
37.416666666666664,175
37.5,173
37.583333333333336,177
37.666666666666664,176
37.75,177
37.833333333333336,173
37.916666666666664,177
38,175
38.083333333333336,175
38.166666666666664,175
38.25,176
38.333333333333336,176
38.416666666666664,175
38.5,175
38.583333333333336,174
38.666666666666664,177
38.75,174
38.833333333333336,178
38.916666666666664,178
39,177
39.083333333333336,174
