"Hours since thread went live","Tonari no Youkai-san - Episode 3 discussion"
39.166666666666664,175
39.25,172
39.333333333333336,175
39.416666666666664,177
39.5,176
39.583333333333336,177
39.666666666666664,172
39.75,180
39.833333333333336,176
39.916666666666664,176
40,174
40.083333333333336,176
40.166666666666664,178
40.25,172
40.333333333333336,176
40.416666666666664,176
40.5,177
40.583333333333336,175
40.666666666666664,177
40.75,180
40.833333333333336,174
40.916666666666664,176
41,175
41.083333333333336,178
41.166666666666664,176
41.25,176
41.333333333333336,173
41.416666666666664,176
41.5,173
41.583333333333336,176
41.666666666666664,177
41.75,176
41.833333333333336,176
41.916666666666664,179
42,173
42.083333333333336,174
42.166666666666664,175
42.25,172
42.333333333333336,178
42.416666666666664,174
42.5,179
42.583333333333336,177
42.666666666666664,174
42.75,176
42.833333333333336,178
42.916666666666664,180
43,177
43.083333333333336,175
43.166666666666664,176
43.25,180
43.333333333333336,175
43.416666666666664,175
43.5,181
43.583333333333336,179
43.666666666666664,181
43.75,175
43.833333333333336,177
43.916666666666664,181
44,176
44.083333333333336,180
44.166666666666664,177
44.25,178
44.333333333333336,177
44.416666666666664,176
44.5,174
44.583333333333336,174
44.666666666666664,178
44.75,177
44.833333333333336,179
44.916666666666664,181
45,177
45.083333333333336,179
45.166666666666664,176
45.25,177
45.333333333333336,177
45.416666666666664,176
45.5,177
45.583333333333336,175
45.666666666666664,174
45.75,177
45.833333333333336,178
45.916666666666664,179
46,173
46.083333333333336,175
46.166666666666664,178
46.25,173
46.333333333333336,176
46.416666666666664,178
46.5,176
46.583333333333336,179
46.666666666666664,175
46.75,177
46.833333333333336,177
46.916666666666664,180
47,178
47.083333333333336,180
47.166666666666664,176
47.25,180
47.333333333333336,176
47.416666666666664,174
47.5,177
47.583333333333336,178
47.666666666666664,177
47.75,178
47.833333333333336,177
47.916666666666664,178
