"Hours since thread went live","Shuumatsu Train Doko e Iku? • Train to the End of the World - Episode 7 discussion"
0,1
0,6
0.08333333333333333,9
0.16666666666666666,15
0.25,16
0.3333333333333333,16
0.4166666666666667,21
0.5,24
0.5833333333333334,32
0.6666666666666666,36
0.75,42
0.8333333333333334,46
0.9166666666666666,47
1,51
1.0833333333333333,58
1.1666666666666667,65
1.25,73
1.3333333333333333,77
1.4166666666666667,80
1.5,80
1.5833333333333333,86
1.6666666666666667,91
1.75,96
1.8333333333333333,105
1.9166666666666667,109
2,122
2.0833333333333335,126
2.1666666666666665,134
2.25,144
2.3333333333333335,146
2.4166666666666665,156
2.5,161
2.5833333333333335,168
2.6666666666666665,178
2.75,182
2.8333333333333335,190
2.9166666666666665,199
3,203
3.0833333333333335,214
3.1666666666666665,217
3.25,226
3.3333333333333335,230
3.4166666666666665,238
3.5,250
3.5833333333333335,260
3.6666666666666665,264
3.75,266
3.8333333333333335,274
3.9166666666666665,285
4,295
4.083333333333333,299
4.166666666666667,306
4.25,311
4.333333333333333,313
4.416666666666667,317
4.5,328
4.583333333333333,329
4.666666666666667,334
4.75,339
4.833333333333333,343
4.916666666666667,347
5,355
5.083333333333333,364
5.166666666666667,368
5.25,370
5.333333333333333,376
5.416666666666667,385
5.5,384
5.583333333333333,393
5.666666666666667,403
5.75,412
5.833333333333333,415
5.916666666666667,412
6,424
6.083333333333333,429
6.166666666666667,427
6.25,433
6.333333333333333,441
6.416666666666667,444
6.5,445
6.583333333333333,450
6.666666666666667,464
6.75,458
6.833333333333333,466
6.916666666666667,464
7,468
7.083333333333333,465
7.166666666666667,474
7.25,477
7.333333333333333,483
7.416666666666667,484
7.5,486
7.583333333333333,494
7.666666666666667,497
7.75,492
7.833333333333333,499
7.916666666666667,502
8,506
8.083333333333334,513
8.166666666666666,512
8.25,519
8.333333333333334,523
8.416666666666666,520
8.5,532
8.583333333333334,530
8.666666666666666,537
8.75,538
8.833333333333334,548
8.916666666666666,545
9,549
9.083333333333334,555
9.166666666666666,563
9.25,558
9.333333333333334,561
9.416666666666666,571
9.5,574
9.583333333333334,570
9.666666666666666,575
9.75,576
9.833333333333334,582
9.916666666666666,576
10,583
10.083333333333334,584
10.166666666666666,591
10.25,595
10.333333333333334,594
10.416666666666666,602
10.5,603
10.583333333333334,602
10.666666666666666,607
10.75,606
10.833333333333334,605
10.916666666666666,611
11,621
11.083333333333334,617
11.166666666666666,616
11.25,624
11.333333333333334,626
11.416666666666666,627
11.5,628
11.583333333333334,631
11.666666666666666,634
11.75,632
11.833333333333334,642
11.916666666666666,640
12,641
12.083333333333334,647
12.166666666666666,648
12.25,654
12.333333333333334,652
12.416666666666666,660
12.5,654
12.583333333333334,657
12.666666666666666,657
12.75,667
12.833333333333334,661
12.916666666666666,674
