"Hours since thread went live","Mashle: Magic and Muscles Season 2 - Episode 9 discussion"
0,1
0,5
0.08333333333333333,8
0.16666666666666666,11
0.25,18
0.3333333333333333,24
0.4166666666666667,33
0.5,46
0.5833333333333334,48
0.6666666666666666,55
0.75,64
0.8333333333333334,78
0.9166666666666666,81
1,91
1.0833333333333333,102
1.1666666666666667,109
1.25,123
1.3333333333333333,127
1.4166666666666667,130
1.5,139
1.5833333333333333,150
1.6666666666666667,156
1.75,166
1.8333333333333333,174
1.9166666666666667,178
2,189
2.0833333333333335,194
2.1666666666666665,210
2.25,214
2.3333333333333335,223
2.4166666666666665,225
2.5,234
2.5833333333333335,235
2.6666666666666665,242
2.75,244
2.8333333333333335,246
2.9166666666666665,254
3,267
3.0833333333333335,269
3.1666666666666665,273
3.25,280
3.3333333333333335,290
3.4166666666666665,289
3.5,297
3.5833333333333335,299
3.6666666666666665,311
3.75,315
3.8333333333333335,316
3.9166666666666665,322
4,328
4.083333333333333,332
4.166666666666667,345
4.25,346
4.333333333333333,351
4.416666666666667,363
4.5,364
4.583333333333333,372
4.666666666666667,380
4.75,381
4.833333333333333,384
4.916666666666667,389
5,393
5.083333333333333,400
5.166666666666667,405
5.25,407
5.333333333333333,412
5.416666666666667,423
5.5,432
5.583333333333333,436
5.666666666666667,437
5.75,443
5.833333333333333,449
5.916666666666667,451
6,456
6.083333333333333,455
6.166666666666667,462
6.25,461
6.333333333333333,465
6.416666666666667,472
6.5,480
6.583333333333333,484
6.666666666666667,482
6.75,490
6.833333333333333,492
6.916666666666667,496
7,501
7.083333333333333,503
7.166666666666667,508
7.25,509
7.333333333333333,510
7.416666666666667,519
7.5,516
7.583333333333333,521
7.666666666666667,526
7.75,525
7.833333333333333,534
7.916666666666667,543
8,545
8.083333333333334,546
8.166666666666666,550
8.25,551
8.333333333333334,551
8.416666666666666,554
8.5,556
8.583333333333334,561
8.666666666666666,566
8.75,571
8.833333333333334,573
8.916666666666666,581
9,579
9.083333333333334,582
9.166666666666666,590
9.25,578
9.333333333333334,590
9.416666666666666,584
9.5,590
9.583333333333334,592
9.666666666666666,592
9.75,599
9.833333333333334,602
9.916666666666666,608
10,612
10.083333333333334,614
10.166666666666666,621
10.25,621
10.333333333333334,623
10.416666666666666,625
10.5,623
10.583333333333334,628
10.666666666666666,628
10.75,626
10.833333333333334,634
10.916666666666666,636
11,633
11.083333333333334,634
11.166666666666666,646
11.25,646
11.333333333333334,642
11.416666666666666,649
11.5,653
11.583333333333334,649
11.666666666666666,660
11.75,661
11.833333333333334,658
11.916666666666666,662
12,669
12.083333333333334,668
12.166666666666666,667
12.25,670
12.333333333333334,669
12.416666666666666,672
12.5,678
12.583333333333334,677
12.666666666666666,679
12.75,684
12.833333333333334,687
12.916666666666666,690
13,688
13.083333333333334,691
13.166666666666666,693
13.25,697
13.333333333333334,709
13.416666666666666,705
13.5,707
13.583333333333334,711
13.666666666666666,711
13.75,708
13.833333333333334,718
13.916666666666666,721
14,721
14.083333333333334,722
14.166666666666666,721
14.25,726
14.333333333333334,725
14.416666666666666,727
14.5,727
14.583333333333334,729
14.666666666666666,734
14.75,743
14.833333333333334,741
14.916666666666666,740
15,739
15.083333333333334,743
15.166666666666666,741
15.25,744
15.333333333333334,752
15.416666666666666,745
15.5,747
15.583333333333334,753
15.666666666666666,757
15.75,753
15.833333333333334,753
15.916666666666666,755
16,758
16.083333333333332,754
16.166666666666668,754
16.25,762
16.333333333333332,762
16.416666666666668,761
16.5,763
16.583333333333332,765
16.666666666666668,767
16.75,765
16.833333333333332,769
16.916666666666668,769
17,767
17.083333333333332,766
17.166666666666668,772
17.25,771
17.333333333333332,779
17.416666666666668,777
17.5,776
17.583333333333332,772
17.666666666666668,774
17.75,774
17.833333333333332,778
17.916666666666668,782
18,789
18.083333333333332,781
18.166666666666668,791
18.25,786
18.333333333333332,788
18.416666666666668,793
18.5,792
18.583333333333332,792
18.666666666666668,792
18.75,794
18.833333333333332,799
18.916666666666668,801
19,799
19.083333333333332,802
19.166666666666668,802
19.25,811
19.333333333333332,810
19.416666666666668,814
19.5,817
19.583333333333332,817
19.666666666666668,813
19.75,817
19.833333333333332,813
19.916666666666668,819
20,815
20.083333333333332,815
20.166666666666668,820
20.25,822
20.333333333333332,825
20.416666666666668,821
20.5,830
20.583333333333332,834
20.666666666666668,835
20.75,837
20.833333333333332,835
20.916666666666668,839
21,832
21.083333333333332,840
21.166666666666668,838
21.25,838
21.333333333333332,844
21.416666666666668,848
21.5,843
21.583333333333332,849
21.666666666666668,846
21.75,846
21.833333333333332,845
21.916666666666668,851
22,852
22.083333333333332,850
22.166666666666668,856
22.25,852
22.333333333333332,848
22.416666666666668,855
22.5,856
22.583333333333332,862
22.666666666666668,863
22.75,864
22.833333333333332,860
22.916666666666668,865
23,869
23.083333333333332,869
23.166666666666668,863
23.25,864
23.333333333333332,865
23.416666666666668,868
23.5,870
23.583333333333332,877
23.666666666666668,871
23.75,870
23.833333333333332,871
23.916666666666668,879
24,876
24.083333333333332,872
24.166666666666668,876
24.25,876
24.333333333333332,875
24.416666666666668,877
24.5,880
24.583333333333332,882
24.666666666666668,880
24.75,876
24.833333333333332,881
24.916666666666668,879
25,880
25.083333333333332,884
25.166666666666668,878
25.25,881
25.333333333333332,888
25.416666666666668,883
25.5,880
25.583333333333332,886
25.666666666666668,888
25.75,885
25.833333333333332,882
25.916666666666668,886
26,887
26.083333333333332,886
26.166666666666668,884
26.25,890
26.333333333333332,892
26.416666666666668,890
26.5,895
26.583333333333332,895
26.666666666666668,890
26.75,896
26.833333333333332,890
26.916666666666668,897
27,902
27.083333333333332,901
27.166666666666668,896
27.25,903
27.333333333333332,895
27.416666666666668,894
27.5,902
27.583333333333332,905
27.666666666666668,897
27.75,899
27.833333333333332,908
27.916666666666668,903
28,903
28.083333333333332,903
28.166666666666668,910
28.25,902
28.333333333333332,905
28.416666666666668,907
28.5,909
28.583333333333332,906
28.666666666666668,912
28.75,913
28.833333333333332,918
28.916666666666668,912
29,917
29.083333333333332,913
29.166666666666668,919
29.25,918
29.333333333333332,918
29.416666666666668,916
29.5,918
29.583333333333332,917
29.666666666666668,921
29.75,918
29.833333333333332,924
29.916666666666668,915
30,917
30.083333333333332,921
30.166666666666668,921
30.25,920
30.333333333333332,918
30.416666666666668,924
30.5,922
30.583333333333332,923
30.666666666666668,922
30.75,922
30.833333333333332,923
30.916666666666668,925
31,928
31.083333333333332,924
31.166666666666668,928
31.25,932
31.333333333333332,930
31.416666666666668,925
31.5,924
31.583333333333332,926
31.666666666666668,927
31.75,930
31.833333333333332,929
31.916666666666668,929
32,928
32.083333333333336,932
32.166666666666664,930
32.25,932
32.333333333333336,928
32.416666666666664,929
32.5,926
32.583333333333336,933
32.666666666666664,931
32.75,929
32.833333333333336,929
32.916666666666664,929
33,931
33.083333333333336,928
33.166666666666664,934
33.25,929
33.333333333333336,927
33.416666666666664,928
33.5,930
33.583333333333336,933
33.666666666666664,938
33.75,934
33.833333333333336,938
33.916666666666664,938
34,936
34.083333333333336,932
34.166666666666664,936
34.25,941
34.333333333333336,937
34.416666666666664,939
34.5,937
34.583333333333336,941
34.666666666666664,940
34.75,939
34.833333333333336,939
34.916666666666664,942
35,944
35.083333333333336,944
35.166666666666664,941
35.25,939
35.333333333333336,941
35.416666666666664,944
35.5,940
35.583333333333336,947
35.666666666666664,944
35.75,941
35.833333333333336,939
35.916666666666664,944
36,945
36.083333333333336,943
36.166666666666664,942
36.25,944
36.333333333333336,937
36.416666666666664,942
36.5,944
36.583333333333336,938
36.666666666666664,947
36.75,947
36.833333333333336,947
36.916666666666664,948
37,947
37.083333333333336,950
37.166666666666664,944
37.25,942
37.333333333333336,942
37.416666666666664,945
37.5,944
37.583333333333336,939
37.666666666666664,948
37.75,940
37.833333333333336,944
37.916666666666664,944
38,944
38.083333333333336,941
38.166666666666664,943
38.25,942
38.333333333333336,947
38.416666666666664,948
38.5,948
38.583333333333336,945
38.666666666666664,946
38.75,947
38.833333333333336,945
38.916666666666664,949
39,948
39.083333333333336,946
39.166666666666664,954
39.25,952
39.333333333333336,947
39.416666666666664,954
39.5,947
39.583333333333336,952
39.666666666666664,946
39.75,951
39.833333333333336,946
39.916666666666664,948
40,949
40.083333333333336,950
40.166666666666664,955
40.25,953
40.333333333333336,954
40.416666666666664,947
40.5,948
40.583333333333336,951
40.666666666666664,948
40.75,957
40.833333333333336,953
40.916666666666664,955
41,946
41.083333333333336,951
41.166666666666664,952
41.25,949
41.333333333333336,948
41.416666666666664,950
41.5,953
41.583333333333336,953
41.666666666666664,955
41.75,950
41.833333333333336,950
41.916666666666664,950
42,955
42.083333333333336,951
42.166666666666664,950
42.25,952
42.333333333333336,955
42.416666666666664,953
42.5,951
42.583333333333336,955
42.666666666666664,954
42.75,954
42.833333333333336,949
42.916666666666664,955
43,948
43.083333333333336,955
43.166666666666664,959
43.25,952
43.333333333333336,955
43.416666666666664,954
43.5,955
43.583333333333336,956
43.666666666666664,955
43.75,953
43.833333333333336,954
43.916666666666664,952
44,953
44.083333333333336,955
44.166666666666664,957
44.25,956
44.333333333333336,960
44.416666666666664,956
44.5,955
44.583333333333336,953
44.666666666666664,952
44.75,950
44.833333333333336,952
44.916666666666664,957
45,954
45.083333333333336,957
45.166666666666664,954
45.25,954
45.333333333333336,956
45.416666666666664,955
45.5,957
45.583333333333336,954
45.666666666666664,957
45.75,952
45.833333333333336,954
45.916666666666664,955
46,953
46.083333333333336,956
46.166666666666664,958
46.25,954
46.333333333333336,952
46.416666666666664,954
46.5,955
46.583333333333336,959
46.666666666666664,961
46.75,956
46.833333333333336,958
46.916666666666664,953
47,958
47.083333333333336,954
47.166666666666664,960
47.25,959
47.333333333333336,958
47.416666666666664,956
47.5,963
47.583333333333336,953
47.666666666666664,956
47.75,954
47.833333333333336,958
47.916666666666664,955
