"Hours since thread went live","Nozomanu Fushi no Boukensha • The Unwanted Undead Adventurer - Episode 9 discussion"
35.416666666666664,496
35.5,500
35.583333333333336,496
35.666666666666664,496
35.75,500
35.833333333333336,504
35.916666666666664,499
36,502
36.083333333333336,502
36.166666666666664,504
36.25,506
36.333333333333336,502
36.416666666666664,502
36.5,504
36.583333333333336,496
36.666666666666664,501
36.75,505
36.833333333333336,496
36.916666666666664,498
37,504
37.083333333333336,504
37.166666666666664,501
37.25,508
37.333333333333336,505
37.416666666666664,499
37.5,502
37.583333333333336,505
37.666666666666664,506
37.75,507
37.833333333333336,503
37.916666666666664,509
38,510
38.083333333333336,508
38.166666666666664,506
38.25,502
38.333333333333336,501
38.416666666666664,507
38.5,506
38.583333333333336,511
38.666666666666664,506
38.75,507
38.833333333333336,513
38.916666666666664,501
39,507
39.083333333333336,509
39.166666666666664,509
39.25,503
39.333333333333336,507
39.416666666666664,509
39.5,513
39.583333333333336,512
39.666666666666664,504
39.75,508
39.833333333333336,509
39.916666666666664,509
40,509
40.083333333333336,507
40.166666666666664,514
40.25,509
40.333333333333336,512
40.416666666666664,509
40.5,509
40.583333333333336,507
40.666666666666664,508
40.75,510
40.833333333333336,513
40.916666666666664,510
41,507
41.083333333333336,513
41.166666666666664,514
41.25,514
41.333333333333336,514
41.416666666666664,511
41.5,509
41.583333333333336,511
41.666666666666664,509
41.75,505
41.833333333333336,508
41.916666666666664,505
42,510
42.083333333333336,504
42.166666666666664,505
42.25,512
42.333333333333336,514
42.416666666666664,508
42.5,508
42.583333333333336,512
42.666666666666664,515
42.75,506
42.833333333333336,508
42.916666666666664,508
43,511
43.083333333333336,507
43.166666666666664,510
43.25,516
43.333333333333336,511
43.416666666666664,512
43.5,507
43.583333333333336,511
43.666666666666664,509
43.75,509
43.833333333333336,510
43.916666666666664,513
44,509
44.083333333333336,508
44.166666666666664,516
44.25,516
44.333333333333336,511
44.416666666666664,505
44.5,515
44.583333333333336,507
44.666666666666664,505
44.75,509
44.833333333333336,506
44.916666666666664,507
45,508
45.083333333333336,509
45.166666666666664,511
45.25,508
45.333333333333336,504
45.416666666666664,511
45.5,511
45.583333333333336,510
45.666666666666664,508
45.75,510
45.833333333333336,506
45.916666666666664,511
46,512
46.083333333333336,513
46.166666666666664,514
46.25,510
46.333333333333336,516
46.416666666666664,515
46.5,513
46.583333333333336,512
46.666666666666664,514
46.75,509
46.833333333333336,512
46.916666666666664,514
47,512
47.083333333333336,514
47.166666666666664,507
47.25,510
47.333333333333336,509
47.416666666666664,516
47.5,512
47.583333333333336,516
47.666666666666664,508
47.75,510
47.833333333333336,512
47.916666666666664,515
