"Hours since thread went live","Nozomanu Fushi no Boukensha • The Unwanted Undead Adventurer - Episode 9 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,3
0.25,6
0.3333333333333333,6
0.4166666666666667,8
0.5,10
0.5833333333333334,15
0.6666666666666666,17
0.75,17
0.8333333333333334,21
0.9166666666666666,23
1,22
1.0833333333333333,27
1.1666666666666667,29
1.25,31
1.3333333333333333,37
1.4166666666666667,38
1.5,43
1.5833333333333333,47
1.6666666666666667,51
1.75,53
1.8333333333333333,58
1.9166666666666667,59
2,65
2.0833333333333335,66
2.1666666666666665,72
2.25,81
2.3333333333333335,81
2.4166666666666665,84
2.5,89
2.5833333333333335,93
2.6666666666666665,101
2.75,105
2.8333333333333335,108
2.9166666666666665,105
3,112
3.0833333333333335,116
3.1666666666666665,121
3.25,126
3.3333333333333335,131
3.4166666666666665,133
3.5,134
3.5833333333333335,140
3.6666666666666665,141
3.75,142
3.8333333333333335,149
3.9166666666666665,146
4,156
4.083333333333333,159
4.166666666666667,160
4.25,167
4.333333333333333,170
4.416666666666667,174
4.5,178
4.583333333333333,179
4.666666666666667,185
4.75,186
4.833333333333333,192
4.916666666666667,192
5,193
5.083333333333333,194
5.166666666666667,200
5.25,200
5.333333333333333,204
5.416666666666667,215
5.5,215
5.583333333333333,220
5.666666666666667,225
5.75,223
5.833333333333333,226
5.916666666666667,233
6,232
6.083333333333333,237
6.166666666666667,237
6.25,238
6.333333333333333,241
6.416666666666667,249
6.5,252
6.583333333333333,247
6.666666666666667,251
6.75,253
6.833333333333333,260
6.916666666666667,262
7,259
7.083333333333333,261
7.166666666666667,264
7.25,266
7.333333333333333,269
7.416666666666667,268
7.5,269
7.583333333333333,266
7.666666666666667,272
7.75,277
7.833333333333333,280
7.916666666666667,282
8,285
8.083333333333334,286
8.166666666666666,292
8.25,294
8.333333333333334,295
8.416666666666666,299
8.5,300
8.583333333333334,303
8.666666666666666,303
8.75,302
8.833333333333334,306
8.916666666666666,313
9,313
9.083333333333334,315
9.166666666666666,316
9.25,316
9.333333333333334,320
9.416666666666666,323
9.5,324
9.583333333333334,328
9.666666666666666,327
9.75,329
9.833333333333334,333
9.916666666666666,334
10,338
10.083333333333334,341
10.166666666666666,343
10.25,342
10.333333333333334,340
10.416666666666666,342
10.5,340
10.583333333333334,343
10.666666666666666,348
10.75,345
10.833333333333334,344
10.916666666666666,350
11,356
11.083333333333334,357
11.166666666666666,356
11.25,361
11.333333333333334,359
11.416666666666666,361
11.5,360
11.583333333333334,367
11.666666666666666,369
11.75,371
11.833333333333334,374
11.916666666666666,370
12,366
12.083333333333334,378
12.166666666666666,371
12.25,376
12.333333333333334,377
12.416666666666666,380
12.5,373
12.583333333333334,383
12.666666666666666,384
12.75,378
12.833333333333334,388
12.916666666666666,379
13,389
13.083333333333334,379
13.166666666666666,387
13.25,381
13.333333333333334,389
13.416666666666666,395
13.5,392
13.583333333333334,391
13.666666666666666,393
13.75,399
13.833333333333334,398
13.916666666666666,403
14,397
14.083333333333334,399
14.166666666666666,404
14.25,402
14.333333333333334,403
14.416666666666666,410
14.5,408
14.583333333333334,406
14.666666666666666,412
14.75,417
14.833333333333334,418
14.916666666666666,420
15,417
15.083333333333334,423
15.166666666666666,416
15.25,419
15.333333333333334,423
15.416666666666666,420
15.5,426
15.583333333333334,423
15.666666666666666,424
15.75,427
15.833333333333334,424
15.916666666666666,430
16,433
16.083333333333332,437
16.166666666666668,433
16.25,434
16.333333333333332,433
16.416666666666668,437
16.5,433
16.583333333333332,439
16.666666666666668,439
16.75,436
16.833333333333332,441
16.916666666666668,445
17,446
17.083333333333332,436
17.166666666666668,437
17.25,439
17.333333333333332,441
17.416666666666668,446
17.5,443
17.583333333333332,446
17.666666666666668,446
17.75,443
17.833333333333332,449
17.916666666666668,447
18,446
18.083333333333332,445
18.166666666666668,443
18.25,441
18.333333333333332,443
18.416666666666668,449
18.5,446
18.583333333333332,455
18.666666666666668,457
18.75,453
18.833333333333332,456
18.916666666666668,449
19,452
19.083333333333332,450
19.166666666666668,453
19.25,453
19.333333333333332,454
19.416666666666668,457
19.5,453
19.583333333333332,453
19.666666666666668,460
19.75,455
19.833333333333332,455
19.916666666666668,454
20,455
20.083333333333332,457
20.166666666666668,456
20.25,463
20.333333333333332,459
20.416666666666668,458
20.5,460
20.583333333333332,464
20.666666666666668,461
20.75,464
20.833333333333332,461
20.916666666666668,465
21,461
21.083333333333332,460
21.166666666666668,466
21.25,466
21.333333333333332,463
21.416666666666668,468
21.5,470
21.583333333333332,462
21.666666666666668,462
21.75,469
21.833333333333332,464
21.916666666666668,466
22,469
22.083333333333332,465
22.166666666666668,466
22.25,464
22.333333333333332,467
22.416666666666668,469
22.5,467
22.583333333333332,473
22.666666666666668,470
22.75,473
22.833333333333332,470
22.916666666666668,469
23,467
23.083333333333332,469
23.166666666666668,465
23.25,464
23.333333333333332,468
23.416666666666668,464
23.5,470
23.583333333333332,469
23.666666666666668,466
23.75,473
23.833333333333332,467
23.916666666666668,471
24,472
24.083333333333332,475
24.166666666666668,472
24.25,473
24.333333333333332,478
24.416666666666668,477
24.5,481
24.583333333333332,473
24.666666666666668,471
24.75,472
24.833333333333332,472
24.916666666666668,476
25,482
25.083333333333332,478
25.166666666666668,476
25.25,481
25.333333333333332,482
25.416666666666668,477
25.5,480
25.583333333333332,484
25.666666666666668,477
25.75,474
25.833333333333332,480
25.916666666666668,483
26,478
26.083333333333332,479
26.166666666666668,484
26.25,478
26.333333333333332,481
26.416666666666668,479
26.5,483
26.583333333333332,488
26.666666666666668,485
26.75,488
26.833333333333332,487
26.916666666666668,479
27,478
27.083333333333332,480
27.166666666666668,484
27.25,486
27.333333333333332,487
27.416666666666668,486
27.5,484
27.583333333333332,481
27.666666666666668,483
27.75,479
27.833333333333332,481
27.916666666666668,484
28,487
28.083333333333332,485
28.166666666666668,492
28.25,485
28.333333333333332,490
28.416666666666668,486
28.5,486
28.583333333333332,485
28.666666666666668,491
28.75,490
28.833333333333332,494
28.916666666666668,489
29,490
29.083333333333332,487
29.166666666666668,490
29.25,492
29.333333333333332,488
29.416666666666668,488
29.5,492
29.583333333333332,485
29.666666666666668,492
29.75,494
29.833333333333332,489
29.916666666666668,493
30,486
30.083333333333332,487
30.166666666666668,488
30.25,491
30.333333333333332,488
30.416666666666668,490
30.5,487
30.583333333333332,491
30.666666666666668,491
30.75,493
30.833333333333332,487
30.916666666666668,494
31,484
31.083333333333332,486
31.166666666666668,490
31.25,492
31.333333333333332,488
31.416666666666668,496
31.5,490
31.583333333333332,491
31.666666666666668,489
31.75,497
31.833333333333332,496
31.916666666666668,487
32,498
32.083333333333336,493
32.166666666666664,494
32.25,496
32.333333333333336,496
32.416666666666664,499
32.5,494
32.583333333333336,492
32.666666666666664,499
32.75,495
32.833333333333336,499
32.916666666666664,496
33,496
33.083333333333336,501
33.166666666666664,492
33.25,496
33.333333333333336,500
33.416666666666664,495
33.5,496
33.583333333333336,501
33.666666666666664,496
33.75,495
33.833333333333336,501
33.916666666666664,495
34,494
34.083333333333336,498
34.166666666666664,494
34.25,500
34.333333333333336,496
34.416666666666664,498
34.5,499
34.583333333333336,500
34.666666666666664,499
34.75,498
34.833333333333336,495
34.916666666666664,501
35,496
35.083333333333336,501
35.166666666666664,497
35.25,495
35.333333333333336,497
