"Hours since thread went live","Pon no Michi • The Way of Pon - Episode 8 discussion"
0,1
0.08333333333333333,0
0.16666666666666666,0
0.25,1
0.3333333333333333,1
0.4166666666666667,2
0.5,3
0.5833333333333334,3
0.6666666666666666,3
0.75,3
0.8333333333333334,3
0.9166666666666666,3
1,3
1.0833333333333333,4
1.1666666666666667,5
1.25,5
1.3333333333333333,6
1.4166666666666667,5
1.5,9
1.5833333333333333,7
1.6666666666666667,7
1.75,10
1.8333333333333333,9
1.9166666666666667,10
2,10
2.0833333333333335,12
2.1666666666666665,10
2.25,13
2.3333333333333335,13
2.4166666666666665,15
2.5,14
2.5833333333333335,15
2.6666666666666665,15
2.75,14
2.8333333333333335,16
2.9166666666666665,16
3,17
3.0833333333333335,13
3.1666666666666665,15
3.25,15
3.3333333333333335,18
3.4166666666666665,17
3.5,17
3.5833333333333335,20
3.6666666666666665,18
3.75,18
3.8333333333333335,17
3.9166666666666665,19
4,17
4.083333333333333,18
4.166666666666667,22
4.25,20
4.333333333333333,21
4.416666666666667,20
4.5,23
4.583333333333333,23
4.666666666666667,24
4.75,22
4.833333333333333,22
4.916666666666667,26
5,23
5.083333333333333,25
5.166666666666667,25
5.25,25
5.333333333333333,25
5.416666666666667,27
5.5,26
5.583333333333333,26
5.666666666666667,27
5.75,25
5.833333333333333,26
5.916666666666667,26
6,26
6.083333333333333,28
6.166666666666667,25
6.25,25
6.333333333333333,26
6.416666666666667,25
6.5,26
6.583333333333333,28
6.666666666666667,25
6.833333333333333,28
6.916666666666667,28
7,27
7.083333333333333,27
7.166666666666667,25
7.25,25
7.333333333333333,24
7.416666666666667,25
7.5,26
7.583333333333333,27
7.666666666666667,26
7.75,28
7.833333333333333,26
7.916666666666667,26
8,26
8.083333333333334,25
8.166666666666666,27
8.25,29
8.333333333333334,31
8.416666666666666,31
8.5,34
8.583333333333334,32
8.666666666666666,31
8.75,33
8.833333333333334,32
8.916666666666666,36
9,32
9.083333333333334,33
9.166666666666666,36
9.25,39
9.333333333333334,40
9.416666666666666,38
9.5,40
9.583333333333334,38
9.666666666666666,41
9.75,39
9.833333333333334,38
9.916666666666666,36
10,41
10.083333333333334,40
10.166666666666666,40
10.25,39
10.333333333333334,42
10.416666666666666,40
10.5,42
10.583333333333334,39
10.666666666666666,38
10.75,39
10.833333333333334,41
10.916666666666666,39
11,39
11.083333333333334,37
11.166666666666666,41
11.25,39
11.333333333333334,38
11.416666666666666,40
11.5,40
11.583333333333334,41
11.666666666666666,44
11.75,39
11.833333333333334,38
11.916666666666666,40
12,42
12.083333333333334,38
12.166666666666666,43
12.25,44
12.333333333333334,39
12.416666666666666,41
12.5,42
12.583333333333334,41
12.666666666666666,41
12.75,42
12.833333333333334,42
12.916666666666666,41
13,41
13.083333333333334,43
13.166666666666666,38
13.25,42
13.333333333333334,42
13.416666666666666,42
13.5,42
13.583333333333334,41
13.666666666666666,43
13.75,41
13.833333333333334,45
13.916666666666666,46
14,44
14.083333333333334,45
14.166666666666666,41
14.25,45
14.333333333333334,44
14.416666666666666,44
14.5,44
14.583333333333334,43
14.666666666666666,44
14.75,45
14.833333333333334,43
14.916666666666666,46
15,48
15.083333333333334,47
15.166666666666666,49
15.25,47
15.333333333333334,49
15.416666666666666,46
15.5,49
15.583333333333334,45
15.666666666666666,46
15.75,46
15.833333333333334,45
15.916666666666666,47
16,46
16.083333333333332,46
16.166666666666668,44
16.25,48
16.333333333333332,46
16.416666666666668,45
16.5,43
16.583333333333332,46
16.666666666666668,45
16.75,44
16.833333333333332,48
16.916666666666668,48
17,45
17.083333333333332,46
17.166666666666668,47
17.25,49
17.333333333333332,46
17.416666666666668,43
17.5,48
17.583333333333332,45
17.666666666666668,47
17.75,46
17.833333333333332,44
17.916666666666668,48
18,46
18.083333333333332,46
18.166666666666668,49
18.25,46
18.333333333333332,46
18.416666666666668,44
18.5,47
18.583333333333332,47
18.666666666666668,46
18.75,47
18.833333333333332,46
18.916666666666668,44
19,47
19.083333333333332,48
19.166666666666668,50
19.25,47
19.333333333333332,46
19.416666666666668,51
19.5,46
19.583333333333332,48
19.666666666666668,47
19.75,48
19.833333333333332,48
19.916666666666668,46
20,48
20.083333333333332,49
20.166666666666668,49
20.25,47
20.333333333333332,50
20.416666666666668,46
20.5,45
20.583333333333332,45
20.666666666666668,47
20.75,46
20.833333333333332,48
20.916666666666668,48
21,48
21.083333333333332,50
21.166666666666668,47
21.25,48
21.333333333333332,47
21.416666666666668,47
21.5,48
21.583333333333332,51
21.666666666666668,49
21.75,53
21.833333333333332,51
21.916666666666668,49
22,53
22.083333333333332,52
22.166666666666668,51
22.25,50
22.333333333333332,52
22.416666666666668,51
22.5,52
22.583333333333332,51
22.666666666666668,51
22.75,51
22.833333333333332,51
22.916666666666668,48
23,53
23.083333333333332,53
23.166666666666668,51
23.25,54
23.333333333333332,54
23.416666666666668,52
23.5,48
23.583333333333332,50
23.666666666666668,55
23.75,53
23.833333333333332,52
23.916666666666668,49
24,52
24.083333333333332,52
24.166666666666668,53
24.25,49
24.333333333333332,55
24.416666666666668,53
24.5,49
24.583333333333332,50
24.666666666666668,50
24.75,52
24.833333333333332,53
24.916666666666668,51
25,49
25.083333333333332,53
25.166666666666668,54
25.25,47
25.333333333333332,49
25.416666666666668,48
25.5,55
25.583333333333332,49
25.666666666666668,53
25.75,50
25.833333333333332,48
25.916666666666668,49
26,52
26.083333333333332,48
26.166666666666668,51
26.25,50
26.333333333333332,52
26.416666666666668,48
26.5,50
26.583333333333332,53
26.666666666666668,52
26.75,52
26.833333333333332,53
26.916666666666668,50
27,50
27.083333333333332,52
27.166666666666668,55
27.25,51
27.333333333333332,55
27.416666666666668,52
27.5,52
27.583333333333332,52
27.666666666666668,49
27.75,52
27.833333333333332,50
27.916666666666668,51
28,50
28.083333333333332,49
28.166666666666668,53
28.25,52
28.333333333333332,51
28.416666666666668,50
28.5,53
28.583333333333332,52
28.666666666666668,53
28.75,51
28.833333333333332,48
28.916666666666668,52
29,50
29.083333333333332,53
29.166666666666668,53
29.25,53
29.333333333333332,55
29.416666666666668,55
29.5,50
29.583333333333332,52
29.666666666666668,51
29.75,50
29.833333333333332,53
29.916666666666668,55
30,49
30.083333333333332,52
30.166666666666668,52
30.25,51
30.333333333333332,49
30.416666666666668,55
30.5,49
30.583333333333332,52
30.666666666666668,52
30.75,52
30.833333333333332,53
30.916666666666668,54
31,51
31.083333333333332,49
31.166666666666668,52
31.25,54
31.333333333333332,54
31.416666666666668,52
31.5,51
31.583333333333332,52
31.666666666666668,52
31.75,54
31.833333333333332,50
31.916666666666668,54
32,49
32.083333333333336,51
32.166666666666664,52
32.25,50
32.333333333333336,52
32.416666666666664,50
32.5,53
32.583333333333336,54
32.666666666666664,49
32.75,52
32.833333333333336,51
32.916666666666664,51
33,55
33.083333333333336,52
33.166666666666664,52
33.25,54
33.333333333333336,53
33.416666666666664,52
33.5,49
33.583333333333336,56
33.666666666666664,56
33.75,50
33.833333333333336,50
33.916666666666664,52
34,51
34.083333333333336,51
34.166666666666664,52
34.25,52
34.333333333333336,51
34.416666666666664,53
34.5,54
34.583333333333336,53
34.666666666666664,51
34.75,49
34.833333333333336,52
34.916666666666664,52
35,50
35.083333333333336,55
35.166666666666664,51
35.25,55
35.333333333333336,49
35.416666666666664,51
35.5,55
35.583333333333336,50
35.666666666666664,52
35.75,48
35.833333333333336,52
35.916666666666664,54
36,50
36.083333333333336,54
36.166666666666664,52
36.25,54
36.333333333333336,51
36.416666666666664,55
36.5,50
36.583333333333336,53
36.666666666666664,53
36.75,51
36.833333333333336,50
36.916666666666664,53
37,51
37.083333333333336,50
37.166666666666664,50
37.25,52
37.333333333333336,55
37.416666666666664,52
37.5,50
37.583333333333336,53
37.666666666666664,48
37.75,53
37.833333333333336,54
37.916666666666664,55
38,53
38.083333333333336,55
38.166666666666664,51
38.25,53
38.333333333333336,54
38.416666666666664,54
38.5,52
38.583333333333336,53
38.666666666666664,50
38.75,52
38.833333333333336,51
38.916666666666664,53
39,52
39.083333333333336,53
39.166666666666664,48
39.25,51
39.333333333333336,55
39.416666666666664,52
39.5,50
39.583333333333336,50
39.666666666666664,51
39.75,50
39.833333333333336,51
39.916666666666664,54
40,53
40.083333333333336,53
40.166666666666664,51
40.25,54
40.333333333333336,51
40.416666666666664,52
40.5,52
40.583333333333336,53
40.666666666666664,55
40.75,53
40.833333333333336,52
40.916666666666664,51
41,49
41.083333333333336,53
41.166666666666664,50
41.25,54
41.333333333333336,51
41.416666666666664,49
41.5,51
41.583333333333336,52
41.666666666666664,53
41.75,51
41.833333333333336,52
41.916666666666664,50
42,50
42.083333333333336,50
42.166666666666664,52
42.25,53
42.333333333333336,51
42.416666666666664,52
42.5,49
42.583333333333336,54
42.666666666666664,50
42.75,52
42.833333333333336,49
42.916666666666664,53
43,51
43.083333333333336,54
43.166666666666664,52
43.25,52
43.333333333333336,53
43.416666666666664,53
43.5,50
43.583333333333336,52
43.666666666666664,52
43.75,50
43.833333333333336,50
43.916666666666664,54
44,49
44.083333333333336,56
44.166666666666664,53
44.25,52
44.333333333333336,53
44.416666666666664,52
44.5,52
44.583333333333336,54
44.666666666666664,52
44.75,51
44.833333333333336,52
44.916666666666664,54
45,49
45.083333333333336,51
45.166666666666664,52
45.25,54
45.333333333333336,49
45.416666666666664,51
45.5,54
45.583333333333336,55
45.666666666666664,51
45.75,51
45.833333333333336,53
45.916666666666664,51
46,54
46.083333333333336,48
46.166666666666664,50
46.25,52
46.333333333333336,50
46.416666666666664,56
46.5,54
46.583333333333336,49
46.666666666666664,48
46.75,52
46.833333333333336,51
46.916666666666664,54
47,50
47.083333333333336,51
47.166666666666664,50
47.25,52
47.333333333333336,52
47.416666666666664,55
47.5,56
47.583333333333336,56
47.666666666666664,50
47.75,52
47.833333333333336,55
47.916666666666664,56
