"Hours since thread went live","Sand Land: The Series - Episode 2 discussion"
24.083333333333332,4
24.166666666666668,4
24.25,3
24.333333333333332,4
24.416666666666668,5
24.5,4
24.583333333333332,4
24.666666666666668,3
24.75,4
24.833333333333332,4
24.916666666666668,4
25,5
25.083333333333332,4
25.166666666666668,4
25.25,3
25.333333333333332,4
25.416666666666668,4
25.5,4
25.583333333333332,4
25.666666666666668,4
25.75,4
25.833333333333332,3
25.916666666666668,4
26,4
26.083333333333332,3
26.166666666666668,4
26.25,4
26.333333333333332,4
26.416666666666668,4
26.5,5
26.583333333333332,3
26.666666666666668,4
26.75,4
26.833333333333332,5
26.916666666666668,5
27,4
27.083333333333332,4
27.166666666666668,4
27.25,5
27.333333333333332,4
27.416666666666668,4
27.5,4
27.583333333333332,3
27.666666666666668,4
27.75,5
27.833333333333332,3
27.916666666666668,4
28,5
28.083333333333332,4
28.166666666666668,3
28.25,5
28.333333333333332,4
28.416666666666668,3
28.5,3
28.583333333333332,5
28.666666666666668,3
28.75,5
28.833333333333332,5
28.916666666666668,4
29,4
29.083333333333332,4
29.166666666666668,5
29.25,3
29.333333333333332,3
29.416666666666668,4
29.5,4
29.583333333333332,4
29.666666666666668,5
29.75,4
29.833333333333332,5
29.916666666666668,4
30,4
30.083333333333332,4
30.166666666666668,5
30.25,4
30.333333333333332,4
30.416666666666668,4
30.5,4
30.583333333333332,3
30.666666666666668,4
30.75,4
30.833333333333332,5
30.916666666666668,4
31,4
31.083333333333332,4
31.166666666666668,4
31.25,3
31.333333333333332,4
31.416666666666668,3
31.5,4
31.583333333333332,4
31.666666666666668,3
31.75,4
31.833333333333332,4
31.916666666666668,5
32,6
32.083333333333336,5
32.166666666666664,6
32.25,5
32.333333333333336,4
32.416666666666664,5
32.5,4
32.583333333333336,6
32.666666666666664,6
32.75,5
32.833333333333336,4
32.916666666666664,4
33,6
33.083333333333336,4
33.166666666666664,4
33.25,5
33.333333333333336,5
33.416666666666664,6
33.5,5
33.583333333333336,5
33.666666666666664,5
33.75,6
33.833333333333336,6
33.916666666666664,4
34,5
34.083333333333336,6
34.166666666666664,6
34.25,5
34.333333333333336,5
34.416666666666664,6
34.5,5
34.583333333333336,6
34.75,7
34.833333333333336,7
34.916666666666664,5
35,6
35.083333333333336,7
35.166666666666664,7
35.25,6
35.333333333333336,6
35.416666666666664,5
35.5,5
35.583333333333336,6
35.666666666666664,5
35.75,6
35.833333333333336,5
35.916666666666664,6
36,7
36.083333333333336,7
36.166666666666664,6
36.25,6
36.333333333333336,5
36.416666666666664,5
36.5,6
36.583333333333336,6
36.666666666666664,6
36.75,5
36.833333333333336,6
36.916666666666664,6
37,5
37.083333333333336,6
37.166666666666664,7
37.25,6
37.333333333333336,5
37.416666666666664,5
37.5,6
37.583333333333336,5
37.666666666666664,6
37.75,6
37.833333333333336,5
37.916666666666664,6
38,5
38.083333333333336,5
38.166666666666664,6
38.25,5
38.333333333333336,6
38.416666666666664,7
38.5,6
38.583333333333336,6
38.666666666666664,7
38.75,5
38.833333333333336,6
38.916666666666664,6
39,6
39.083333333333336,6
39.166666666666664,7
39.25,6
39.333333333333336,6
39.416666666666664,6
39.5,6
39.583333333333336,6
39.666666666666664,6
39.75,5
39.833333333333336,6
39.916666666666664,6
40,5
40.083333333333336,6
40.166666666666664,7
40.25,6
40.333333333333336,5
40.416666666666664,6
40.5,5
40.583333333333336,6
40.666666666666664,6
40.75,5
40.833333333333336,6
40.916666666666664,6
41,6
41.083333333333336,5
41.166666666666664,5
41.25,6
41.333333333333336,6
41.416666666666664,6
41.5,7
41.583333333333336,7
41.666666666666664,5
41.75,6
41.833333333333336,6
41.916666666666664,6
42,5
42.083333333333336,6
42.166666666666664,5
42.25,5
42.333333333333336,6
42.416666666666664,5
42.5,5
42.583333333333336,5
42.666666666666664,7
42.75,7
42.833333333333336,6
42.916666666666664,6
43,7
43.083333333333336,6
43.166666666666664,6
43.25,7
43.333333333333336,6
43.416666666666664,5
43.5,5
43.583333333333336,6
43.666666666666664,6
43.75,7
43.833333333333336,6
43.916666666666664,6
44,6
44.083333333333336,7
44.166666666666664,5
44.25,6
44.333333333333336,6
44.416666666666664,7
44.5,6
44.583333333333336,7
44.666666666666664,5
44.75,6
44.833333333333336,6
44.916666666666664,6
45,6
45.083333333333336,5
45.166666666666664,6
45.25,7
45.333333333333336,7
45.416666666666664,6
45.5,6
45.583333333333336,6
45.666666666666664,5
45.75,7
45.833333333333336,5
45.916666666666664,6
46,7
46.083333333333336,5
46.166666666666664,5
46.25,6
46.333333333333336,6
46.416666666666664,7
46.5,6
46.583333333333336,6
46.666666666666664,5
46.75,6
46.833333333333336,7
46.916666666666664,6
47,6
47.083333333333336,6
47.166666666666664,6
47.25,6
47.333333333333336,6
47.416666666666664,5
47.5,6
47.583333333333336,5
47.666666666666664,6
47.75,7
47.833333333333336,6
47.916666666666664,5
