"Hours since thread went live","Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru • The Strongest Tank's Labyrinth Raids: A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party - Episode 10 discussion"
0,1
0,2
0.08333333333333333,3
0.16666666666666666,3
0.25,7
0.3333333333333333,8
0.4166666666666667,9
0.5,11
0.5833333333333334,14
0.6666666666666666,14
0.75,14
0.8333333333333334,18
0.9166666666666666,19
1,21
1.0833333333333333,20
1.1666666666666667,22
1.25,20
1.3333333333333333,21
1.4166666666666667,21
1.5,22
1.5833333333333333,24
1.6666666666666667,23
1.75,24
1.8333333333333333,25
1.9166666666666667,25
2,29
2.0833333333333335,30
2.1666666666666665,30
2.25,31
2.3333333333333335,35
2.4166666666666665,36
2.5,34
2.5833333333333335,36
2.6666666666666665,39
2.75,37
2.8333333333333335,38
2.9166666666666665,40
3,42
3.0833333333333335,38
3.1666666666666665,42
3.25,39
3.3333333333333335,39
3.4166666666666665,41
3.5,41
3.5833333333333335,39
3.6666666666666665,40
3.75,41
3.8333333333333335,43
3.9166666666666665,46
4,44
4.083333333333333,43
4.166666666666667,43
4.25,46
4.333333333333333,43
4.416666666666667,46
4.5,47
4.583333333333333,44
4.666666666666667,44
4.75,48
4.833333333333333,47
4.916666666666667,43
5,43
5.083333333333333,49
5.166666666666667,45
5.25,49
5.333333333333333,50
5.416666666666667,51
5.5,53
5.583333333333333,48
5.666666666666667,51
5.75,55
5.833333333333333,54
5.916666666666667,56
6,54
6.083333333333333,57
6.166666666666667,57
6.25,56
6.333333333333333,59
6.416666666666667,60
6.5,57
6.583333333333333,59
6.666666666666667,56
6.75,60
6.833333333333333,60
6.916666666666667,56
7,54
7.083333333333333,61
7.166666666666667,59
7.25,60
7.333333333333333,60
7.416666666666667,60
7.5,57
7.583333333333333,61
7.666666666666667,60
7.75,58
7.833333333333333,61
7.916666666666667,60
8,62
8.083333333333334,62
8.166666666666666,64
8.25,62
8.333333333333334,68
8.416666666666666,67
8.5,64
8.583333333333334,64
8.666666666666666,69
8.75,64
8.833333333333334,65
8.916666666666666,67
9,71
9.083333333333334,68
9.166666666666666,70
9.25,70
9.333333333333334,69
9.416666666666666,71
9.5,71
9.583333333333334,68
9.666666666666666,72
9.75,71
9.833333333333334,69
9.916666666666666,72
10,71
10.083333333333334,71
10.166666666666666,72
10.25,73
10.333333333333334,69
10.416666666666666,76
10.5,74
10.583333333333334,75
10.666666666666666,77
10.75,77
10.833333333333334,76
10.916666666666666,76
11,77
11.083333333333334,75
11.166666666666666,78
11.25,79
11.333333333333334,80
11.416666666666666,82
11.5,77
11.583333333333334,81
11.666666666666666,77
11.75,77
11.833333333333334,79
11.916666666666666,82
12,76
12.083333333333334,82
12.166666666666666,82
12.25,84
12.333333333333334,81
12.416666666666666,81
12.5,80
12.583333333333334,83
12.666666666666666,85
12.75,83
12.833333333333334,83
12.916666666666666,86
13,85
13.083333333333334,79
13.166666666666666,85
13.25,82
13.333333333333334,86
13.416666666666666,86
13.5,84
13.583333333333334,85
13.666666666666666,90
13.75,89
13.833333333333334,87
13.916666666666666,85
14,83
14.083333333333334,88
14.166666666666666,83
14.25,84
14.333333333333334,89
14.416666666666666,87
14.5,86
14.583333333333334,88
14.666666666666666,86
14.75,88
14.833333333333334,82
14.916666666666666,86
15,85
15.083333333333334,87
15.166666666666666,87
15.25,86
15.333333333333334,88
15.416666666666666,89
15.5,88
15.583333333333334,85
15.666666666666666,87
15.75,87
15.833333333333334,89
15.916666666666666,86
16,90
16.083333333333332,86
16.166666666666668,88
16.25,88
16.333333333333332,91
16.416666666666668,88
16.5,87
16.583333333333332,87
16.666666666666668,90
16.75,86
16.833333333333332,85
16.916666666666668,86
17,84
17.083333333333332,88
17.166666666666668,86
17.25,91
17.333333333333332,91
17.416666666666668,89
17.5,85
17.583333333333332,90
17.666666666666668,92
17.75,92
17.833333333333332,87
17.916666666666668,86
18,90
18.083333333333332,88
18.166666666666668,90
18.25,90
18.333333333333332,91
18.416666666666668,90
18.5,89
18.583333333333332,89
18.666666666666668,94
18.75,91
18.833333333333332,93
18.916666666666668,90
19,96
19.083333333333332,94
19.166666666666668,93
19.25,92
19.333333333333332,92
19.416666666666668,94
19.5,96
19.583333333333332,95
19.666666666666668,91
19.75,93
19.833333333333332,95
19.916666666666668,94
20,93
20.083333333333332,90
20.166666666666668,97
20.25,91
20.333333333333332,92
20.416666666666668,90
20.5,91
20.583333333333332,92
20.666666666666668,92
20.75,93
20.833333333333332,92
20.916666666666668,91
21,96
21.083333333333332,93
21.166666666666668,94
21.25,95
21.333333333333332,93
21.416666666666668,95
21.5,96
21.583333333333332,96
21.666666666666668,92
21.75,92
21.833333333333332,95
21.916666666666668,94
22,91
22.083333333333332,95
22.166666666666668,92
22.25,90
22.333333333333332,91
22.416666666666668,93
22.5,92
22.583333333333332,96
22.666666666666668,92
22.75,95
22.833333333333332,94
22.916666666666668,91
23,97
23.083333333333332,92
23.166666666666668,92
23.25,94
23.333333333333332,95
23.416666666666668,93
23.5,98
23.583333333333332,93
23.666666666666668,96
23.75,100
23.833333333333332,94
23.916666666666668,94
24,93
24.083333333333332,96
24.166666666666668,95
24.25,95
24.333333333333332,100
24.416666666666668,97
24.5,99
24.583333333333332,99
24.666666666666668,100
24.75,99
24.833333333333332,98
24.916666666666668,99
25,99
25.083333333333332,99
25.166666666666668,102
25.25,101
25.333333333333332,99
25.416666666666668,97
25.5,102
25.583333333333332,100
25.666666666666668,102
25.75,100
25.833333333333332,102
25.916666666666668,100
26,99
26.083333333333332,96
26.166666666666668,95
26.25,100
26.333333333333332,100
26.416666666666668,97
26.5,103
26.583333333333332,96
26.666666666666668,99
26.75,98
26.833333333333332,99
26.916666666666668,100
27,100
27.083333333333332,103
27.166666666666668,102
27.25,99
27.333333333333332,100
27.416666666666668,101
27.5,102
27.583333333333332,101
27.666666666666668,100
27.75,103
27.833333333333332,104
27.916666666666668,105
28,104
28.083333333333332,101
28.166666666666668,102
28.25,99
28.333333333333332,101
28.416666666666668,102
28.5,100
28.583333333333332,100
28.666666666666668,104
28.75,102
28.833333333333332,102
28.916666666666668,100
29,99
29.083333333333332,103
29.166666666666668,100
29.25,102
29.333333333333332,105
29.416666666666668,100
29.5,101
29.583333333333332,103
29.666666666666668,106
29.75,107
29.833333333333332,106
29.916666666666668,108
30,104
30.083333333333332,109
30.166666666666668,106
30.25,104
30.333333333333332,104
30.416666666666668,108
30.5,108
30.583333333333332,107
30.666666666666668,108
30.75,107
30.833333333333332,104
30.916666666666668,106
31,104
31.083333333333332,106
31.166666666666668,107
31.25,103
31.333333333333332,105
31.416666666666668,106
31.5,108
31.583333333333332,107
31.666666666666668,108
31.75,103
31.833333333333332,105
31.916666666666668,107
32,109
32.083333333333336,106
32.166666666666664,106
32.25,107
32.333333333333336,108
32.416666666666664,105
32.5,108
32.583333333333336,106
