"Hours since thread went live","Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru • The Strongest Tank's Labyrinth Raids: A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party - Episode 10 discussion"
32.666666666666664,102
32.75,108
32.833333333333336,110
32.916666666666664,105
33,104
33.083333333333336,110
33.166666666666664,106
33.25,104
33.333333333333336,110
33.416666666666664,107
33.5,107
33.583333333333336,106
33.666666666666664,102
33.75,108
33.833333333333336,104
33.916666666666664,108
34,106
34.083333333333336,104
34.166666666666664,109
34.25,107
34.333333333333336,106
34.416666666666664,108
34.5,105
34.583333333333336,102
34.666666666666664,106
34.75,102
34.833333333333336,105
34.916666666666664,106
35,105
35.083333333333336,104
35.166666666666664,104
35.25,108
35.333333333333336,106
35.416666666666664,105
35.5,109
35.583333333333336,109
35.666666666666664,106
35.75,108
35.833333333333336,106
35.916666666666664,105
36,109
36.083333333333336,107
36.166666666666664,105
36.25,108
36.333333333333336,105
36.416666666666664,108
36.5,106
36.583333333333336,104
36.666666666666664,105
36.75,109
36.833333333333336,105
36.916666666666664,102
37,105
37.083333333333336,109
37.166666666666664,108
37.25,107
37.333333333333336,106
37.416666666666664,104
37.5,106
37.583333333333336,107
37.666666666666664,106
37.75,106
37.833333333333336,108
37.916666666666664,102
38,108
38.083333333333336,106
38.166666666666664,105
38.25,106
38.333333333333336,105
38.416666666666664,105
38.5,109
38.583333333333336,106
38.666666666666664,108
38.75,103
38.833333333333336,106
38.916666666666664,105
39,106
39.083333333333336,105
39.166666666666664,109
39.25,109
39.333333333333336,104
39.416666666666664,110
39.5,110
39.583333333333336,109
39.666666666666664,109
39.75,106
39.833333333333336,108
39.916666666666664,105
40,103
40.083333333333336,109
40.166666666666664,104
40.25,109
40.333333333333336,109
40.416666666666664,105
40.5,104
40.583333333333336,104
40.666666666666664,108
40.75,103
40.833333333333336,106
40.916666666666664,107
41,109
41.083333333333336,109
41.166666666666664,104
41.25,109
41.333333333333336,108
41.416666666666664,105
41.5,102
41.583333333333336,109
41.666666666666664,107
41.75,106
41.833333333333336,105
41.916666666666664,107
42,102
42.083333333333336,105
42.166666666666664,106
42.25,105
42.333333333333336,102
42.416666666666664,108
42.5,105
42.583333333333336,107
42.666666666666664,105
42.75,109
42.833333333333336,106
42.916666666666664,105
43,110
43.083333333333336,105
43.166666666666664,109
43.25,105
43.333333333333336,106
43.416666666666664,104
43.5,105
43.583333333333336,108
43.666666666666664,106
43.75,105
43.833333333333336,110
43.916666666666664,106
44,103
44.083333333333336,105
44.166666666666664,107
44.25,107
44.333333333333336,109
44.416666666666664,106
44.5,106
44.583333333333336,103
44.666666666666664,109
44.75,108
44.833333333333336,107
44.916666666666664,107
45,109
45.083333333333336,110
45.166666666666664,104
45.25,107
45.333333333333336,107
45.416666666666664,108
45.5,109
45.583333333333336,107
45.666666666666664,107
45.75,109
45.833333333333336,106
45.916666666666664,105
46,107
46.083333333333336,109
46.166666666666664,106
46.25,103
46.333333333333336,106
46.416666666666664,104
46.5,105
46.583333333333336,103
46.666666666666664,103
46.75,104
46.833333333333336,108
46.916666666666664,108
47,106
47.083333333333336,109
47.166666666666664,108
47.25,108
47.333333333333336,103
47.416666666666664,108
47.5,102
47.583333333333336,103
47.666666666666664,106
47.75,103
47.833333333333336,105
47.916666666666664,109
