"Hours since thread went live","Kekkon Yubiwa Monogatari • Tales of Wedding Rings - Episode 11 discussion"
0,1
0,3
0.08333333333333333,3
0.16666666666666666,4
0.25,5
0.3333333333333333,5
0.4166666666666667,8
0.5,10
0.5833333333333334,11
0.6666666666666666,14
0.75,17
0.8333333333333334,17
0.9166666666666666,17
1,17
1.0833333333333333,17
1.1666666666666667,19
1.25,20
1.3333333333333333,21
1.4166666666666667,24
1.5,27
1.5833333333333333,30
1.6666666666666667,28
1.75,29
1.8333333333333333,33
1.9166666666666667,37
2,37
2.0833333333333335,42
2.1666666666666665,42
2.25,43
2.3333333333333335,41
2.4166666666666665,42
2.5,43
2.5833333333333335,46
2.6666666666666665,49
2.75,49
2.8333333333333335,53
2.9166666666666665,52
3,57
3.0833333333333335,58
3.1666666666666665,56
3.25,56
3.3333333333333335,60
3.4166666666666665,66
3.5,65
3.5833333333333335,65
3.6666666666666665,66
3.75,69
3.8333333333333335,70
3.9166666666666665,70
4,70
4.083333333333333,71
4.166666666666667,74
4.25,72
4.333333333333333,74
4.416666666666667,75
4.5,77
4.583333333333333,79
4.666666666666667,84
4.75,80
4.833333333333333,82
4.916666666666667,85
5,87
5.083333333333333,89
5.166666666666667,91
5.25,90
5.333333333333333,89
5.416666666666667,92
5.5,89
5.583333333333333,88
5.666666666666667,90
5.75,93
5.833333333333333,96
5.916666666666667,96
6,96
6.083333333333333,95
6.166666666666667,96
6.25,92
6.333333333333333,96
6.416666666666667,95
6.5,99
6.583333333333333,96
6.666666666666667,94
6.75,97
6.833333333333333,92
6.916666666666667,96
7,98
7.083333333333333,95
7.166666666666667,101
7.25,99
7.333333333333333,102
7.416666666666667,102
7.5,104
7.583333333333333,101
7.666666666666667,100
7.75,99
7.833333333333333,101
7.916666666666667,103
8,102
8.083333333333334,105
8.166666666666666,104
8.25,110
8.333333333333334,106
8.416666666666666,104
8.5,103
8.583333333333334,104
8.666666666666666,108
8.75,110
8.833333333333334,108
8.916666666666666,111
9,113
9.083333333333334,109
9.166666666666666,111
9.25,112
9.333333333333334,114
9.416666666666666,116
9.5,120
9.583333333333334,119
9.666666666666666,115
9.75,116
9.833333333333334,117
9.916666666666666,120
10,121
10.083333333333334,118
10.166666666666666,115
10.25,117
10.333333333333334,121
10.416666666666666,121
10.5,124
10.583333333333334,122
10.666666666666666,123
10.75,125
10.833333333333334,123
10.916666666666666,124
11,121
11.083333333333334,123
11.166666666666666,123
11.25,128
11.333333333333334,128
11.416666666666666,127
11.5,127
11.583333333333334,130
11.666666666666666,127
11.75,127
11.833333333333334,127
11.916666666666666,127
12,129
12.083333333333334,133
12.166666666666666,127
12.25,130
12.333333333333334,127
12.416666666666666,127
12.5,129
12.583333333333334,129
12.666666666666666,128
12.75,133
12.833333333333334,129
12.916666666666666,128
13,128
13.083333333333334,130
13.166666666666666,131
13.25,133
13.333333333333334,136
13.416666666666666,136
13.5,137
13.583333333333334,137
13.666666666666666,132
13.75,136
13.833333333333334,134
13.916666666666666,137
14,138
14.083333333333334,144
14.166666666666666,139
14.25,137
14.333333333333334,141
14.416666666666666,143
14.5,143
14.583333333333334,141
14.666666666666666,140
14.75,140
14.833333333333334,143
14.916666666666666,142
15,142
15.083333333333334,140
15.166666666666666,143
15.25,141
15.333333333333334,145
15.416666666666666,145
15.5,141
15.583333333333334,145
15.666666666666666,145
15.75,143
15.833333333333334,144
15.916666666666666,147
16,143
16.083333333333332,147
16.166666666666668,150
16.25,148
16.333333333333332,144
16.416666666666668,147
16.5,147
16.583333333333332,148
16.666666666666668,145
16.75,147
16.833333333333332,146
16.916666666666668,147
17,146
17.083333333333332,143
17.166666666666668,150
17.25,151
17.333333333333332,144
17.416666666666668,149
17.5,149
17.583333333333332,146
17.666666666666668,150
17.75,152
17.833333333333332,152
17.916666666666668,151
18,152
18.083333333333332,149
18.166666666666668,150
18.25,154
18.333333333333332,148
18.416666666666668,153
18.5,150
18.583333333333332,153
18.666666666666668,152
18.75,155
18.833333333333332,154
18.916666666666668,151
19,152
19.083333333333332,154
19.166666666666668,149
19.25,149
19.333333333333332,154
19.416666666666668,152
19.5,153
19.583333333333332,154
19.666666666666668,152
19.75,153
19.833333333333332,154
19.916666666666668,155
20,152
20.083333333333332,152
20.166666666666668,155
20.25,151
20.333333333333332,151
20.416666666666668,155
20.5,156
20.583333333333332,155
20.666666666666668,155
20.75,155
20.833333333333332,155
20.916666666666668,159
21,156
21.083333333333332,158
21.166666666666668,156
21.25,154
21.333333333333332,156
21.416666666666668,152
21.5,161
21.583333333333332,159
21.666666666666668,157
21.75,159
21.833333333333332,157
21.916666666666668,155
22,160
22.083333333333332,160
22.166666666666668,159
22.25,156
22.333333333333332,158
22.416666666666668,154
22.5,160
22.583333333333332,157
22.666666666666668,161
22.75,157
22.833333333333332,160
22.916666666666668,159
23,160
23.083333333333332,158
23.166666666666668,159
23.25,158
23.333333333333332,161
23.416666666666668,159
23.5,161
23.583333333333332,160
23.666666666666668,163
23.75,162
23.833333333333332,163
23.916666666666668,163
24,162
24.083333333333332,161
24.166666666666668,162
24.25,165
24.333333333333332,160
24.416666666666668,158
24.5,161
24.583333333333332,158
24.666666666666668,162
24.75,165
24.833333333333332,160
24.916666666666668,162
25,162
25.083333333333332,161
25.166666666666668,160
25.25,161
25.333333333333332,159
25.416666666666668,162
25.5,164
25.583333333333332,163
25.666666666666668,164
25.75,163
25.833333333333332,165
25.916666666666668,164
26,161
26.083333333333332,160
26.166666666666668,161
26.25,161
