"Hours since thread went live","Kekkon Yubiwa Monogatari • Tales of Wedding Rings - Episode 11 discussion"
26.333333333333332,158
26.416666666666668,160
26.5,164
26.583333333333332,161
26.666666666666668,162
26.75,160
26.833333333333332,160
26.916666666666668,157
27,160
27.083333333333332,162
27.166666666666668,161
27.25,161
27.333333333333332,162
27.416666666666668,162
27.5,160
27.583333333333332,161
27.666666666666668,164
27.75,161
27.833333333333332,161
27.916666666666668,160
28,160
28.083333333333332,159
28.166666666666668,164
28.25,160
28.333333333333332,162
28.416666666666668,163
28.5,165
28.583333333333332,162
28.666666666666668,160
28.75,159
28.833333333333332,159
28.916666666666668,161
29,159
29.083333333333332,157
29.166666666666668,164
29.25,164
29.333333333333332,162
29.416666666666668,163
29.5,164
29.583333333333332,158
29.666666666666668,162
29.75,163
29.833333333333332,165
29.916666666666668,164
30,161
30.083333333333332,166
30.166666666666668,163
30.25,162
30.333333333333332,164
30.416666666666668,161
30.5,165
30.583333333333332,166
30.666666666666668,166
30.75,166
30.833333333333332,165
30.916666666666668,160
31,167
31.083333333333332,163
31.166666666666668,163
31.25,160
31.333333333333332,163
31.416666666666668,163
31.5,163
31.583333333333332,164
31.666666666666668,164
31.75,164
31.833333333333332,165
31.916666666666668,166
32,161
32.083333333333336,162
32.166666666666664,162
32.25,166
32.333333333333336,165
32.416666666666664,169
32.5,171
32.583333333333336,168
32.666666666666664,168
32.75,168
32.833333333333336,165
32.916666666666664,164
33,165
33.083333333333336,164
33.166666666666664,165
33.25,165
33.333333333333336,169
33.416666666666664,169
33.5,169
33.583333333333336,167
33.666666666666664,165
33.75,166
33.833333333333336,168
33.916666666666664,168
34,168
34.083333333333336,169
34.166666666666664,170
34.25,164
34.333333333333336,167
34.416666666666664,165
34.5,167
34.583333333333336,165
34.666666666666664,168
34.75,166
34.833333333333336,166
34.916666666666664,166
35,166
35.083333333333336,171
35.166666666666664,167
35.25,172
35.333333333333336,169
35.416666666666664,164
35.5,170
35.583333333333336,172
35.666666666666664,167
35.75,167
35.833333333333336,168
35.916666666666664,169
36,168
36.083333333333336,171
36.166666666666664,172
36.25,165
36.333333333333336,172
36.416666666666664,171
36.5,168
36.583333333333336,164
36.666666666666664,168
36.75,168
36.833333333333336,167
36.916666666666664,163
37,165
37.083333333333336,166
37.166666666666664,167
37.25,169
37.333333333333336,169
37.416666666666664,168
37.5,168
37.583333333333336,167
37.666666666666664,165
37.75,167
37.833333333333336,169
37.916666666666664,166
38,164
38.083333333333336,164
38.166666666666664,166
38.25,169
38.333333333333336,167
38.416666666666664,167
38.5,164
38.583333333333336,169
38.666666666666664,165
38.75,166
38.833333333333336,167
38.916666666666664,170
39,168
39.083333333333336,170
39.166666666666664,168
39.25,168
39.333333333333336,168
39.416666666666664,167
39.5,169
39.583333333333336,172
39.666666666666664,174
39.75,171
39.833333333333336,175
39.916666666666664,172
40,170
40.083333333333336,171
40.166666666666664,170
40.25,171
40.333333333333336,175
40.416666666666664,175
40.5,169
40.583333333333336,174
40.666666666666664,171
40.75,169
40.833333333333336,173
40.916666666666664,174
41,176
41.083333333333336,175
41.166666666666664,174
41.25,170
41.333333333333336,170
41.416666666666664,176
41.5,173
41.583333333333336,175
41.666666666666664,172
41.75,175
41.833333333333336,176
41.916666666666664,176
42,175
42.083333333333336,176
42.166666666666664,173
42.25,176
42.333333333333336,176
42.416666666666664,176
42.5,175
42.583333333333336,173
42.666666666666664,173
42.75,175
42.833333333333336,177
42.916666666666664,177
43,179
43.083333333333336,176
43.166666666666664,178
43.25,176
43.333333333333336,176
43.416666666666664,176
43.5,176
43.583333333333336,175
43.666666666666664,174
43.75,174
43.833333333333336,173
43.916666666666664,176
44,172
44.083333333333336,175
44.166666666666664,177
44.25,175
44.333333333333336,174
44.416666666666664,174
44.5,173
44.583333333333336,174
44.666666666666664,178
44.75,175
44.833333333333336,175
44.916666666666664,177
45,171
45.083333333333336,174
45.166666666666664,176
45.25,173
45.333333333333336,173
45.416666666666664,172
45.5,172
45.583333333333336,174
45.666666666666664,173
45.75,173
45.833333333333336,173
45.916666666666664,176
46,171
46.083333333333336,176
46.166666666666664,174
46.25,177
46.333333333333336,174
46.416666666666664,176
46.5,174
46.583333333333336,174
46.666666666666664,174
46.75,175
46.833333333333336,177
46.916666666666664,170
47,173
47.083333333333336,176
47.166666666666664,172
47.25,175
47.333333333333336,173
47.416666666666664,174
47.5,175
47.583333333333336,170
47.666666666666664,171
47.75,176
47.833333333333336,177
47.916666666666664,177
