"Hours since thread went live","Jaku-Chara Tomozaki-kun 2nd Stage • Bottom-tier Character Tomozaki 2nd Stage - Episode 9 discussion"
28.083333333333332,461
28.166666666666668,463
28.25,461
28.333333333333332,458
28.416666666666668,456
28.5,462
28.583333333333332,455
28.666666666666668,464
28.75,464
28.833333333333332,461
28.916666666666668,463
29,459
29.083333333333332,462
29.166666666666668,463
29.25,464
29.333333333333332,462
29.416666666666668,466
29.5,462
29.583333333333332,463
29.666666666666668,462
29.75,467
29.833333333333332,469
29.916666666666668,463
30,460
30.083333333333332,466
30.166666666666668,467
30.25,466
30.333333333333332,466
30.416666666666668,467
30.5,467
30.583333333333332,469
30.666666666666668,468
30.75,464
30.833333333333332,465
30.916666666666668,467
31,467
31.083333333333332,468
31.166666666666668,465
31.25,467
31.333333333333332,468
31.416666666666668,467
31.5,463
31.583333333333332,469
31.666666666666668,463
31.75,466
31.833333333333332,471
31.916666666666668,471
32,473
32.083333333333336,467
32.166666666666664,471
32.25,469
32.333333333333336,473
32.416666666666664,473
32.5,469
32.583333333333336,474
32.666666666666664,470
32.75,467
32.833333333333336,473
32.916666666666664,468
33,468
33.083333333333336,469
33.166666666666664,474
33.25,477
33.333333333333336,471
33.416666666666664,476
33.5,470
33.583333333333336,469
33.666666666666664,478
33.75,470
33.833333333333336,477
33.916666666666664,475
34,473
34.083333333333336,474
34.166666666666664,477
34.25,474
34.333333333333336,473
34.416666666666664,476
34.5,480
34.583333333333336,473
34.666666666666664,478
34.75,477
34.833333333333336,474
34.916666666666664,473
35,476
35.083333333333336,476
35.166666666666664,477
35.25,475
35.333333333333336,476
35.416666666666664,478
35.5,473
35.583333333333336,475
35.666666666666664,481
35.75,477
35.833333333333336,477
35.916666666666664,483
36,472
36.083333333333336,478
36.166666666666664,479
36.25,479
36.333333333333336,479
36.416666666666664,478
36.5,479
36.583333333333336,480
36.666666666666664,480
36.75,478
36.833333333333336,478
36.916666666666664,475
37,477
37.083333333333336,484
37.166666666666664,479
37.25,478
37.333333333333336,480
37.416666666666664,476
37.5,479
37.583333333333336,485
37.666666666666664,476
37.75,482
37.833333333333336,485
37.916666666666664,481
38,484
38.083333333333336,489
38.166666666666664,487
38.25,480
38.333333333333336,487
38.416666666666664,485
38.5,485
38.583333333333336,488
38.666666666666664,483
38.75,485
38.833333333333336,482
38.916666666666664,486
39,483
39.083333333333336,487
39.166666666666664,489
39.25,487
39.333333333333336,487
39.416666666666664,484
39.5,485
39.583333333333336,485
39.666666666666664,486
39.75,484
39.833333333333336,492
39.916666666666664,483
40,488
40.083333333333336,484
40.166666666666664,481
40.25,490
40.333333333333336,486
40.416666666666664,482
40.5,490
40.583333333333336,481
40.666666666666664,486
40.75,490
40.833333333333336,486
40.916666666666664,485
41,486
41.083333333333336,482
41.166666666666664,488
41.25,489
41.333333333333336,488
41.416666666666664,486
41.5,481
41.583333333333336,491
41.666666666666664,486
41.75,489
41.833333333333336,485
41.916666666666664,485
42,482
42.083333333333336,486
42.166666666666664,483
42.25,490
42.333333333333336,487
42.416666666666664,490
42.5,487
42.583333333333336,486
42.666666666666664,488
42.75,485
42.833333333333336,481
42.916666666666664,486
43,482
43.083333333333336,487
43.166666666666664,487
43.25,487
43.333333333333336,488
43.416666666666664,484
43.5,486
43.583333333333336,490
43.666666666666664,486
43.75,488
43.833333333333336,483
43.916666666666664,489
44,489
44.083333333333336,487
44.166666666666664,484
44.25,487
44.333333333333336,485
44.416666666666664,488
44.5,488
44.583333333333336,489
44.666666666666664,484
44.75,491
44.833333333333336,487
44.916666666666664,493
45,488
45.083333333333336,493
45.166666666666664,494
45.25,492
45.333333333333336,493
45.416666666666664,487
45.5,486
45.583333333333336,487
45.666666666666664,487
45.75,488
45.833333333333336,490
45.916666666666664,489
46,492
46.083333333333336,488
46.166666666666664,490
46.25,493
46.333333333333336,485
46.416666666666664,486
46.5,488
46.583333333333336,492
46.666666666666664,488
46.75,492
46.833333333333336,491
46.916666666666664,487
47,488
47.083333333333336,491
47.166666666666664,496
47.25,485
47.333333333333336,489
47.416666666666664,490
47.5,490
47.583333333333336,496
47.666666666666664,489
47.75,489
47.833333333333336,489
47.916666666666664,486
