"Hours since thread went live","Highspeed Étoile - Episode 5 discussion"
0,1
0,1
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,2
0.4166666666666667,3
0.5,3
0.5833333333333334,3
0.6666666666666666,3
0.75,3
0.8333333333333334,4
0.9166666666666666,3
1,3
1.0833333333333333,3
1.1666666666666667,4
1.25,6
1.3333333333333333,6
1.4166666666666667,7
1.5,7
1.75,8
1.8333333333333333,8
1.9166666666666667,7
2,7
2.0833333333333335,10
2.1666666666666665,11
2.25,12
2.3333333333333335,11
2.4166666666666665,10
2.5,10
2.5833333333333335,11
2.6666666666666665,10
2.75,11
2.8333333333333335,13
2.9166666666666665,11
3,12
3.0833333333333335,11
3.1666666666666665,11
3.25,11
3.3333333333333335,12
3.4166666666666665,13
3.5,13
3.5833333333333335,12
3.6666666666666665,14
3.75,16
3.8333333333333335,14
3.9166666666666665,14
4,14
4.083333333333333,16
4.166666666666667,15
4.25,15
4.333333333333333,17
4.416666666666667,15
4.5,17
4.583333333333333,14
4.666666666666667,15
4.75,15
4.833333333333333,16
4.916666666666667,14
5,15
5.083333333333333,15
5.166666666666667,14
5.25,14
5.333333333333333,14
5.416666666666667,16
5.5,17
5.583333333333333,18
5.666666666666667,18
5.75,16
5.833333333333333,17
5.916666666666667,16
6,19
6.083333333333333,16
6.166666666666667,15
6.25,18
6.333333333333333,17
6.416666666666667,17
6.5,16
6.583333333333333,17
6.666666666666667,18
6.75,15
6.833333333333333,16
6.916666666666667,14
7,16
7.083333333333333,17
7.166666666666667,16
7.25,16
7.333333333333333,15
7.416666666666667,18
7.5,17
7.583333333333333,16
7.666666666666667,18
7.75,17
7.833333333333333,16
7.916666666666667,19
8,18
8.083333333333334,19
8.166666666666666,18
8.25,20
8.333333333333334,18
8.416666666666666,19
8.5,17
8.583333333333334,16
8.666666666666666,20
8.75,19
8.833333333333334,19
8.916666666666666,18
9,18
9.083333333333334,21
9.166666666666666,17
9.25,18
9.333333333333334,19
9.416666666666666,18
9.5,20
9.583333333333334,19
9.666666666666666,17
9.75,18
9.833333333333334,19
9.916666666666666,20
10,21
10.083333333333334,21
10.166666666666666,23
10.25,23
10.333333333333334,21
10.416666666666666,22
10.5,22
10.583333333333334,23
10.666666666666666,24
10.75,23
10.833333333333334,22
10.916666666666666,22
11,23
11.083333333333334,23
11.166666666666666,21
11.25,23
11.333333333333334,20
11.416666666666666,22
11.5,24
11.583333333333334,24
11.666666666666666,24
11.75,23
11.833333333333334,24
11.916666666666666,24
12,22
12.083333333333334,24
12.166666666666666,23
12.25,22
12.333333333333334,23
12.416666666666666,22
12.5,23
12.583333333333334,22
12.666666666666666,25
12.75,22
12.833333333333334,23
12.916666666666666,22
13,24
13.083333333333334,21
13.166666666666666,24
13.25,22
13.333333333333334,24
13.416666666666666,23
13.5,22
13.583333333333334,24
13.666666666666666,24
13.75,24
13.833333333333334,24
13.916666666666666,26
14,26
14.083333333333334,25
14.166666666666666,23
14.25,24
14.333333333333334,28
14.416666666666666,29
14.5,28
14.583333333333334,25
14.666666666666666,24
14.75,28
14.833333333333334,26
14.916666666666666,23
15,26
15.083333333333334,29
15.166666666666666,22
15.25,23
15.333333333333334,26
15.416666666666666,28
15.5,26
15.583333333333334,29
15.666666666666666,28
15.75,29
15.833333333333334,28
15.916666666666666,25
16,26
16.083333333333332,29
16.166666666666668,26
16.25,23
16.333333333333332,28
16.416666666666668,24
16.5,27
16.583333333333332,24
16.666666666666668,28
16.75,30
16.833333333333332,26
16.916666666666668,26
17,26
17.083333333333332,26
17.166666666666668,29
17.25,29
17.333333333333332,26
17.416666666666668,30
17.5,33
17.583333333333332,30
17.666666666666668,32
17.75,31
17.833333333333332,32
17.916666666666668,32
18,27
18.083333333333332,29
18.166666666666668,28
18.25,30
18.333333333333332,33
18.416666666666668,33
18.5,32
18.583333333333332,30
18.666666666666668,28
18.75,31
18.833333333333332,34
18.916666666666668,32
19,30
19.083333333333332,34
19.166666666666668,27
19.25,29
19.333333333333332,30
19.416666666666668,32
19.5,32
19.583333333333332,29
19.666666666666668,29
19.75,28
19.833333333333332,32
19.916666666666668,30
20,34
20.083333333333332,31
20.166666666666668,34
20.25,38
20.333333333333332,35
20.416666666666668,36
20.5,34
20.583333333333332,36
20.666666666666668,33
20.75,34
20.833333333333332,35
20.916666666666668,30
21,36
21.083333333333332,30
21.166666666666668,31
21.25,35
21.333333333333332,35
21.416666666666668,32
21.5,34
21.583333333333332,33
21.666666666666668,30
21.75,36
21.833333333333332,32
21.916666666666668,34
22,31
22.083333333333332,31
22.166666666666668,34
22.25,34
22.333333333333332,36
22.416666666666668,35
22.5,36
22.583333333333332,36
22.666666666666668,35
22.75,37
22.833333333333332,35
22.916666666666668,35
23,35
23.083333333333332,35
23.166666666666668,31
23.25,33
23.333333333333332,33
23.416666666666668,32
23.5,35
23.583333333333332,34
23.666666666666668,35
23.75,31
23.833333333333332,39
23.916666666666668,36
24,37
24.083333333333332,38
24.166666666666668,38
24.25,38
24.333333333333332,36
24.416666666666668,32
24.5,36
24.583333333333332,35
24.666666666666668,38
24.75,40
24.833333333333332,33
24.916666666666668,39
25,35
25.083333333333332,33
25.166666666666668,39
25.25,37
25.333333333333332,37
25.416666666666668,34
25.5,38
25.583333333333332,40
25.666666666666668,39
25.75,40
25.833333333333332,37
25.916666666666668,38
26,35
26.083333333333332,37
26.166666666666668,37
26.25,36
26.333333333333332,37
26.416666666666668,35
26.5,40
26.583333333333332,35
26.666666666666668,36
26.75,36
26.833333333333332,38
26.916666666666668,37
27,35
27.083333333333332,38
27.166666666666668,35
27.25,34
27.333333333333332,34
27.416666666666668,37
27.5,36
27.583333333333332,35
27.666666666666668,37
27.75,39
27.833333333333332,41
27.916666666666668,34
28,35
28.083333333333332,36
28.166666666666668,35
28.25,36
28.333333333333332,36
28.416666666666668,37
28.5,36
28.583333333333332,40
28.666666666666668,38
28.75,37
28.833333333333332,36
28.916666666666668,39
29,35
29.083333333333332,41
29.166666666666668,39
29.25,38
29.333333333333332,34
29.416666666666668,39
29.5,39
29.583333333333332,40
29.666666666666668,39
29.75,38
29.833333333333332,42
29.916666666666668,41
30,40
30.083333333333332,43
30.166666666666668,41
30.25,38
30.333333333333332,40
30.416666666666668,37
30.5,41
30.583333333333332,35
30.666666666666668,40
30.75,38
30.833333333333332,40
30.916666666666668,38
31,40
31.083333333333332,42
31.166666666666668,41
31.25,37
31.333333333333332,38
31.416666666666668,36
31.5,38
31.583333333333332,37
31.666666666666668,42
31.75,38
31.833333333333332,37
31.916666666666668,40
32,38
32.083333333333336,40
32.166666666666664,36
32.25,42
32.333333333333336,38
32.416666666666664,42
32.5,39
32.583333333333336,43
32.666666666666664,36
32.75,39
32.833333333333336,36
32.916666666666664,40
33,36
33.083333333333336,42
33.166666666666664,39
33.25,39
33.333333333333336,41
33.416666666666664,37
33.5,42
33.583333333333336,39
33.666666666666664,43
33.75,39
33.833333333333336,40
33.916666666666664,41
34,43
34.083333333333336,37
34.166666666666664,41
34.25,37
34.333333333333336,38
34.416666666666664,36
34.5,40
34.583333333333336,38
34.666666666666664,40
34.75,38
34.833333333333336,41
34.916666666666664,40
35,41
35.083333333333336,39
35.166666666666664,41
35.25,38
35.333333333333336,39
35.416666666666664,36
35.5,38
35.583333333333336,41
35.666666666666664,36
35.75,42
35.833333333333336,37
35.916666666666664,37
36,43
36.083333333333336,42
36.166666666666664,39
36.25,36
36.333333333333336,40
36.416666666666664,40
36.5,39
36.583333333333336,39
36.666666666666664,38
36.75,38
36.833333333333336,37
36.916666666666664,41
37,37
37.083333333333336,39
37.166666666666664,40
37.25,39
37.333333333333336,36
37.416666666666664,39
37.5,37
37.583333333333336,40
37.666666666666664,35
37.75,41
37.833333333333336,44
37.916666666666664,38
38,42
38.083333333333336,43
38.166666666666664,37
38.25,37
38.333333333333336,40
38.416666666666664,41
38.5,43
38.583333333333336,40
38.666666666666664,38
38.75,42
38.833333333333336,42
38.916666666666664,45
39,44
39.083333333333336,41
39.166666666666664,40
39.25,42
39.333333333333336,43
