"Hours since thread went live","Sengoku Youko - Episode 12 discussion"
0,1
0.08333333333333333,3
0.16666666666666666,4
0.25,7
0.3333333333333333,7
0.4166666666666667,10
0.5,15
0.5833333333333334,19
0.6666666666666666,21
0.75,26
0.8333333333333334,30
0.9166666666666666,31
1,33
1.0833333333333333,39
1.1666666666666667,41
1.25,44
1.3333333333333333,48
1.4166666666666667,54
1.5,57
1.5833333333333333,58
1.6666666666666667,59
1.75,62
1.8333333333333333,61
1.9166666666666667,63
2,64
2.0833333333333335,69
2.1666666666666665,69
2.25,74
2.3333333333333335,72
2.4166666666666665,80
2.5,77
2.5833333333333335,79
2.6666666666666665,85
2.75,86
2.8333333333333335,90
2.9166666666666665,90
3,91
3.0833333333333335,92
3.1666666666666665,94
3.25,96
3.3333333333333335,101
3.4166666666666665,102
3.5,98
3.5833333333333335,102
3.6666666666666665,102
3.75,104
3.8333333333333335,106
3.9166666666666665,109
4,110
4.083333333333333,110
4.166666666666667,111
4.25,115
4.333333333333333,118
4.416666666666667,123
4.5,122
4.583333333333333,127
4.666666666666667,132
4.75,134
4.833333333333333,132
4.916666666666667,136
5,134
5.083333333333333,137
5.166666666666667,137
5.25,137
5.333333333333333,139
5.416666666666667,136
5.5,138
5.583333333333333,145
5.666666666666667,148
5.75,147
5.833333333333333,151
5.916666666666667,151
6,155
6.083333333333333,155
6.166666666666667,157
6.25,159
6.333333333333333,156
6.416666666666667,158
6.5,158
6.583333333333333,160
6.666666666666667,166
6.75,163
6.833333333333333,170
6.916666666666667,175
7,169
7.083333333333333,172
7.166666666666667,174
7.25,175
7.333333333333333,184
7.416666666666667,179
7.5,180
7.583333333333333,182
7.666666666666667,183
7.75,183
7.833333333333333,186
7.916666666666667,187
8,193
8.083333333333334,187
8.166666666666666,191
8.25,191
8.333333333333334,189
8.416666666666666,191
8.5,190
8.583333333333334,191
8.666666666666666,194
8.75,202
8.833333333333334,204
8.916666666666666,206
9,204
9.083333333333334,205
9.166666666666666,212
9.25,211
9.333333333333334,211
9.416666666666666,206
9.5,210
9.583333333333334,219
9.666666666666666,220
9.75,216
9.833333333333334,220
9.916666666666666,219
10,220
10.083333333333334,220
10.166666666666666,225
10.25,222
10.333333333333334,227
10.416666666666666,225
10.5,230
10.583333333333334,233
10.666666666666666,233
10.75,234
10.833333333333334,234
10.916666666666666,230
11,233
11.083333333333334,230
11.166666666666666,234
11.25,233
11.333333333333334,234
11.416666666666666,235
11.5,233
11.583333333333334,237
11.666666666666666,233
11.75,236
11.833333333333334,238
11.916666666666666,236
12,239
12.083333333333334,240
12.166666666666666,238
12.25,238
12.333333333333334,239
12.416666666666666,246
12.5,241
12.583333333333334,244
12.666666666666666,244
12.75,241
12.833333333333334,246
12.916666666666666,247
13,250
13.083333333333334,251
13.166666666666666,247
13.25,245
13.333333333333334,252
13.416666666666666,250
13.5,252
13.583333333333334,254
13.666666666666666,250
13.75,251
13.833333333333334,254
13.916666666666666,254
14,256
14.083333333333334,255
14.166666666666666,259
14.25,256
14.333333333333334,258
14.416666666666666,256
14.5,256
14.583333333333334,257
14.666666666666666,256
14.75,256
14.833333333333334,260
14.916666666666666,259
15,259
15.083333333333334,264
15.166666666666666,262
15.25,264
15.333333333333334,267
15.416666666666666,266
15.5,262
15.583333333333334,263
15.666666666666666,264
15.75,263
15.833333333333334,265
15.916666666666666,266
16,265
16.083333333333332,270
16.166666666666668,268
16.25,270
16.333333333333332,268
16.416666666666668,270
16.5,272
16.583333333333332,272
16.666666666666668,274
16.75,270
16.833333333333332,274
16.916666666666668,273
17,270
17.083333333333332,272
17.166666666666668,269
17.25,276
17.333333333333332,278
17.416666666666668,277
17.5,275
17.583333333333332,273
17.666666666666668,276
17.75,277
17.833333333333332,274
17.916666666666668,275
18,279
18.083333333333332,280
18.166666666666668,278
18.25,278
18.333333333333332,275
18.416666666666668,278
18.5,276
18.583333333333332,280
18.666666666666668,281
18.75,284
18.833333333333332,286
18.916666666666668,281
19,285
19.083333333333332,281
19.166666666666668,285
19.25,282
19.333333333333332,287
19.416666666666668,281
19.5,283
19.583333333333332,283
19.666666666666668,282
19.75,284
19.833333333333332,284
19.916666666666668,285
20,286
20.083333333333332,282
20.166666666666668,287
20.25,281
20.333333333333332,290
20.416666666666668,290
20.5,282
20.583333333333332,284
20.666666666666668,285
20.75,288
20.833333333333332,289
20.916666666666668,288
21,290
21.083333333333332,289
21.166666666666668,288
21.25,292
21.333333333333332,289
21.416666666666668,288
21.5,288
21.583333333333332,289
21.666666666666668,285
21.75,291
21.833333333333332,288
21.916666666666668,293
22,290
22.083333333333332,289
22.166666666666668,290
22.25,291
22.333333333333332,293
22.416666666666668,293
22.5,296
22.583333333333332,294
22.666666666666668,292
22.75,292
22.833333333333332,291
22.916666666666668,292
23,291
23.083333333333332,291
23.166666666666668,292
23.25,295
23.333333333333332,294
