"Hours since thread went live","Kaijuu 8-gou • Kaiju No. 8 - Episode 3 discussion"
0,1
0,2
0.08333333333333333,8
0.16666666666666666,16
0.25,17
0.3333333333333333,24
0.4166666666666667,29
0.5,34
0.5833333333333334,51
0.6666666666666666,60
0.75,78
0.8333333333333334,92
0.9166666666666666,107
1,129
1.0833333333333333,144
1.1666666666666667,164
1.25,183
1.3333333333333333,201
1.4166666666666667,224
1.5,252
1.5833333333333333,260
1.6666666666666667,276
1.75,295
1.8333333333333333,321
1.9166666666666667,334
2,349
2.0833333333333335,361
2.1666666666666665,372
2.25,388
2.3333333333333335,400
2.4166666666666665,418
2.5,427
2.5833333333333335,445
2.6666666666666665,459
2.75,472
2.8333333333333335,485
2.9166666666666665,500
3,513
3.0833333333333335,519
3.1666666666666665,537
3.25,546
3.3333333333333335,556
3.4166666666666665,561
3.5,576
3.5833333333333335,583
3.6666666666666665,597
3.75,599
3.8333333333333335,607
3.9166666666666665,613
4,625
4.083333333333333,632
4.166666666666667,637
4.25,655
4.333333333333333,664
4.416666666666667,671
4.5,683
4.583333333333333,695
4.666666666666667,704
4.75,708
4.833333333333333,714
4.916666666666667,726
5,737
5.083333333333333,749
5.166666666666667,750
5.25,756
5.333333333333333,767
5.416666666666667,770
5.5,784
5.583333333333333,789
5.666666666666667,795
5.75,806
5.833333333333333,812
5.916666666666667,830
6,839
6.083333333333333,853
6.166666666666667,852
6.25,854
6.333333333333333,862
6.416666666666667,872
6.5,885
6.583333333333333,893
6.666666666666667,907
6.75,908
6.833333333333333,913
6.916666666666667,928
7,931
7.083333333333333,944
7.166666666666667,945
7.25,958
7.333333333333333,971
7.416666666666667,983
7.5,986
7.583333333333333,992
7.666666666666667,998
7.75,1010
7.833333333333333,1019
7.916666666666667,1020
8,1026
8.083333333333334,1032
8.166666666666666,1032
8.25,1048
8.333333333333334,1045
8.416666666666666,1055
8.5,1055
8.583333333333334,1069
8.666666666666666,1070
8.75,1079
8.833333333333334,1085
8.916666666666666,1086
9,1086
9.083333333333334,1090
9.166666666666666,1102
9.25,1101
9.333333333333334,1110
9.5,1120
9.583333333333334,1121
9.666666666666666,1134
9.75,1138
9.833333333333334,1146
9.916666666666666,1145
10,1156
10.083333333333334,1168
10.166666666666666,1174
10.25,1181
10.333333333333334,1180
10.416666666666666,1187
10.5,1193
10.583333333333334,1189
10.666666666666666,1197
10.75,1192
10.833333333333334,1197
10.916666666666666,1202
11,1204
11.083333333333334,1213
11.166666666666666,1214
11.25,1228
11.333333333333334,1238
11.416666666666666,1234
11.5,1237
11.583333333333334,1239
11.666666666666666,1257
11.75,1254
11.833333333333334,1262
11.916666666666666,1265
12,1266
12.083333333333334,1271
12.166666666666666,1272
12.25,1276
12.333333333333334,1282
12.416666666666666,1291
12.5,1300
12.583333333333334,1304
12.666666666666666,1310
12.75,1315
12.833333333333334,1319
12.916666666666666,1320
13,1330
13.083333333333334,1328
13.166666666666666,1332
13.25,1337
13.333333333333334,1345
13.416666666666666,1347
13.5,1353
13.583333333333334,1362
13.666666666666666,1373
13.75,1372
13.833333333333334,1372
13.916666666666666,1375
14,1383
14.083333333333334,1380
14.166666666666666,1386
14.25,1396
14.333333333333334,1400
14.416666666666666,1408
14.5,1402
14.583333333333334,1409
14.666666666666666,1411
14.75,1411
14.833333333333334,1422
14.916666666666666,1430
15,1427
15.083333333333334,1432
15.166666666666666,1436
15.25,1433
15.333333333333334,1445
15.416666666666666,1437
15.5,1445
15.583333333333334,1451
15.666666666666666,1450
15.75,1449
15.833333333333334,1455
15.916666666666666,1456
16,1460
16.166666666666668,1474
16.25,1472
16.333333333333332,1477
16.416666666666668,1486
16.5,1485
16.583333333333332,1491
16.666666666666668,1488
16.75,1491
16.833333333333332,1495
16.916666666666668,1503
17,1501
17.083333333333332,1503
17.166666666666668,1508
17.25,1515
17.333333333333332,1508
17.416666666666668,1518
17.5,1516
17.583333333333332,1521
17.666666666666668,1526
17.75,1527
17.833333333333332,1526
17.916666666666668,1529
18,1534
18.083333333333332,1540
18.166666666666668,1546
18.25,1545
18.333333333333332,1544
18.416666666666668,1549
18.5,1552
18.583333333333332,1554
18.666666666666668,1553
18.75,1558
18.833333333333332,1559
18.916666666666668,1556
19,1561
19.083333333333332,1557
19.166666666666668,1569
19.25,1568
19.333333333333332,1577
19.416666666666668,1575
19.5,1578
19.583333333333332,1575
19.666666666666668,1575
19.75,1574
19.833333333333332,1580
19.916666666666668,1586
20,1583
20.083333333333332,1588
20.166666666666668,1589
20.25,1592
20.333333333333332,1592
20.416666666666668,1595
20.5,1598
20.583333333333332,1594
20.666666666666668,1605
20.75,1600
20.833333333333332,1609
20.916666666666668,1601
21,1607
21.083333333333332,1610
21.166666666666668,1613
21.25,1619
21.333333333333332,1620
21.416666666666668,1622
21.5,1628
21.583333333333332,1629
21.666666666666668,1621
21.75,1631
21.833333333333332,1629
21.916666666666668,1631
22,1637
22.083333333333332,1630
22.166666666666668,1633
22.25,1633
22.333333333333332,1640
22.416666666666668,1641
22.5,1640
22.583333333333332,1646
22.666666666666668,1651
22.75,1640
22.833333333333332,1648
22.916666666666668,1650
23,1648
23.083333333333332,1654
23.166666666666668,1650
23.25,1660
23.333333333333332,1656
23.416666666666668,1658
23.5,1657
23.583333333333332,1660
23.666666666666668,1664
23.75,1663
23.833333333333332,1673
23.916666666666668,1673
24,1674
24.083333333333332,1672
24.166666666666668,1671
24.25,1678
24.333333333333332,1676
24.416666666666668,1679
24.5,1675
24.583333333333332,1685
24.666666666666668,1685
24.75,1690
24.833333333333332,1692
24.916666666666668,1685
25,1696
25.083333333333332,1693
25.166666666666668,1694
25.25,1692
25.333333333333332,1698
25.416666666666668,1698
25.5,1702
25.583333333333332,1703
25.666666666666668,1697
25.75,1697
25.833333333333332,1706
25.916666666666668,1709
26,1704
26.083333333333332,1708
26.166666666666668,1710
26.25,1711
26.333333333333332,1705
26.416666666666668,1712
26.5,1716
26.583333333333332,1714
26.666666666666668,1714
26.75,1723
26.833333333333332,1719
26.916666666666668,1722
27,1723
27.083333333333332,1720
27.166666666666668,1720
27.25,1721
27.333333333333332,1723
27.416666666666668,1725
27.5,1724
27.583333333333332,1728
27.666666666666668,1725
27.75,1736
27.833333333333332,1733
27.916666666666668,1729
28,1733
28.083333333333332,1735
28.166666666666668,1738
28.25,1742
28.333333333333332,1740
28.416666666666668,1740
28.5,1741
28.583333333333332,1746
28.666666666666668,1740
28.75,1745
28.833333333333332,1745
28.916666666666668,1746
29,1751
29.083333333333332,1749
29.166666666666668,1754
29.25,1756
29.333333333333332,1762
29.416666666666668,1754
29.5,1756
29.583333333333332,1762
29.666666666666668,1757
29.75,1761
29.833333333333332,1763
29.916666666666668,1761
30,1771
30.083333333333332,1767
30.166666666666668,1768
30.25,1766
30.333333333333332,1764
30.416666666666668,1776
30.5,1772
30.583333333333332,1770
30.666666666666668,1770
30.75,1782
30.833333333333332,1782
30.916666666666668,1780
31,1777
