"Hours since thread went live","Kaijuu 8-gou • Kaiju No. 8 - Episode 3 discussion"
31.083333333333332,1785
31.166666666666668,1781
31.25,1783
31.333333333333332,1778
31.416666666666668,1778
31.5,1780
31.583333333333332,1778
31.666666666666668,1787
31.75,1784
31.833333333333332,1788
31.916666666666668,1788
32,1792
32.083333333333336,1786
32.166666666666664,1784
32.25,1784
32.333333333333336,1792
32.416666666666664,1785
32.5,1793
32.583333333333336,1791
32.666666666666664,1791
32.75,1798
32.833333333333336,1793
32.916666666666664,1793
33,1796
33.083333333333336,1794
33.166666666666664,1791
33.25,1795
33.333333333333336,1798
33.416666666666664,1797
33.5,1796
33.583333333333336,1796
33.666666666666664,1794
33.75,1800
33.833333333333336,1802
33.916666666666664,1804
34,1801
34.083333333333336,1812
34.166666666666664,1802
34.25,1808
34.333333333333336,1813
34.416666666666664,1807
34.5,1810
34.583333333333336,1811
34.666666666666664,1809
34.75,1812
34.833333333333336,1817
34.916666666666664,1816
35,1817
35.083333333333336,1821
35.166666666666664,1820
35.25,1814
35.333333333333336,1817
35.416666666666664,1819
35.5,1820
35.583333333333336,1822
35.666666666666664,1822
35.75,1817
35.833333333333336,1827
35.916666666666664,1820
36,1823
36.083333333333336,1827
36.166666666666664,1829
36.25,1827
36.333333333333336,1830
36.416666666666664,1826
36.5,1829
36.583333333333336,1831
36.666666666666664,1828
36.75,1833
36.833333333333336,1832
36.916666666666664,1839
37,1829
37.083333333333336,1837
37.166666666666664,1835
37.25,1840
37.333333333333336,1835
37.416666666666664,1835
37.5,1843
37.583333333333336,1842
37.666666666666664,1840
37.75,1837
37.833333333333336,1843
37.916666666666664,1845
38,1846
38.083333333333336,1845
38.166666666666664,1846
38.25,1847
38.333333333333336,1851
38.416666666666664,1849
38.5,1848
38.583333333333336,1848
38.666666666666664,1850
38.75,1851
38.833333333333336,1850
38.916666666666664,1850
39,1852
39.083333333333336,1853
39.166666666666664,1855
39.25,1856
39.333333333333336,1854
39.416666666666664,1857
39.5,1855
39.583333333333336,1852
39.666666666666664,1854
39.75,1853
39.833333333333336,1853
39.916666666666664,1855
40,1861
40.083333333333336,1859
40.166666666666664,1851
40.25,1855
40.333333333333336,1851
40.416666666666664,1855
40.5,1852
40.583333333333336,1857
40.666666666666664,1855
40.75,1857
40.833333333333336,1861
40.916666666666664,1862
41,1858
41.083333333333336,1862
41.166666666666664,1860
41.25,1855
41.333333333333336,1865
41.416666666666664,1859
41.5,1855
41.583333333333336,1857
41.666666666666664,1855
41.75,1858
41.833333333333336,1858
41.916666666666664,1859
42,1859
42.083333333333336,1860
42.166666666666664,1861
42.25,1863
42.333333333333336,1856
42.416666666666664,1859
42.5,1863
42.583333333333336,1857
42.666666666666664,1860
42.75,1858
42.833333333333336,1861
42.916666666666664,1856
43,1859
43.083333333333336,1859
43.166666666666664,1860
43.25,1868
43.333333333333336,1862
43.416666666666664,1859
43.5,1865
43.583333333333336,1859
43.666666666666664,1862
43.75,1868
43.833333333333336,1864
43.916666666666664,1860
44,1863
44.083333333333336,1861
44.166666666666664,1859
44.25,1858
44.333333333333336,1858
44.416666666666664,1867
44.5,1860
44.583333333333336,1862
44.666666666666664,1862
44.75,1859
44.833333333333336,1870
44.916666666666664,1862
45,1866
45.083333333333336,1864
45.166666666666664,1869
45.25,1861
45.333333333333336,1863
45.416666666666664,1864
45.5,1868
45.583333333333336,1862
45.666666666666664,1864
45.75,1870
45.833333333333336,1866
45.916666666666664,1865
46,1863
46.083333333333336,1867
46.166666666666664,1864
46.25,1864
46.333333333333336,1865
46.416666666666664,1867
46.5,1866
46.583333333333336,1863
46.666666666666664,1864
46.75,1862
46.833333333333336,1865
46.916666666666664,1860
47,1862
47.083333333333336,1868
47.166666666666664,1863
47.25,1865
47.333333333333336,1867
47.416666666666664,1868
47.5,1866
47.583333333333336,1864
47.666666666666664,1865
47.75,1866
47.833333333333336,1869
47.916666666666664,1867
