"Hours since thread went live","Dungeon Meshi • Delicious in Dungeon - Episode 13 discussion"
0,14
0.08333333333333333,53
0.16666666666666666,80
0.25,110
0.3333333333333333,151
0.4166666666666667,184
0.5,213
0.5833333333333334,245
0.6666666666666666,265
0.75,293
0.8333333333333334,320
0.9166666666666666,341
1,362
1.0833333333333333,378
1.1666666666666667,400
1.25,408
1.3333333333333333,429
1.4166666666666667,448
1.5,464
1.5833333333333333,484
1.6666666666666667,504
1.75,528
1.8333333333333333,543
1.9166666666666667,558
2,568
2.0833333333333335,590
2.1666666666666665,600
2.25,621
2.3333333333333335,644
2.4166666666666665,660
2.5,667
2.5833333333333335,688
2.6666666666666665,695
2.75,718
2.8333333333333335,736
2.9166666666666665,750
3,765
3.0833333333333335,784
3.1666666666666665,802
3.25,811
3.3333333333333335,830
3.4166666666666665,845
3.5,850
3.5833333333333335,865
3.6666666666666665,883
3.75,898
3.8333333333333335,902
3.9166666666666665,906
4,918
4.083333333333333,929
4.166666666666667,940
4.25,956
4.333333333333333,968
4.416666666666667,983
4.5,998
4.583333333333333,1005
4.666666666666667,1019
4.75,1028
4.833333333333333,1049
4.916666666666667,1058
5,1068
5.083333333333333,1073
5.166666666666667,1100
5.25,1107
5.333333333333333,1124
5.416666666666667,1136
5.5,1150
5.583333333333333,1161
5.666666666666667,1172
5.75,1184
5.833333333333333,1199
5.916666666666667,1208
6,1217
6.083333333333333,1228
6.166666666666667,1247
6.25,1263
6.333333333333333,1277
6.416666666666667,1286
6.5,1296
6.583333333333333,1311
6.666666666666667,1323
6.75,1333
6.833333333333333,1343
6.916666666666667,1348
7,1358
7.083333333333333,1373
7.166666666666667,1381
7.25,1390
7.333333333333333,1397
7.416666666666667,1414
7.5,1420
7.583333333333333,1436
7.666666666666667,1435
7.75,1450
7.833333333333333,1459
7.916666666666667,1469
8,1483
8.083333333333334,1493
8.166666666666666,1506
8.25,1528
8.333333333333334,1534
8.416666666666666,1534
8.5,1547
8.583333333333334,1554
8.666666666666666,1567
8.75,1576
8.833333333333334,1587
8.916666666666666,1600
9,1604
9.083333333333334,1615
9.166666666666666,1630
9.25,1632
9.333333333333334,1645
9.416666666666666,1653
9.5,1662
9.583333333333334,1678
9.666666666666666,1674
9.75,1688
9.833333333333334,1701
9.916666666666666,1701
10,1715
10.083333333333334,1714
10.166666666666666,1721
10.25,1734
10.333333333333334,1747
10.416666666666666,1749
10.5,1753
10.583333333333334,1761
10.666666666666666,1778
10.75,1783
10.833333333333334,1789
10.916666666666666,1799
11,1800
11.083333333333334,1801
11.166666666666666,1811
11.25,1819
11.333333333333334,1827
11.416666666666666,1829
11.5,1828
11.583333333333334,1840
11.666666666666666,1834
11.75,1839
11.833333333333334,1854
11.916666666666666,1855
12,1868
12.083333333333334,1867
12.166666666666666,1880
12.25,1884
12.333333333333334,1883
12.416666666666666,1894
12.5,1900
12.583333333333334,1903
12.666666666666666,1904
12.75,1908
12.833333333333334,1919
12.916666666666666,1923
13,1923
13.083333333333334,1928
13.166666666666666,1931
13.25,1940
13.333333333333334,1952
13.416666666666666,1952
13.5,1959
13.583333333333334,1963
13.666666666666666,1967
13.75,1971
13.833333333333334,1984
13.916666666666666,1980
14,1986
14.083333333333334,1998
14.166666666666666,1997
14.25,2000
14.333333333333334,2008
14.416666666666666,2010
14.5,2012
14.583333333333334,2009
14.666666666666666,2017
14.75,2019
14.833333333333334,2024
14.916666666666666,2022
15,2026
15.083333333333334,2032
15.166666666666666,2035
15.25,2037
15.333333333333334,2048
15.416666666666666,2050
15.5,2052
15.583333333333334,2061
15.666666666666666,2058
15.75,2062
15.833333333333334,2064
15.916666666666666,2072
16,2070
16.083333333333332,2070
16.166666666666668,2080
16.25,2076
16.333333333333332,2079
16.416666666666668,2084
16.5,2088
16.583333333333332,2093
16.666666666666668,2088
16.75,2093
16.833333333333332,2094
16.916666666666668,2099
17,2109
17.083333333333332,2103
17.166666666666668,2114
17.25,2120
17.333333333333332,2121
17.416666666666668,2122
17.5,2121
17.583333333333332,2122
17.666666666666668,2125
17.75,2131
17.833333333333332,2132
17.916666666666668,2135
18,2134
18.083333333333332,2146
18.166666666666668,2148
18.25,2151
18.333333333333332,2148
18.416666666666668,2147
18.5,2147
18.583333333333332,2147
18.666666666666668,2152
18.75,2151
18.833333333333332,2157
18.916666666666668,2157
19,2163
19.083333333333332,2156
19.166666666666668,2163
19.25,2169
19.333333333333332,2164
19.416666666666668,2167
19.5,2162
19.583333333333332,2169
19.666666666666668,2174
19.75,2174
19.833333333333332,2174
19.916666666666668,2181
20,2179
20.083333333333332,2189
20.166666666666668,2188
20.25,2189
20.333333333333332,2195
20.416666666666668,2199
20.5,2198
20.583333333333332,2200
20.666666666666668,2215
20.75,2216
20.833333333333332,2221
20.916666666666668,2223
21,2226
21.083333333333332,2232
21.166666666666668,2233
21.25,2229
21.333333333333332,2229
21.416666666666668,2237
21.5,2234
21.583333333333332,2238
21.666666666666668,2248
21.75,2245
21.833333333333332,2245
21.916666666666668,2253
22,2250
22.083333333333332,2254
22.166666666666668,2252
22.25,2262
22.333333333333332,2259
22.416666666666668,2262
22.5,2267
22.583333333333332,2272
22.666666666666668,2269
22.75,2273
22.833333333333332,2270
22.916666666666668,2277
23,2274
23.083333333333332,2280
23.166666666666668,2278
23.25,2285
23.333333333333332,2295
23.416666666666668,2298
23.5,2292
23.583333333333332,2300
23.666666666666668,2295
23.75,2309
23.833333333333332,2301
23.916666666666668,2313
24,2308
24.083333333333332,2317
24.166666666666668,2320
24.25,2316
24.333333333333332,2318
24.416666666666668,2324
24.5,2326
24.583333333333332,2329
24.666666666666668,2325
24.75,2332
24.833333333333332,2331
24.916666666666668,2334
25,2332
25.083333333333332,2333
25.166666666666668,2339
25.25,2332
25.333333333333332,2332
25.416666666666668,2334
25.5,2344
25.583333333333332,2346
25.666666666666668,2348
25.75,2348
25.833333333333332,2354
25.916666666666668,2351
26,2350
26.083333333333332,2354
26.166666666666668,2359
26.25,2358
26.333333333333332,2363
26.416666666666668,2362
26.5,2360
26.583333333333332,2358
26.666666666666668,2366
26.75,2363
26.916666666666668,2365
27,2363
27.083333333333332,2370
27.166666666666668,2366
27.25,2368
27.333333333333332,2365
27.416666666666668,2366
27.5,2372
27.583333333333332,2368
27.666666666666668,2374
27.75,2372
27.833333333333332,2380
27.916666666666668,2381
28,2376
28.083333333333332,2381
28.166666666666668,2380
28.25,2382
28.333333333333332,2380
28.416666666666668,2385
28.5,2385
28.583333333333332,2387
28.666666666666668,2384
28.75,2388
28.833333333333332,2390
28.916666666666668,2391
29,2391
29.083333333333332,2391
29.166666666666668,2397
29.25,2390
29.333333333333332,2395
29.416666666666668,2397
29.5,2403
29.583333333333332,2405
29.666666666666668,2401
29.75,2408
29.833333333333332,2407
29.916666666666668,2409
30,2408
30.083333333333332,2412
30.166666666666668,2405
30.25,2413
30.333333333333332,2411
30.416666666666668,2409
30.5,2410
30.583333333333332,2416
30.666666666666668,2414
30.75,2415
30.833333333333332,2419
30.916666666666668,2423
31,2426
31.083333333333332,2423
31.166666666666668,2419
31.25,2427
31.333333333333332,2429
31.416666666666668,2421
31.5,2430
31.583333333333332,2432
31.666666666666668,2430
31.75,2434
31.833333333333332,2430
31.916666666666668,2429
32,2436
32.083333333333336,2424
32.166666666666664,2429
32.25,2433
32.333333333333336,2436
32.416666666666664,2433
32.5,2427
32.583333333333336,2437
32.666666666666664,2431
32.75,2436
32.833333333333336,2428
32.916666666666664,2437
33,2433
33.083333333333336,2432
33.166666666666664,2437
33.25,2440
33.333333333333336,2441
33.416666666666664,2447
33.5,2443
33.583333333333336,2441
33.666666666666664,2443
33.75,2442
33.833333333333336,2445
33.916666666666664,2447
34,2446
34.083333333333336,2443
34.166666666666664,2441
34.25,2451
34.333333333333336,2447
34.416666666666664,2452
34.5,2450
34.583333333333336,2448
34.666666666666664,2454
34.75,2457
34.833333333333336,2454
34.916666666666664,2453
35,2456
35.083333333333336,2455
35.166666666666664,2456
35.25,2464
35.333333333333336,2459
