"Hours since thread went live","The iDOLM@STER Shiny Colors - Episode 3 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,0
0.25,0
0.3333333333333333,1
0.4166666666666667,0
0.5,1
0.5833333333333334,2
0.6666666666666666,2
0.75,4
0.8333333333333334,5
0.9166666666666666,5
1,5
1.0833333333333333,6
1.1666666666666667,6
1.25,5
1.3333333333333333,5
1.4166666666666667,5
1.5,5
1.5833333333333333,5
1.6666666666666667,8
1.75,8
1.8333333333333333,5
1.9166666666666667,8
2,6
2.0833333333333335,6
2.1666666666666665,9
2.25,9
2.3333333333333335,6
2.4166666666666665,10
2.5,10
2.5833333333333335,10
2.6666666666666665,9
2.75,10
2.8333333333333335,10
2.9166666666666665,9
3,13
3.0833333333333335,9
3.1666666666666665,11
3.25,9
3.3333333333333335,9
3.4166666666666665,12
3.5,11
3.5833333333333335,9
3.6666666666666665,10
3.75,10
3.8333333333333335,12
3.9166666666666665,10
4,10
4.083333333333333,11
4.166666666666667,11
4.25,11
4.333333333333333,11
4.416666666666667,10
4.5,12
4.583333333333333,11
4.666666666666667,10
4.75,11
4.833333333333333,14
4.916666666666667,13
5,13
5.083333333333333,10
5.166666666666667,11
5.25,10
5.333333333333333,10
5.416666666666667,11
5.5,11
5.583333333333333,12
5.666666666666667,13
5.75,13
5.833333333333333,13
5.916666666666667,11
6,13
6.083333333333333,11
6.166666666666667,12
6.25,12
6.333333333333333,10
6.416666666666667,12
6.5,14
6.583333333333333,13
6.666666666666667,12
6.75,12
6.833333333333333,12
6.916666666666667,14
7,14
7.083333333333333,13
7.166666666666667,14
7.25,14
7.333333333333333,13
7.416666666666667,15
7.5,12
7.583333333333333,14
7.666666666666667,13
7.75,13
7.833333333333333,11
7.916666666666667,13
8,13
8.083333333333334,12
8.166666666666666,13
8.25,12
8.333333333333334,15
8.416666666666666,13
8.5,15
8.583333333333334,15
8.666666666666666,16
8.75,14
8.833333333333334,16
8.916666666666666,15
9,15
9.083333333333334,15
9.166666666666666,15
9.25,17
9.333333333333334,17
9.416666666666666,15
9.5,17
9.583333333333334,16
9.666666666666666,16
9.75,15
9.833333333333334,15
9.916666666666666,18
10,18
10.083333333333334,19
10.166666666666666,19
10.25,18
10.333333333333334,19
10.416666666666666,16
10.5,19
10.583333333333334,19
10.666666666666666,16
10.75,16
10.833333333333334,16
10.916666666666666,21
11,18
11.083333333333334,17
11.166666666666666,19
11.25,21
11.333333333333334,19
11.416666666666666,19
11.5,20
11.583333333333334,20
11.666666666666666,20
11.75,21
11.833333333333334,22
11.916666666666666,21
12,19
12.083333333333334,20
12.166666666666666,21
12.25,21
12.333333333333334,20
12.416666666666666,20
12.5,19
12.583333333333334,20
12.666666666666666,18
12.75,20
12.833333333333334,22
12.916666666666666,21
13,22
13.083333333333334,23
13.166666666666666,20
13.25,23
13.333333333333334,23
13.416666666666666,24
13.5,26
13.583333333333334,22
13.666666666666666,25
13.75,23
13.833333333333334,24
13.916666666666666,25
14,25
14.083333333333334,25
14.166666666666666,25
14.25,25
14.333333333333334,25
14.416666666666666,23
14.5,23
14.583333333333334,23
14.666666666666666,25
14.75,23
14.833333333333334,23
14.916666666666666,26
15,24
15.083333333333334,26
15.166666666666666,24
15.25,23
15.333333333333334,24
15.416666666666666,25
15.5,25
15.583333333333334,26
15.666666666666666,25
15.75,22
15.833333333333334,25
15.916666666666666,25
16,25
16.083333333333332,25
16.166666666666668,24
16.25,23
16.333333333333332,26
16.416666666666668,24
16.5,24
16.583333333333332,27
16.666666666666668,26
16.75,26
16.833333333333332,27
16.916666666666668,27
17,28
17.083333333333332,25
17.166666666666668,24
17.25,28
17.333333333333332,25
17.416666666666668,29
17.5,26
17.583333333333332,26
17.666666666666668,24
17.75,30
17.833333333333332,27
17.916666666666668,26
18,26
18.083333333333332,25
18.166666666666668,26
18.25,28
18.333333333333332,27
18.416666666666668,26
18.5,27
18.583333333333332,24
18.666666666666668,29
18.75,25
18.833333333333332,27
18.916666666666668,30
19,31
19.083333333333332,27
19.166666666666668,25
19.25,31
19.333333333333332,25
19.416666666666668,25
19.5,26
19.583333333333332,24
19.666666666666668,24
19.75,27
19.833333333333332,29
19.916666666666668,25
20,31
20.083333333333332,26
20.166666666666668,26
20.25,28
20.333333333333332,32
20.416666666666668,28
20.5,26
20.583333333333332,26
20.666666666666668,28
20.75,31
20.833333333333332,28
20.916666666666668,29
21,24
21.083333333333332,26
21.166666666666668,27
21.25,29
21.333333333333332,25
21.416666666666668,29
21.5,27
21.583333333333332,30
21.666666666666668,26
21.75,28
21.833333333333332,31
21.916666666666668,29
22,28
22.083333333333332,29
22.166666666666668,26
22.25,29
22.333333333333332,27
22.416666666666668,28
22.5,29
22.583333333333332,25
22.666666666666668,24
22.75,28
22.833333333333332,28
22.916666666666668,30
23,29
23.083333333333332,31
23.166666666666668,27
23.25,27
23.333333333333332,26
23.416666666666668,26
23.5,25
23.583333333333332,29
23.666666666666668,26
23.75,26
23.833333333333332,26
23.916666666666668,30
24,29
24.083333333333332,27
24.166666666666668,25
24.25,29
24.333333333333332,27
24.416666666666668,24
24.5,27
24.583333333333332,25
24.666666666666668,28
24.75,30
24.833333333333332,27
24.916666666666668,27
25,31
25.083333333333332,31
25.166666666666668,29
25.25,28
25.333333333333332,26
25.416666666666668,28
25.5,27
25.583333333333332,26
25.666666666666668,25
25.75,31
25.833333333333332,31
25.916666666666668,26
26,29
26.083333333333332,28
26.166666666666668,32
26.25,31
26.333333333333332,32
26.416666666666668,27
26.5,28
26.583333333333332,26
26.666666666666668,26
26.75,31
26.833333333333332,26
26.916666666666668,30
27,29
27.083333333333332,32
27.166666666666668,32
27.25,26
27.333333333333332,25
27.416666666666668,27
27.5,29
27.583333333333332,28
27.666666666666668,24
27.75,26
27.833333333333332,28
27.916666666666668,25
28,29
28.083333333333332,32
28.166666666666668,25
28.25,32
28.333333333333332,28
28.416666666666668,28
28.5,28
28.583333333333332,26
28.666666666666668,29
28.75,29
28.833333333333332,29
28.916666666666668,28
29,31
29.083333333333332,28
29.166666666666668,27
29.25,27
29.333333333333332,26
29.416666666666668,27
29.5,27
29.583333333333332,25
29.666666666666668,29
29.75,31
29.833333333333332,27
29.916666666666668,29
30,26
30.083333333333332,25
30.166666666666668,26
30.25,28
30.333333333333332,27
30.416666666666668,29
30.5,29
30.583333333333332,30
30.666666666666668,29
30.75,26
30.833333333333332,26
30.916666666666668,27
31,32
31.083333333333332,24
31.166666666666668,29
31.25,24
31.333333333333332,25
31.416666666666668,29
31.5,25
31.583333333333332,27
31.666666666666668,28
31.75,28
31.833333333333332,26
31.916666666666668,28
32,30
32.083333333333336,28
32.166666666666664,30
32.25,31
32.333333333333336,24
32.416666666666664,29
32.5,28
32.583333333333336,31
32.666666666666664,28
32.75,29
32.833333333333336,27
32.916666666666664,32
33,29
33.083333333333336,29
33.166666666666664,27
33.25,31
33.333333333333336,29
33.416666666666664,30
33.5,29
33.583333333333336,30
33.666666666666664,29
33.75,27
33.833333333333336,32
33.916666666666664,32
34,30
34.083333333333336,28
34.166666666666664,26
34.25,31
34.333333333333336,27
34.416666666666664,29
34.5,27
34.583333333333336,29
34.666666666666664,30
34.75,29
34.833333333333336,32
34.916666666666664,28
35,31
35.083333333333336,30
35.166666666666664,33
35.25,29
35.333333333333336,28
35.416666666666664,30
35.5,27
