"Hours since thread went live","Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii? • An Archdemon's Dilemma: How to Love Your Elf Bride - Episode 2 discussion"
0,1
0,1
0.08333333333333333,5
0.16666666666666666,6
0.25,7
0.3333333333333333,10
0.4166666666666667,12
0.5,14
0.5833333333333334,15
0.6666666666666666,18
0.75,19
0.8333333333333334,22
0.9166666666666666,25
1,29
1.0833333333333333,31
1.1666666666666667,31
1.25,35
1.3333333333333333,33
1.4166666666666667,38
1.5,42
1.5833333333333333,44
1.6666666666666667,45
1.75,48
1.8333333333333333,54
1.9166666666666667,56
2,60
2.0833333333333335,64
2.1666666666666665,66
2.25,71
2.3333333333333335,74
2.4166666666666665,80
2.5,84
2.5833333333333335,83
2.6666666666666665,90
2.75,88
2.8333333333333335,92
2.9166666666666665,100
3,99
3.0833333333333335,107
3.1666666666666665,110
3.25,114
3.3333333333333335,116
3.4166666666666665,124
3.5,125
3.5833333333333335,122
3.6666666666666665,124
3.75,128
3.8333333333333335,126
3.9166666666666665,131
4,132
4.083333333333333,136
4.166666666666667,138
4.25,141
4.333333333333333,148
4.416666666666667,150
4.5,151
4.583333333333333,151
4.666666666666667,152
4.75,158
4.833333333333333,159
4.916666666666667,168
5,165
5.083333333333333,168
5.166666666666667,168
5.25,176
5.333333333333333,184
5.416666666666667,186
5.5,185
5.583333333333333,190
5.666666666666667,201
5.75,204
5.833333333333333,206
5.916666666666667,208
6,208
6.083333333333333,211
6.166666666666667,214
6.25,217
6.333333333333333,217
6.416666666666667,215
6.5,215
6.583333333333333,220
6.666666666666667,221
6.75,224
6.833333333333333,232
6.916666666666667,236
7,234
7.083333333333333,240
7.166666666666667,239
7.25,242
7.333333333333333,240
7.416666666666667,242
7.5,243
7.583333333333333,247
7.666666666666667,246
7.75,257
7.833333333333333,252
7.916666666666667,258
8,258
8.083333333333334,262
8.166666666666666,263
8.25,266
8.333333333333334,269
8.416666666666666,267
8.5,273
8.583333333333334,273
8.666666666666666,278
8.75,276
8.833333333333334,283
8.916666666666666,281
9,284
9.083333333333334,286
9.166666666666666,289
9.25,288
9.333333333333334,292
9.416666666666666,288
9.5,289
9.583333333333334,287
9.666666666666666,291
9.75,295
9.833333333333334,294
9.916666666666666,298
10,297
10.083333333333334,299
10.166666666666666,303
10.25,307
10.333333333333334,308
10.416666666666666,308
10.5,311
10.583333333333334,312
10.666666666666666,312
10.75,316
10.833333333333334,319
10.916666666666666,316
11,316
11.083333333333334,319
11.166666666666666,320
11.25,322
11.333333333333334,326
11.416666666666666,329
11.5,335
11.583333333333334,333
11.666666666666666,335
11.75,337
11.833333333333334,340
11.916666666666666,344
12,347
12.083333333333334,346
12.166666666666666,344
12.25,352
12.333333333333334,350
12.416666666666666,357
12.5,353
12.583333333333334,351
12.666666666666666,352
12.75,355
12.833333333333334,357
12.916666666666666,359
13,361
13.083333333333334,361
13.166666666666666,367
13.25,368
13.333333333333334,365
13.416666666666666,375
13.5,374
13.583333333333334,377
13.666666666666666,378
13.75,377
13.833333333333334,378
13.916666666666666,385
14,389
14.083333333333334,388
14.166666666666666,387
14.25,386
14.333333333333334,389
14.416666666666666,394
14.5,398
14.583333333333334,401
14.666666666666666,401
14.75,400
14.833333333333334,402
14.916666666666666,404
15,409
15.083333333333334,404
15.166666666666666,404
15.25,407
15.333333333333334,408
15.416666666666666,411
15.5,413
15.583333333333334,419
15.666666666666666,423
15.75,422
15.833333333333334,424
15.916666666666666,422
16,429
16.083333333333332,431
16.166666666666668,434
16.25,435
16.333333333333332,436
16.416666666666668,439
16.5,443
16.583333333333332,436
16.666666666666668,443
16.75,442
16.833333333333332,447
16.916666666666668,447
17,446
17.083333333333332,449
17.166666666666668,453
17.25,455
17.333333333333332,454
17.416666666666668,458
17.5,454
17.583333333333332,463
17.666666666666668,461
17.75,460
17.833333333333332,463
17.916666666666668,460
18,465
18.083333333333332,461
18.166666666666668,463
18.25,469
18.333333333333332,470
18.416666666666668,465
18.5,474
18.583333333333332,477
18.666666666666668,470
18.75,477
18.833333333333332,477
18.916666666666668,480
19,479
19.083333333333332,479
19.166666666666668,486
19.25,485
19.333333333333332,485
19.416666666666668,484
19.5,493
19.583333333333332,487
19.666666666666668,490
19.75,487
19.833333333333332,489
19.916666666666668,494
20,487
20.083333333333332,492
20.166666666666668,493
20.25,491
20.333333333333332,497
20.416666666666668,497
20.5,492
20.583333333333332,499
20.666666666666668,498
20.75,499
20.833333333333332,498
20.916666666666668,503
21,504
21.083333333333332,509
21.166666666666668,504
21.25,508
21.333333333333332,513
21.416666666666668,511
21.5,513
21.583333333333332,508
21.666666666666668,515
21.75,512
21.833333333333332,515
21.916666666666668,516
22,512
22.083333333333332,517
22.166666666666668,517
22.25,524
22.333333333333332,526
22.416666666666668,516
22.5,519
22.583333333333332,523
22.666666666666668,517
22.75,522
22.833333333333332,521
22.916666666666668,524
23,521
23.083333333333332,528
23.166666666666668,525
23.25,528
23.333333333333332,523
23.416666666666668,520
23.5,526
23.583333333333332,530
23.666666666666668,530
23.75,531
23.833333333333332,529
23.916666666666668,530
24,530
24.083333333333332,527
24.166666666666668,531
24.25,530
24.333333333333332,534
24.416666666666668,534
24.5,537
24.583333333333332,544
24.666666666666668,541
24.75,542
24.833333333333332,543
24.916666666666668,545
25,540
25.083333333333332,544
25.166666666666668,542
25.25,545
25.333333333333332,546
25.416666666666668,547
25.5,547
25.583333333333332,543
25.666666666666668,551
25.75,546
25.833333333333332,546
25.916666666666668,550
26,550
26.083333333333332,551
26.166666666666668,545
26.25,547
26.333333333333332,553
26.416666666666668,551
26.5,555
26.583333333333332,555
26.666666666666668,550
26.75,554
26.833333333333332,553
26.916666666666668,550
27,556
27.083333333333332,553
27.166666666666668,547
27.25,554
27.333333333333332,553
27.416666666666668,555
27.5,548
27.583333333333332,551
27.666666666666668,548
27.75,549
27.833333333333332,556
27.916666666666668,555
28,555
28.083333333333332,556
28.166666666666668,552
28.25,552
28.333333333333332,550
28.416666666666668,555
28.5,556
28.583333333333332,555
28.666666666666668,559
28.75,558
28.833333333333332,561
28.916666666666668,554
29,560
29.083333333333332,562
29.166666666666668,563
29.25,555
29.333333333333332,559
29.416666666666668,560
29.5,559
29.583333333333332,563
29.666666666666668,562
29.75,565
29.833333333333332,558
29.916666666666668,561
30,562
30.083333333333332,567
30.166666666666668,563
30.25,565
30.333333333333332,561
30.416666666666668,566
30.5,565
30.583333333333332,568
30.666666666666668,564
30.75,560
30.833333333333332,562
30.916666666666668,561
31,568
31.083333333333332,567
31.166666666666668,572
31.25,569
31.333333333333332,565
31.416666666666668,564
31.5,571
31.583333333333332,568
31.666666666666668,564
31.75,570
31.833333333333332,567
31.916666666666668,561
32,566
32.083333333333336,562
32.166666666666664,571
32.25,568
32.333333333333336,569
32.416666666666664,568
32.5,569
32.583333333333336,571
32.666666666666664,572
32.75,566
32.833333333333336,572
32.916666666666664,572
33,572
33.083333333333336,573
33.166666666666664,568
33.25,569
33.333333333333336,568
33.416666666666664,574
33.5,570
33.583333333333336,568
33.666666666666664,572
33.75,573
33.833333333333336,574
33.916666666666664,571
34,571
34.083333333333336,572
34.166666666666664,575
34.25,569
34.333333333333336,570
34.416666666666664,579
34.5,577
34.583333333333336,575
34.666666666666664,571
34.75,573
34.833333333333336,575
34.916666666666664,573
35,572
35.083333333333336,579
35.166666666666664,574
35.25,573
35.333333333333336,578
35.416666666666664,576
35.5,584
35.583333333333336,578
35.666666666666664,581
35.75,580
35.833333333333336,575
35.916666666666664,581
36,582
36.083333333333336,580
36.166666666666664,585
36.25,585
36.333333333333336,576
36.416666666666664,583
36.5,586
36.583333333333336,582
36.666666666666664,579
36.75,585
36.833333333333336,579
36.916666666666664,580
37,582
37.083333333333336,582
37.166666666666664,586
37.25,581
37.333333333333336,587
37.416666666666664,589
37.5,583
37.583333333333336,589
37.666666666666664,579
37.75,583
37.833333333333336,587
37.916666666666664,590
38,588
38.083333333333336,586
38.166666666666664,585
38.25,588
38.333333333333336,589
38.416666666666664,583
38.5,587
