"Hours since thread went live","Vampire Dormitory - Episode 5 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,2
0.3333333333333333,3
0.4166666666666667,4
0.5,4
0.5833333333333334,4
0.6666666666666666,5
0.75,6
0.8333333333333334,6
0.9166666666666666,6
1,5
1.0833333333333333,5
1.1666666666666667,5
1.25,5
1.3333333333333333,5
1.4166666666666667,4
1.5,4
1.5833333333333333,5
1.6666666666666667,5
1.75,4
1.8333333333333333,7
1.9166666666666667,7
2,6
2.0833333333333335,8
2.1666666666666665,9
2.25,10
2.3333333333333335,10
2.4166666666666665,12
2.5,9
2.5833333333333335,10
2.6666666666666665,11
2.75,10
2.8333333333333335,11
2.9166666666666665,10
3,9
3.0833333333333335,11
3.1666666666666665,9
3.25,8
3.3333333333333335,9
3.4166666666666665,11
3.5,11
3.5833333333333335,9
3.6666666666666665,10
3.75,10
3.8333333333333335,9
3.9166666666666665,10
4,12
4.083333333333333,12
4.166666666666667,12
4.25,11
4.333333333333333,11
4.416666666666667,9
4.5,12
4.583333333333333,12
4.666666666666667,14
4.75,12
4.833333333333333,11
4.916666666666667,11
5,13
5.083333333333333,15
5.166666666666667,12
5.25,14
5.333333333333333,15
5.416666666666667,13
5.5,13
5.583333333333333,13
5.666666666666667,16
5.75,16
5.833333333333333,14
5.916666666666667,15
6,15
6.083333333333333,15
6.166666666666667,15
6.25,14
6.333333333333333,15
6.416666666666667,17
6.5,18
6.583333333333333,16
6.666666666666667,15
6.75,17
6.833333333333333,15
6.916666666666667,17
7,16
7.083333333333333,16
7.166666666666667,15
7.25,16
7.333333333333333,19
7.416666666666667,15
7.5,17
7.583333333333333,20
7.666666666666667,20
7.75,19
7.833333333333333,20
7.916666666666667,24
8,23
8.083333333333334,21
8.166666666666666,23
8.25,20
8.333333333333334,23
8.416666666666666,25
8.5,21
8.583333333333334,23
8.666666666666666,22
8.75,23
8.833333333333334,23
8.916666666666666,22
9,21
9.083333333333334,22
9.166666666666666,24
9.25,21
9.333333333333334,25
9.416666666666666,25
9.5,25
9.583333333333334,24
9.666666666666666,27
9.75,26
9.833333333333334,23
9.916666666666666,26
10,25
10.083333333333334,26
10.166666666666666,26
10.25,25
10.333333333333334,25
10.416666666666666,25
10.5,25
10.583333333333334,24
10.666666666666666,26
10.75,24
10.833333333333334,26
10.916666666666666,26
11,25
11.083333333333334,26
11.166666666666666,27
11.25,25
11.333333333333334,29
11.416666666666666,26
11.5,28
11.583333333333334,26
11.666666666666666,26
11.75,28
11.833333333333334,26
11.916666666666666,28
12,27
12.083333333333334,30
12.166666666666666,27
12.25,28
12.333333333333334,24
12.416666666666666,30
12.5,26
12.583333333333334,27
12.666666666666666,27
12.75,30
12.833333333333334,28
12.916666666666666,27
13,31
13.083333333333334,28
13.166666666666666,24
13.25,26
13.333333333333334,30
13.416666666666666,31
13.5,28
13.583333333333334,25
13.666666666666666,31
13.75,26
13.833333333333334,30
13.916666666666666,28
14,28
14.083333333333334,27
14.166666666666666,25
14.25,28
14.333333333333334,28
14.416666666666666,28
14.5,29
14.583333333333334,29
14.666666666666666,27
14.75,29
14.833333333333334,29
14.916666666666666,29
15,33
15.083333333333334,30
15.166666666666666,28
15.25,31
15.333333333333334,34
15.416666666666666,32
15.5,30
15.583333333333334,34
15.666666666666666,32
15.75,36
15.833333333333334,35
15.916666666666666,36
16,33
16.083333333333332,33
16.166666666666668,35
16.25,35
16.333333333333332,33
16.416666666666668,31
16.5,33
16.583333333333332,32
16.666666666666668,33
16.75,36
16.833333333333332,32
16.916666666666668,33
17,30
17.083333333333332,30
17.166666666666668,36
17.25,33
17.333333333333332,33
17.416666666666668,35
17.5,36
17.583333333333332,36
17.666666666666668,34
17.75,34
17.833333333333332,32
17.916666666666668,34
18,35
18.083333333333332,34
18.166666666666668,34
18.25,32
18.333333333333332,36
18.416666666666668,36
18.5,33
18.583333333333332,33
18.666666666666668,35
18.75,35
18.833333333333332,35
18.916666666666668,36
19,35
19.083333333333332,38
19.166666666666668,32
19.25,35
19.333333333333332,37
19.416666666666668,35
19.5,33
19.583333333333332,36
19.666666666666668,34
19.75,31
19.833333333333332,33
19.916666666666668,34
20,38
20.083333333333332,34
20.166666666666668,33
20.25,36
20.333333333333332,34
20.416666666666668,36
20.5,33
20.583333333333332,37
20.666666666666668,33
20.75,35
20.833333333333332,35
20.916666666666668,34
21,37
21.083333333333332,32
21.166666666666668,37
21.25,36
21.333333333333332,36
21.416666666666668,34
21.5,32
21.583333333333332,38
21.666666666666668,38
21.75,37
21.833333333333332,36
21.916666666666668,36
22,35
22.083333333333332,35
22.166666666666668,35
22.25,34
22.333333333333332,35
22.416666666666668,37
22.5,37
22.583333333333332,34
22.666666666666668,32
22.75,37
22.833333333333332,35
22.916666666666668,31
23,34
23.083333333333332,36
23.166666666666668,34
23.25,32
23.333333333333332,34
23.416666666666668,36
23.5,37
23.583333333333332,35
23.666666666666668,34
23.75,38
23.833333333333332,38
23.916666666666668,35
24,35
24.083333333333332,37
24.166666666666668,36
24.25,34
24.333333333333332,35
24.416666666666668,35
24.5,35
24.583333333333332,35
24.666666666666668,33
24.75,35
24.833333333333332,35
24.916666666666668,31
25,33
25.083333333333332,32
25.166666666666668,35
25.25,36
25.333333333333332,35
25.416666666666668,35
25.5,35
25.583333333333332,38
25.666666666666668,36
25.75,36
25.833333333333332,34
25.916666666666668,39
26,36
26.083333333333332,37
26.166666666666668,36
26.25,36
26.333333333333332,35
26.416666666666668,31
26.5,32
26.583333333333332,37
26.666666666666668,35
26.75,32
26.833333333333332,37
26.916666666666668,32
27,37
27.083333333333332,39
27.166666666666668,36
27.25,35
27.333333333333332,37
27.416666666666668,37
27.5,36
27.583333333333332,32
27.666666666666668,33
27.75,35
27.833333333333332,36
27.916666666666668,35
28,32
28.083333333333332,33
28.166666666666668,36
28.25,38
28.333333333333332,35
28.416666666666668,36
28.5,35
28.583333333333332,32
28.666666666666668,34
28.75,35
28.833333333333332,35
28.916666666666668,34
29,38
29.083333333333332,35
29.166666666666668,37
29.25,36
29.333333333333332,39
29.416666666666668,36
29.5,31
29.583333333333332,32
29.666666666666668,37
29.75,34
29.833333333333332,31
29.916666666666668,31
30,33
30.083333333333332,33
30.166666666666668,35
30.25,33
30.333333333333332,37
30.416666666666668,36
30.5,34
30.583333333333332,37
30.666666666666668,33
30.75,34
30.833333333333332,36
30.916666666666668,33
31,34
31.083333333333332,35
31.166666666666668,36
31.25,35
31.333333333333332,35
31.416666666666668,35
31.5,38
31.583333333333332,33
31.666666666666668,37
31.75,36
31.833333333333332,38
31.916666666666668,34
32,35
32.083333333333336,36
32.166666666666664,38
32.25,35
32.333333333333336,35
32.416666666666664,35
32.5,37
32.583333333333336,40
32.666666666666664,35
32.75,39
32.833333333333336,36
32.916666666666664,37
33,37
33.083333333333336,35
33.166666666666664,33
33.25,36
33.333333333333336,36
33.416666666666664,36
33.5,39
33.583333333333336,36
33.666666666666664,36
33.75,39
33.833333333333336,36
33.916666666666664,35
34,36
34.083333333333336,34
34.166666666666664,36
34.25,39
34.333333333333336,33
34.416666666666664,34
34.5,37
34.583333333333336,39
34.666666666666664,38
34.75,34
34.833333333333336,37
34.916666666666664,38
35,39
35.083333333333336,35
35.166666666666664,39
35.25,38
35.333333333333336,39
35.416666666666664,35
35.5,40
