"Hours since thread went live","Dekisokonai to Yobareta Moto Eiyuu wa, Jikka kara Tsuihou Sareta no de Suki Katte ni Ikiru Koto ni Shita • The Banished Former Hero Lives as He Pleases - Episode 10 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,2
0.25,2
0.3333333333333333,3
0.4166666666666667,4
0.5,4
0.5833333333333334,6
0.6666666666666666,7
0.75,5
0.8333333333333334,6
0.9166666666666666,6
1,8
1.0833333333333333,6
1.1666666666666667,6
1.25,7
1.3333333333333333,5
1.4166666666666667,4
1.5,5
1.5833333333333333,4
1.6666666666666667,5
1.75,5
1.8333333333333333,6
1.9166666666666667,4
2,5
2.0833333333333335,5
2.1666666666666665,6
2.25,6
2.3333333333333335,5
2.4166666666666665,4
2.5,3
2.5833333333333335,5
2.6666666666666665,4
2.75,4
2.8333333333333335,5
2.9166666666666665,4
3,3
3.0833333333333335,5
3.1666666666666665,3
3.25,4
3.3333333333333335,2
3.4166666666666665,3
3.5,2
3.5833333333333335,3
3.6666666666666665,3
3.75,5
3.8333333333333335,2
3.9166666666666665,3
4,2
4.083333333333333,2
4.166666666666667,6
4.25,7
4.333333333333333,4
4.416666666666667,4
4.5,6
4.583333333333333,4
4.666666666666667,6
4.75,3
4.833333333333333,2
4.916666666666667,3
5,4
5.083333333333333,6
5.166666666666667,6
5.25,3
5.333333333333333,4
5.416666666666667,5
5.5,5
5.583333333333333,5
5.666666666666667,3
5.75,7
5.833333333333333,4
5.916666666666667,4
6,4
6.083333333333333,6
6.166666666666667,7
6.25,3
6.333333333333333,4
6.416666666666667,8
6.5,7
6.583333333333333,4
6.666666666666667,4
6.75,4
6.833333333333333,8
6.916666666666667,6
7,5
7.083333333333333,5
7.166666666666667,7
7.25,7
7.333333333333333,7
7.416666666666667,6
7.5,8
7.583333333333333,7
7.666666666666667,10
7.75,6
7.833333333333333,8
7.916666666666667,6
8,6
8.083333333333334,6
8.166666666666666,6
8.25,6
8.333333333333334,8
8.416666666666666,8
8.5,8
8.583333333333334,7
8.666666666666666,6
8.75,8
8.833333333333334,10
8.916666666666666,10
9,8
9.083333333333334,8
9.166666666666666,7
9.25,10
9.333333333333334,10
9.416666666666666,7
9.5,8
9.583333333333334,7
9.666666666666666,8
9.75,11
9.833333333333334,8
9.916666666666666,7
10,11
10.083333333333334,10
10.166666666666666,9
10.25,7
10.333333333333334,7
10.416666666666666,8
10.5,12
10.583333333333334,10
10.666666666666666,9
10.75,10
10.833333333333334,10
10.916666666666666,12
11,12
11.083333333333334,10
11.166666666666666,12
11.25,10
11.333333333333334,10
11.416666666666666,9
11.5,11
11.583333333333334,10
11.666666666666666,11
11.75,11
11.833333333333334,10
11.916666666666666,11
12,12
12.083333333333334,11
12.166666666666666,12
12.25,14
12.333333333333334,14
12.416666666666666,11
12.5,10
12.583333333333334,11
12.666666666666666,12
12.75,13
12.833333333333334,15
12.916666666666666,12
13,12
13.083333333333334,13
13.166666666666666,14
13.25,12
13.333333333333334,15
13.416666666666666,13
13.5,13
13.583333333333334,12
13.666666666666666,11
13.75,14
13.833333333333334,12
13.916666666666666,13
14,12
14.083333333333334,11
14.166666666666666,13
14.25,13
14.333333333333334,11
14.416666666666666,13
14.5,12
14.583333333333334,10
14.666666666666666,14
14.75,10
14.833333333333334,14
14.916666666666666,12
15,13
15.083333333333334,11
15.166666666666666,12
15.25,13
15.333333333333334,12
15.416666666666666,12
15.5,12
15.583333333333334,12
15.666666666666666,13
15.75,13
15.833333333333334,10
15.916666666666666,11
16,13
16.083333333333332,13
16.166666666666668,14
16.25,12
16.333333333333332,13
16.416666666666668,13
16.5,13
16.583333333333332,11
16.666666666666668,12
16.75,11
16.833333333333332,12
16.916666666666668,12
17,12
17.083333333333332,13
17.166666666666668,14
17.25,12
17.333333333333332,14
17.416666666666668,14
17.5,12
17.583333333333332,10
17.666666666666668,13
17.75,13
17.833333333333332,12
17.916666666666668,12
18,10
18.083333333333332,11
18.166666666666668,11
18.25,10
18.333333333333332,12
18.416666666666668,13
18.5,11
18.583333333333332,12
18.666666666666668,12
18.75,12
18.833333333333332,12
18.916666666666668,10
19,10
19.083333333333332,13
19.166666666666668,9
19.25,10
19.333333333333332,11
19.416666666666668,11
19.5,13
19.583333333333332,10
19.666666666666668,10
19.75,11
19.833333333333332,11
19.916666666666668,11
20,10
20.083333333333332,12
20.166666666666668,12
20.25,11
20.333333333333332,13
20.416666666666668,10
20.5,13
20.583333333333332,13
20.666666666666668,11
20.75,12
20.833333333333332,10
20.916666666666668,12
21,13
21.083333333333332,12
21.166666666666668,11
21.25,11
21.333333333333332,11
21.416666666666668,12
21.5,13
21.583333333333332,12
21.666666666666668,12
21.75,14
21.833333333333332,13
21.916666666666668,13
22,13
22.083333333333332,13
22.166666666666668,12
22.25,14
22.333333333333332,16
22.416666666666668,14
22.5,15
22.583333333333332,15
22.666666666666668,14
22.75,15
22.833333333333332,14
22.916666666666668,13
23,12
23.083333333333332,13
23.166666666666668,12
23.25,15
23.333333333333332,13
23.416666666666668,12
23.5,16
23.583333333333332,13
23.666666666666668,14
23.75,14
23.833333333333332,14
23.916666666666668,16
24,14
24.083333333333332,12
24.166666666666668,12
24.25,13
24.333333333333332,14
24.416666666666668,13
24.5,12
24.583333333333332,14
24.666666666666668,13
24.75,14
24.833333333333332,14
24.916666666666668,14
25,15
25.083333333333332,13
25.166666666666668,16
25.25,13
25.333333333333332,12
25.416666666666668,14
25.5,12
25.583333333333332,14
25.666666666666668,13
25.75,14
25.833333333333332,13
25.916666666666668,15
26,15
26.083333333333332,12
26.166666666666668,15
26.25,13
26.333333333333332,13
26.416666666666668,15
26.5,13
26.583333333333332,12
26.666666666666668,14
26.75,13
26.833333333333332,14
26.916666666666668,13
27,15
27.083333333333332,14
27.166666666666668,15
27.25,15
27.333333333333332,12
27.416666666666668,13
27.5,14
27.583333333333332,15
27.666666666666668,16
27.75,13
27.833333333333332,14
27.916666666666668,13
28,12
28.083333333333332,15
28.166666666666668,12
28.25,13
28.333333333333332,10
28.416666666666668,5
28.5,0
28.583333333333332,0
28.666666666666668,0
28.75,0
28.833333333333332,0
28.916666666666668,0
29,0
29.083333333333332,0
29.166666666666668,0
29.25,0
29.333333333333332,0
29.416666666666668,0
29.5,0
29.583333333333332,0
29.666666666666668,0
29.75,0
29.833333333333332,0
29.916666666666668,0
30,0
30.083333333333332,0
30.166666666666668,0
30.25,0
30.333333333333332,0
30.416666666666668,0
30.5,0
30.583333333333332,0
30.666666666666668,0
30.75,0
30.833333333333332,0
30.916666666666668,0
31,0
31.083333333333332,0
31.166666666666668,0
31.25,0
31.333333333333332,0
31.416666666666668,0
31.5,0
31.583333333333332,0
31.666666666666668,0
31.75,0
31.833333333333332,0
31.916666666666668,0
32,0
32.083333333333336,0
32.166666666666664,0
32.25,0
32.333333333333336,0
32.416666666666664,0
32.5,0
32.583333333333336,0
32.666666666666664,0
32.75,0
32.833333333333336,0
32.916666666666664,0
