"Hours since thread went live","Kingdom Season 5 - Episode 7 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,3
0.25,3
0.3333333333333333,5
0.4166666666666667,5
0.5,6
0.5833333333333334,8
0.6666666666666666,11
0.75,11
0.8333333333333334,12
0.9166666666666666,15
1,17
1.0833333333333333,16
1.1666666666666667,16
1.25,16
1.3333333333333333,18
1.4166666666666667,20
1.5,19
1.5833333333333333,21
1.6666666666666667,21
1.75,20
1.8333333333333333,23
1.9166666666666667,22
2,26
2.0833333333333335,25
2.1666666666666665,26
2.25,27
2.3333333333333335,30
2.4166666666666665,27
2.5,28
2.5833333333333335,29
2.6666666666666665,31
2.75,32
2.8333333333333335,31
2.9166666666666665,32
3,36
3.0833333333333335,35
3.1666666666666665,37
3.25,36
3.3333333333333335,41
3.4166666666666665,40
3.5,41
3.5833333333333335,43
3.6666666666666665,39
3.75,43
3.8333333333333335,38
3.9166666666666665,39
4,44
4.083333333333333,43
4.166666666666667,41
4.25,48
4.333333333333333,44
4.416666666666667,46
4.5,51
4.583333333333333,49
4.666666666666667,51
4.75,48
4.833333333333333,50
4.916666666666667,52
5,53
5.083333333333333,48
5.166666666666667,59
5.25,57
5.333333333333333,56
5.416666666666667,54
5.5,57
5.583333333333333,58
5.666666666666667,62
5.75,60
5.833333333333333,59
5.916666666666667,60
6,61
6.083333333333333,60
6.166666666666667,65
6.25,59
6.333333333333333,61
6.416666666666667,62
6.5,65
6.583333333333333,65
6.666666666666667,67
6.75,66
6.833333333333333,67
6.916666666666667,65
7,69
7.083333333333333,65
7.166666666666667,67
7.25,66
7.333333333333333,67
7.416666666666667,72
7.5,71
7.583333333333333,70
7.666666666666667,71
7.75,69
7.833333333333333,70
7.916666666666667,69
8,69
8.083333333333334,73
8.166666666666666,70
8.25,72
8.333333333333334,72
8.416666666666666,76
8.5,74
8.583333333333334,72
8.666666666666666,72
8.75,75
8.833333333333334,76
8.916666666666666,73
9,72
9.083333333333334,76
9.166666666666666,74
9.25,80
9.333333333333334,75
9.416666666666666,78
9.5,76
9.583333333333334,75
9.666666666666666,78
9.75,79
9.833333333333334,77
9.916666666666666,78
10,79
10.083333333333334,76
10.166666666666666,78
10.25,81
10.333333333333334,76
10.416666666666666,81
10.5,81
10.583333333333334,76
10.666666666666666,75
10.75,80
10.833333333333334,86
10.916666666666666,82
11,86
11.083333333333334,86
11.166666666666666,91
11.25,86
11.333333333333334,89
11.416666666666666,84
11.5,84
11.583333333333334,88
11.666666666666666,88
11.75,86
11.833333333333334,88
11.916666666666666,87
12,88
12.083333333333334,88
12.166666666666666,88
12.25,90
12.333333333333334,88
12.416666666666666,88
12.5,85
12.583333333333334,89
12.666666666666666,89
12.75,91
12.833333333333334,89
12.916666666666666,92
13,89
13.083333333333334,89
13.166666666666666,87
13.25,85
13.333333333333334,87
13.416666666666666,85
13.5,87
13.583333333333334,88
13.666666666666666,87
13.75,85
13.833333333333334,86
13.916666666666666,87
14,89
14.083333333333334,90
14.166666666666666,91
14.25,93
14.333333333333334,92
14.416666666666666,91
14.5,92
14.583333333333334,87
14.666666666666666,92
14.75,90
14.833333333333334,95
14.916666666666666,93
15,97
15.083333333333334,96
15.166666666666666,93
15.25,97
15.333333333333334,93
15.416666666666666,93
15.5,96
15.583333333333334,96
15.666666666666666,95
15.75,97
15.833333333333334,94
15.916666666666666,99
16,98
16.083333333333332,99
16.166666666666668,96
16.25,98
16.333333333333332,102
16.416666666666668,96
16.5,96
16.583333333333332,100
16.666666666666668,103
16.75,96
16.833333333333332,101
16.916666666666668,103
17,103
17.083333333333332,101
17.166666666666668,101
17.25,99
17.333333333333332,103
17.416666666666668,101
17.5,104
17.583333333333332,102
17.666666666666668,102
17.75,105
17.833333333333332,103
17.916666666666668,103
18,105
18.083333333333332,105
18.166666666666668,100
18.25,105
18.333333333333332,103
18.416666666666668,105
18.5,101
18.583333333333332,103
18.666666666666668,103
18.75,103
18.833333333333332,104
18.916666666666668,103
19,107
19.083333333333332,103
19.166666666666668,103
19.25,104
19.333333333333332,105
19.416666666666668,105
19.5,103
19.583333333333332,100
19.666666666666668,101
19.75,102
19.833333333333332,103
19.916666666666668,103
20,107
20.083333333333332,104
20.166666666666668,106
20.25,102
20.333333333333332,104
20.416666666666668,108
20.5,106
20.583333333333332,105
20.666666666666668,105
20.75,104
20.833333333333332,106
20.916666666666668,106
21,106
21.083333333333332,106
21.166666666666668,105
21.25,104
21.333333333333332,104
21.416666666666668,108
21.5,106
21.583333333333332,102
21.666666666666668,106
21.75,104
21.833333333333332,105
21.916666666666668,104
22,103
22.083333333333332,108
22.166666666666668,106
22.25,105
22.333333333333332,107
22.416666666666668,105
22.5,107
22.583333333333332,103
22.666666666666668,107
22.75,105
22.833333333333332,108
22.916666666666668,106
23,109
23.083333333333332,108
23.166666666666668,110
23.25,104
23.333333333333332,110
23.416666666666668,110
23.5,106
23.583333333333332,111
23.666666666666668,107
23.75,104
23.833333333333332,109
23.916666666666668,105
24,113
24.083333333333332,107
24.166666666666668,111
24.25,113
24.333333333333332,113
24.416666666666668,110
24.5,113
24.583333333333332,109
24.666666666666668,114
24.75,111
24.833333333333332,114
24.916666666666668,113
25,112
25.083333333333332,112
25.166666666666668,109
25.25,110
25.333333333333332,108
25.416666666666668,113
25.5,116
25.583333333333332,109
25.666666666666668,112
25.75,112
25.833333333333332,114
25.916666666666668,108
26,112
26.083333333333332,110
26.166666666666668,114
26.25,113
26.333333333333332,110
26.416666666666668,110
26.5,112
26.583333333333332,115
26.666666666666668,113
26.75,116
26.833333333333332,115
26.916666666666668,118
27,114
27.083333333333332,118
27.166666666666668,113
27.25,119
27.333333333333332,114
27.416666666666668,116
27.5,117
27.583333333333332,117
27.666666666666668,116
27.75,115
27.833333333333332,116
27.916666666666668,115
28,120
28.083333333333332,115
28.166666666666668,116
28.25,117
28.333333333333332,120
28.416666666666668,115
28.5,115
28.583333333333332,117
28.666666666666668,116
28.75,116
28.833333333333332,113
28.916666666666668,118
29,116
29.083333333333332,113
29.166666666666668,118
29.25,117
29.333333333333332,114
29.416666666666668,118
29.5,117
29.583333333333332,117
29.666666666666668,116
29.75,120
29.833333333333332,120
29.916666666666668,113
30,114
30.083333333333332,113
30.166666666666668,117
30.25,113
30.333333333333332,117
30.416666666666668,116
30.5,116
30.583333333333332,116
30.666666666666668,118
30.75,119
30.833333333333332,120
30.916666666666668,118
31,117
31.083333333333332,120
31.166666666666668,118
31.25,114
31.333333333333332,114
31.416666666666668,117
31.5,116
31.583333333333332,116
31.666666666666668,120
31.75,120
31.833333333333332,119
31.916666666666668,117
32,119
32.083333333333336,119
32.166666666666664,117
32.25,121
32.333333333333336,118
32.416666666666664,121
32.5,119
32.583333333333336,121
32.666666666666664,120
32.75,115
32.833333333333336,118
32.916666666666664,117
33,122
33.083333333333336,120
33.166666666666664,121
33.25,119
33.333333333333336,122
33.416666666666664,122
33.5,118
33.583333333333336,122
