"Hours since thread went live","Kaijuu 8-gou • Kaiju No. 8 - Episode 4 discussion"
0,2
0,3
0.08333333333333333,19
0.16666666666666666,28
0.25,38
0.3333333333333333,47
0.4166666666666667,64
0.5,74
0.5833333333333334,86
0.6666666666666666,102
0.75,119
0.8333333333333334,135
0.9166666666666666,156
1,162
1.0833333333333333,183
1.1666666666666667,195
1.25,220
1.3333333333333333,246
1.4166666666666667,261
1.5,280
1.5833333333333333,307
1.6666666666666667,330
1.75,343
1.8333333333333333,380
1.9166666666666667,394
2,410
2.0833333333333335,436
2.1666666666666665,457
2.25,466
2.3333333333333335,496
2.4166666666666665,525
2.5,532
2.5833333333333335,551
2.6666666666666665,554
2.75,564
2.8333333333333335,592
2.9166666666666665,610
3,618
3.0833333333333335,643
3.1666666666666665,667
3.25,690
3.3333333333333335,708
3.4166666666666665,722
3.5,744
3.5833333333333335,755
3.6666666666666665,775
3.75,789
3.8333333333333335,810
3.9166666666666665,824
4,833
4.083333333333333,855
4.166666666666667,874
4.25,883
4.333333333333333,900
4.416666666666667,915
4.5,925
4.583333333333333,938
4.666666666666667,959
4.75,969
4.833333333333333,980
4.916666666666667,1000
5,1008
5.083333333333333,1023
5.166666666666667,1034
5.25,1048
5.333333333333333,1055
5.416666666666667,1075
5.5,1084
5.583333333333333,1102
5.666666666666667,1114
5.75,1126
5.833333333333333,1142
5.916666666666667,1147
6,1158
6.083333333333333,1170
6.166666666666667,1172
6.25,1183
6.333333333333333,1200
6.416666666666667,1203
6.5,1222
6.583333333333333,1220
6.666666666666667,1240
6.75,1254
6.833333333333333,1263
6.916666666666667,1269
7,1279
7.083333333333333,1282
7.166666666666667,1284
7.25,1303
7.333333333333333,1310
7.416666666666667,1330
7.5,1340
7.583333333333333,1351
7.666666666666667,1357
7.75,1364
7.833333333333333,1377
7.916666666666667,1383
8,1390
8.083333333333334,1397
8.166666666666666,1408
8.25,1414
8.333333333333334,1419
8.416666666666666,1422
8.5,1441
8.583333333333334,1442
8.666666666666666,1453
8.75,1453
8.833333333333334,1460
8.916666666666666,1472
9,1476
9.083333333333334,1494
9.166666666666666,1492
9.25,1503
9.333333333333334,1511
9.416666666666666,1509
9.5,1513
9.583333333333334,1524
9.666666666666666,1538
9.75,1540
9.833333333333334,1550
9.916666666666666,1565
10,1569
10.083333333333334,1580
10.166666666666666,1592
10.25,1606
10.333333333333334,1607
10.416666666666666,1618
10.5,1620
10.583333333333334,1633
10.666666666666666,1635
10.75,1636
10.833333333333334,1647
10.916666666666666,1656
11,1660
11.083333333333334,1663
11.166666666666666,1671
11.25,1674
11.333333333333334,1680
11.416666666666666,1684
11.5,1681
11.583333333333334,1694
11.666666666666666,1702
11.75,1709
11.833333333333334,1716
11.916666666666666,1716
12,1722
12.083333333333334,1727
12.166666666666666,1734
12.25,1734
12.333333333333334,1742
12.416666666666666,1745
12.5,1753
12.583333333333334,1755
12.666666666666666,1770
12.75,1766
12.833333333333334,1780
12.916666666666666,1778
13,1783
13.083333333333334,1785
13.166666666666666,1789
13.25,1796
13.333333333333334,1801
13.416666666666666,1801
13.5,1808
13.583333333333334,1808
13.666666666666666,1814
13.75,1823
13.833333333333334,1824
13.916666666666666,1826
14,1826
14.083333333333334,1838
14.166666666666666,1848
14.25,1847
14.333333333333334,1855
14.416666666666666,1860
14.5,1864
14.583333333333334,1865
14.666666666666666,1861
14.75,1871
14.833333333333334,1877
14.916666666666666,1872
15,1879
15.083333333333334,1876
15.166666666666666,1881
15.25,1881
15.333333333333334,1886
