"Hours since thread went live","Shinkalion: Change the World - Episode 6 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,1
0.6666666666666666,1
0.75,0
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,1
1.1666666666666667,1
1.25,1
1.3333333333333333,1
1.4166666666666667,1
1.5,2
1.5833333333333333,2
1.6666666666666667,2
1.75,2
1.8333333333333333,2
1.9166666666666667,2
2,2
2.0833333333333335,2
2.1666666666666665,2
2.25,2
2.3333333333333335,3
2.4166666666666665,3
2.5,3
2.5833333333333335,4
2.6666666666666665,5
2.75,5
2.8333333333333335,5
2.9166666666666665,3
3,5
3.0833333333333335,4
3.1666666666666665,4
3.25,5
3.3333333333333335,5
3.4166666666666665,5
3.5,5
3.5833333333333335,4
3.6666666666666665,4
3.75,4
3.8333333333333335,5
3.9166666666666665,6
4,5
4.083333333333333,4
4.166666666666667,5
4.25,5
4.333333333333333,6
4.416666666666667,4
4.5,5
4.583333333333333,4
4.666666666666667,4
4.75,5
4.833333333333333,4
4.916666666666667,4
5,4
5.083333333333333,3
5.166666666666667,4
5.25,4
5.333333333333333,5
5.416666666666667,5
5.5,5
5.583333333333333,4
5.666666666666667,4
5.75,5
5.833333333333333,4
5.916666666666667,6
6,5
6.083333333333333,5
6.166666666666667,5
6.25,4
6.333333333333333,5
6.416666666666667,4
6.5,4
6.583333333333333,5
6.666666666666667,4
6.75,5
6.833333333333333,4
6.916666666666667,4
7,5
7.083333333333333,5
7.166666666666667,5
7.25,4
7.333333333333333,5
7.416666666666667,7
7.5,4
7.583333333333333,7
7.666666666666667,4
7.75,4
7.833333333333333,4
7.916666666666667,3
8,5
8.083333333333334,6
8.166666666666666,6
8.25,4
8.333333333333334,5
8.416666666666666,6
8.5,6
8.583333333333334,5
8.666666666666666,6
8.75,5
8.833333333333334,3
8.916666666666666,4
9,6
9.083333333333334,5
9.166666666666666,5
9.25,6
9.333333333333334,4
9.416666666666666,5
9.5,3
9.583333333333334,5
9.666666666666666,5
9.75,4
9.833333333333334,5
9.916666666666666,5
10,7
10.083333333333334,3
10.166666666666666,5
10.25,6
10.333333333333334,5
10.416666666666666,5
10.5,4
10.583333333333334,3
10.666666666666666,5
10.75,5
10.833333333333334,7
10.916666666666666,3
11,4
11.083333333333334,5
11.166666666666666,3
11.25,4
11.333333333333334,5
11.416666666666666,3
11.5,5
11.583333333333334,4
11.666666666666666,3
11.75,5
11.833333333333334,7
11.916666666666666,5
12,4
12.083333333333334,3
12.166666666666666,4
12.25,4
12.333333333333334,6
12.416666666666666,5
12.5,4
12.583333333333334,4
12.666666666666666,4
12.75,6
12.833333333333334,4
12.916666666666666,3
13,4
13.083333333333334,5
13.166666666666666,4
13.25,3
13.333333333333334,5
13.416666666666666,4
13.5,5
13.583333333333334,4
13.666666666666666,6
13.75,6
13.833333333333334,7
13.916666666666666,5
14,4
14.083333333333334,4
14.166666666666666,3
14.25,4
14.333333333333334,6
14.416666666666666,3
14.5,5
14.583333333333334,4
14.666666666666666,5
14.75,4
14.833333333333334,5
14.916666666666666,6
15,5
15.083333333333334,5
15.166666666666666,6
15.25,6
15.333333333333334,7
15.416666666666666,6
15.5,6
15.583333333333334,4
15.666666666666666,7
15.75,4
15.833333333333334,3
15.916666666666666,7
16,3
16.083333333333332,6
16.166666666666668,5
16.25,5
16.333333333333332,4
16.416666666666668,7
16.5,3
16.583333333333332,3
16.666666666666668,4
16.75,6
16.833333333333332,3
16.916666666666668,6
17,4
17.083333333333332,4
17.166666666666668,4
17.25,7
17.333333333333332,5
17.416666666666668,6
17.5,6
17.583333333333332,6
17.666666666666668,5
17.75,5
17.833333333333332,5
17.916666666666668,6
18,7
18.083333333333332,5
18.166666666666668,3
18.25,3
18.333333333333332,5
18.416666666666668,6
18.5,6
18.583333333333332,4
18.666666666666668,7
18.75,4
18.833333333333332,5
18.916666666666668,3
19,5
19.083333333333332,5
19.166666666666668,5
19.25,5
19.333333333333332,5
19.416666666666668,3
19.5,5
19.583333333333332,5
19.666666666666668,3
19.75,5
19.833333333333332,4
19.916666666666668,3
20,5
20.083333333333332,6
20.166666666666668,3
20.25,4
20.333333333333332,7
20.416666666666668,7
20.5,3
20.583333333333332,5
20.666666666666668,6
20.75,6
20.833333333333332,5
20.916666666666668,5
21,5
21.083333333333332,6
21.166666666666668,7
21.25,4
21.333333333333332,8
21.416666666666668,6
21.5,6
21.583333333333332,4
21.666666666666668,7
21.75,7
21.833333333333332,6
21.916666666666668,6
22,6
22.083333333333332,7
22.166666666666668,6
22.25,7
22.333333333333332,5
22.416666666666668,6
22.5,5
22.583333333333332,6
22.666666666666668,5
22.75,6
22.833333333333332,4
22.916666666666668,7
23,5
23.083333333333332,6
23.166666666666668,5
23.25,6
23.333333333333332,6
23.416666666666668,5
23.5,6
23.583333333333332,6
23.666666666666668,7
23.75,6
23.833333333333332,5
23.916666666666668,6
24,6
24.083333333333332,5
24.166666666666668,4
24.25,8
24.333333333333332,7
24.416666666666668,6
24.5,6
24.583333333333332,7
24.666666666666668,7
24.75,4
24.833333333333332,6
24.916666666666668,5
25,7
25.083333333333332,6
25.166666666666668,7
25.25,5
25.333333333333332,5
25.416666666666668,7
25.5,4
25.583333333333332,7
25.666666666666668,6
25.75,6
25.833333333333332,6
25.916666666666668,6
26,6
26.083333333333332,8
26.166666666666668,6
26.25,8
26.333333333333332,5
26.416666666666668,6
26.5,7
26.583333333333332,6
26.666666666666668,4
26.75,8
26.833333333333332,5
26.916666666666668,7
27,6
27.083333333333332,7
27.166666666666668,6
27.25,5
27.333333333333332,8
27.416666666666668,6
27.5,5
27.583333333333332,5
27.666666666666668,6
27.75,7
27.833333333333332,7
27.916666666666668,8
28,6
28.083333333333332,6
28.166666666666668,7
28.25,7
28.333333333333332,5
28.416666666666668,5
28.5,5
28.583333333333332,5
28.666666666666668,7
28.75,7
28.833333333333332,6
28.916666666666668,6
29,8
29.083333333333332,6
29.166666666666668,6
29.25,4
29.333333333333332,5
29.416666666666668,6
29.5,6
29.583333333333332,8
29.666666666666668,4
29.75,7
29.833333333333332,6
29.916666666666668,8
30,8
30.083333333333332,6
30.166666666666668,6
30.25,7
30.333333333333332,8
30.416666666666668,8
30.5,7
30.583333333333332,6
30.666666666666668,4
30.75,5
30.833333333333332,5
30.916666666666668,8
31,7
31.083333333333332,7
31.166666666666668,6
31.25,4
31.333333333333332,5
31.416666666666668,5
31.5,6
31.583333333333332,4
31.666666666666668,4
31.75,6
31.833333333333332,5
31.916666666666668,7
32,5
32.083333333333336,8
32.166666666666664,8
32.25,7
32.333333333333336,5
32.416666666666664,5
32.5,6
32.583333333333336,5
32.666666666666664,7
32.75,6
32.833333333333336,6
32.916666666666664,6
33,6
33.083333333333336,5
33.166666666666664,5
33.25,6
33.333333333333336,4
33.416666666666664,5
33.5,6
33.583333333333336,6
33.666666666666664,7
33.75,4
33.833333333333336,6
33.916666666666664,6
34,7
34.083333333333336,7
34.166666666666664,6
34.25,7
34.333333333333336,7
34.416666666666664,4
34.5,7
34.583333333333336,5
34.666666666666664,4
34.75,5
34.833333333333336,4
34.916666666666664,5
35,8
35.083333333333336,7
35.166666666666664,7
35.25,5
35.333333333333336,6
35.416666666666664,7
35.5,6
35.583333333333336,8
35.666666666666664,7
35.75,8
35.833333333333336,6
35.916666666666664,5
36,6
36.083333333333336,5
36.166666666666664,7
36.25,8
36.333333333333336,6
36.416666666666664,7
36.5,6
36.583333333333336,4
36.666666666666664,4
36.75,7
36.833333333333336,5
36.916666666666664,6
37,4
37.083333333333336,7
37.166666666666664,6
37.25,4
37.333333333333336,7
37.416666666666664,7
37.5,7
37.583333333333336,4
37.666666666666664,6
37.75,8
37.833333333333336,7
37.916666666666664,4
38,5
38.083333333333336,6
38.166666666666664,5
38.25,7
38.333333333333336,7
38.416666666666664,5
38.5,8
38.583333333333336,8
38.666666666666664,4
38.75,6
38.833333333333336,5
38.916666666666664,7
39,5
39.083333333333336,5
