"Hours since thread went live","Hikari no Ou Season 2 • The Fire Hunter Season 2 - Episode 17 discussion"
21.75,78
21.833333333333332,79
21.916666666666668,76
22,77
22.083333333333332,74
22.166666666666668,77
22.25,80
22.333333333333332,76
22.416666666666668,76
22.5,76
22.583333333333332,76
22.666666666666668,78
22.75,76
22.833333333333332,80
22.916666666666668,76
23,76
23.083333333333332,78
23.166666666666668,77
23.25,81
23.333333333333332,76
23.416666666666668,78
23.5,79
23.583333333333332,81
23.666666666666668,80
23.75,81
23.833333333333332,75
23.916666666666668,77
24,76
24.083333333333332,80
24.166666666666668,79
24.25,80
24.333333333333332,77
24.416666666666668,77
24.5,80
24.583333333333332,77
24.666666666666668,80
24.75,78
24.833333333333332,74
24.916666666666668,75
25,81
25.083333333333332,78
25.166666666666668,78
25.25,82
25.333333333333332,78
25.416666666666668,76
25.5,79
25.583333333333332,76
25.666666666666668,80
25.75,78
25.833333333333332,81
25.916666666666668,78
26,81
26.083333333333332,79
26.166666666666668,76
26.25,80
26.333333333333332,80
26.416666666666668,79
26.5,78
26.583333333333332,82
26.666666666666668,80
26.833333333333332,83
26.916666666666668,79
27,75
27.083333333333332,83
27.166666666666668,81
27.25,78
27.333333333333332,77
27.416666666666668,78
27.5,79
27.583333333333332,77
27.666666666666668,80
27.75,80
27.833333333333332,77
27.916666666666668,79
28,75
28.083333333333332,80
28.166666666666668,77
28.25,79
28.333333333333332,78
28.416666666666668,77
28.5,79
28.583333333333332,79
28.666666666666668,79
28.75,80
28.833333333333332,79
28.916666666666668,80
29,81
29.083333333333332,79
29.166666666666668,79
29.25,78
29.333333333333332,81
29.416666666666668,77
29.5,82
29.583333333333332,80
29.666666666666668,79
29.75,79
29.833333333333332,80
29.916666666666668,78
30,77
30.083333333333332,80
30.166666666666668,75
30.25,81
30.333333333333332,79
30.416666666666668,77
30.5,81
30.583333333333332,76
30.666666666666668,81
30.75,79
30.833333333333332,78
30.916666666666668,79
31,80
31.083333333333332,81
31.166666666666668,75
31.25,79
31.333333333333332,77
31.416666666666668,78
31.5,77
31.583333333333332,79
31.666666666666668,78
31.75,75
31.833333333333332,79
31.916666666666668,79
32,79
32.083333333333336,81
32.166666666666664,79
32.25,80
32.333333333333336,80
32.416666666666664,80
32.5,82
32.583333333333336,77
32.666666666666664,77
32.75,80
32.833333333333336,80
32.916666666666664,83
33,84
33.083333333333336,79
33.166666666666664,80
33.25,82
33.333333333333336,78
33.416666666666664,79
33.5,78
33.583333333333336,82
33.666666666666664,81
33.75,79
33.833333333333336,85
33.916666666666664,78
34,81
34.083333333333336,82
34.166666666666664,80
34.25,77
34.333333333333336,80
34.416666666666664,78
34.5,80
34.583333333333336,81
34.666666666666664,77
34.75,82
34.833333333333336,82
34.916666666666664,84
35,80
35.083333333333336,79
35.166666666666664,82
35.25,81
35.333333333333336,83
35.416666666666664,84
35.5,82
35.583333333333336,83
35.666666666666664,81
35.75,84
35.833333333333336,78
35.916666666666664,82
36,79
36.083333333333336,85
36.166666666666664,80
36.25,84
36.333333333333336,82
36.416666666666664,80
36.5,81
36.583333333333336,81
36.666666666666664,79
36.75,81
36.833333333333336,82
36.916666666666664,81
37,82
37.083333333333336,80
37.166666666666664,82
37.25,80
37.333333333333336,85
37.416666666666664,82
37.5,85
37.583333333333336,84
37.666666666666664,84
37.75,84
37.833333333333336,82
37.916666666666664,80
38,84
38.083333333333336,80
38.166666666666664,84
38.25,85
38.333333333333336,84
38.416666666666664,85
38.5,85
38.583333333333336,82
38.666666666666664,82
38.75,82
38.833333333333336,84
38.916666666666664,87
39,82
39.083333333333336,87
39.166666666666664,86
39.25,88
39.333333333333336,85
39.416666666666664,85
39.5,85
39.583333333333336,83
39.666666666666664,82
39.75,88
39.833333333333336,89
39.916666666666664,85
40,87
40.083333333333336,84
40.166666666666664,83
40.25,87
40.333333333333336,86
40.416666666666664,84
40.5,87
40.583333333333336,87
40.666666666666664,85
40.75,85
40.833333333333336,86
40.916666666666664,86
41,84
41.083333333333336,89
41.166666666666664,88
41.25,86
41.333333333333336,90
41.416666666666664,88
41.5,89
41.583333333333336,87
41.666666666666664,88
41.75,87
41.833333333333336,88
41.916666666666664,89
42,83
42.083333333333336,86
42.166666666666664,82
42.25,90
42.333333333333336,84
42.416666666666664,84
42.5,86
42.583333333333336,85
42.666666666666664,89
42.75,86
42.833333333333336,87
42.916666666666664,86
43,87
43.083333333333336,87
43.166666666666664,87
43.25,88
43.333333333333336,91
43.416666666666664,88
43.5,86
43.583333333333336,83
43.666666666666664,88
43.75,89
43.833333333333336,86
43.916666666666664,89
44,88
44.083333333333336,86
44.166666666666664,90
44.25,86
44.333333333333336,89
44.416666666666664,89
44.5,88
44.583333333333336,87
44.666666666666664,87
44.75,86
44.833333333333336,86
44.916666666666664,86
45,87
45.083333333333336,87
45.166666666666664,89
45.25,84
45.333333333333336,87
45.416666666666664,86
45.5,88
45.583333333333336,85
45.666666666666664,88
45.75,87
45.833333333333336,86
45.916666666666664,85
46,83
46.083333333333336,86
46.166666666666664,86
46.25,87
46.333333333333336,90
46.416666666666664,85
46.5,83
46.583333333333336,84
46.666666666666664,85
46.75,83
46.833333333333336,87
46.916666666666664,88
47,85
47.083333333333336,87
47.166666666666664,88
47.25,87
47.333333333333336,89
47.416666666666664,88
47.5,86
47.583333333333336,88
47.666666666666664,86
47.75,86
47.833333333333336,92
47.916666666666664,92
