"Hours since thread went live","Hikari no Ou Season 2 • The Fire Hunter Season 2 - Episode 17 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,3
0.25,5
0.3333333333333333,5
0.4166666666666667,6
0.5,8
0.5833333333333334,9
0.6666666666666666,9
0.75,8
0.8333333333333334,8
0.9166666666666666,8
1,9
1.0833333333333333,11
1.1666666666666667,14
1.25,16
1.3333333333333333,19
1.4166666666666667,19
1.5,19
1.5833333333333333,21
1.6666666666666667,22
1.75,22
1.8333333333333333,23
1.9166666666666667,23
2,25
2.0833333333333335,25
2.1666666666666665,27
2.25,25
2.3333333333333335,27
2.4166666666666665,27
2.5,27
2.5833333333333335,28
2.6666666666666665,29
2.75,31
2.8333333333333335,31
2.9166666666666665,30
3,34
3.0833333333333335,34
3.1666666666666665,32
3.25,37
3.3333333333333335,37
3.4166666666666665,37
3.5,39
3.5833333333333335,36
3.6666666666666665,39
3.75,42
3.8333333333333335,43
3.9166666666666665,41
4,38
4.083333333333333,43
4.166666666666667,44
4.25,41
4.333333333333333,46
4.416666666666667,42
4.5,44
4.583333333333333,46
4.666666666666667,47
4.75,50
4.833333333333333,49
4.916666666666667,47
5,46
5.083333333333333,47
5.166666666666667,48
5.25,50
5.333333333333333,46
5.416666666666667,47
5.5,47
5.583333333333333,48
5.666666666666667,50
5.75,50
5.833333333333333,51
5.916666666666667,47
6,46
6.083333333333333,49
6.166666666666667,50
6.25,51
6.333333333333333,50
6.416666666666667,50
6.5,46
6.583333333333333,50
6.666666666666667,51
6.75,54
6.833333333333333,48
6.916666666666667,54
7,52
7.083333333333333,52
7.166666666666667,49
7.25,51
7.333333333333333,52
7.416666666666667,51
7.5,55
7.583333333333333,51
7.666666666666667,49
7.75,52
7.833333333333333,51
7.916666666666667,52
8,57
8.083333333333334,55
8.166666666666666,56
8.25,52
8.333333333333334,50
8.416666666666666,52
8.5,54
8.583333333333334,54
8.666666666666666,56
8.75,54
8.833333333333334,53
8.916666666666666,61
9,58
9.083333333333334,57
9.166666666666666,54
9.25,58
9.333333333333334,59
9.416666666666666,59
9.5,62
9.583333333333334,57
9.666666666666666,57
9.75,58
9.833333333333334,60
9.916666666666666,59
10,58
10.083333333333334,61
10.166666666666666,58
10.25,59
10.333333333333334,59
10.416666666666666,60
10.5,63
10.583333333333334,62
10.666666666666666,60
10.75,62
10.833333333333334,55
10.916666666666666,60
11,63
11.083333333333334,56
11.166666666666666,58
11.25,58
11.333333333333334,55
11.416666666666666,60
11.5,59
11.583333333333334,60
11.666666666666666,60
11.75,58
11.833333333333334,57
11.916666666666666,59
12,62
12.083333333333334,64
12.166666666666666,61
12.25,64
12.333333333333334,59
12.416666666666666,61
12.5,60
12.583333333333334,62
12.666666666666666,60
12.75,60
12.833333333333334,62
12.916666666666666,66
13,60
13.083333333333334,67
13.166666666666666,64
13.25,65
13.333333333333334,66
13.416666666666666,66
13.5,67
13.583333333333334,66
13.666666666666666,63
13.75,63
13.833333333333334,66
13.916666666666666,67
14,70
14.083333333333334,69
14.166666666666666,67
14.25,69
14.333333333333334,70
14.416666666666666,71
14.5,69
14.583333333333334,66
14.666666666666666,70
14.75,70
14.833333333333334,68
14.916666666666666,68
15,68
15.083333333333334,73
15.166666666666666,68
15.25,69
15.333333333333334,74
15.416666666666666,72
15.5,69
15.583333333333334,72
15.666666666666666,69
15.75,73
15.833333333333334,70
15.916666666666666,68
16,73
16.083333333333332,68
16.166666666666668,72
16.25,71
16.333333333333332,69
16.416666666666668,71
16.5,68
16.583333333333332,73
16.666666666666668,73
16.75,73
16.833333333333332,69
16.916666666666668,71
17,72
17.083333333333332,73
17.166666666666668,72
17.25,71
17.333333333333332,74
17.416666666666668,72
17.5,72
17.583333333333332,73
17.666666666666668,73
17.75,74
17.833333333333332,72
17.916666666666668,74
18,76
18.083333333333332,73
18.166666666666668,77
18.25,76
18.333333333333332,73
18.416666666666668,74
18.5,79
18.583333333333332,76
18.666666666666668,78
18.75,77
18.833333333333332,76
18.916666666666668,79
19,74
19.083333333333332,76
19.166666666666668,80
19.25,76
19.333333333333332,77
19.416666666666668,76
19.5,74
19.583333333333332,75
19.666666666666668,72
19.75,77
19.833333333333332,76
19.916666666666668,74
20,77
20.083333333333332,78
20.166666666666668,77
20.25,78
20.333333333333332,74
20.416666666666668,75
20.5,77
20.583333333333332,76
20.666666666666668,79
20.75,75
20.833333333333332,78
20.916666666666668,75
21,78
21.083333333333332,77
21.166666666666668,77
21.25,77
21.333333333333332,77
21.416666666666668,76
21.5,75
21.583333333333332,80
21.666666666666668,79
