"Hours since thread went live","Henjin no Salad Bowl • A Salad Bowl of Eccentrics - Episode 9 discussion"
0,3
0.08333333333333333,4
0.16666666666666666,7
0.25,11
0.3333333333333333,11
0.4166666666666667,13
0.5,18
0.5833333333333334,19
0.6666666666666666,21
0.75,22
0.8333333333333334,24
0.9166666666666666,27
1,28
1.0833333333333333,28
1.1666666666666667,32
1.25,35
1.3333333333333333,38
1.4166666666666667,40
1.5,38
1.5833333333333333,41
1.6666666666666667,42
1.75,41
1.8333333333333333,45
1.9166666666666667,50
2,52
2.0833333333333335,55
2.1666666666666665,62
2.25,63
2.3333333333333335,67
2.4166666666666665,69
2.5,71
2.5833333333333335,74
2.6666666666666665,78
2.75,82
2.8333333333333335,85
2.9166666666666665,88
3,90
3.0833333333333335,96
3.1666666666666665,95
3.25,100
3.3333333333333335,99
3.4166666666666665,104
3.5,103
3.5833333333333335,106
3.6666666666666665,110
3.75,119
3.8333333333333335,119
3.9166666666666665,124
4,124
4.083333333333333,129
4.166666666666667,133
4.25,132
4.333333333333333,142
4.416666666666667,137
4.5,142
4.583333333333333,146
4.666666666666667,149
4.75,151
4.833333333333333,157
4.916666666666667,157
5,156
5.083333333333333,163
5.166666666666667,161
5.25,161
5.333333333333333,164
5.416666666666667,167
5.5,171
5.583333333333333,171
5.666666666666667,170
5.75,170
5.833333333333333,170
5.916666666666667,172
6,174
6.083333333333333,172
6.166666666666667,176
6.25,177
6.333333333333333,181
6.416666666666667,176
6.5,183
6.583333333333333,183
6.666666666666667,185
6.75,185
6.833333333333333,186
6.916666666666667,188
7,186
7.083333333333333,189
7.166666666666667,192
7.25,195
7.333333333333333,192
7.416666666666667,198
7.5,198
7.583333333333333,200
7.666666666666667,207
7.75,206
7.833333333333333,205
7.916666666666667,212
8,211
8.083333333333334,214
8.166666666666666,212
8.25,218
8.333333333333334,218
8.416666666666666,219
8.5,225
8.583333333333334,219
8.666666666666666,218
8.75,223
8.833333333333334,223
8.916666666666666,226
9,224
9.083333333333334,227
9.166666666666666,228
9.25,230
9.333333333333334,234
9.416666666666666,235
9.5,236
9.583333333333334,237
9.666666666666666,240
9.75,244
9.833333333333334,244
9.916666666666666,245
10,245
10.083333333333334,250
10.166666666666666,249
10.25,250
10.333333333333334,247
10.416666666666666,250
10.5,251
10.583333333333334,249
10.666666666666666,256
10.75,254
10.833333333333334,261
10.916666666666666,261
11,259
11.083333333333334,259
11.166666666666666,258
11.25,260
11.333333333333334,262
11.416666666666666,269
11.5,265
11.583333333333334,270
11.666666666666666,266
11.75,272
11.833333333333334,270
11.916666666666666,272
12,275
12.083333333333334,275
12.166666666666666,275
12.25,275
12.333333333333334,277
12.416666666666666,275
12.5,272
12.583333333333334,275
12.666666666666666,276
12.75,276
12.833333333333334,282
12.916666666666666,279
13,282
13.083333333333334,283
13.166666666666666,285
13.25,281
13.333333333333334,281
13.416666666666666,280
13.5,283
13.583333333333334,283
13.666666666666666,285
13.75,281
13.833333333333334,284
13.916666666666666,284
14,283
14.083333333333334,281
14.166666666666666,285
14.25,287
14.333333333333334,287
14.416666666666666,286
14.5,290
14.583333333333334,289
14.666666666666666,290
14.75,290
14.833333333333334,291
14.916666666666666,290
15,293
15.083333333333334,292
15.166666666666666,297
15.25,291
15.333333333333334,293
15.416666666666666,296
15.5,299
15.583333333333334,293
15.666666666666666,300
15.75,299
15.833333333333334,296
15.916666666666666,297
16,300
16.083333333333332,297
16.166666666666668,301
16.25,297
16.333333333333332,300
16.416666666666668,301
16.5,305
16.583333333333332,300
16.666666666666668,303
16.75,296
16.833333333333332,300
16.916666666666668,298
17,301
17.083333333333332,298
17.166666666666668,303
17.25,303
17.333333333333332,301
17.416666666666668,299
17.5,302
17.583333333333332,298
17.666666666666668,301
17.75,306
17.833333333333332,306
17.916666666666668,304
18,307
18.083333333333332,307
18.166666666666668,303
18.25,309
18.333333333333332,305
18.416666666666668,309
18.5,308
18.583333333333332,304
18.666666666666668,307
18.75,309
18.833333333333332,309
18.916666666666668,311
19,307
19.083333333333332,311
19.166666666666668,308
19.25,308
19.333333333333332,309
19.416666666666668,310
19.5,309
19.583333333333332,315
19.666666666666668,313
19.75,315
19.833333333333332,313
19.916666666666668,318
20,313
20.083333333333332,316
20.166666666666668,318
20.25,318
20.333333333333332,317
20.416666666666668,314
20.5,319
20.583333333333332,319
20.666666666666668,321
20.75,319
20.833333333333332,321
20.916666666666668,318
21,322
21.083333333333332,322
21.166666666666668,319
21.25,326
21.333333333333332,321
21.416666666666668,323
21.5,323
21.583333333333332,325
21.666666666666668,323
21.75,321
21.833333333333332,323
21.916666666666668,327
22,323
22.083333333333332,325
22.166666666666668,325
22.25,327
22.333333333333332,327
22.416666666666668,331
22.5,325
22.583333333333332,329
22.666666666666668,326
22.75,331
22.833333333333332,330
22.916666666666668,330
23,322
23.083333333333332,324
23.166666666666668,329
23.25,326
23.333333333333332,329
23.416666666666668,327
23.5,328
23.583333333333332,327
23.666666666666668,327
23.75,329
23.833333333333332,329
23.916666666666668,327
24,331
24.083333333333332,329
24.166666666666668,330
24.25,328
24.333333333333332,335
24.416666666666668,340
24.5,334
24.583333333333332,338
24.666666666666668,340
24.75,333
24.833333333333332,340
24.916666666666668,344
25,339
25.083333333333332,339
25.166666666666668,346
25.25,342
25.333333333333332,344
25.416666666666668,340
25.5,343
25.583333333333332,345
25.666666666666668,343
25.75,340
25.833333333333332,346
25.916666666666668,340
26,344
26.083333333333332,343
26.166666666666668,348
26.25,346
26.333333333333332,346
26.416666666666668,346
26.5,347
26.583333333333332,345
26.666666666666668,351
26.75,344
26.833333333333332,346
26.916666666666668,344
27,346
27.083333333333332,352
27.166666666666668,353
27.25,350
27.333333333333332,350
27.416666666666668,348
27.5,348
27.583333333333332,345
27.666666666666668,348
27.75,346
27.833333333333332,354
27.916666666666668,353
28,352
28.083333333333332,349
28.166666666666668,350
28.25,353
28.333333333333332,351
28.416666666666668,353
28.5,353
28.583333333333332,356
28.666666666666668,349
28.75,350
28.833333333333332,357
28.916666666666668,357
29,352
29.083333333333332,347
29.166666666666668,354
29.25,351
29.333333333333332,350
29.416666666666668,356
29.5,354
29.583333333333332,360
29.666666666666668,352
29.75,356
29.833333333333332,351
29.916666666666668,355
30,353
30.083333333333332,358
30.166666666666668,359
30.25,356
30.333333333333332,351
30.416666666666668,350
30.5,356
30.583333333333332,357
30.666666666666668,360
30.75,356
30.833333333333332,358
30.916666666666668,354
31,354
31.083333333333332,356
31.166666666666668,355
31.25,356
31.333333333333332,355
31.416666666666668,359
31.5,357
31.583333333333332,360
31.666666666666668,358
31.75,359
31.833333333333332,362
31.916666666666668,363
32,361
32.083333333333336,361
32.166666666666664,357
32.25,361
32.333333333333336,356
32.416666666666664,354
32.5,356
32.583333333333336,358
32.666666666666664,354
32.75,357
32.833333333333336,357
32.916666666666664,362
33,359
33.083333333333336,359
33.166666666666664,358
33.25,356
33.333333333333336,355
33.416666666666664,360
33.5,361
33.583333333333336,360
33.666666666666664,364
33.75,365
33.833333333333336,358
33.916666666666664,362
34,361
34.083333333333336,362
34.166666666666664,364
34.25,362
34.333333333333336,364
34.416666666666664,364
34.5,360
34.583333333333336,365
34.666666666666664,358
34.75,362
34.833333333333336,368
34.916666666666664,363
35,366
35.083333333333336,361
35.166666666666664,367
35.25,360
35.333333333333336,362
35.416666666666664,364
35.5,368
35.583333333333336,366
35.666666666666664,369
35.75,364
35.833333333333336,359
35.916666666666664,365
36,364
36.083333333333336,360
36.166666666666664,367
36.25,364
36.333333333333336,366
36.416666666666664,364
36.5,368
36.583333333333336,362
36.666666666666664,366
36.75,368
36.833333333333336,363
36.916666666666664,361
37,370
37.083333333333336,365
37.166666666666664,364
37.25,367
37.333333333333336,369
37.416666666666664,365
37.5,366
37.583333333333336,361
37.666666666666664,371
37.75,362
37.833333333333336,365
37.916666666666664,365
38,369
38.083333333333336,368
38.166666666666664,367
38.25,366
38.333333333333336,368
38.416666666666664,367
38.5,371
38.583333333333336,370
38.666666666666664,371
38.75,369
38.833333333333336,363
38.916666666666664,370
39,368
39.083333333333336,373
39.166666666666664,365
39.25,368
39.333333333333336,369
39.416666666666664,369
39.5,364
39.583333333333336,369
39.666666666666664,370
39.75,372
39.833333333333336,371
39.916666666666664,372
40,368
40.083333333333336,370
40.166666666666664,368
40.25,374
40.333333333333336,372
40.416666666666664,373
40.5,371
40.583333333333336,367
40.666666666666664,368
40.75,372
40.833333333333336,370
40.916666666666664,371
41,374
41.083333333333336,371
41.166666666666664,371
41.25,374
41.333333333333336,368
41.416666666666664,373
41.5,370
41.583333333333336,374
41.666666666666664,369
41.75,376
41.833333333333336,372
41.916666666666664,371
42,374
42.083333333333336,372
42.166666666666664,375
42.25,373
42.333333333333336,369
42.416666666666664,377
42.5,373
42.583333333333336,367
42.666666666666664,369
42.75,368
42.833333333333336,371
42.916666666666664,372
43,373
43.083333333333336,370
43.166666666666664,373
43.25,369
43.333333333333336,371
43.416666666666664,368
43.5,369
43.583333333333336,371
43.666666666666664,373
43.75,370
43.833333333333336,371
43.916666666666664,367
44,375
44.083333333333336,374
44.166666666666664,372
44.25,367
44.333333333333336,371
44.416666666666664,370
44.5,369
44.583333333333336,370
44.666666666666664,373
44.75,372
44.833333333333336,369
44.916666666666664,375
45,369
45.083333333333336,372
45.166666666666664,374
45.25,369
45.333333333333336,378
45.416666666666664,371
45.5,378
