"Hours since thread went live","Boku no Hero Academia Season 7 • My Hero Academia Season 7 - Episode 1 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,3
0.25,5
0.3333333333333333,11
0.4166666666666667,13
0.5,13
0.5833333333333334,15
0.6666666666666666,24
0.75,25
0.8333333333333334,26
0.9166666666666666,29
1,31
1.0833333333333333,38
1.1666666666666667,41
1.25,49
1.3333333333333333,51
1.4166666666666667,57
1.5,63
1.5833333333333333,69
1.6666666666666667,73
1.75,79
1.8333333333333333,96
1.9166666666666667,103
2,106
2.0833333333333335,115
2.1666666666666665,122
2.25,132
2.3333333333333335,146
2.4166666666666665,153
2.5,154
2.5833333333333335,163
2.6666666666666665,173
2.75,181
2.8333333333333335,192
2.9166666666666665,203
3,209
3.0833333333333335,218
3.1666666666666665,235
3.25,248
3.3333333333333335,260
3.4166666666666665,273
3.5,283
3.5833333333333335,292
3.6666666666666665,306
3.75,315
3.8333333333333335,324
3.9166666666666665,341
4,355
4.083333333333333,367
4.166666666666667,374
4.25,386
4.333333333333333,405
4.416666666666667,415
4.5,432
4.583333333333333,441
4.666666666666667,455
4.75,456
4.833333333333333,464
4.916666666666667,479
5,495
5.083333333333333,506
5.166666666666667,520
5.25,525
5.333333333333333,540
5.416666666666667,549
5.5,558
5.583333333333333,566
5.666666666666667,573
5.75,589
5.833333333333333,603
5.916666666666667,609
6,609
6.083333333333333,627
6.166666666666667,630
6.25,643
6.333333333333333,653
6.416666666666667,657
6.5,673
6.583333333333333,684
6.666666666666667,693
6.75,718
6.833333333333333,752
6.916666666666667,772
7,804
7.083333333333333,831
7.166666666666667,857
7.25,875
7.333333333333333,904
7.416666666666667,911
7.5,919
7.583333333333333,925
7.666666666666667,941
7.75,948
7.833333333333333,957
7.916666666666667,977
8,980
8.083333333333334,994
8.166666666666666,1005
8.25,1010
8.333333333333334,1014
8.416666666666666,1031
8.5,1036
8.583333333333334,1038
8.666666666666666,1053
8.75,1065
8.833333333333334,1076
8.916666666666666,1085
9,1086
9.083333333333334,1096
9.166666666666666,1099
9.25,1102
9.333333333333334,1116
9.416666666666666,1122
9.5,1125
9.583333333333334,1131
9.666666666666666,1136
9.75,1146
9.833333333333334,1155
9.916666666666666,1163
10,1179
10.083333333333334,1182
10.166666666666666,1191
10.25,1193
10.333333333333334,1190
10.416666666666666,1198
10.5,1204
10.583333333333334,1207
10.666666666666666,1216
10.75,1217
10.833333333333334,1225
10.916666666666666,1222
11,1231
11.083333333333334,1231
11.166666666666666,1238
11.25,1246
11.333333333333334,1250
11.416666666666666,1253
11.5,1256
11.583333333333334,1261
11.666666666666666,1261
11.75,1271
11.833333333333334,1270
11.916666666666666,1280
12,1284
12.083333333333334,1284
12.166666666666666,1289
12.25,1294
12.333333333333334,1288
12.416666666666666,1294
12.5,1289
12.583333333333334,1294
12.666666666666666,1304
12.75,1300
12.833333333333334,1309
12.916666666666666,1318
13,1314
13.083333333333334,1326
13.166666666666666,1334
13.25,1338
13.333333333333334,1340
13.416666666666666,1343
13.5,1345
13.583333333333334,1345
13.666666666666666,1354
13.75,1360
13.833333333333334,1362
13.916666666666666,1361
14,1365
14.083333333333334,1371
14.166666666666666,1379
14.25,1383
14.333333333333334,1385
14.416666666666666,1387
14.5,1391
14.583333333333334,1391
14.666666666666666,1396
14.75,1395
14.833333333333334,1401
14.916666666666666,1404
15,1410
15.083333333333334,1413
15.166666666666666,1413
15.25,1427
15.333333333333334,1427
15.416666666666666,1436
15.5,1438
15.583333333333334,1452
15.666666666666666,1447
15.75,1457
15.833333333333334,1455
15.916666666666666,1461
16,1465
16.083333333333332,1472
16.166666666666668,1474
16.25,1475
16.333333333333332,1476
16.416666666666668,1476
16.5,1482
16.583333333333332,1485
16.666666666666668,1485
16.75,1491
16.833333333333332,1495
16.916666666666668,1501
17,1498
17.083333333333332,1506
17.166666666666668,1504
17.25,1513
17.333333333333332,1513
17.416666666666668,1513
17.5,1515
17.583333333333332,1524
17.666666666666668,1522
17.75,1528
17.833333333333332,1533
17.916666666666668,1540
18,1540
18.083333333333332,1545
18.166666666666668,1542
18.25,1551
18.333333333333332,1544
18.416666666666668,1540
18.5,1545
18.583333333333332,1546
18.666666666666668,1548
18.75,1550
18.833333333333332,1556
18.916666666666668,1553
19,1564
19.083333333333332,1561
19.166666666666668,1562
19.25,1562
19.333333333333332,1559
19.416666666666668,1562
19.5,1563
19.583333333333332,1569
19.666666666666668,1571
19.75,1572
19.833333333333332,1576
19.916666666666668,1575
20,1580
20.083333333333332,1577
20.166666666666668,1578
20.25,1590
