"Hours since thread went live","Chainsaw Man - Episode 3 discussion"
0,42
0.08333333333333333,199
0.16666666666666666,404
0.25,546
0.3333333333333333,765
0.4166666666666667,955
0.5,1142
0.5833333333333334,1289
0.6666666666666666,1445
0.75,1607
0.8333333333333334,1733
0.9166666666666666,1902
1,2033
1.0833333333333333,2177
1.1666666666666667,2293
1.25,2404
1.3333333333333333,2537
1.4166666666666667,2635
1.5,2751
1.5833333333333333,2863
1.6666666666666667,2956
1.75,3042
1.8333333333333333,3139
1.9166666666666667,3253
2,3349
2.0833333333333335,3450
2.1666666666666665,3549
2.25,3634
2.3333333333333335,3732
2.4166666666666665,3839
2.5,3926
2.5833333333333335,4005
2.6666666666666665,4082
2.75,4174
2.8333333333333335,4240
2.9166666666666665,4323
3.0833333333333335,4460
3.1666666666666665,4537
3.25,4625
3.3333333333333335,4691
3.4166666666666665,4757
3.5,4840
3.5833333333333335,4914
3.6666666666666665,4988
3.75,5062
3.8333333333333335,5125
3.9166666666666665,5195
4,5264
4.083333333333333,5334
4.166666666666667,5415
4.25,5467
4.333333333333333,5540
4.416666666666667,5610
4.5,5688
4.583333333333333,5751
4.666666666666667,5796
4.75,5860
4.833333333333333,5908
4.916666666666667,5972
5,6056
5.083333333333333,6127
5.166666666666667,6188
5.25,6238
5.333333333333333,6301
5.416666666666667,6349
5.5,6399
5.583333333333333,6449
5.666666666666667,6501
5.75,6550
5.833333333333333,6590
5.916666666666667,6645
6,6689
6.083333333333333,6740
6.166666666666667,6794
6.25,6864
6.333333333333333,6908
6.416666666666667,6967
6.5,7018
6.583333333333333,7083
6.666666666666667,7133
6.75,7179
6.833333333333333,7228
6.916666666666667,7272
7,7300
7.083333333333333,7356
7.166666666666667,7393
7.25,7427
7.333333333333333,7475
7.416666666666667,7520
7.5,7566
7.583333333333333,7595
7.666666666666667,7633
7.75,7656
7.833333333333333,7702
7.916666666666667,7743
8,7790
8.083333333333334,7823
8.166666666666666,7860
8.25,7901
8.333333333333334,7926
8.416666666666666,7976
8.5,8007
8.583333333333334,8044
8.666666666666666,8084
8.75,8117
8.833333333333334,8166
8.916666666666666,8197
9,8224
9.083333333333334,8261
9.166666666666666,8295
9.25,8328
9.333333333333334,8374
9.416666666666666,8406
9.5,8454
9.583333333333334,8485
9.666666666666666,8522
9.75,8552
9.833333333333334,8589
9.916666666666666,8625
10,8655
10.083333333333334,8685
10.166666666666666,8716
10.25,8756
10.333333333333334,8789
10.416666666666666,8817
