"Hours since thread went live","Nijiyon Animation Season 2 - Episode 4 discussion"
0,2
0,3
0.08333333333333333,3
0.16666666666666666,3
0.25,3
0.3333333333333333,2
0.4166666666666667,3
0.5,3
0.5833333333333334,3
0.6666666666666666,4
0.75,6
0.8333333333333334,6
0.9166666666666666,8
1,9
1.0833333333333333,9
1.1666666666666667,9
1.25,9
1.3333333333333333,9
1.4166666666666667,12
1.5,10
1.5833333333333333,11
1.6666666666666667,14
1.75,16
1.8333333333333333,15
1.9166666666666667,14
2,13
2.0833333333333335,14
2.1666666666666665,15
2.25,15
2.3333333333333335,16
2.4166666666666665,17
2.5,18
2.5833333333333335,21
2.6666666666666665,21
2.75,18
2.8333333333333335,22
2.9166666666666665,21
3,23
3.0833333333333335,21
3.1666666666666665,22
3.25,24
3.3333333333333335,22
3.4166666666666665,24
3.5,22
3.5833333333333335,24
3.6666666666666665,24
3.75,23
3.8333333333333335,24
3.9166666666666665,23
4,21
4.083333333333333,24
4.166666666666667,22
4.25,26
4.333333333333333,26
4.416666666666667,24
4.5,25
4.583333333333333,26
4.666666666666667,26
4.75,27
4.833333333333333,27
4.916666666666667,28
5,26
5.083333333333333,28
5.166666666666667,29
5.25,26
5.333333333333333,26
5.416666666666667,31
5.5,32
5.583333333333333,30
5.666666666666667,31
5.75,32
5.833333333333333,35
5.916666666666667,32
6,31
6.083333333333333,35
6.166666666666667,34
6.25,36
6.333333333333333,36
6.416666666666667,32
6.5,34
6.583333333333333,34
6.666666666666667,33
6.75,35
6.833333333333333,36
6.916666666666667,33
7,32
7.083333333333333,31
7.166666666666667,36
7.25,32
7.333333333333333,34
7.416666666666667,33
7.5,35
7.583333333333333,34
7.666666666666667,31
7.75,30
7.833333333333333,32
7.916666666666667,32
8,31
8.083333333333334,36
8.166666666666666,31
8.25,36
8.333333333333334,34
8.416666666666666,31
8.5,31
8.583333333333334,33
8.666666666666666,33
8.75,35
8.833333333333334,30
8.916666666666666,33
9,37
9.083333333333334,32
9.166666666666666,32
9.25,35
9.333333333333334,32
9.416666666666666,33
9.5,32
9.583333333333334,34
9.666666666666666,34
9.75,33
9.833333333333334,33
9.916666666666666,32
10,32
10.083333333333334,32
10.166666666666666,35
10.25,33
10.333333333333334,35
10.416666666666666,35
10.5,39
10.583333333333334,36
10.666666666666666,37
10.75,38
10.833333333333334,35
10.916666666666666,31
11,38
11.083333333333334,32
11.166666666666666,39
11.25,36
11.333333333333334,37
11.416666666666666,35
11.5,33
11.583333333333334,33
11.666666666666666,38
11.75,34
11.833333333333334,35
11.916666666666666,35
12,40
12.083333333333334,38
12.166666666666666,40
12.25,37
12.333333333333334,41
12.416666666666666,43
12.5,42
12.583333333333334,41
12.666666666666666,41
12.75,40
12.833333333333334,39
12.916666666666666,42
13,41
13.083333333333334,42
13.166666666666666,40
13.25,39
13.333333333333334,43
13.416666666666666,40
13.5,46
13.583333333333334,45
13.666666666666666,43
13.75,45
13.833333333333334,44
13.916666666666666,40
14,43
14.083333333333334,42
14.166666666666666,45
14.25,43
14.333333333333334,43
14.416666666666666,43
14.5,41
14.583333333333334,40
14.666666666666666,43
14.75,43
14.833333333333334,42
14.916666666666666,41
15,42
15.083333333333334,41
15.166666666666666,42
15.25,44
15.333333333333334,40
15.416666666666666,41
15.5,42
15.583333333333334,43
15.666666666666666,42
15.75,44
15.833333333333334,45
15.916666666666666,46
16,42
16.083333333333332,42
16.166666666666668,43
16.25,40
16.333333333333332,44
16.416666666666668,42
16.5,41
16.583333333333332,44
16.666666666666668,47
