"Hours since thread went live","Meiji Gekken: 1874 - Episode 7 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,2
0.25,2
0.3333333333333333,3
0.4166666666666667,3
0.5,3
0.5833333333333334,4
0.6666666666666666,4
0.75,5
0.8333333333333334,5
0.9166666666666666,5
1,5
1.0833333333333333,5
1.1666666666666667,5
1.25,5
1.3333333333333333,8
1.4166666666666667,9
1.5,8
1.5833333333333333,9
1.6666666666666667,11
1.75,10
1.8333333333333333,10
1.9166666666666667,9
2,11
2.0833333333333335,11
2.1666666666666665,12
2.25,10
2.3333333333333335,13
2.4166666666666665,14
2.5,13
2.5833333333333335,12
2.6666666666666665,11
2.75,14
2.8333333333333335,13
2.9166666666666665,14
3,15
3.0833333333333335,15
3.1666666666666665,17
3.25,17
3.3333333333333335,15
3.4166666666666665,15
3.5,14
3.5833333333333335,15
3.6666666666666665,16
3.75,13
3.8333333333333335,16
3.9166666666666665,14
4,15
4.083333333333333,14
4.166666666666667,16
4.25,19
4.333333333333333,18
4.416666666666667,18
4.5,21
4.583333333333333,20
4.666666666666667,22
4.75,21
4.833333333333333,22
4.916666666666667,21
5,22
5.083333333333333,21
5.166666666666667,24
5.25,22
5.333333333333333,25
5.416666666666667,26
5.5,23
5.583333333333333,24
5.666666666666667,24
5.75,25
5.833333333333333,24
5.916666666666667,24
6,26
6.083333333333333,24
6.166666666666667,26
6.25,26
6.333333333333333,25
6.416666666666667,27
6.5,25
6.583333333333333,26
6.666666666666667,27
6.75,27
6.833333333333333,28
6.916666666666667,28
7,27
7.083333333333333,26
7.166666666666667,27
7.25,28
7.333333333333333,29
7.416666666666667,30
7.5,29
7.583333333333333,30
7.666666666666667,28
7.75,27
7.833333333333333,28
7.916666666666667,28
8,28
8.083333333333334,27
8.166666666666666,27
8.25,26
8.333333333333334,29
8.416666666666666,31
8.5,30
8.583333333333334,27
8.666666666666666,29
8.75,31
8.833333333333334,29
8.916666666666666,31
9,31
9.083333333333334,30
9.166666666666666,32
9.25,32
9.333333333333334,30
9.416666666666666,33
9.5,32
9.583333333333334,31
9.666666666666666,32
9.75,31
9.833333333333334,31
9.916666666666666,32
10,33
10.083333333333334,33
10.166666666666666,33
10.25,34
10.333333333333334,33
10.416666666666666,34
10.5,32
10.583333333333334,35
10.666666666666666,34
10.75,32
10.833333333333334,35
10.916666666666666,36
11,34
11.083333333333334,36
11.166666666666666,32
11.25,35
11.333333333333334,32
11.416666666666666,33
11.5,35
11.583333333333334,33
11.666666666666666,34
11.75,37
11.833333333333334,35
11.916666666666666,35
12,36
12.083333333333334,33
12.166666666666666,33
12.25,35
12.333333333333334,34
12.416666666666666,33
12.5,35
12.583333333333334,36
12.666666666666666,37
12.75,33
12.833333333333334,34
12.916666666666666,36
13,35
13.083333333333334,34
13.166666666666666,36
13.25,35
13.333333333333334,36
13.416666666666666,32
13.5,35
13.583333333333334,36
13.666666666666666,35
13.75,36
13.833333333333334,34
13.916666666666666,33
14,36
14.083333333333334,36
14.166666666666666,40
14.25,34
14.333333333333334,36
14.416666666666666,35
14.5,37
14.583333333333334,34
14.666666666666666,36
14.75,37
14.833333333333334,39
14.916666666666666,34
15,36
15.083333333333334,36
15.166666666666666,36
15.25,35
15.333333333333334,35
15.416666666666666,37
15.5,40
15.583333333333334,39
15.666666666666666,41
15.75,36
15.833333333333334,38
15.916666666666666,34
16,37
16.083333333333332,36
16.166666666666668,38
16.25,34
16.333333333333332,42
16.416666666666668,41
16.5,37
16.583333333333332,38
16.666666666666668,38
16.75,38
16.833333333333332,39
16.916666666666668,39
17,40
17.083333333333332,35
17.166666666666668,39
17.25,36
17.333333333333332,37
17.416666666666668,36
17.5,35
17.583333333333332,39
17.666666666666668,38
17.75,39
17.833333333333332,41
17.916666666666668,40
18,41
18.083333333333332,39
18.166666666666668,41
18.25,39
18.333333333333332,42
18.416666666666668,38
18.5,38
18.583333333333332,41
18.666666666666668,42
18.75,40
18.833333333333332,37
18.916666666666668,38
19,38
19.083333333333332,36
19.166666666666668,42
19.25,38
19.333333333333332,39
19.416666666666668,40
19.5,40
19.583333333333332,42
19.666666666666668,39
19.75,40
19.833333333333332,42
19.916666666666668,39
20,41
20.083333333333332,38
20.166666666666668,39
20.25,40
20.333333333333332,39
20.416666666666668,42
20.5,43
20.583333333333332,42
20.666666666666668,36
20.75,39
20.833333333333332,40
20.916666666666668,41
21,41
21.083333333333332,42
21.166666666666668,39
21.25,38
21.333333333333332,39
21.416666666666668,39
21.5,38
21.583333333333332,38
21.666666666666668,38
21.75,40
21.833333333333332,39
21.916666666666668,37
22,41
22.083333333333332,40
22.166666666666668,41
22.25,36
22.333333333333332,37
22.416666666666668,40
22.5,36
22.583333333333332,41
22.666666666666668,42
22.75,39
22.833333333333332,40
22.916666666666668,41
23,39
23.083333333333332,44
23.166666666666668,43
23.25,43
23.333333333333332,40
23.416666666666668,44
23.5,38
23.583333333333332,41
23.666666666666668,37
23.75,41
23.833333333333332,43
23.916666666666668,40
24,41
24.083333333333332,41
24.166666666666668,45
24.25,41
24.333333333333332,42
24.416666666666668,39
24.5,42
24.583333333333332,39
24.666666666666668,41
24.75,41
24.833333333333332,38
24.916666666666668,38
25,42
25.083333333333332,40
25.166666666666668,44
25.25,39
25.333333333333332,40
25.416666666666668,40
25.5,39
25.583333333333332,43
25.666666666666668,44
25.75,42
25.833333333333332,41
25.916666666666668,46
26,43
26.083333333333332,46
26.166666666666668,44
26.25,42
26.333333333333332,43
26.416666666666668,43
26.5,44
26.583333333333332,44
26.666666666666668,41
26.75,41
26.833333333333332,43
26.916666666666668,45
27,42
27.083333333333332,43
27.166666666666668,45
27.333333333333332,43
27.416666666666668,39
27.5,44
27.583333333333332,44
27.666666666666668,43
27.75,42
27.833333333333332,45
27.916666666666668,42
28,45
28.083333333333332,42
28.166666666666668,46
28.25,45
28.333333333333332,43
28.416666666666668,42
28.5,40
28.583333333333332,43
28.666666666666668,44
28.75,46
28.833333333333332,39
28.916666666666668,41
29,42
29.083333333333332,46
29.166666666666668,43
29.25,46
29.333333333333332,42
29.416666666666668,42
29.5,42
29.583333333333332,43
29.666666666666668,44
29.75,40
29.833333333333332,41
29.916666666666668,45
30,42
30.083333333333332,46
30.166666666666668,42
30.25,46
30.333333333333332,42
30.416666666666668,43
30.5,39
30.583333333333332,41
30.666666666666668,43
30.75,41
30.833333333333332,40
30.916666666666668,43
31,43
31.083333333333332,46
31.166666666666668,43
31.25,44
31.333333333333332,42
31.416666666666668,41
31.5,41
31.583333333333332,46
31.666666666666668,44
31.75,43
31.833333333333332,43
31.916666666666668,44
32,44
32.083333333333336,48
32.166666666666664,40
32.25,44
32.333333333333336,44
32.416666666666664,45
32.5,41
32.583333333333336,45
32.666666666666664,45
32.75,44
32.833333333333336,43
32.916666666666664,48
33,44
33.083333333333336,45
33.166666666666664,45
33.25,45
33.333333333333336,47
33.416666666666664,40
33.5,44
33.583333333333336,44
33.666666666666664,46
33.75,44
33.833333333333336,44
33.916666666666664,45
34,43
34.083333333333336,45
34.166666666666664,47
34.25,40
34.333333333333336,43
34.416666666666664,45
34.5,46
34.583333333333336,47
34.666666666666664,46
34.75,42
34.833333333333336,40
34.916666666666664,42
35,47
35.083333333333336,47
35.166666666666664,44
35.25,42
35.333333333333336,46
35.416666666666664,46
35.5,45
35.583333333333336,47
