"Hours since thread went live","Meiji Gekken: 1874 - Episode 7 discussion"
35.666666666666664,44
35.75,40
35.833333333333336,42
35.916666666666664,47
36,43
36.083333333333336,46
36.166666666666664,47
36.25,43
36.333333333333336,40
36.416666666666664,47
36.5,41
36.583333333333336,40
36.666666666666664,41
36.75,48
36.833333333333336,42
36.916666666666664,45
37,45
37.083333333333336,42
37.166666666666664,48
37.25,47
37.333333333333336,48
37.416666666666664,43
37.5,43
37.583333333333336,48
37.666666666666664,44
37.75,40
37.833333333333336,43
37.916666666666664,45
38,47
38.083333333333336,44
38.166666666666664,46
38.25,43
38.333333333333336,44
38.416666666666664,47
38.5,47
38.583333333333336,46
38.666666666666664,41
38.75,42
38.833333333333336,43
38.916666666666664,46
39,47
39.083333333333336,41
39.166666666666664,44
39.25,43
39.333333333333336,43
39.416666666666664,44
39.5,42
39.583333333333336,48
39.666666666666664,44
39.75,46
39.833333333333336,45
39.916666666666664,46
40,45
40.083333333333336,47
40.166666666666664,45
40.25,49
40.333333333333336,43
40.416666666666664,47
40.5,42
40.583333333333336,43
40.666666666666664,42
40.75,42
40.833333333333336,42
40.916666666666664,43
41,44
41.083333333333336,43
41.166666666666664,44
41.25,44
41.333333333333336,48
41.416666666666664,47
41.5,44
41.583333333333336,46
41.666666666666664,47
41.75,44
41.833333333333336,42
41.916666666666664,43
42,46
42.083333333333336,44
42.166666666666664,47
42.25,46
42.333333333333336,46
42.416666666666664,46
42.5,46
42.583333333333336,46
42.666666666666664,46
42.75,47
42.833333333333336,41
42.916666666666664,48
43,44
43.083333333333336,47
43.166666666666664,48
43.25,44
43.333333333333336,43
43.416666666666664,45
43.5,44
43.583333333333336,43
43.666666666666664,44
43.75,45
43.833333333333336,45
43.916666666666664,46
44,46
44.083333333333336,46
44.166666666666664,45
44.25,47
44.333333333333336,47
44.416666666666664,48
44.5,45
44.583333333333336,46
44.666666666666664,45
44.75,48
44.833333333333336,45
44.916666666666664,43
45,44
45.083333333333336,50
45.166666666666664,43
45.25,48
45.333333333333336,47
45.416666666666664,50
45.5,49
45.583333333333336,50
45.666666666666664,47
45.75,45
45.833333333333336,50
45.916666666666664,44
46,47
46.083333333333336,43
46.166666666666664,49
46.25,44
46.333333333333336,47
46.416666666666664,50
46.5,46
46.583333333333336,46
46.666666666666664,45
46.75,43
46.833333333333336,47
46.916666666666664,46
47,43
47.083333333333336,43
47.166666666666664,46
47.25,49
47.333333333333336,48
47.416666666666664,44
47.5,48
47.583333333333336,49
47.666666666666664,47
47.75,42
47.833333333333336,50
47.916666666666664,45
