"Hours since thread went live","Shinigami Bocchan to Kuro Maid Season 3 • The Duke of Death and His Maid Season 3 - Episode 5 discussion"
0,1
0,2
0.08333333333333333,2
0.16666666666666666,5
0.25,7
0.3333333333333333,7
0.4166666666666667,9
0.5,10
0.5833333333333334,8
0.6666666666666666,8
0.75,10
0.8333333333333334,12
0.9166666666666666,15
1,15
1.0833333333333333,17
1.1666666666666667,20
1.25,21
1.3333333333333333,23
1.4166666666666667,24
1.5,25
1.5833333333333333,26
1.6666666666666667,25
1.75,28
1.8333333333333333,29
1.9166666666666667,31
2,33
2.0833333333333335,35
2.1666666666666665,36
2.25,37
2.3333333333333335,44
2.4166666666666665,45
2.5,47
2.5833333333333335,48
2.6666666666666665,46
2.75,45
2.8333333333333335,48
2.9166666666666665,50
3,56
3.0833333333333335,56
3.1666666666666665,57
3.25,62
3.3333333333333335,58
3.4166666666666665,63
3.5,60
3.5833333333333335,63
3.6666666666666665,64
3.75,66
3.8333333333333335,70
3.9166666666666665,65
4,68
4.083333333333333,68
4.166666666666667,69
4.25,72
4.333333333333333,72
4.416666666666667,74
4.5,75
4.583333333333333,72
4.666666666666667,74
4.75,79
4.833333333333333,75
4.916666666666667,78
5,79
5.083333333333333,76
5.166666666666667,77
5.25,77
5.333333333333333,82
5.416666666666667,83
5.5,83
5.583333333333333,86
5.666666666666667,83
5.75,83
5.833333333333333,87
5.916666666666667,89
6,89
6.083333333333333,85
6.166666666666667,84
6.25,86
6.333333333333333,87
6.416666666666667,87
6.5,91
6.583333333333333,89
6.666666666666667,90
6.75,89
6.833333333333333,90
6.916666666666667,93
7,93
7.083333333333333,90
7.166666666666667,93
7.25,96
7.333333333333333,94
7.416666666666667,95
7.5,96
7.583333333333333,95
7.666666666666667,98
7.75,97
7.833333333333333,99
7.916666666666667,103
8,104
8.083333333333334,107
8.166666666666666,100
8.25,105
8.333333333333334,108
8.416666666666666,107
8.5,106
8.583333333333334,107
8.666666666666666,107
8.75,108
8.833333333333334,110
8.916666666666666,107
9,110
9.083333333333334,106
9.166666666666666,105
9.25,109
9.333333333333334,108
9.416666666666666,112
9.5,115
9.583333333333334,109
9.666666666666666,108
9.75,109
9.833333333333334,112
9.916666666666666,116
10,114
10.083333333333334,112
10.166666666666666,114
10.25,114
10.333333333333334,118
10.416666666666666,113
10.5,116
10.583333333333334,114
10.666666666666666,113
10.75,119
10.833333333333334,120
10.916666666666666,116
11,120
11.083333333333334,123
11.166666666666666,117
11.25,120
11.333333333333334,121
11.416666666666666,121
11.5,119
11.583333333333334,117
11.666666666666666,121
11.75,126
11.833333333333334,122
11.916666666666666,121
12,120
12.083333333333334,124
12.166666666666666,123
12.25,125
12.333333333333334,118
12.416666666666666,120
12.5,121
12.583333333333334,122
12.666666666666666,126
12.75,119
12.833333333333334,126
12.916666666666666,121
13,126
13.083333333333334,123
13.166666666666666,122
13.25,124
13.333333333333334,126
13.416666666666666,125
13.5,124
13.583333333333334,127
13.666666666666666,128
13.75,126
13.833333333333334,125
13.916666666666666,130
14,130
14.083333333333334,125
14.166666666666666,129
14.25,131
14.333333333333334,127
14.416666666666666,126
14.5,129
14.583333333333334,128
14.666666666666666,131
14.75,129
14.833333333333334,126
14.916666666666666,132
15,131
15.083333333333334,132
15.166666666666666,134
15.25,134
15.333333333333334,132
15.416666666666666,132
15.5,136
15.583333333333334,133
15.666666666666666,139
15.75,134
15.833333333333334,137
15.916666666666666,138
16,137
16.083333333333332,138
16.166666666666668,142
16.25,135
16.333333333333332,141
16.416666666666668,139
16.5,141
16.583333333333332,138
16.666666666666668,137
16.75,143
16.833333333333332,138
16.916666666666668,138
17,140
17.083333333333332,141
17.166666666666668,141
17.25,144
17.333333333333332,142
17.416666666666668,139
17.5,145
17.583333333333332,142
17.666666666666668,141
17.75,147
17.833333333333332,148
17.916666666666668,148
18,147
18.083333333333332,144
18.166666666666668,145
18.25,148
18.333333333333332,144
18.416666666666668,145
18.5,152
18.583333333333332,146
18.666666666666668,149
18.75,152
18.833333333333332,148
18.916666666666668,150
19,148
19.083333333333332,148
19.166666666666668,148
19.25,148
19.333333333333332,153
19.416666666666668,148
19.5,151
19.583333333333332,149
19.666666666666668,146
19.75,146
19.833333333333332,149
19.916666666666668,150
20,148
20.083333333333332,152
20.166666666666668,152
20.25,150
20.333333333333332,147
20.416666666666668,151
20.5,149
20.583333333333332,151
20.666666666666668,153
20.75,152
20.833333333333332,154
20.916666666666668,152
21,155
21.083333333333332,154
21.166666666666668,151
21.25,156
21.333333333333332,155
21.416666666666668,153
21.5,156
21.583333333333332,151
21.666666666666668,154
21.75,152
21.833333333333332,151
21.916666666666668,156
22,154
22.083333333333332,157
22.166666666666668,159
22.25,159
22.333333333333332,154
22.416666666666668,162
22.5,158
22.583333333333332,159
22.666666666666668,157
22.75,156
22.833333333333332,158
22.916666666666668,159
23,157
23.083333333333332,157
23.166666666666668,156
23.25,156
23.333333333333332,158
23.416666666666668,158
23.5,158
23.583333333333332,157
23.666666666666668,164
23.75,160
23.833333333333332,161
23.916666666666668,162
24,165
24.083333333333332,163
24.166666666666668,161
24.25,162
24.333333333333332,160
24.416666666666668,159
24.5,163
24.583333333333332,163
24.666666666666668,162
24.75,163
24.833333333333332,163
24.916666666666668,165
25,163
25.083333333333332,163
25.166666666666668,161
25.25,160
25.333333333333332,161
25.416666666666668,164
25.5,161
25.583333333333332,163
25.666666666666668,162
25.75,163
25.833333333333332,162
25.916666666666668,165
26,163
26.083333333333332,161
26.166666666666668,163
26.25,161
26.333333333333332,163
26.416666666666668,159
26.5,160
26.583333333333332,163
26.666666666666668,160
26.75,163
26.833333333333332,162
26.916666666666668,166
27,160
27.083333333333332,167
27.166666666666668,159
27.25,159
27.333333333333332,160
27.416666666666668,163
27.5,161
27.583333333333332,160
27.666666666666668,165
27.75,165
27.833333333333332,165
27.916666666666668,160
28,163
28.083333333333332,160
28.166666666666668,164
28.25,168
28.333333333333332,165
28.416666666666668,160
28.5,163
28.583333333333332,162
28.666666666666668,163
28.75,166
28.833333333333332,166
28.916666666666668,163
29,165
29.083333333333332,168
29.166666666666668,165
29.25,163
29.333333333333332,164
29.416666666666668,165
29.5,163
29.583333333333332,165
29.666666666666668,164
29.75,162
29.833333333333332,162
29.916666666666668,163
30,161
30.083333333333332,161
30.166666666666668,164
30.25,164
30.333333333333332,165
30.416666666666668,166
30.5,163
30.583333333333332,162
30.666666666666668,163
30.75,161
30.833333333333332,168
30.916666666666668,164
31,165
31.083333333333332,162
31.166666666666668,163
31.25,165
31.333333333333332,160
31.416666666666668,163
31.5,162
31.583333333333332,164
31.666666666666668,161
31.75,166
31.833333333333332,163
31.916666666666668,164
32,168
32.083333333333336,164
32.166666666666664,164
32.25,163
32.333333333333336,168
32.416666666666664,164
32.5,163
32.583333333333336,166
32.666666666666664,167
32.75,169
32.833333333333336,163
32.916666666666664,168
33,165
33.083333333333336,169
33.166666666666664,168
33.25,167
33.333333333333336,170
