"Hours since thread went live","Shinigami Bocchan to Kuro Maid Season 3 • The Duke of Death and His Maid Season 3 - Episode 5 discussion"
33.416666666666664,166
33.5,166
33.583333333333336,163
33.666666666666664,168
33.75,163
33.833333333333336,164
33.916666666666664,163
34,166
34.083333333333336,169
34.166666666666664,169
34.25,168
34.333333333333336,165
34.416666666666664,166
34.5,168
34.583333333333336,167
34.666666666666664,167
34.75,166
34.833333333333336,164
34.916666666666664,166
35,167
35.083333333333336,165
35.166666666666664,167
35.25,165
35.333333333333336,167
35.416666666666664,163
35.5,167
35.583333333333336,168
35.666666666666664,166
35.75,163
35.833333333333336,166
35.916666666666664,166
36,165
36.083333333333336,166
36.166666666666664,165
36.25,164
36.333333333333336,166
36.416666666666664,167
36.5,165
36.583333333333336,167
36.666666666666664,168
36.75,170
36.833333333333336,167
36.916666666666664,167
37,167
37.083333333333336,166
37.166666666666664,166
37.25,169
37.333333333333336,166
37.416666666666664,169
37.5,168
37.583333333333336,165
37.666666666666664,167
37.75,166
37.833333333333336,163
37.916666666666664,167
38,162
38.083333333333336,168
38.166666666666664,166
38.25,164
38.333333333333336,164
38.416666666666664,165
38.5,162
38.583333333333336,167
38.666666666666664,166
38.75,164
38.833333333333336,165
38.916666666666664,167
39,166
39.083333333333336,168
39.166666666666664,166
39.25,168
39.333333333333336,166
39.416666666666664,162
39.5,167
39.583333333333336,165
39.666666666666664,166
39.75,163
39.833333333333336,163
39.916666666666664,163
40,166
40.083333333333336,165
40.166666666666664,165
40.25,168
40.333333333333336,166
40.416666666666664,169
40.5,169
40.583333333333336,166
40.666666666666664,166
40.75,166
40.833333333333336,168
40.916666666666664,167
41,166
41.083333333333336,166
41.166666666666664,166
41.25,169
41.333333333333336,167
41.416666666666664,166
41.5,163
41.583333333333336,165
41.666666666666664,167
41.75,166
41.833333333333336,167
41.916666666666664,165
42,168
42.083333333333336,166
42.166666666666664,167
42.25,168
42.333333333333336,165
42.416666666666664,169
42.5,167
42.583333333333336,168
42.666666666666664,170
42.75,171
42.833333333333336,167
42.916666666666664,165
43,170
43.083333333333336,166
43.166666666666664,165
43.25,165
43.333333333333336,170
43.416666666666664,167
43.5,167
43.583333333333336,170
43.666666666666664,164
43.75,164
43.833333333333336,169
43.916666666666664,171
44,166
44.083333333333336,170
44.166666666666664,169
44.25,165
44.333333333333336,168
44.416666666666664,167
44.5,166
44.583333333333336,167
44.666666666666664,167
44.75,166
44.833333333333336,168
44.916666666666664,166
45,165
45.083333333333336,169
45.166666666666664,168
45.25,168
45.333333333333336,168
45.416666666666664,169
45.5,167
45.583333333333336,167
45.666666666666664,165
45.75,167
45.833333333333336,166
45.916666666666664,169
46,168
46.083333333333336,163
46.166666666666664,171
46.25,166
46.333333333333336,164
46.416666666666664,167
46.5,168
46.583333333333336,166
46.666666666666664,167
46.75,165
46.833333333333336,165
46.916666666666664,167
47,170
47.083333333333336,166
47.166666666666664,171
47.25,166
47.333333333333336,167
47.416666666666664,170
47.5,168
47.583333333333336,170
47.666666666666664,167
47.75,165
47.833333333333336,165
47.916666666666664,168
