"Hours since thread went live","Girls Band Cry - Episode 5 discussion"
0,1
0,9
0.08333333333333333,13
0.16666666666666666,17
0.25,21
0.3333333333333333,24
0.4166666666666667,26
0.5,30
0.5833333333333334,37
0.6666666666666666,41
0.75,42
0.8333333333333334,47
0.9166666666666666,53
1,57
1.0833333333333333,60
1.1666666666666667,63
1.25,63
1.3333333333333333,67
1.4166666666666667,70
1.5,76
1.5833333333333333,79
1.6666666666666667,85
1.75,89
1.8333333333333333,93
1.9166666666666667,94
2,98
2.0833333333333335,100
2.1666666666666665,109
2.25,115
2.3333333333333335,115
2.4166666666666665,118
2.5,120
2.5833333333333335,121
2.6666666666666665,125
2.75,127
2.8333333333333335,128
2.9166666666666665,134
3,138
3.0833333333333335,136
3.1666666666666665,141
3.25,146
3.3333333333333335,144
3.4166666666666665,154
3.5,156
3.5833333333333335,164
3.6666666666666665,166
3.75,170
3.8333333333333335,173
3.9166666666666665,174
4,175
4.083333333333333,176
4.166666666666667,176
4.25,182
4.333333333333333,184
4.416666666666667,186
4.5,186
4.583333333333333,191
4.666666666666667,194
4.75,201
4.833333333333333,203
4.916666666666667,206
5,205
5.083333333333333,217
5.166666666666667,218
5.25,218
5.333333333333333,221
5.416666666666667,222
5.5,223
5.583333333333333,225
5.666666666666667,226
5.75,235
5.833333333333333,237
5.916666666666667,241
6,240
6.083333333333333,241
6.166666666666667,251
6.25,250
6.333333333333333,249
6.416666666666667,251
6.5,255
6.583333333333333,254
6.666666666666667,257
6.75,261
6.833333333333333,263
6.916666666666667,267
7,269
7.083333333333333,267
7.166666666666667,272
7.25,274
7.333333333333333,280
7.416666666666667,275
7.5,284
7.583333333333333,285
7.666666666666667,286
7.75,290
7.833333333333333,287
7.916666666666667,294
8,295
8.083333333333334,304
8.166666666666666,307
8.25,311
8.333333333333334,311
8.416666666666666,312
8.5,318
8.583333333333334,323
8.666666666666666,319
8.75,321
8.833333333333334,326
8.916666666666666,336
9,331
9.083333333333334,337
9.166666666666666,337
9.25,339
9.333333333333334,334
9.416666666666666,341
9.5,343
9.583333333333334,341
9.666666666666666,343
9.75,352
9.833333333333334,349
9.916666666666666,352
10,352
10.083333333333334,357
10.166666666666666,360
10.25,360
10.333333333333334,362
10.416666666666666,366
10.5,368
10.583333333333334,365
10.666666666666666,373
10.75,367
10.833333333333334,381
10.916666666666666,381
11,379
11.083333333333334,384
11.166666666666666,384
11.25,389
11.333333333333334,391
11.416666666666666,387
11.5,393
11.583333333333334,394
11.666666666666666,398
11.75,400
11.833333333333334,398
11.916666666666666,398
12,404
12.083333333333334,406
12.166666666666666,403
12.25,411
12.333333333333334,408
12.416666666666666,402
12.5,402
12.583333333333334,405
12.666666666666666,413
12.75,410
12.833333333333334,409
12.916666666666666,423
13,418
13.083333333333334,423
13.166666666666666,417
13.25,420
13.333333333333334,421
13.416666666666666,416
13.5,423
13.583333333333334,426
13.666666666666666,425
13.75,430
13.833333333333334,423
13.916666666666666,434
14,427
14.083333333333334,436
14.166666666666666,430
14.25,434
14.333333333333334,442
14.416666666666666,432
14.5,440
14.583333333333334,442
14.666666666666666,439
14.75,443
14.833333333333334,444
14.916666666666666,449
15,446
15.083333333333334,451
15.166666666666666,452
15.25,446
15.333333333333334,459
15.416666666666666,451
15.5,450
15.583333333333334,460
15.666666666666666,456
15.75,461
15.833333333333334,462
15.916666666666666,461
16,463
16.083333333333332,463
16.166666666666668,461
16.25,470
16.333333333333332,462
16.416666666666668,464
16.5,474
16.583333333333332,478
16.666666666666668,474
16.75,476
16.833333333333332,481
16.916666666666668,478
17,481
17.083333333333332,476
17.166666666666668,478
17.25,483
17.333333333333332,481
17.416666666666668,483
17.5,489
17.583333333333332,494
17.666666666666668,489
17.75,489
17.833333333333332,497
17.916666666666668,494
18,497
18.083333333333332,494
18.166666666666668,497
18.25,495
18.333333333333332,497
18.416666666666668,503
18.5,509
18.583333333333332,510
18.666666666666668,508
18.75,512
18.833333333333332,514
18.916666666666668,511
19,512
19.083333333333332,513
19.166666666666668,511
19.25,516
19.333333333333332,511
19.416666666666668,517
19.5,519
19.583333333333332,516
19.666666666666668,522
19.75,522
19.833333333333332,516
19.916666666666668,519
20,516
20.083333333333332,519
20.166666666666668,522
20.25,522
20.333333333333332,518
20.416666666666668,528
20.5,530
20.583333333333332,533
20.666666666666668,528
20.75,523
20.833333333333332,527
20.916666666666668,536
21,535
21.083333333333332,530
21.166666666666668,538
21.25,537
21.333333333333332,536
21.416666666666668,535
21.5,538
21.583333333333332,538
21.666666666666668,539
21.75,543
21.833333333333332,538
21.916666666666668,536
22,541
22.083333333333332,547
22.166666666666668,545
22.25,545
22.333333333333332,546
22.416666666666668,547
22.5,546
22.583333333333332,552
22.666666666666668,547
22.75,546
22.833333333333332,550
22.916666666666668,551
23,555
23.083333333333332,555
23.166666666666668,554
23.25,552
23.333333333333332,555
23.416666666666668,559
23.5,558
23.583333333333332,560
23.666666666666668,557
23.75,559
23.833333333333332,557
23.916666666666668,557
24,562
24.083333333333332,557
24.166666666666668,561
24.25,558
24.333333333333332,567
24.416666666666668,559
24.5,562
24.583333333333332,560
24.666666666666668,569
24.75,568
24.833333333333332,563
24.916666666666668,566
25,567
25.083333333333332,567
25.166666666666668,567
25.25,571
25.333333333333332,568
25.416666666666668,573
25.5,568
25.583333333333332,566
25.666666666666668,573
25.75,573
25.833333333333332,574
25.916666666666668,572
26,577
26.083333333333332,580
26.166666666666668,577
26.25,575
26.333333333333332,583
26.416666666666668,580
26.5,583
26.583333333333332,580
26.666666666666668,582
26.75,585
26.833333333333332,584
26.916666666666668,586
27,584
27.083333333333332,583
27.166666666666668,579
27.25,585
27.333333333333332,581
27.416666666666668,583
27.5,588
27.583333333333332,587
27.666666666666668,589
27.75,589
27.833333333333332,589
27.916666666666668,587
28,586
28.083333333333332,587
28.166666666666668,589
28.25,587
28.333333333333332,589
28.416666666666668,592
28.5,598
28.583333333333332,594
28.666666666666668,602
28.75,597
28.833333333333332,603
28.916666666666668,597
29,603
29.083333333333332,599
29.166666666666668,599
29.25,595
29.333333333333332,601
29.416666666666668,602
29.5,594
29.583333333333332,597
29.666666666666668,598
29.75,599
29.833333333333332,602
29.916666666666668,606
30,606
30.083333333333332,610
30.166666666666668,603
30.25,605
30.333333333333332,605
30.416666666666668,601
30.5,606
30.583333333333332,604
30.666666666666668,600
30.75,608
30.833333333333332,602
30.916666666666668,609
31,611
31.083333333333332,605
31.166666666666668,604
31.25,616
31.333333333333332,608
31.416666666666668,613
31.5,611
31.583333333333332,616
31.666666666666668,614
31.75,616
31.833333333333332,612
31.916666666666668,611
32,613
32.083333333333336,608
32.166666666666664,615
32.25,612
32.333333333333336,614
32.416666666666664,616
32.5,617
32.583333333333336,612
32.666666666666664,616
32.75,623
32.833333333333336,616
32.916666666666664,621
33,617
33.083333333333336,620
33.166666666666664,621
33.25,619
33.333333333333336,620
33.416666666666664,623
33.5,626
33.583333333333336,619
33.666666666666664,627
33.75,619
33.833333333333336,626
33.916666666666664,618
34,623
34.083333333333336,627
34.166666666666664,620
34.25,626
34.333333333333336,623
34.416666666666664,629
34.5,621
34.583333333333336,626
34.666666666666664,622
34.75,626
34.833333333333336,629
34.916666666666664,625
35,623
35.083333333333336,627
35.166666666666664,630
35.25,630
35.333333333333336,633
35.416666666666664,630
35.5,633
35.583333333333336,627
35.666666666666664,630
35.75,636
35.833333333333336,630
35.916666666666664,632
36,634
36.083333333333336,634
36.166666666666664,637
36.25,633
36.333333333333336,634
36.416666666666664,632
36.5,628
36.583333333333336,631
36.666666666666664,633
36.75,630
36.833333333333336,635
36.916666666666664,633
37,634
37.083333333333336,633
37.166666666666664,636
37.25,634
37.333333333333336,633
37.416666666666664,633
37.5,634
37.583333333333336,638
37.666666666666664,637
37.75,636
37.833333333333336,638
37.916666666666664,634
38,638
38.083333333333336,636
38.166666666666664,640
38.25,636
38.333333333333336,635
38.416666666666664,637
38.5,634
38.583333333333336,633
38.666666666666664,635
38.75,637
38.833333333333336,637
38.916666666666664,638
39,638
39.083333333333336,639
39.166666666666664,633
39.25,635
39.333333333333336,637
39.416666666666664,638
39.5,635
39.583333333333336,643
39.666666666666664,637
39.75,637
39.833333333333336,640
39.916666666666664,640
40,641
40.083333333333336,639
40.166666666666664,645
40.25,638
40.333333333333336,641
40.416666666666664,640
40.5,645
40.583333333333336,640
40.666666666666664,636
40.75,639
40.833333333333336,637
40.916666666666664,639
41,636
41.083333333333336,645
41.166666666666664,642
41.25,641
41.333333333333336,645
41.416666666666664,641
41.5,645
41.583333333333336,648
41.666666666666664,647
41.75,644
41.833333333333336,648
41.916666666666664,641
42,648
42.083333333333336,647
42.166666666666664,644
42.25,646
42.333333333333336,645
42.416666666666664,649
42.5,643
42.583333333333336,646
42.666666666666664,651
42.75,648
42.833333333333336,652
42.916666666666664,647
43,650
43.083333333333336,648
43.166666666666664,649
43.25,653
43.333333333333336,650
43.416666666666664,654
43.5,653
43.583333333333336,651
43.666666666666664,648
43.75,655
43.833333333333336,653
43.916666666666664,654
44,648
44.083333333333336,651
44.166666666666664,653
44.25,657
44.333333333333336,647
44.416666666666664,653
44.5,654
44.583333333333336,658
44.666666666666664,659
44.75,655
44.833333333333336,658
44.916666666666664,652
45,655
45.083333333333336,656
45.166666666666664,660
45.25,653
45.333333333333336,655
45.416666666666664,653
45.5,657
45.583333333333336,658
45.666666666666664,657
45.75,653
45.833333333333336,659
45.916666666666664,655
46,657
46.083333333333336,654
46.166666666666664,654
46.25,658
46.333333333333336,654
46.416666666666664,659
46.5,658
46.583333333333336,659
46.666666666666664,660
46.75,661
46.833333333333336,660
46.916666666666664,660
47,661
47.083333333333336,660
47.166666666666664,665
47.25,663
47.333333333333336,668
47.416666666666664,660
47.5,666
47.583333333333336,666
47.666666666666664,667
47.75,664
47.833333333333336,665
47.916666666666664,666
