"Hours since thread went live","Shuumatsu Train Doko e Iku? • Train to the End of the World - Episode 4 discussion"
0,1
0.08333333333333333,2
0.16666666666666666,9
0.25,17
0.3333333333333333,19
0.4166666666666667,20
0.5,28
0.5833333333333334,30
0.6666666666666666,37
0.75,47
0.8333333333333334,61
0.9166666666666666,66
1,75
1.0833333333333333,85
1.1666666666666667,97
1.25,104
1.3333333333333333,117
1.4166666666666667,125
1.5,135
1.5833333333333333,142
1.6666666666666667,146
1.75,155
1.8333333333333333,161
1.9166666666666667,172
2,178
2.0833333333333335,190
2.1666666666666665,196
2.25,204
2.3333333333333335,205
2.4166666666666665,215
2.5,224
2.5833333333333335,228
2.6666666666666665,233
2.75,240
2.8333333333333335,248
2.9166666666666665,254
3,264
3.0833333333333335,273
3.1666666666666665,276
3.25,278
3.3333333333333335,285
3.4166666666666665,290
3.5,294
3.5833333333333335,304
3.6666666666666665,315
3.75,321
3.8333333333333335,329
3.9166666666666665,328
4,333
4.083333333333333,339
4.166666666666667,343
4.25,349
4.333333333333333,362
4.416666666666667,372
4.5,378
4.583333333333333,383
4.666666666666667,384
4.75,391
4.833333333333333,399
4.916666666666667,400
5,403
5.083333333333333,409
5.166666666666667,416
5.25,422
5.333333333333333,430
5.416666666666667,433
5.5,435
5.583333333333333,436
5.666666666666667,440
5.75,448
5.833333333333333,452
5.916666666666667,455
6,462
6.083333333333333,471
6.166666666666667,475
6.25,486
6.333333333333333,490
6.416666666666667,493
6.5,499
6.583333333333333,500
6.666666666666667,501
6.75,510
6.833333333333333,508
6.916666666666667,514
7,518
7.666666666666667,524
7.75,533
7.833333333333333,532
7.916666666666667,543
8,551
8.083333333333334,560
8.166666666666666,571
8.25,570
8.333333333333334,573
8.416666666666666,572
8.5,584
8.583333333333334,587
8.666666666666666,586
8.75,601
8.833333333333334,602
8.916666666666666,604
9,610
9.083333333333334,610
9.166666666666666,610
9.25,619
9.333333333333334,629
9.416666666666666,626
9.5,630
9.583333333333334,632
9.666666666666666,631
9.75,635
9.833333333333334,639
9.916666666666666,645
10,648
10.083333333333334,648
10.166666666666666,655
10.25,652
10.333333333333334,655
10.416666666666666,657
10.5,663
10.583333333333334,667
10.666666666666666,671
10.75,677
10.833333333333334,678
10.916666666666666,685
11,688
11.083333333333334,689
11.166666666666666,689
11.25,694
11.333333333333334,697
11.416666666666666,702
11.5,700
11.583333333333334,712
11.666666666666666,710
11.75,713
11.833333333333334,712
11.916666666666666,720
12,720
12.083333333333334,715
12.166666666666666,722
12.25,727
12.333333333333334,732
12.416666666666666,728
12.5,734
12.583333333333334,729
12.666666666666666,732
12.75,738
12.833333333333334,737
12.916666666666666,743
13,746
13.083333333333334,753
13.166666666666666,755
13.25,758
13.333333333333334,765
13.416666666666666,758
13.5,760
13.583333333333334,765
13.666666666666666,767
13.75,773
13.833333333333334,771
13.916666666666666,773
14,774
14.083333333333334,783
14.166666666666666,786
14.25,787
14.333333333333334,794
14.416666666666666,800
14.5,797
14.583333333333334,805
14.666666666666666,803
14.75,805
14.833333333333334,803
14.916666666666666,808
15,811
15.083333333333334,809
15.166666666666666,812
15.25,817
15.333333333333334,816
15.416666666666666,813
15.5,814
15.583333333333334,811
15.666666666666666,819
15.75,823
15.833333333333334,818
15.916666666666666,824
16,823
16.083333333333332,825
16.166666666666668,829
16.25,831
16.333333333333332,835
16.416666666666668,837
16.5,843
16.583333333333332,842
16.666666666666668,843
16.75,845
16.833333333333332,843
16.916666666666668,840
17,844
17.083333333333332,846
17.166666666666668,843
17.25,847
17.333333333333332,853
17.416666666666668,846
17.5,849
17.583333333333332,853
17.666666666666668,851
17.75,862
17.833333333333332,856
17.916666666666668,864
18,868
18.083333333333332,868
18.166666666666668,868
18.25,871
18.333333333333332,871
18.416666666666668,869
18.5,874
18.583333333333332,877
18.666666666666668,869
18.75,874
18.833333333333332,868
18.916666666666668,871
19,873
19.083333333333332,877
19.166666666666668,878
19.25,874
19.333333333333332,872
19.416666666666668,881
19.5,874
19.583333333333332,881
19.666666666666668,877
19.75,887
19.833333333333332,883
19.916666666666668,883
20,883
20.083333333333332,881
20.166666666666668,882
20.25,885
20.333333333333332,885
20.416666666666668,890
20.5,888
20.583333333333332,887
20.666666666666668,889
20.75,886
20.833333333333332,885
20.916666666666668,885
21,883
21.083333333333332,886
21.166666666666668,885
21.25,889
21.333333333333332,890
21.416666666666668,892
21.5,892
21.583333333333332,890
21.666666666666668,899
21.75,893
21.833333333333332,900
21.916666666666668,895
22,895
22.083333333333332,900
22.166666666666668,900
22.25,903
