"Hours since thread went live","Kaii to Otome to Kamikakushi • Mysterious Disappearances - Episode 4 discussion"
0,1
0,1
0.08333333333333333,3
0.16666666666666666,4
0.25,2
0.3333333333333333,3
0.4166666666666667,4
0.5,7
0.5833333333333334,10
0.6666666666666666,16
0.75,25
0.8333333333333334,27
0.9166666666666666,29
1,31
1.0833333333333333,30
1.1666666666666667,35
1.25,38
1.3333333333333333,41
1.4166666666666667,43
1.5,46
1.5833333333333333,47
1.6666666666666667,50
1.75,53
1.8333333333333333,52
1.9166666666666667,50
2,52
2.0833333333333335,54
2.1666666666666665,58
2.25,58
2.3333333333333335,66
2.4166666666666665,67
2.5,69
2.5833333333333335,69
2.6666666666666665,76
2.75,79
2.8333333333333335,78
2.9166666666666665,79
3,86
3.0833333333333335,86
3.1666666666666665,89
3.25,93
3.3333333333333335,94
3.4166666666666665,99
3.5,101
3.5833333333333335,103
3.6666666666666665,106
3.75,106
3.8333333333333335,110
3.9166666666666665,114
4,114
4.083333333333333,112
4.166666666666667,116
4.25,120
4.333333333333333,118
4.416666666666667,123
4.5,123
4.583333333333333,123
4.666666666666667,127
4.75,129
4.833333333333333,132
4.916666666666667,130
5,136
5.083333333333333,136
5.166666666666667,135
5.25,136
5.333333333333333,135
5.416666666666667,139
5.5,138
5.583333333333333,142
5.666666666666667,146
5.75,147
5.833333333333333,146
5.916666666666667,150
6,147
6.083333333333333,149
6.166666666666667,152
6.25,153
6.333333333333333,153
6.416666666666667,153
6.5,153
6.583333333333333,159
6.666666666666667,154
6.75,160
6.833333333333333,158
6.916666666666667,158
7,164
7.083333333333333,158
7.166666666666667,163
7.25,162
7.333333333333333,164
7.416666666666667,167
7.5,167
7.583333333333333,168
7.666666666666667,167
7.75,168
7.833333333333333,173
7.916666666666667,172
8,170
8.083333333333334,173
8.166666666666666,177
8.25,173
8.333333333333334,172
8.416666666666666,176
8.5,178
8.583333333333334,177
8.666666666666666,176
8.75,180
8.833333333333334,183
8.916666666666666,180
9,183
9.083333333333334,183
9.166666666666666,184
9.25,184
9.333333333333334,190
9.416666666666666,189
9.5,189
9.583333333333334,192
9.666666666666666,197
9.75,197
9.833333333333334,198
9.916666666666666,202
10,200
10.083333333333334,199
10.166666666666666,207
10.25,208
10.333333333333334,210
10.416666666666666,213
10.5,217
10.583333333333334,213
10.666666666666666,211
10.75,218
10.833333333333334,212
10.916666666666666,215
11,219
11.083333333333334,216
11.166666666666666,223
11.25,223
11.333333333333334,222
11.416666666666666,221
11.5,219
11.583333333333334,221
11.666666666666666,223
11.75,219
11.833333333333334,223
11.916666666666666,223
12,223
12.083333333333334,230
12.166666666666666,225
12.25,228
12.333333333333334,229
12.416666666666666,225
12.5,230
12.583333333333334,226
12.666666666666666,231
12.75,231
12.833333333333334,231
12.916666666666666,232
13,231
13.083333333333334,232
13.166666666666666,237
13.25,236
13.333333333333334,234
13.416666666666666,239
13.5,238
13.583333333333334,243
13.666666666666666,240
13.75,245
13.833333333333334,247
13.916666666666666,248
14,245
14.083333333333334,245
14.166666666666666,249
14.25,249
14.333333333333334,248
14.416666666666666,250
14.5,252
14.583333333333334,252
14.666666666666666,248
14.75,248
14.833333333333334,252
14.916666666666666,254
15,259
15.083333333333334,255
15.166666666666666,261
15.25,263
15.333333333333334,258
15.416666666666666,262
15.5,260
15.583333333333334,263
15.666666666666666,261
15.75,261
15.833333333333334,266
15.916666666666666,263
16,266
16.083333333333332,265
16.166666666666668,263
16.25,270
16.333333333333332,267
16.416666666666668,264
16.5,265
16.583333333333332,265
16.666666666666668,265
16.75,271
16.833333333333332,266
16.916666666666668,269
17,268
17.083333333333332,268
17.166666666666668,269
17.25,272
17.333333333333332,268
17.416666666666668,271
17.5,270
17.583333333333332,268
17.666666666666668,268
17.75,270
17.833333333333332,267
17.916666666666668,271
18,270
18.083333333333332,273
18.166666666666668,267
18.25,272
18.333333333333332,271
18.416666666666668,269
18.5,271
18.583333333333332,268
18.666666666666668,272
18.75,268
18.833333333333332,266
18.916666666666668,270
19,269
19.083333333333332,271
19.166666666666668,272
19.25,272
19.333333333333332,270
19.416666666666668,267
19.5,270
19.583333333333332,273
19.666666666666668,272
19.75,272
19.833333333333332,269
19.916666666666668,274
20,273
20.083333333333332,271
20.166666666666668,271
20.25,271
20.333333333333332,271
20.416666666666668,271
20.5,272
20.583333333333332,277
20.666666666666668,272
20.75,274
20.833333333333332,275
20.916666666666668,278
21,277
21.083333333333332,278
21.166666666666668,280
21.25,280
21.333333333333332,278
21.416666666666668,275
21.5,278
21.583333333333332,275
21.666666666666668,279
21.75,282
21.833333333333332,281
21.916666666666668,281
22,285
22.083333333333332,285
22.166666666666668,282
22.25,282
22.333333333333332,286
22.416666666666668,282
22.5,283
22.583333333333332,281
22.666666666666668,284
22.75,283
22.833333333333332,282
22.916666666666668,284
23,283
23.083333333333332,286
23.166666666666668,283
23.25,287
23.333333333333332,285
23.416666666666668,284
23.5,291
23.583333333333332,291
23.666666666666668,286
23.75,287
23.833333333333332,287
23.916666666666668,286
24,292
24.083333333333332,291
24.166666666666668,290
24.25,293
24.333333333333332,289
24.416666666666668,288
24.5,292
24.583333333333332,296
24.666666666666668,296
24.75,295
24.833333333333332,295
24.916666666666668,300
25,294
25.083333333333332,295
25.166666666666668,295
25.25,296
25.333333333333332,296
25.416666666666668,298
25.5,298
25.583333333333332,295
25.666666666666668,296
25.75,296
25.833333333333332,296
25.916666666666668,298
26,300
26.083333333333332,295
26.166666666666668,294
26.25,299
26.333333333333332,302
26.416666666666668,299
26.5,301
26.583333333333332,299
26.666666666666668,303
26.75,299
26.833333333333332,298
26.916666666666668,302
27,304
27.083333333333332,301
27.166666666666668,302
27.25,302
27.333333333333332,303
27.416666666666668,305
27.5,305
27.583333333333332,303
27.666666666666668,299
27.75,300
27.833333333333332,306
27.916666666666668,302
28,305
28.083333333333332,306
28.166666666666668,305
28.25,305
28.333333333333332,306
28.416666666666668,304
28.5,306
28.583333333333332,304
28.666666666666668,308
28.75,306
28.833333333333332,308
28.916666666666668,309
29,305
29.083333333333332,311
29.166666666666668,312
29.25,310
29.333333333333332,309
29.416666666666668,310
29.5,308
29.583333333333332,310
29.666666666666668,310
29.75,311
29.833333333333332,307
29.916666666666668,308
30,309
30.083333333333332,311
30.166666666666668,312
30.25,314
30.333333333333332,312
30.416666666666668,312
30.5,308
30.666666666666668,310
30.75,309
30.833333333333332,315
30.916666666666668,312
31,311
31.083333333333332,310
31.166666666666668,313
31.25,314
31.333333333333332,315
31.416666666666668,312
31.5,310
31.583333333333332,308
31.666666666666668,315
31.75,311
31.833333333333332,314
31.916666666666668,310
32,314
32.083333333333336,311
32.166666666666664,313
32.25,313
32.333333333333336,313
32.416666666666664,313
32.5,312
32.583333333333336,312
32.666666666666664,310
32.75,308
32.833333333333336,315
32.916666666666664,313
33,315
33.083333333333336,313
33.166666666666664,309
33.25,313
33.333333333333336,312
33.416666666666664,311
33.5,314
33.583333333333336,312
33.666666666666664,313
33.75,312
33.833333333333336,315
33.916666666666664,310
34,313
34.083333333333336,308
34.166666666666664,316
34.25,315
34.333333333333336,314
34.416666666666664,313
34.5,315
34.583333333333336,315
34.666666666666664,317
34.75,316
34.833333333333336,316
34.916666666666664,314
35,310
35.083333333333336,312
35.166666666666664,312
35.25,314
35.333333333333336,311
35.416666666666664,316
35.5,314
35.583333333333336,311
35.666666666666664,312
35.75,316
35.833333333333336,315
35.916666666666664,314
36,315
36.083333333333336,315
36.166666666666664,314
36.25,316
36.333333333333336,316
36.416666666666664,315
36.5,315
36.583333333333336,314
36.666666666666664,317
36.75,312
36.833333333333336,315
36.916666666666664,318
37,315
37.083333333333336,315
37.166666666666664,312
37.25,315
37.333333333333336,317
37.416666666666664,317
37.5,315
37.583333333333336,317
37.666666666666664,316
37.75,315
37.833333333333336,319
37.916666666666664,314
38,317
38.083333333333336,318
38.166666666666664,317
38.25,319
38.333333333333336,314
38.416666666666664,317
38.5,317
38.583333333333336,319
38.666666666666664,313
38.75,317
38.833333333333336,318
38.916666666666664,318
39,318
