"Hours since thread went live","Zom 100: Zombie ni Naru made ni Shitai 100 no Koto • Zom 100: Bucket List of the Dead - Episode 2 discussion"
12,2224
12.083333333333334,2233
12.166666666666666,2246
12.25,2245
12.333333333333334,2252
12.416666666666666,2269
12.5,2267
12.583333333333334,2276
12.666666666666666,2287
12.75,2297
12.833333333333334,2297
12.916666666666666,2304
13,2312
13.083333333333334,2323
13.166666666666666,2332
13.25,2334
13.333333333333334,2345
13.416666666666666,2351
13.5,2359
13.583333333333334,2361
13.666666666666666,2364
13.75,2368
13.833333333333334,2372
13.916666666666666,2382
14,2392
14.083333333333334,2396
14.166666666666666,2405
14.25,2418
14.333333333333334,2423
14.416666666666666,2432
14.5,2437
14.583333333333334,2440
14.666666666666666,2453
14.75,2456
14.833333333333334,2463
14.916666666666666,2468
15,2478
15.083333333333334,2478
15.166666666666666,2490
15.25,2499
15.333333333333334,2506
15.416666666666666,2521
15.5,2527
15.583333333333334,2526
15.666666666666666,2534
15.75,2540
15.833333333333334,2545
15.916666666666666,2553
16,2559
16.083333333333332,2568
16.166666666666668,2579
16.25,2582
16.333333333333332,2592
16.416666666666668,2595
16.5,2598
16.583333333333332,2608
16.666666666666668,2603
16.75,2614
16.833333333333332,2610
16.916666666666668,2611
17,2622
17.083333333333332,2624
17.166666666666668,2629
17.25,2637
17.333333333333332,2649
17.416666666666668,2647
17.5,2653
17.583333333333332,2662
17.666666666666668,2669
17.75,2668
17.833333333333332,2679
17.916666666666668,2680
18,2686
18.083333333333332,2690
18.166666666666668,2699
18.25,2708
18.333333333333332,2713
18.416666666666668,2712
18.5,2728
18.583333333333332,2722
18.666666666666668,2729
18.75,2739
18.833333333333332,2744
18.916666666666668,2743
19,2760
19.083333333333332,2760
19.166666666666668,2763
19.25,2762
19.333333333333332,2769
19.416666666666668,2775
19.5,2786
19.583333333333332,2780
19.666666666666668,2782
19.75,2789
19.833333333333332,2796
19.916666666666668,2796
20,2801
20.083333333333332,2807
20.166666666666668,2808
20.25,2812
20.333333333333332,2814
20.416666666666668,2825
20.5,2824
20.583333333333332,2824
20.666666666666668,2824
20.75,2830
20.833333333333332,2836
20.916666666666668,2842
21,2847
21.083333333333332,2853
21.166666666666668,2862
21.25,2859
21.333333333333332,2859
21.416666666666668,2861
21.5,2862
21.583333333333332,2866
21.666666666666668,2871
21.75,2874
21.833333333333332,2874
21.916666666666668,2878
22,2879
22.083333333333332,2882
22.166666666666668,2883
22.25,2884
22.333333333333332,2885
22.416666666666668,2893
22.5,2895
22.583333333333332,2895
22.666666666666668,2896
22.75,2904
22.833333333333332,2900
22.916666666666668,2910
23,2908
23.083333333333332,2917
23.166666666666668,2922
23.25,2920
23.333333333333332,2929
23.416666666666668,2930
23.5,2930
23.583333333333332,2934
23.666666666666668,2938
23.75,2938
23.833333333333332,2943
23.916666666666668,2950
24,2949
24.083333333333332,2948
24.166666666666668,2955
24.25,2953
24.333333333333332,2954
24.416666666666668,2952
24.5,2959
24.583333333333332,2963
24.666666666666668,2958
24.75,2956
24.833333333333332,2969
24.916666666666668,2965
25,2963
25.083333333333332,2975
25.166666666666668,2973
25.25,2971
25.333333333333332,2977
25.416666666666668,2970
25.5,2977
25.583333333333332,2982
25.666666666666668,2978
25.75,2983
25.833333333333332,2985
25.916666666666668,2990
26,2990
26.083333333333332,2984
26.166666666666668,2987
26.25,2987
26.333333333333332,2997
26.416666666666668,2994
26.5,3000
26.583333333333332,3002
26.666666666666668,2999
26.75,3001
26.833333333333332,3003
26.916666666666668,3009
27,3006
27.083333333333332,3009
27.166666666666668,3010
27.25,3013
27.333333333333332,3009
27.416666666666668,3018
27.5,3014
27.583333333333332,3013
27.666666666666668,3018
27.75,3027
27.833333333333332,3023
27.916666666666668,3020
28,3024
28.083333333333332,3033
28.166666666666668,3034
28.25,3031
28.333333333333332,3033
28.416666666666668,3035
28.5,3049
28.583333333333332,3042
28.666666666666668,3049
28.75,3052
28.833333333333332,3049
28.916666666666668,3058
29,3059
29.083333333333332,3053
29.166666666666668,3057
29.25,3061
29.333333333333332,3060
29.416666666666668,3066
29.5,3064
29.583333333333332,3069
29.666666666666668,3076
29.75,3077
29.833333333333332,3080
29.916666666666668,3078
30,3085
30.083333333333332,3086
30.166666666666668,3086
30.25,3088
30.333333333333332,3091
30.416666666666668,3090
30.5,3094
30.583333333333332,3100
30.666666666666668,3099
30.75,3100
30.833333333333332,3103
30.916666666666668,3104
31,3109
31.083333333333332,3114
31.166666666666668,3114
31.25,3114
31.333333333333332,3114
31.416666666666668,3118
31.5,3121
31.583333333333332,3126
31.666666666666668,3125
31.75,3123
31.833333333333332,3125
31.916666666666668,3131
32,3135
32.083333333333336,3135
32.166666666666664,3138
32.25,3134
32.333333333333336,3135
32.416666666666664,3137
32.5,3135
32.583333333333336,3146
32.666666666666664,3147
32.75,3146
32.833333333333336,3142
32.916666666666664,3146
33,3150
33.083333333333336,3149
33.166666666666664,3156
33.25,3156
33.333333333333336,3161
33.416666666666664,3159
33.5,3159
33.583333333333336,3165
33.666666666666664,3165
33.75,3165
33.833333333333336,3167
33.916666666666664,3167
34,3172
34.083333333333336,3168
34.166666666666664,3164
34.25,3166
34.333333333333336,3174
34.416666666666664,3175
34.5,3174
34.583333333333336,3176
34.666666666666664,3172
34.75,3173
34.833333333333336,3176
34.916666666666664,3184
35,3183
35.083333333333336,3189
35.166666666666664,3190
35.25,3189
35.333333333333336,3189
35.416666666666664,3193
35.5,3192
35.583333333333336,3190
35.666666666666664,3197
35.75,3195
35.833333333333336,3203
35.916666666666664,3197
36,3200
36.083333333333336,3201
36.166666666666664,3209
36.25,3211
36.333333333333336,3211
36.416666666666664,3212
36.5,3209
36.583333333333336,3212
36.666666666666664,3211
36.75,3218
36.833333333333336,3221
36.916666666666664,3224
37,3225
37.083333333333336,3226
37.166666666666664,3225
37.25,3231
37.333333333333336,3227
37.416666666666664,3222
37.5,3227
37.583333333333336,3225
37.666666666666664,3230
37.75,3231
37.833333333333336,3233
37.916666666666664,3233
38,3234
38.083333333333336,3235
38.166666666666664,3241
38.25,3236
38.333333333333336,3241
38.416666666666664,3242
38.5,3237
38.583333333333336,3239
38.666666666666664,3244
38.75,3244
38.833333333333336,3240
38.916666666666664,3249
39,3245
39.083333333333336,3250
39.166666666666664,3249
39.25,3249
39.333333333333336,3252
39.416666666666664,3252
39.5,3246
39.583333333333336,3247
39.666666666666664,3251
39.75,3253
39.833333333333336,3246
39.916666666666664,3254
40,3251
40.166666666666664,3258
40.25,3254
40.333333333333336,3252
40.416666666666664,3256
40.5,3254
40.583333333333336,3253
40.666666666666664,3262
40.75,3261
40.833333333333336,3256
40.916666666666664,3260
41,3260
41.083333333333336,3261
41.166666666666664,3257
41.25,3259
41.333333333333336,3260
41.416666666666664,3265
41.5,3272
41.583333333333336,3263
41.666666666666664,3267
41.75,3268
41.833333333333336,3267
41.916666666666664,3264
42,3271
42.083333333333336,3269
42.166666666666664,3268
42.25,3274
42.333333333333336,3278
42.416666666666664,3272
42.5,3273
42.583333333333336,3271
42.666666666666664,3278
42.75,3273
42.833333333333336,3278
42.916666666666664,3280
43,3273
43.083333333333336,3277
43.166666666666664,3284
43.25,3279
43.333333333333336,3279
43.416666666666664,3282
43.5,3284
43.583333333333336,3282
43.666666666666664,3290
43.75,3290
43.833333333333336,3286
43.916666666666664,3292
44,3294
44.083333333333336,3284
44.166666666666664,3293
44.25,3289
44.333333333333336,3297
44.416666666666664,3296
44.5,3292
44.583333333333336,3295
44.666666666666664,3293
44.75,3300
44.833333333333336,3294
44.916666666666664,3298
45,3296
45.083333333333336,3294
45.166666666666664,3297
45.25,3301
45.333333333333336,3297
45.416666666666664,3303
45.5,3300
45.583333333333336,3303
45.666666666666664,3305
45.75,3310
45.833333333333336,3299
45.916666666666664,3305
46,3310
46.083333333333336,3309
46.166666666666664,3309
46.25,3299
46.333333333333336,3304
46.416666666666664,3308
46.5,3304
46.583333333333336,3303
46.666666666666664,3307
46.75,3305
46.833333333333336,3304
46.916666666666664,3308
47,3306
47.083333333333336,3312
47.166666666666664,3305
47.25,3310
47.333333333333336,3310
47.416666666666664,3304
47.5,3311
47.583333333333336,3317
47.666666666666664,3310
47.75,3310
47.833333333333336,3311
47.916666666666664,3316
