"Hours since thread went live","Sousou no Frieren • Frieren: Beyond Journey's End - Episode 12 discussion"
0,1
0,10
0.08333333333333333,49
0.16666666666666666,82
0.25,131
0.3333333333333333,176
0.4166666666666667,215
0.5,272
0.5833333333333334,347
0.6666666666666666,394
0.75,441
0.8333333333333334,488
0.9166666666666666,545
1,595
1.0833333333333333,644
1.1666666666666667,700
1.25,738
1.3333333333333333,784
1.4166666666666667,847
1.5,887
1.5833333333333333,935
1.6666666666666667,980
1.75,1032
1.8333333333333333,1071
1.9166666666666667,1117
2,1162
2.0833333333333335,1206
2.1666666666666665,1252
2.25,1292
2.3333333333333335,1332
2.4166666666666665,1381
2.5,1414
2.5833333333333335,1453
2.6666666666666665,1484
2.75,1536
2.8333333333333335,1559
2.9166666666666665,1616
3,1654
3.0833333333333335,1704
3.1666666666666665,1740
3.25,1765
3.3333333333333335,1820
3.4166666666666665,1861
3.5,1892
3.5833333333333335,1921
3.6666666666666665,1948
3.75,1973
3.8333333333333335,2003
3.9166666666666665,2037
4,2074
4.083333333333333,2108
4.166666666666667,2129
4.25,2161
4.333333333333333,2180
4.416666666666667,2220
4.5,2240
4.583333333333333,2270
4.666666666666667,2283
4.75,2308
4.833333333333333,2337
4.916666666666667,2375
5,2409
5.083333333333333,2430
5.166666666666667,2454
5.25,2488
5.333333333333333,2523
5.416666666666667,2546
5.5,2579
5.583333333333333,2603
5.666666666666667,2621
5.75,2643
5.833333333333333,2661
5.916666666666667,2684
6,2704
6.083333333333333,2734
6.166666666666667,2757
6.25,2778
6.333333333333333,2794
6.416666666666667,2823
6.5,2837
6.583333333333333,2851
6.666666666666667,2880
6.75,2897
6.833333333333333,2922
6.916666666666667,2951
7,2961
7.083333333333333,2990
7.166666666666667,3008
7.25,3024
7.333333333333333,3046
7.416666666666667,3064
7.5,3083
7.583333333333333,3111
7.666666666666667,3123
7.75,3144
7.833333333333333,3171
7.916666666666667,3207
8,3218
8.083333333333334,3249
8.166666666666666,3272
8.25,3286
8.333333333333334,3316
8.416666666666666,3334
8.5,3357
8.583333333333334,3378
8.666666666666666,3383
8.75,3399
8.833333333333334,3421
8.916666666666666,3433
9,3447
9.083333333333334,3474
9.166666666666666,3502
9.25,3514
9.333333333333334,3533
9.416666666666666,3550
9.5,3560
9.583333333333334,3575
9.666666666666666,3594
9.75,3614
9.833333333333334,3623
9.916666666666666,3642
10,3648
10.083333333333334,3672
10.166666666666666,3690
10.25,3705
10.333333333333334,3727
10.416666666666666,3735
10.5,3747
10.583333333333334,3771
10.666666666666666,3783
10.75,3799
10.833333333333334,3809
10.916666666666666,3821
11,3842
11.083333333333334,3853
11.166666666666666,3871
11.25,3879
11.333333333333334,3897
11.416666666666666,3906
11.5,3919
11.583333333333334,3927
11.666666666666666,3945
11.75,3960
11.833333333333334,3961
11.916666666666666,3974
12,3983
12.083333333333334,4001
12.166666666666666,4010
12.25,4021
12.333333333333334,4031
12.416666666666666,4043
12.5,4055
12.583333333333334,4062
12.666666666666666,4074
12.75,4093
12.833333333333334,4098
12.916666666666666,4109
13,4117
13.083333333333334,4128
13.166666666666666,4151
13.25,4166
13.333333333333334,4169
13.416666666666666,4187
13.5,4195
13.583333333333334,4203
13.666666666666666,4219
13.75,4217
13.833333333333334,4228
13.916666666666666,4239
14,4252
14.083333333333334,4266
14.166666666666666,4269
14.25,4286
14.333333333333334,4292
14.416666666666666,4298
14.5,4302
14.583333333333334,4319
14.666666666666666,4320
14.75,4338
14.833333333333334,4345
14.916666666666666,4358
15,4362
15.083333333333334,4372
15.166666666666666,4379
15.25,4380
15.333333333333334,4387
15.416666666666666,4400
15.5,4406
15.583333333333334,4421
15.666666666666666,4427
15.75,4432
15.833333333333334,4440
15.916666666666666,4457
16,4453
16.083333333333332,4468
16.166666666666668,4475
16.25,4477
16.333333333333332,4488
16.416666666666668,4494
16.5,4499
16.583333333333332,4509
16.666666666666668,4513
16.75,4526
16.833333333333332,4533
16.916666666666668,4539
17,4548
17.083333333333332,4556
17.166666666666668,4562
17.25,4567
17.333333333333332,4572
17.416666666666668,4575
17.5,4585
17.583333333333332,4585
17.666666666666668,4584
17.75,4597
17.833333333333332,4602
17.916666666666668,4607
18,4608
18.083333333333332,4613
18.166666666666668,4615
18.25,4622
18.333333333333332,4631
18.416666666666668,4632
18.5,4640
18.583333333333332,4647
18.666666666666668,4649
18.75,4649
18.833333333333332,4657
18.916666666666668,4662
19,4674
19.083333333333332,4672
19.166666666666668,4683
19.25,4696
19.333333333333332,4697
19.416666666666668,4700
19.5,4714
19.583333333333332,4719
19.666666666666668,4730
19.75,4723
19.833333333333332,4729
19.916666666666668,4726
20,4738
20.083333333333332,4737
20.166666666666668,4754
20.25,4749
20.333333333333332,4750
20.416666666666668,4753
20.5,4764
20.583333333333332,4770
20.666666666666668,4775
20.75,4789
20.833333333333332,4798
20.916666666666668,4796
21,4800
21.083333333333332,4808
21.166666666666668,4805
21.25,4816
21.333333333333332,4826
21.416666666666668,4838
21.5,4836
21.583333333333332,4837
21.666666666666668,4842
21.75,4846
21.833333333333332,4844
21.916666666666668,4845
22,4856
22.083333333333332,4866
22.166666666666668,4869
22.25,4865
22.333333333333332,4882
22.416666666666668,4876
22.5,4884
22.583333333333332,4888
22.666666666666668,4893
22.75,4895
22.833333333333332,4911
22.916666666666668,4900
23,4914
23.083333333333332,4911
23.166666666666668,4909
23.25,4923
23.333333333333332,4929
23.416666666666668,4924
23.5,4933
23.583333333333332,4936
23.666666666666668,4948
23.75,4952
23.833333333333332,4956
23.916666666666668,4960
24,4973
24.083333333333332,4971
24.166666666666668,4978
24.25,4987
24.333333333333332,4989
24.416666666666668,4989
24.5,4993
24.583333333333332,5003
24.666666666666668,5009
24.75,5002
24.833333333333332,5009
24.916666666666668,5009
25,5020
25.083333333333332,5026
25.166666666666668,5023
25.25,5032
25.333333333333332,5030
25.416666666666668,5030
25.5,5033
25.583333333333332,5033
25.666666666666668,5042
25.75,5045
25.833333333333332,5047
25.916666666666668,5051
26,5052
26.083333333333332,5066
26.166666666666668,5065
26.25,5069
26.333333333333332,5072
26.416666666666668,5084
26.5,5082
26.583333333333332,5081
26.666666666666668,5088
26.75,5085
26.833333333333332,5085
26.916666666666668,5091
27,5091
27.083333333333332,5090
27.166666666666668,5095
27.25,5110
27.333333333333332,5115
27.416666666666668,5113
27.5,5109
27.583333333333332,5109
27.666666666666668,5121
27.75,5119
27.833333333333332,5127
27.916666666666668,5128
28,5132
28.083333333333332,5128
28.166666666666668,5129
28.25,5129
28.333333333333332,5132
28.416666666666668,5145
28.5,5145
28.583333333333332,5145
28.666666666666668,5140
28.75,5146
28.833333333333332,5160
28.916666666666668,5160
29,5166
29.083333333333332,5160
29.166666666666668,5162
29.25,5172
29.333333333333332,5169
29.416666666666668,5172
29.5,5175
29.583333333333332,5173
29.666666666666668,5179
29.75,5175
29.833333333333332,5183
29.916666666666668,5185
30,5187
30.083333333333332,5194
30.166666666666668,5188
30.25,5206
30.333333333333332,5200
30.416666666666668,5198
30.5,5204
30.583333333333332,5203
30.666666666666668,5209
30.75,5211
30.833333333333332,5208
30.916666666666668,5212
31,5214
31.083333333333332,5216
31.166666666666668,5216
31.25,5223
31.333333333333332,5225
31.416666666666668,5225
31.5,5233
31.583333333333332,5237
31.666666666666668,5237
31.75,5234
31.833333333333332,5237
31.916666666666668,5249
32,5246
32.083333333333336,5245
32.166666666666664,5247
32.25,5257
32.333333333333336,5253
32.416666666666664,5254
32.5,5253
32.583333333333336,5262
32.666666666666664,5263
32.75,5264
32.833333333333336,5262
32.916666666666664,5273
33,5268
33.083333333333336,5274
33.166666666666664,5272
33.25,5280
33.333333333333336,5290
33.416666666666664,5290
33.5,5294
33.583333333333336,5286
33.666666666666664,5284
33.75,5293
33.833333333333336,5292
33.916666666666664,5304
34,5295
34.083333333333336,5296
34.166666666666664,5308
34.25,5300
34.333333333333336,5300
34.416666666666664,5306
34.5,5305
34.583333333333336,5314
34.666666666666664,5314
34.75,5315
34.833333333333336,5313
34.916666666666664,5309
35,5314
35.083333333333336,5318
35.166666666666664,5312
35.25,5308
35.333333333333336,5315
35.416666666666664,5313
35.5,5312
35.583333333333336,5320
35.666666666666664,5326
35.75,5327
35.833333333333336,5330
35.916666666666664,5323
36,5327
36.083333333333336,5326
36.166666666666664,5329
36.25,5331
36.333333333333336,5334
36.416666666666664,5341
36.5,5347
36.583333333333336,5342
36.666666666666664,5345
36.75,5348
36.833333333333336,5349
36.916666666666664,5348
37,5361
37.083333333333336,5359
37.166666666666664,5357
37.25,5359
37.333333333333336,5357
37.416666666666664,5364
37.5,5359
37.583333333333336,5361
37.666666666666664,5370
37.75,5363
37.833333333333336,5367
37.916666666666664,5375
38,5368
38.083333333333336,5369
38.166666666666664,5373
38.25,5379
38.333333333333336,5382
38.416666666666664,5390
38.5,5389
38.583333333333336,5386
38.666666666666664,5382
38.75,5388
38.833333333333336,5394
38.916666666666664,5393
39,5399
39.083333333333336,5401
39.166666666666664,5402
39.25,5393
39.333333333333336,5403
39.416666666666664,5400
39.5,5403
39.583333333333336,5406
39.666666666666664,5401
39.75,5402
39.833333333333336,5406
39.916666666666664,5413
40,5409
40.083333333333336,5408
40.166666666666664,5412
40.25,5412
40.333333333333336,5409
40.416666666666664,5414
40.5,5419
40.583333333333336,5414
40.666666666666664,5418
40.75,5427
40.833333333333336,5417
40.916666666666664,5420
41,5426
41.083333333333336,5423
41.166666666666664,5422
41.25,5413
41.333333333333336,5421
41.416666666666664,5421
41.5,5423
41.583333333333336,5425
41.666666666666664,5428
41.75,5427
41.833333333333336,5425
41.916666666666664,5435
42,5436
42.083333333333336,5437
42.166666666666664,5436
42.25,5434
42.333333333333336,5433
42.416666666666664,5431
42.5,5443
42.583333333333336,5440
42.666666666666664,5440
42.75,5444
42.833333333333336,5438
42.916666666666664,5439
43,5446
43.083333333333336,5444
43.166666666666664,5452
43.25,5450
43.333333333333336,5443
43.416666666666664,5452
43.5,5455
43.583333333333336,5450
43.666666666666664,5457
43.75,5450
43.833333333333336,5454
43.916666666666664,5456
44,5463
44.083333333333336,5463
44.166666666666664,5458
44.25,5459
