"Hours since thread went live","Mahou Shoujo ni Akogarete • Gushing over Magical Girls - Episode 12 discussion"
0,4
0,11
0.08333333333333333,29
0.16666666666666666,35
0.25,47
0.3333333333333333,59
0.4166666666666667,75
0.5,90
0.5833333333333334,100
0.6666666666666666,113
0.75,133
0.8333333333333334,148
0.9166666666666666,169
1,183
1.0833333333333333,211
1.1666666666666667,228
1.25,238
1.3333333333333333,245
1.4166666666666667,258
1.5,271
1.5833333333333333,295
1.6666666666666667,306
1.75,326
1.8333333333333333,339
1.9166666666666667,356
2,372
2.0833333333333335,388
2.1666666666666665,396
2.25,408
2.3333333333333335,427
2.4166666666666665,438
2.5,444
2.5833333333333335,462
2.6666666666666665,476
2.75,485
2.8333333333333335,505
2.9166666666666665,512
3,525
3.0833333333333335,539
3.1666666666666665,555
3.25,567
3.3333333333333335,567
3.4166666666666665,583
3.5,597
3.5833333333333335,604
3.6666666666666665,613
3.75,620
3.8333333333333335,636
3.9166666666666665,645
4,645
4.083333333333333,657
4.166666666666667,663
4.25,681
4.333333333333333,688
4.416666666666667,701
4.5,710
4.583333333333333,717
4.666666666666667,725
4.75,722
4.833333333333333,730
4.916666666666667,743
5,753
5.083333333333333,759
5.166666666666667,765
5.25,775
5.333333333333333,788
5.416666666666667,802
5.5,807
5.583333333333333,818
5.666666666666667,824
5.75,836
5.833333333333333,843
5.916666666666667,857
6,861
6.083333333333333,855
6.166666666666667,857
6.25,866
6.333333333333333,886
6.416666666666667,886
6.5,893
6.583333333333333,916
6.666666666666667,916
6.75,919
6.833333333333333,934
6.916666666666667,939
7,946
7.083333333333333,951
7.166666666666667,953
7.25,962
7.333333333333333,968
7.416666666666667,970
7.5,971
7.583333333333333,978
7.666666666666667,983
7.75,989
7.833333333333333,989
7.916666666666667,1000
8,1006
8.083333333333334,1010
8.166666666666666,1016
8.25,1022
8.333333333333334,1026
8.416666666666666,1029
8.5,1037
8.583333333333334,1048
8.666666666666666,1044
8.75,1049
8.833333333333334,1055
8.916666666666666,1063
9,1079
9.083333333333334,1080
9.166666666666666,1087
9.25,1083
9.333333333333334,1094
9.416666666666666,1091
9.5,1100
9.583333333333334,1103
9.666666666666666,1110
9.75,1122
9.833333333333334,1127
9.916666666666666,1136
10,1138
10.083333333333334,1145
10.166666666666666,1153
10.25,1157
10.333333333333334,1156
10.416666666666666,1165
10.5,1172
10.583333333333334,1177
10.666666666666666,1178
10.75,1183
10.833333333333334,1184
10.916666666666666,1192
11,1193
11.083333333333334,1196
11.166666666666666,1201
11.25,1205
11.333333333333334,1216
11.416666666666666,1213
11.5,1215
11.583333333333334,1213
11.666666666666666,1218
11.75,1224
11.833333333333334,1222
11.916666666666666,1229
12,1232
12.083333333333334,1231
12.166666666666666,1238
12.25,1232
12.333333333333334,1239
12.416666666666666,1239
12.5,1241
12.583333333333334,1246
12.666666666666666,1252
12.75,1255
12.833333333333334,1257
12.916666666666666,1261
13,1260
13.083333333333334,1262
13.166666666666666,1271
13.25,1274
13.333333333333334,1281
13.416666666666666,1277
13.5,1288
13.583333333333334,1293
13.666666666666666,1299
13.75,1295
13.833333333333334,1298
13.916666666666666,1308
14,1306
14.083333333333334,1304
14.166666666666666,1316
14.25,1313
14.333333333333334,1311
14.416666666666666,1319
14.5,1323
14.583333333333334,1325
14.666666666666666,1327
14.75,1330
14.833333333333334,1328
14.916666666666666,1336
15,1343
15.083333333333334,1335
15.166666666666666,1342
15.25,1341
15.333333333333334,1346
15.416666666666666,1348
15.5,1345
15.583333333333334,1351
15.666666666666666,1350
15.75,1354
15.833333333333334,1353
15.916666666666666,1358
16,1354
16.083333333333332,1361
16.166666666666668,1368
16.25,1369
16.333333333333332,1372
16.416666666666668,1379
16.5,1382
16.583333333333332,1381
16.666666666666668,1383
16.75,1384
16.833333333333332,1391
16.916666666666668,1386
17,1394
17.083333333333332,1392
17.166666666666668,1398
17.25,1398
17.333333333333332,1400
17.416666666666668,1400
17.5,1403
17.583333333333332,1399
17.666666666666668,1401
17.75,1405
17.833333333333332,1408
17.916666666666668,1415
18,1409
18.083333333333332,1413
18.166666666666668,1417
18.25,1413
18.333333333333332,1413
18.416666666666668,1419
18.5,1416
18.583333333333332,1420
18.666666666666668,1419
18.75,1420
18.833333333333332,1426
18.916666666666668,1420
19,1424
19.083333333333332,1425
19.166666666666668,1426
19.25,1429
19.333333333333332,1429
19.416666666666668,1431
19.5,1429
19.583333333333332,1437
19.666666666666668,1437
19.75,1438
19.833333333333332,1441
19.916666666666668,1446
20,1445
20.083333333333332,1447
20.166666666666668,1448
20.25,1452
20.333333333333332,1451
20.416666666666668,1452
20.5,1448
20.583333333333332,1453
20.666666666666668,1451
20.75,1458
20.833333333333332,1451
20.916666666666668,1461
21,1457
21.083333333333332,1456
21.166666666666668,1454
21.25,1457
21.333333333333332,1462
21.416666666666668,1462
21.5,1473
21.583333333333332,1467
21.666666666666668,1467
21.75,1471
21.833333333333332,1470
21.916666666666668,1476
22,1477
22.083333333333332,1479
22.166666666666668,1473
22.25,1482
22.333333333333332,1482
22.416666666666668,1488
22.5,1491
22.583333333333332,1488
22.666666666666668,1499
22.75,1495
22.833333333333332,1499
22.916666666666668,1497
23,1498
23.083333333333332,1499
23.166666666666668,1500
23.25,1499
23.333333333333332,1504
23.416666666666668,1505
23.5,1509
23.583333333333332,1506
23.666666666666668,1512
23.75,1513
23.833333333333332,1510
23.916666666666668,1515
24,1512
24.083333333333332,1516
24.166666666666668,1515
24.25,1520
24.333333333333332,1521
24.416666666666668,1520
24.5,1522
24.583333333333332,1520
24.666666666666668,1520
24.75,1521
24.833333333333332,1521
24.916666666666668,1517
25,1524
25.083333333333332,1525
25.166666666666668,1522
25.25,1522
25.333333333333332,1527
25.416666666666668,1527
25.5,1528
25.583333333333332,1530
25.666666666666668,1537
25.75,1538
25.833333333333332,1540
25.916666666666668,1538
26,1536
26.083333333333332,1541
26.166666666666668,1538
26.25,1541
26.333333333333332,1543
26.416666666666668,1539
26.5,1544
26.583333333333332,1547
26.666666666666668,1541
26.75,1546
26.833333333333332,1549
26.916666666666668,1549
27,1546
27.083333333333332,1540
