"Hours since thread went live","Mahou Shoujo ni Akogarete • Gushing over Magical Girls - Episode 12 discussion"
27.166666666666668,1544
27.25,1544
27.333333333333332,1547
27.416666666666668,1556
27.5,1550
27.583333333333332,1554
27.666666666666668,1554
27.75,1548
27.833333333333332,1554
27.916666666666668,1551
28,1555
28.083333333333332,1557
28.166666666666668,1552
28.25,1558
28.333333333333332,1555
28.416666666666668,1560
28.5,1554
28.583333333333332,1562
28.666666666666668,1553
28.75,1555
28.833333333333332,1553
28.916666666666668,1563
29,1557
29.083333333333332,1562
29.166666666666668,1561
29.25,1560
29.333333333333332,1564
29.416666666666668,1561
29.5,1561
29.583333333333332,1556
29.666666666666668,1564
29.75,1562
29.833333333333332,1560
29.916666666666668,1558
30,1557
30.083333333333332,1560
30.166666666666668,1563
30.25,1559
30.333333333333332,1562
30.416666666666668,1563
30.5,1561
30.583333333333332,1561
30.666666666666668,1565
30.75,1569
30.833333333333332,1564
30.916666666666668,1567
31,1563
31.083333333333332,1563
31.166666666666668,1568
31.25,1569
31.333333333333332,1570
31.416666666666668,1566
31.5,1568
31.583333333333332,1568
31.666666666666668,1569
31.75,1574
31.833333333333332,1575
31.916666666666668,1572
32,1569
32.083333333333336,1573
32.166666666666664,1578
32.25,1579
32.333333333333336,1577
32.416666666666664,1576
32.5,1576
32.583333333333336,1577
32.666666666666664,1574
32.75,1579
32.833333333333336,1580
32.916666666666664,1579
33,1584
33.083333333333336,1580
33.166666666666664,1582
33.25,1585
33.333333333333336,1579
33.416666666666664,1582
33.5,1588
33.583333333333336,1579
33.666666666666664,1587
33.75,1590
33.833333333333336,1591
33.916666666666664,1588
34,1592
34.083333333333336,1592
34.166666666666664,1597
34.25,1591
34.333333333333336,1594
34.416666666666664,1597
34.5,1594
34.583333333333336,1600
34.666666666666664,1599
34.75,1596
34.833333333333336,1594
34.916666666666664,1598
35,1600
35.083333333333336,1606
35.166666666666664,1600
35.25,1603
35.333333333333336,1600
35.416666666666664,1601
35.5,1604
35.583333333333336,1599
35.666666666666664,1603
35.75,1604
35.833333333333336,1606
35.916666666666664,1601
36,1604
36.083333333333336,1608
36.166666666666664,1604
36.25,1609
36.333333333333336,1605
36.416666666666664,1605
36.5,1611
36.583333333333336,1602
36.666666666666664,1610
36.75,1611
36.833333333333336,1609
36.916666666666664,1613
37,1610
37.083333333333336,1611
37.166666666666664,1611
37.25,1609
37.333333333333336,1608
37.416666666666664,1608
37.5,1609
37.583333333333336,1609
37.666666666666664,1614
37.75,1617
37.833333333333336,1616
37.916666666666664,1617
38,1615
38.083333333333336,1617
38.166666666666664,1613
38.25,1619
38.333333333333336,1618
38.416666666666664,1615
38.5,1615
38.583333333333336,1616
38.666666666666664,1616
38.75,1612
38.833333333333336,1609
38.916666666666664,1619
39,1615
39.083333333333336,1617
39.166666666666664,1610
39.25,1618
39.333333333333336,1611
39.416666666666664,1614
39.583333333333336,1616
39.666666666666664,1610
39.75,1621
39.833333333333336,1614
39.916666666666664,1617
40,1617
40.083333333333336,1617
40.166666666666664,1620
40.25,1615
40.333333333333336,1617
40.416666666666664,1614
40.5,1615
40.583333333333336,1619
40.666666666666664,1612
40.75,1614
40.833333333333336,1614
40.916666666666664,1622
41,1614
41.083333333333336,1619
41.166666666666664,1620
41.25,1617
41.333333333333336,1618
41.416666666666664,1619
41.5,1621
41.583333333333336,1617
41.666666666666664,1616
41.75,1624
41.833333333333336,1622
41.916666666666664,1624
42,1616
42.083333333333336,1622
42.166666666666664,1622
42.25,1621
42.333333333333336,1625
42.416666666666664,1620
42.5,1620
42.583333333333336,1625
42.666666666666664,1623
42.75,1622
42.833333333333336,1616
42.916666666666664,1618
43,1622
43.083333333333336,1622
43.166666666666664,1625
43.25,1620
43.333333333333336,1617
43.416666666666664,1623
43.5,1620
43.583333333333336,1620
43.666666666666664,1620
43.75,1618
43.833333333333336,1623
43.916666666666664,1623
44,1621
44.083333333333336,1627
44.166666666666664,1623
44.25,1628
44.333333333333336,1624
44.416666666666664,1629
44.5,1630
44.583333333333336,1626
44.666666666666664,1629
44.75,1626
44.833333333333336,1626
44.916666666666664,1629
45,1627
45.083333333333336,1623
45.166666666666664,1625
45.25,1631
45.333333333333336,1630
45.416666666666664,1625
45.5,1627
45.583333333333336,1632
45.666666666666664,1626
45.75,1624
45.833333333333336,1629
45.916666666666664,1628
46,1625
46.083333333333336,1622
46.166666666666664,1627
46.25,1623
46.333333333333336,1629
46.416666666666664,1629
46.5,1627
46.583333333333336,1627
46.666666666666664,1630
46.75,1623
46.833333333333336,1627
46.916666666666664,1636
47,1626
47.083333333333336,1634
47.166666666666664,1628
47.25,1633
47.333333333333336,1628
47.416666666666664,1632
47.5,1629
47.583333333333336,1631
47.666666666666664,1629
47.75,1636
47.833333333333336,1630
47.916666666666664,1629
