"Hours since thread went live","The iDOLM@STER Shiny Colors - Episode 9 discussion"
0,1
0,0
0.08333333333333333,1
0.16666666666666666,1
0.25,3
0.3333333333333333,3
0.4166666666666667,2
0.5,2
0.5833333333333334,3
0.6666666666666666,3
0.75,3
0.8333333333333334,4
0.9166666666666666,4
1,3
1.0833333333333333,4
1.1666666666666667,3
1.25,4
1.3333333333333333,4
1.4166666666666667,2
1.5,5
1.5833333333333333,3
1.6666666666666667,5
1.75,5
1.8333333333333333,6
1.9166666666666667,7
2,5
2.0833333333333335,6
2.1666666666666665,6
2.25,6
2.3333333333333335,7
2.4166666666666665,6
2.5,7
2.5833333333333335,6
2.6666666666666665,6
2.75,8
2.8333333333333335,6
2.9166666666666665,7
3,6
3.0833333333333335,6
3.1666666666666665,8
3.25,7
3.3333333333333335,9
3.4166666666666665,7
3.5,8
3.5833333333333335,8
3.6666666666666665,10
3.75,10
3.8333333333333335,10
3.9166666666666665,9
4,9
4.083333333333333,11
4.166666666666667,10
4.25,8
4.333333333333333,10
4.416666666666667,12
4.5,8
4.583333333333333,8
4.666666666666667,10
4.75,8
4.833333333333333,10
4.916666666666667,9
5,10
5.083333333333333,12
5.166666666666667,9
5.25,10
5.333333333333333,8
5.416666666666667,8
5.5,9
5.583333333333333,9
5.666666666666667,9
5.75,11
5.833333333333333,7
5.916666666666667,9
6,10
6.083333333333333,10
6.166666666666667,9
6.25,11
6.333333333333333,10
6.416666666666667,10
6.5,9
6.583333333333333,11
6.666666666666667,12
6.75,12
6.833333333333333,11
6.916666666666667,13
7,9
7.083333333333333,9
7.166666666666667,13
7.25,9
7.333333333333333,12
7.416666666666667,11
7.5,9
7.583333333333333,13
7.666666666666667,11
7.75,11
7.833333333333333,13
7.916666666666667,12
8,12
8.083333333333334,12
8.166666666666666,11
8.25,12
8.333333333333334,11
8.416666666666666,12
8.5,12
8.583333333333334,12
8.666666666666666,12
8.75,12
8.833333333333334,10
8.916666666666666,14
9,12
9.083333333333334,14
9.166666666666666,13
9.25,13
9.333333333333334,12
9.416666666666666,14
9.5,12
9.583333333333334,12
9.666666666666666,14
9.75,12
9.833333333333334,14
9.916666666666666,13
10,12
10.083333333333334,13
10.166666666666666,14
10.25,12
10.333333333333334,13
10.416666666666666,14
10.5,14
10.583333333333334,12
10.666666666666666,13
10.75,13
10.833333333333334,15
10.916666666666666,12
11,13
11.083333333333334,13
11.166666666666666,13
11.25,15
11.333333333333334,12
11.416666666666666,15
11.5,14
11.583333333333334,12
11.666666666666666,15
11.75,14
11.833333333333334,13
11.916666666666666,14
12,12
12.083333333333334,13
12.166666666666666,13
12.25,15
12.333333333333334,15
12.416666666666666,14
12.5,14
12.583333333333334,12
12.666666666666666,13
12.75,13
12.833333333333334,15
12.916666666666666,11
13,13
13.083333333333334,15
13.166666666666666,15
13.25,11
13.333333333333334,15
13.416666666666666,12
13.5,15
13.583333333333334,13
13.666666666666666,11
13.75,12
13.833333333333334,13
13.916666666666666,11
14,13
14.083333333333334,14
14.166666666666666,15
14.25,15
14.333333333333334,14
14.416666666666666,14
14.5,15
14.583333333333334,14
14.666666666666666,12
14.75,15
14.833333333333334,15
14.916666666666666,12
15,15
15.083333333333334,15
15.166666666666666,15
15.25,14
15.333333333333334,14
15.416666666666666,12
15.5,13
15.583333333333334,14
15.666666666666666,15
15.75,15
15.833333333333334,16
15.916666666666666,14
16,14
16.083333333333332,13
16.166666666666668,13
16.25,15
16.333333333333332,12
16.416666666666668,14
16.5,15
16.583333333333332,14
16.666666666666668,13
16.75,14
16.833333333333332,14
16.916666666666668,14
17,15
17.083333333333332,15
17.166666666666668,14
17.25,16
17.333333333333332,13
17.416666666666668,12
17.5,15
17.583333333333332,14
17.666666666666668,14
17.75,12
17.833333333333332,13
17.916666666666668,16
18,15
18.083333333333332,14
18.166666666666668,14
18.25,14
18.333333333333332,12
18.416666666666668,14
18.5,14
18.583333333333332,12
18.666666666666668,14
18.75,14
18.833333333333332,15
18.916666666666668,17
19,14
19.083333333333332,15
19.166666666666668,16
19.25,15
19.333333333333332,13
19.416666666666668,17
19.5,14
19.583333333333332,14
19.666666666666668,16
19.75,15
19.833333333333332,13
19.916666666666668,15
20,15
20.083333333333332,13
20.166666666666668,15
20.25,15
20.333333333333332,15
20.416666666666668,16
20.5,16
20.583333333333332,14
20.666666666666668,15
20.75,16
20.833333333333332,16
20.916666666666668,13
21,15
21.083333333333332,14
21.166666666666668,15
21.25,15
21.333333333333332,14
21.416666666666668,15
21.5,14
21.583333333333332,14
21.666666666666668,16
21.75,16
21.833333333333332,16
21.916666666666668,15
22,15
22.083333333333332,14
22.166666666666668,14
22.25,14
22.333333333333332,13
22.416666666666668,13
22.5,16
22.583333333333332,16
22.666666666666668,13
22.75,14
22.833333333333332,14
22.916666666666668,17
23,15
23.083333333333332,16
23.166666666666668,14
23.25,16
23.333333333333332,15
23.416666666666668,15
23.5,13
23.583333333333332,14
23.666666666666668,15
23.75,14
23.833333333333332,15
23.916666666666668,15
24,15
24.083333333333332,15
24.166666666666668,16
24.25,13
24.333333333333332,15
24.416666666666668,17
24.5,15
24.583333333333332,16
24.666666666666668,15
24.75,15
24.833333333333332,14
24.916666666666668,15
25,16
25.083333333333332,15
25.166666666666668,14
25.25,16
25.333333333333332,16
25.416666666666668,14
25.5,14
25.583333333333332,16
25.666666666666668,14
25.75,14
25.833333333333332,14
25.916666666666668,15
26,15
26.083333333333332,14
26.166666666666668,15
26.25,16
26.333333333333332,14
26.416666666666668,14
26.5,13
26.583333333333332,16
26.666666666666668,15
26.75,15
26.833333333333332,13
26.916666666666668,16
27,14
27.083333333333332,14
27.166666666666668,15
27.25,14
27.333333333333332,16
27.416666666666668,15
27.5,15
27.583333333333332,15
27.666666666666668,17
27.75,15
27.833333333333332,15
27.916666666666668,17
28,17
28.083333333333332,14
28.166666666666668,15
28.25,17
28.333333333333332,16
28.416666666666668,15
28.5,13
28.583333333333332,15
28.666666666666668,16
28.75,14
28.833333333333332,17
28.916666666666668,15
29,13
29.083333333333332,14
29.166666666666668,16
29.25,13
29.333333333333332,13
29.416666666666668,13
29.5,15
29.583333333333332,14
29.666666666666668,15
29.75,14
29.833333333333332,16
29.916666666666668,15
30,15
30.083333333333332,16
30.166666666666668,17
30.25,15
30.333333333333332,16
30.416666666666668,15
30.5,14
30.583333333333332,15
30.666666666666668,13
30.75,15
30.833333333333332,16
30.916666666666668,16
31,14
31.083333333333332,16
31.166666666666668,15
31.25,16
31.333333333333332,17
31.416666666666668,15
31.5,14
31.583333333333332,17
31.666666666666668,14
31.75,15
31.833333333333332,16
31.916666666666668,14
32,15
32.083333333333336,17
32.166666666666664,15
32.25,14
32.333333333333336,16
32.416666666666664,13
32.5,17
32.583333333333336,16
32.666666666666664,14
32.75,14
32.833333333333336,17
32.916666666666664,13
33,13
33.083333333333336,15
33.166666666666664,15
33.25,14
33.333333333333336,16
33.416666666666664,15
33.5,17
33.583333333333336,16
33.666666666666664,14
33.75,15
33.833333333333336,15
33.916666666666664,14
34,15
34.083333333333336,17
34.166666666666664,14
34.25,15
34.333333333333336,17
34.416666666666664,14
34.5,14
34.583333333333336,17
34.666666666666664,17
34.75,15
34.833333333333336,15
34.916666666666664,15
35,15
35.083333333333336,13
35.166666666666664,16
35.25,14
35.333333333333336,15
35.416666666666664,15
35.5,16
35.583333333333336,15
35.666666666666664,16
35.75,13
35.833333333333336,16
35.916666666666664,17
36,15
36.083333333333336,14
36.166666666666664,13
36.25,14
36.333333333333336,15
36.416666666666664,13
36.5,15
36.583333333333336,14
36.666666666666664,17
36.75,17
36.833333333333336,15
36.916666666666664,15
37,15
37.083333333333336,14
37.166666666666664,17
37.25,14
37.333333333333336,14
37.416666666666664,16
37.5,15
37.583333333333336,15
37.666666666666664,14
37.75,16
37.833333333333336,15
37.916666666666664,13
38,17
38.083333333333336,13
38.166666666666664,17
38.25,17
38.333333333333336,14
38.416666666666664,13
38.5,14
38.583333333333336,15
38.666666666666664,15
38.75,15
38.833333333333336,15
38.916666666666664,16
39,13
39.083333333333336,16
39.166666666666664,15
39.25,13
39.333333333333336,15
39.416666666666664,16
39.5,13
39.583333333333336,13
39.666666666666664,13
39.75,15
39.833333333333336,15
39.916666666666664,15
40,17
40.083333333333336,16
40.166666666666664,17
40.25,15
40.333333333333336,14
40.416666666666664,16
40.5,13
40.583333333333336,14
40.666666666666664,16
40.75,14
40.833333333333336,16
40.916666666666664,14
41,14
41.083333333333336,16
41.166666666666664,15
41.25,16
41.333333333333336,13
41.416666666666664,16
41.5,17
41.583333333333336,16
41.666666666666664,13
41.75,14
41.833333333333336,16
41.916666666666664,15
42,16
42.083333333333336,14
42.166666666666664,16
42.25,14
42.333333333333336,15
42.416666666666664,15
42.5,14
42.583333333333336,16
42.666666666666664,14
42.75,17
42.833333333333336,15
42.916666666666664,16
43,15
43.083333333333336,16
43.166666666666664,16
43.25,13
43.333333333333336,16
43.416666666666664,14
43.5,14
43.583333333333336,14
43.666666666666664,15
43.75,17
43.833333333333336,16
43.916666666666664,15
44,15
44.083333333333336,16
44.166666666666664,15
44.25,14
44.333333333333336,15
44.416666666666664,17
44.5,14
44.583333333333336,15
44.666666666666664,15
44.75,15
44.833333333333336,17
44.916666666666664,17
45,15
45.083333333333336,15
45.166666666666664,16
45.25,14
45.333333333333336,15
45.416666666666664,15
45.5,15
45.583333333333336,13
45.666666666666664,16
45.75,13
45.833333333333336,15
45.916666666666664,15
46,17
46.083333333333336,15
46.166666666666664,15
46.25,13
46.333333333333336,15
46.416666666666664,13
46.5,16
46.583333333333336,15
46.666666666666664,17
46.75,15
46.833333333333336,15
46.916666666666664,14
47,15
47.083333333333336,15
47.166666666666664,16
47.25,14
47.333333333333336,13
47.416666666666664,16
47.5,15
47.583333333333336,15
47.666666666666664,17
47.75,15
47.833333333333336,15
47.916666666666664,14
