"Hours since thread went live","Odekake Kozame - Episode 60 discussion"
0,1
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,0
0.4166666666666667,0
0.5,0
0.5833333333333334,1
0.6666666666666666,1
0.75,1
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,1
1.1666666666666667,1
1.25,1
1.3333333333333333,1
1.4166666666666667,1
1.5,1
1.5833333333333333,1
1.6666666666666667,4
1.75,6
1.8333333333333333,6
1.9166666666666667,6
2,6
2.0833333333333335,6
2.1666666666666665,7
2.25,7
2.3333333333333335,6
2.4166666666666665,8
2.5,6
2.5833333333333335,6
2.6666666666666665,3
2.75,7
2.8333333333333335,4
2.9166666666666665,3
3,6
3.0833333333333335,7
3.1666666666666665,8
3.25,7
3.3333333333333335,5
3.4166666666666665,4
3.5,7
3.5833333333333335,5
3.6666666666666665,6
3.75,5
3.8333333333333335,5
3.9166666666666665,6
4,5
4.083333333333333,5
4.166666666666667,6
4.25,5
4.333333333333333,6
4.416666666666667,6
4.5,8
4.583333333333333,5
4.666666666666667,7
4.75,6
4.833333333333333,4
4.916666666666667,8
5,6
5.083333333333333,10
5.166666666666667,9
5.25,10
5.333333333333333,9
5.416666666666667,9
5.5,6
5.583333333333333,10
5.666666666666667,9
5.75,8
5.833333333333333,8
5.916666666666667,9
6,8
6.083333333333333,7
6.166666666666667,8
6.25,6
6.333333333333333,6
6.416666666666667,8
6.5,7
6.583333333333333,7
6.666666666666667,7
6.75,7
6.833333333333333,8
6.916666666666667,10
7,7
7.083333333333333,9
7.166666666666667,8
7.25,8
7.333333333333333,6
7.416666666666667,9
7.5,9
7.583333333333333,8
7.666666666666667,7
7.75,6
7.833333333333333,10
7.916666666666667,8
8,10
8.083333333333334,6
8.166666666666666,9
8.25,8
8.333333333333334,10
8.416666666666666,6
8.5,10
8.583333333333334,9
8.666666666666666,8
8.75,10
8.833333333333334,7
8.916666666666666,10
9,7
9.083333333333334,8
9.166666666666666,9
9.25,9
9.333333333333334,10
9.416666666666666,8
9.5,10
9.583333333333334,10
9.666666666666666,8
9.75,10
9.833333333333334,10
9.916666666666666,10
10,11
10.083333333333334,11
10.166666666666666,10
10.25,9
10.333333333333334,9
10.416666666666666,10
10.5,10
10.583333333333334,11
10.666666666666666,9
10.75,11
10.833333333333334,8
10.916666666666666,11
11,11
11.083333333333334,10
11.166666666666666,11
11.25,10
11.333333333333334,9
11.416666666666666,9
11.5,8
11.583333333333334,11
11.666666666666666,9
11.75,11
11.833333333333334,10
11.916666666666666,9
12,9
12.083333333333334,10
12.166666666666666,10
12.25,9
12.333333333333334,9
12.416666666666666,9
12.5,12
12.583333333333334,10
12.666666666666666,11
12.75,12
12.833333333333334,13
12.916666666666666,11
13,13
13.083333333333334,13
13.166666666666666,13
13.25,13
13.333333333333334,11
13.416666666666666,12
13.5,12
13.583333333333334,13
13.666666666666666,11
13.75,10
13.833333333333334,12
13.916666666666666,11
14,11
14.083333333333334,11
14.166666666666666,12
14.25,13
14.333333333333334,15
14.416666666666666,13
14.5,14
14.583333333333334,11
14.666666666666666,12
14.75,12
14.833333333333334,13
14.916666666666666,14
15,14
15.083333333333334,13
15.166666666666666,12
15.25,12
15.333333333333334,15
15.416666666666666,11
15.5,14
15.583333333333334,12
15.666666666666666,13
15.75,14
15.833333333333334,15
15.916666666666666,14
16,14
16.083333333333332,15
16.166666666666668,16
16.25,15
16.333333333333332,13
16.416666666666668,13
16.5,12
16.583333333333332,15
16.666666666666668,14
16.75,15
16.833333333333332,12
16.916666666666668,15
17,12
17.083333333333332,13
17.166666666666668,14
17.25,14
17.333333333333332,13
17.416666666666668,13
17.5,15
17.583333333333332,14
17.666666666666668,13
17.75,16
17.833333333333332,15
17.916666666666668,13
18,15
18.083333333333332,14
18.166666666666668,15
18.25,12
18.333333333333332,15
18.416666666666668,15
18.5,15
18.583333333333332,14
18.666666666666668,16
18.75,16
18.833333333333332,15
18.916666666666668,17
19,14
19.083333333333332,14
19.166666666666668,16
19.25,14
19.333333333333332,15
19.416666666666668,14
19.5,14
19.583333333333332,14
19.666666666666668,16
19.75,16
19.833333333333332,15
19.916666666666668,16
20,16
20.083333333333332,15
20.166666666666668,16
20.25,14
20.333333333333332,15
20.416666666666668,15
20.5,15
20.583333333333332,15
20.666666666666668,14
20.75,17
20.833333333333332,16
20.916666666666668,14
21,14
21.083333333333332,14
21.166666666666668,16
21.25,16
21.333333333333332,17
21.416666666666668,13
21.5,13
21.583333333333332,13
21.666666666666668,16
21.75,16
21.833333333333332,14
21.916666666666668,14
22,15
22.083333333333332,16
22.166666666666668,15
22.25,15
22.333333333333332,14
22.416666666666668,17
22.5,17
22.583333333333332,15
22.666666666666668,16
22.75,14
22.833333333333332,15
22.916666666666668,15
23,15
23.083333333333332,15
23.166666666666668,16
23.25,15
23.333333333333332,14
23.416666666666668,13
23.5,14
23.583333333333332,13
23.666666666666668,14
23.75,13
23.833333333333332,14
23.916666666666668,12
24,14
24.083333333333332,14
24.166666666666668,16
24.25,13
24.333333333333332,16
24.416666666666668,15
24.5,16
24.583333333333332,14
24.666666666666668,14
24.75,12
24.833333333333332,14
24.916666666666668,15
25,12
25.083333333333332,13
25.166666666666668,14
25.25,12
25.333333333333332,13
25.416666666666668,14
25.5,15
25.583333333333332,15
25.666666666666668,13
25.75,14
25.833333333333332,14
25.916666666666668,14
26,15
26.083333333333332,16
26.166666666666668,15
26.25,15
26.333333333333332,12
26.416666666666668,13
26.5,13
26.583333333333332,13
26.666666666666668,14
26.75,13
26.833333333333332,14
26.916666666666668,15
27,13
27.083333333333332,15
27.166666666666668,13
27.25,15
27.333333333333332,12
27.416666666666668,14
27.5,13
27.583333333333332,14
27.666666666666668,16
27.75,13
27.833333333333332,13
27.916666666666668,15
28,14
28.083333333333332,14
28.166666666666668,13
28.25,15
28.333333333333332,13
28.416666666666668,16
28.5,15
28.583333333333332,14
28.666666666666668,12
28.75,16
28.833333333333332,15
28.916666666666668,13
29,17
29.083333333333332,14
29.166666666666668,16
29.25,16
29.333333333333332,15
29.416666666666668,14
29.5,15
29.583333333333332,15
29.666666666666668,16
29.75,16
29.833333333333332,16
29.916666666666668,16
30,18
30.083333333333332,16
30.166666666666668,15
30.25,15
30.333333333333332,18
30.416666666666668,14
30.5,17
30.583333333333332,18
30.666666666666668,17
30.75,15
30.833333333333332,16
31,16
31.083333333333332,17
31.166666666666668,17
31.25,15
31.333333333333332,14
31.416666666666668,18
31.5,16
31.583333333333332,15
31.666666666666668,18
31.75,16
31.833333333333332,14
31.916666666666668,17
32,14
32.083333333333336,17
32.166666666666664,14
32.25,16
32.333333333333336,17
32.416666666666664,17
32.5,16
32.583333333333336,18
32.666666666666664,16
32.75,16
32.833333333333336,17
32.916666666666664,17
33,18
33.083333333333336,16
33.166666666666664,17
33.25,17
33.333333333333336,18
33.416666666666664,18
33.5,15
33.583333333333336,16
33.666666666666664,17
33.75,14
33.833333333333336,15
33.916666666666664,17
34,16
34.083333333333336,16
34.166666666666664,14
34.25,14
34.333333333333336,17
34.416666666666664,16
34.5,16
34.583333333333336,15
34.666666666666664,15
34.75,17
34.833333333333336,17
34.916666666666664,15
35,15
35.083333333333336,17
35.166666666666664,17
35.25,15
35.333333333333336,15
35.416666666666664,14
35.5,17
35.583333333333336,17
35.666666666666664,16
35.75,17
35.833333333333336,17
35.916666666666664,17
36,16
36.083333333333336,15
36.166666666666664,15
36.25,15
36.333333333333336,18
36.416666666666664,15
36.5,14
36.583333333333336,14
36.666666666666664,14
36.75,16
36.833333333333336,16
36.916666666666664,17
37,15
37.083333333333336,16
37.166666666666664,16
37.25,16
37.333333333333336,16
37.416666666666664,15
37.5,14
37.583333333333336,17
37.666666666666664,17
37.75,17
37.833333333333336,17
37.916666666666664,17
38,14
38.083333333333336,16
38.166666666666664,18
38.25,15
38.333333333333336,16
38.416666666666664,16
38.5,14
38.583333333333336,17
38.666666666666664,15
38.75,14
38.833333333333336,15
38.916666666666664,16
39,17
39.083333333333336,17
39.166666666666664,17
39.25,14
